Year,ClusterLabels,median,std,n,se
2007,Mixed Producers 1,-0.3945,0.6714931562000683,18,0.1582724547564753
2007,Oil Exporters,-0.347,0.7107858159744581,7,0.2686517863572196
2007,Petrostates,-0.92,0.7092697684207361,14,0.18956031915906357
2008,Diversified Producers,0.086,0.8884018112292933,57,0.117671694504839
2008,Mining Exporters,-1.126,0.6623649090397775,11,0.19971053432571143
2008,Mixed Producers 1,-0.4535,0.6696119937861196,18,0.1578290605233365
2008,Oil Exporters,-0.524,0.734874009285816,7,0.2777562676478914
2008,Petrostates,-1.0585,0.6605835914694531,14,0.17654839104309564
2009,Diversified Producers,0.119,0.8290730435424988,57,0.10981340725424356
2009,Mining Exporters,-0.905,0.6455826966251637,11,0.19465050689559155
2009,Mixed Producers 1,-0.4105,0.7183881581371132,18,0.1693257127142889
2009,Oil Exporters,-0.421,0.769920125727338,7,0.2910024545797313
2009,Petrostates,-1.1395,0.6183055585519701,14,0.16524911145995477
2010,Diversified Producers,0.003,0.8553070243425601,57,0.113288182896674
2010,Mining Exporters,-1.109,0.5697180482883218,11,0.1717764547696312
2010,Mixed Producers 1,-0.543,0.6484909304902455,18,0.15285077816254222
2010,Oil Exporters,-0.463,0.7962551337952164,7,0.30095615202580067
2010,Petrostates,-0.6445000000000001,0.7991180165630134,14,0.2135732735412243
2011,Diversified Producers,0.028,0.8939361892221402,57,0.11840474077761444
2011,Mining Exporters,-0.777,0.4545585470841713,11,0.13705455872066316
2011,Mixed Producers 1,-0.654,0.7170046558221141,18,0.16899961809138117
2011,Oil Exporters,-0.19,0.8813616089405562,7,0.3331233760537819
2011,Petrostates,-0.724,0.5594830620343181,14,0.14952813798825781
2012,Diversified Producers,0.0209999999999999,0.8602965526615245,57,0.11394906206717006
2012,Mining Exporters,-0.912,0.5415262605904638,11,0.16327631095479916
2012,Mixed Producers 1,-0.505,0.7258095074993649,18,0.17107494153415642
2012,Oil Exporters,-0.486,0.7413883051732196,7,0.2802184400600001
2012,Petrostates,-0.8945,0.7866773812674432,14,0.21024837390195067
2013,Diversified Producers,0.0189999999999999,0.9078191251068543,57,0.12024358055665076
2013,Mining Exporters,-1.165,0.6028773431711386,11,0.18177435835499983
2013,Mixed Producers 1,-0.5489999999999999,0.7947060479286533,18,0.18731401184677074
2013,Oil Exporters,-0.411,0.7775010641548376,7,0.29386777997739655
2013,Petrostates,-1.057,0.785219186170123,14,0.20985865486929023
2014,Diversified Producers,-0.083,0.8863507130172376,57,0.11740001990990039
2014,Mining Exporters,-1.024,0.4962005276461963,11,0.1496100882708004
2014,Mixed Producers 1,-0.596,0.7490569081411551,18,0.17655440641374653
2014,Oil Exporters,-0.512,0.792677830431218,7,0.29960405844503285
2014,Petrostates,-0.8855,0.9250168278837592,14,0.2472211462101048
2015,Diversified Producers,0.0349999999999999,0.8503291394297907,57,0.1126288459330031
2015,Mining Exporters,-0.948,0.5324524050432711,11,0.16054044056826067
2015,Mixed Producers 1,-0.6655,0.8076047960085104,18,0.1903542759254654
2015,Oil Exporters,-0.189,0.7792149284773134,7,0.29451555980285044
2015,Petrostates,-0.9365,0.6671099222404419,14,0.17829262631008136
2016,Diversified Producers,-0.118,0.9322675568843138,57,0.123481854453525
2016,Mining Exporters,-0.84,0.5797479389590555,11,0.17480058059173206
2016,Mixed Producers 1,-0.606,0.7989462770391832,18,0.18831344343271753
2016,Oil Exporters,-0.183,0.6096075240130598,7,0.230409986556056
2016,Petrostates,-0.7404999999999999,0.6918240621480528,14,0.18489775803458686
2017,Diversified Producers,-0.058,0.9108075667005063,57,0.12063940931544988
2017,Mining Exporters,-0.984,0.5486397890982919,11,0.16542112049988666
2017,Mixed Producers 1,-0.6445000000000001,0.7881751261057182,18,0.18577465881063854
2017,Oil Exporters,-0.191,0.66369908557303,7,0.2508546751153163
2017,Petrostates,-0.8165,0.7023274180877479,14,0.18770489798727802
2018,Diversified Producers,-0.066,0.8851385881179504,57,0.11723947004490938
2018,Mining Exporters,-0.903,0.5220179725223678,11,0.15739434078897718
2018,Mixed Producers 1,-0.6539999999999999,0.7753302901496428,18,0.182747101941382
2018,Oil Exporters,-0.22,0.7443258055192664,7,0.28132871083025807
2018,Petrostates,-1.1444999999999999,0.7804262149127724,14,0.20857767941860017
2019,Diversified Producers,-0.057,0.896570651053684,57,0.1187536837715477
2019,Mining Exporters,-0.805,0.4877708664750471,11,0.14706844979675227
2019,Mixed Producers 1,-0.6945,0.8155267694960759,18,0.19222150298327795
2019,Oil Exporters,0.003,0.6975800346640554,7,0.26366047018355815
2019,Petrostates,-1.1440000000000001,0.8515271510709386,14,0.22758020391736766
