Year,ClusterLabels,median,std,n,se
1995,Diversified Producers,0.101,0.7388475356754279,57,0.09786274679398736
1995,Mining Exporters,-0.859,0.8384910364349867,11,0.2528145598119154
1995,Mixed Producers 1,-0.7130000000000001,0.5853810222209724,18,0.1379756301301209
1995,Oil Exporters,-0.411,0.6374803825179549,7,0.2409449368321194
1995,Petrostates,-0.4155,0.7920842862243365,14,0.2116934300356324
1996,Diversified Producers,0.138,0.769240179183333,57,0.10188835076828366
1996,Mining Exporters,-0.726,0.7101758040987265,11,0.21412606158040148
1996,Mixed Producers 1,-0.702,0.5911018099051994,18,0.13932403271853605
1996,Oil Exporters,-0.231,0.753364105987587,7,0.2847448673036659
1996,Petrostates,-0.45699999999999996,0.972975599120305,14,0.2600386669713779
1997,Diversified Producers,0.164,0.7462199298697653,57,0.09883924425993118
1997,Mining Exporters,-0.869,0.7458766410314535,11,0.22489026892653946
1997,Mixed Producers 1,-0.495,0.5952158283790353,18,0.14029371617212805
1997,Oil Exporters,-0.301,0.8601876594812377,7,0.3251203754048666
1997,Petrostates,-0.6825,0.8264236634006624,14,0.22087101462627642
1998,Diversified Producers,0.127,0.8052071391731934,57,0.10665229099746706
1998,Mining Exporters,-0.789,0.6647786507894599,11,0.20043830484612163
1998,Mixed Producers 1,-0.6399999999999999,0.5991965344760469,18,0.1412319775971639
1998,Oil Exporters,-0.43,0.8562087807249329,7,0.32361650059257224
1998,Petrostates,-0.35250000000000004,0.8501077242662503,14,0.22720084614674288
1999,Diversified Producers,-0.0069999999999999,0.7462846889936833,57,0.09884782181543564
1999,Mining Exporters,-1.107,0.697357349374962,11,0.21026115206123006
1999,Mixed Producers 1,-0.5305,0.5906965866807933,18,0.13922852068857874
1999,Oil Exporters,-0.401,0.8039770785645216,7,0.30387477281113745
1999,Petrostates,-0.4305,0.6940884012798433,14,0.1855029281230601
2000,Diversified Producers,0.043,0.7915830088854707,57,0.10484773085717121
2000,Mining Exporters,-0.711,0.637190680751346,11,0.19212021890575887
2000,Mixed Producers 1,-0.459,0.5726415799476731,18,0.13497291479012605
2000,Oil Exporters,-0.447,0.789475111945242,7,0.29839354464028406
2000,Petrostates,-0.759,0.8947260155249444,14,0.23912558608055173
2001,Diversified Producers,0.0209999999999999,0.8272325900228092,57,0.10956963323039326
2001,Mining Exporters,-0.833,0.5961444150844355,11,0.17974430415463258
2001,Mixed Producers 1,-0.492,0.6469543326207283,18,0.1524885985713781
2001,Oil Exporters,-0.457,0.8197887648947252,7,0.30985102850232005
2001,Petrostates,-0.73,0.7288968180946954,14,0.19480586883000278
2002,Diversified Producers,0.087,0.7920426573142341,57,0.10490861277884832
2002,Mining Exporters,-0.989,0.5537960077337306,11,0.1669757789135947
2002,Mixed Producers 1,-0.5725,0.611598027350337,18,0.14415503749991296
2002,Oil Exporters,-0.467,0.8375519600086229,7,0.3165648851825045
2002,Petrostates,-0.5095000000000001,0.7519765164675565,14,0.2009741776800978
2003,Diversified Producers,-0.064,0.7831952908553347,57,0.1037367504638859
2003,Mining Exporters,-1.033,0.6547749648126863,11,0.1974220800365309
2003,Mixed Producers 1,-0.43799999999999994,0.6611773120037444,18,0.1558409869615138
2003,Oil Exporters,-0.38,0.7965198709146589,7,0.30105621325163673
2003,Petrostates,-0.5645,0.7788601843804747,14,0.2081591401536655
2004,Diversified Producers,-0.1109999999999999,0.8566762750031303,57,0.11346954457715978
2004,Mining Exporters,-1.04,0.5646231245063142,11,0.17024027744959686
2004,Mixed Producers 1,-0.5715,0.6957877864628336,18,0.1639987540248824
2004,Oil Exporters,-0.154,0.7073488059884836,7,0.2673527186891433
2004,Petrostates,-0.438,0.6644407381441136,14,0.1775792568536038
2005,Diversified Producers,-0.056,0.8565459034784396,57,0.11345227644687052
2005,Mining Exporters,-1.075,0.6353182023063861,11,0.19155564541212614
2005,Mixed Producers 1,-0.4495,0.633995453685685,18,0.14943416151419653
2005,Oil Exporters,0.211,0.7491063247058363,7,0.28313557724532046
2005,Petrostates,-0.39849999999999997,0.8058786754595506,14,0.2153801356340591
2006,Diversified Producers,0.022,0.9021645298793515,57,0.11949461112215745
2006,Mining Exporters,-1.112,0.7154777170788504,11,0.21572464849187295
2006,Mixed Producers 1,-0.34099999999999997,0.6602352348666929,18,0.15561893725084383
2006,Oil Exporters,-0.192,0.7865535431173623,7,0.2972892954178943
2006,Petrostates,-0.675,0.7875919203286896,14,0.21049279474723678
2007,Diversified Producers,0.07,0.8929594269733373,57,0.11827536545724453
2007,Mining Exporters,-1.138,0.6832787797883753,11,0.20601630361544668
