model,pooled_r2,pooled_mae,pooled_rmse,n_pooled
Lasso,0.9580801590178032,0.10203952820651899,0.16693457602282388,1210
Ridge,0.95832936994024,0.10276367936853133,0.16643762835556022,1210
RandomForest,0.9514608980526538,0.11130636398471516,0.17963144093167818,1210
XGBoost,0.9435351808246186,0.12114468705661906,0.1937427482935646,1210
