# Per-variable validation (MAR-style random masking, 5%)
variable,n_masked,median_pct_error,median_abs_error
hs81_share,179,297.8421500511788,0.00018438926544353282
hs25_share,179,151.84560839286036,0.002989017016211339
hs44_share,179,129.85241214944062,0.0037213227240152193
Government revenue,176,129.5924882370781,2.1896596424010237
High-tech exports,117,129.31663602660035,2.0862962848552957
hs29_share,179,129.0131711212835,0.0006990360089326373
hs78_share,179,122.92114183429605,0.00020587597454095776
"Inflation, consumer prices (annual %)",172,117.16908210730124,3.6169298924447313
hs28_share,179,115.7655349089766,0.0016932065347804452
hs74_share,179,114.06237965101187,0.0010595600610294686
Property rights,165,110.59485484526427,0.0201948051948051
Share of government spending in GDP,169,110.2641465566429,0.025820301267608148
Real interest rate (%),135,107.32724084223594,3.156935177792947
General government structural balance,70,106.60350849811381,1.4513824786324787
Political stability — estimate,164,106.5677310602011,0.16990086206896565
hs76_share,179,105.91488587681019,0.00236945290196703
Trade (% of GDP),156,105.75064687897738,9.963254416285668
hs79_share,179,105.17950005572519,0.00010811319332952828
resource_herfindahl,179,103.38749479936217,0.057928805020911606
Clientelism index,165,102.29555236728835,0.034344827586206716
Economic Complexity Index,142,102.2604478502872,0.11363977832512301
Share of investment in GDP,169,100.71795545577609,0.024139139562697864
refined_oil_share,177,100.18483840541614,0.008774965816661796
gas_share,177,100.17182539667508,0.0009543166760271647
hs80_share,179,100.00375451361742,1.8949213701010014e-05
crude_oil_share,177,100.0,0.0006714885534139692
coal_share,177,100.0,4.840665378473861e-05
hs75_share,179,100.0,3.038943539015372e-05
Share of consumption in GDP,169,99.5488887601327,0.03332762952361845
"Primary net lending, General government, Percent of GDP",171,99.23752095752207,1.7678712084735968
Agriculture,176,97.99770803331086,1.285142388398853
Capital stock (national accounts prices),168,97.21815933924314,132019.7416487069
Access to electricity (% of population),177,97.1431937693893,1.9414909360769457
Capital depreciation rate,168,92.94588052427025,0.0024657835406550616
Manufacturing,169,92.00328995358112,1.0666829012654695
General government net debt,75,91.51612373299822,9.913297619047619
Domestic credit to private sector (% of GDP),155,90.90686690770775,5.139747851792844
"Gross fixed capital formation, all, Constant prices, Percent of GDP",164,86.2350983465333,1.893054701468727
post2019_x_coal_share,177,84.9897333711092,1.240103069962552e-09
Industry,175,82.42447890698136,1.7636408590096195
post2019_x_ores_share,179,82.21412716324606,0.0004812083582825714
Lending interest rate (%),135,79.16982526555165,1.6620413351016765
Population,179,78.45372095652543,395248.4379310347
Political corruption index,165,78.03609062170706,0.023399014778324956
hs72_share,179,76.04278911549301,0.003103371434192155
"GDP per capita (constant prices, PPP)",175,75.98231098153352,934.5521594827578
Urban population (% of total population),179,68.29492117505255,258557.70445344245
Services,175,68.17619796861078,1.5944906220083794
"Death rates, crude per 1000 people",179,65.56228373702389,0.3709093137254911
base_metals_share,179,58.060131687924354,0.00392709460000179
Employment in industry (% of total employment),170,56.960393399011224,0.714638990547829
Accountability index,165,53.630426431041215,0.04532407407407424
participatory_dem,165,52.99368167686281,0.010255952380952282
post2019_x_crude_oil_share,177,49.56539939958105,1.0757275866889237e-08
hs71_share,179,46.419898525027875,0.001183124031466318
deliberative_dem,165,46.13935969868181,0.01468055555555553
Welfare-relevant TFP,117,45.59786552601793,0.01992230720463245
Rule of law index,165,45.45895281189412,0.018000000000000016
"Life expectancy at birth, total (years)",179,38.3589200635264,0.5552142857142996
Human capital index,143,37.90958943186523,0.042180010250637556
hs26_share,179,37.89054666757046,0.0005254945351542382
electoral_dem,165,37.59733036707467,0.009103448275862125
TFP level (constant national prices),117,37.13937328347852,0.01797776335272272
egalitarian_dem,165,36.891828058573566,0.00773626373626371
liberal_dem,165,34.25287356322525,0.00768233618233613
Mobile cellular subscriptions (per 100 people),179,32.73253181161055,11.939800733192072
