# Per-variable validation (MAR-style random masking, 5%)
variable,n_masked,median_pct_error,median_abs_error
post2019_x_refined_oil_share,177,31.074594301887643,0.0006162371039014449
ores_share,179,29.437908654236857,0.0003566675168057002
wide_resource_share,179,25.804000004556997,0.00938008110736737
tight_share,179,24.266104955191896,0.006720946839703423
extractives_share,179,21.453780636713653,0.008044978078511022
Employment in services (% of total employment),170,17.767988804863492,0.44327815381188174
precious_share,179,17.498812108690434,0.0013233322261212571
post2019_x_gas_share,177,13.379804744657202,1.4623174903021065e-08
post2019_x_base_metals_share,179,13.302892480902212,0.0006175613136714792
Employment in agriculture (% of total employment),170,11.588310765654947,0.3251414504791903
hs27_share,179,7.31599252489227,0.0013957366633167018
hydrocarbon_share,179,7.003168370709954,0.0011428743266284139
post2019_x_hydrocarbon_share,179,0.0,0.0

# Per-country reliance (raw + error-weighted)
Country Code,raw_imputed_pct,weighted_score
FSM,43.20987654320987,30.955743745958397
AND,40.86845466155811,30.947693707023415
KIR,37.10201429499675,26.97939430077615
PLW,37.03703703703704,26.856467478391615
WSM,30.078563411896745,22.881972534051304
TON,28.50729517396184,21.42944193242632
CUB,22.633744855967077,20.347993457977804
LCA,24.501424501424502,17.446189385139327
DMA,26.469135802469136,16.947271457007204
KNA,25.252525252525253,15.861939444976347
VCT,22.733077905491697,15.842728377625438
GRD,25.308641975308642,15.709219093710095
VUT,17.28395061728395,15.278217791274248
BLZ,20.306513409961685,14.124196995340283
AFG,15.22633744855967,12.926669384929182
SLB,14.306463326071169,12.318401831928865
TLS,15.308641975308642,11.964696785203204
PNG,13.675213675213675,11.422066641008742
PSE,14.814814814814815,11.341259974143568
LBY,13.271604938271604,11.202863486238426
SYR,11.604938271604938,9.840099229246443
MDV,10.898254576415496,8.997565041182781
CAF,8.599404001702853,8.303146187160273
STP,11.061728395061728,8.244383712320042
COM,9.401709401709402,7.2841760142886205
ARE,8.74074074074074,7.171206900033456
BDI,7.322264793529161,7.109666538396378
GIN,8.424110384894698,6.403655292277244
GHA,7.882241215574549,6.383840800628823
DJI,8.641975308641975,6.37046729256235
COG,7.818930041152264,6.272420539883857
NPL,8.024691358024691,6.255866735471232
SYC,10.81311196253725,6.2288808867866505
SDN,6.172839506172839,6.182882885014551
MWI,7.407407407407407,6.086050692356201
KHM,7.6646090534979425,6.080244924904547
MNE,9.670781893004115,5.986606174141084
LBR,7.407407407407407,5.917793801853751
GUY,7.22450845907636,5.810277946889079
GAB,5.555555555555555,5.4964884077625324
SUR,7.498856881572931,5.383653690415123
LAO,5.555555555555555,5.341227396166635
BTN,7.480029048656499,5.29177492920373
ARM,5.5080721747388415,5.215245164317021
GNB,7.407407407407407,5.197863065713098
AZE,7.319223985890653,5.110954945864035
HTI,6.172839506172839,5.0638704576198625
CPV,7.061728395061729,5.0181266646003655
ETH,6.3051146384479715,4.95882887993919
MMR,6.349206349206349,4.952301085827193
VEN,4.3895747599451305,4.846051885947761
TTO,4.76798637718178,4.812801417247095
UGA,6.130268199233717,4.716489621458475
MDG,6.130268199233717,4.6678518529198145
ZWE,4.54320987654321,4.643543993462491
QAT,4.938271604938271,4.625368225892807
CMR,4.435299497027892,4.513585399596207
GMB,5.832269050659855,4.493978895030209
MKD,6.59855257556407,4.474259817465366
TGO,4.45326278659612,4.426570946388855
MLI,5.709876543209877,4.3895840573405955
JAM,4.144620811287478,4.302668711494022
FJI,4.012345679012346,4.261095039062045
YEM,5.679012345679013,4.239317513670258
SAU,4.232804232804233,4.232938657957539
COD,6.858710562414266,4.228564151085342
BHR,4.320987654320987,4.208797818395662
ECU,4.365079365079365,4.197699186881521
GEO,6.4373897707231045,4.195006577052511
KAZ,4.257130693912303,4.15122004380931
BGD,5.4433221099887765,4.120483101645785
CIV,4.086845466155811,4.099988444035329
UZB,6.349206349206349,4.087478521435361
SLV,4.232804232804233,4.053595566320489
IRQ,3.7037037037037037,4.04242306491003
SEN,4.012345679012346,4.019814603471556
TUN,4.171988080034057,4.019490831841348
VNM,5.349794238683128,3.9389865037866776
BLR,6.121399176954733,3.9101016452971367
MAR,3.8314176245210727,3.8301925278047246
BEN,3.7037037037037037,3.793764372100826
OMN,5.704555129842486,3.762637298631602
LTU,3.8314176245210727,3.743430934424705
SLE,3.7037037037037037,3.7083960503876447
MRT,3.81105743424584,3.681535616715977
BFA,3.5759897828863347,3.643962065600638
TUR,3.7037037037037037,3.6321666039466085
ARG,3.5334184759472116,3.6123451878596686
LVA,3.7037037037037037,3.600709214568005
LSO,3.2742887815351582,3.5586908380511497
MDA,3.4908471690080884,3.552605292564444
MOZ,3.3509700176366843,3.5351479549414826
KWT,3.591470258136925,3.4878101861682715
NGA,3.2288698955365622,3.458019512105743
NIC,3.3205619412515963,3.4310389363868175
TJK,3.254769921436588,3.278029682857192
DZA,4.508856682769726,3.2493692832612466
SVK,3.277990634312473,3.1831719023867335
EST,3.2354193273733505,3.1575768233947428
HND,3.038936372269706,3.128053543671149
MNG,3.0059044551798175,3.0996580363093407
SVN,3.150276713495104,3.066811809773531
LKA,2.983539094650206,3.032103920302634
MLT,2.9374201787994894,3.027076264436645
NER,2.894848871860366,3.0252115380198554
RWA,2.8964862298195633,2.9985565822641576
TZA,2.880658436213992,2.9583896921807775
KGZ,2.849002849002849,2.91669610092196
IRN,2.749719416386083,2.893650606377097
POL,2.894848871860366,2.8346103617334086
LBN,4.8925468678555095,2.8299356894552257
ALB,2.689594356261023,2.809330621883942
ZMB,2.554278416347382,2.7214228444745667
PAK,3.880070546737213,2.540284576049118
SRB,3.5665294924554183,2.491304545795757
UKR,2.380952380952381,2.4008210014777394
PHL,2.2045855379188715,2.316969297800114
SWZ,2.1090534979423867,2.2973138031539824
AGO,2.2839506172839505,2.2705837015314585
THA,2.256279267773521,2.219758690261217
NAM,2.1090534979423867,2.1876894286523454
KEN,2.006172839506173,2.103039906546159
CHN,2.0008514261387824,1.9797184070256069
MUS,1.9157088122605364,1.9541364777421062
BOL,1.7454235845040442,1.9261893641963532
MYS,1.8305661983822903,1.8548199533566896
RUS,1.8518518518518519,1.8384500992150599
IDN,1.7028522775649213,1.7849265878966318
GTM,1.7879948914431674,1.7781068589042184
IND,1.7454235845040442,1.7721096989766225
HRV,1.7028522775649213,1.7190304897415047
BGR,1.7195767195767195,1.717363288135238
BIH,3.880070546737213,1.69221150115716
CRI,1.362281822051937,1.3922643197137703
URY,1.0642826734780757,1.152201195003946
BRA,0.9791400595998297,1.1196982834485294
EGY,0.9365687526607067,1.0899519185821922
PAN,0.9791400595998297,1.051632124948927
PER,0.8514261387824607,0.9929920231679368
CHL,0.8514261387824607,0.9432141681647409
ROU,2.0008514261387824,0.8823917075524119
PRY,0.6811409110259685,0.7916266939311998
BWA,0.565843621399177,0.7095686515496589
HUN,0.5959982971477225,0.7008616803099875
COL,0.5534269902085994,0.6619020703768252
MEX,0.46828437633035336,0.5872292288686831
CZE,0.3968253968253968,0.4941658670896544
JOR,0.3968253968253968,0.4941658670896544
DOM,0.3950617283950617,0.45167012952837066
ZAF,0.257201646090535,0.3104432317144726
