Cluster,N,Oil_1995,Gas_1995,Mineral_1995,Forestry_1995,TotalNR_1995,logProdPc_1995,Oil_panel,Gas_panel,Mineral_panel,Forestry_panel,TotalNR_panel
Diversified Producers,20,2.2156520428918594,0.27225378260189376,1.0418897409527412,2.363981362024448,5.893776928470942,1.7605346218688773,3.170961971849183,0.5301039796979925,1.3759522765998362,1.5803390396308923,6.657357267777904
Mining Exporters,1,0.0,-1.1102230246251563e-16,10.1730139346072,1.22643676509801,11.39945069970521,1.894092575590915,1.0344763842169544,-1.1102230246251562e-16,8.547240218574473,0.5613295727906613,10.14304617558209
Mixed Producers 1,10,0.8295148115334812,0.3272297646147962,0.4961862666945933,6.964912084325155,8.617842927168025,1.2376933666130587,1.162348977598017,0.5253325376130347,1.4862850043368174,4.927193912799201,8.101160432347069
Oil Exporters,13,26.293536463924454,0.5816852989324021,0.036521057331341436,4.046972293021216,30.958715113209415,2.0046298685681956,29.842542015059227,0.9535382864976576,0.07347346564266667,1.1858253471787028,32.055379114378255
Petrostates,5,15.867084771193742,5.084556747847448,0.0647914624002623,0.04326290679335938,21.05969588823481,2.024699090796967,17.839371768473406,5.036855447716404,0.6594023658292474,0.031147049924201798,23.56677663194326
