Country Code,Year,Bucket,prod_usd,Country Name,Population,"GDP per capita (constant prices, PPP)",prod_pc,prod_pct_gdp
MMR,2017,Total,5579193304.341425,Myanmar,51894938.0,5468.498806115822,107.50939338903198,1.9659763529397936
MNE,2017,Total,259626157.51867703,,,,,
MNG,2017,Total,8967056995.802849,Mongolia,3148917.0,9963.510881456634,2847.66381451237,28.580927430031075
MOZ,2017,Total,1898749806.472852,Mozambique,28166393.0,1897.5673675770631,67.41189070509851,3.552542684751919
MRT,2017,Total,615471851.1777836,Mauritania,4210600.0,3201.8492317798027,146.17200664460734,4.565237025959374
MWI,2017,Total,4257865.3289677715,Malawi,18039715.0,2330.460499783967,0.23602730580653694,0.01012792561077163
MYS,2017,Total,31025727825.920643,Malaysia,32355644.0,48019.98720803149,958.8969338987857,1.9968704484336208
NAM,2017,Total,828729779.0,Namibia,2506853.0,8660.293966786332,330.58571005160655,3.817257373935085
NCL,2017,Total,2318552000.0,,,,,
NER,2017,Total,316980860.1781085,Niger,21435446.0,1756.0535727900788,14.787696051582436,0.842098229844277
NGA,2017,Total,49110291970.26784,Nigeria,200254579.0,2226.898553513056,245.23929597768569,11.012593976982341
NIC,2017,Total,306828531.0,Nicaragua,6316231.0,11812.688389912111,48.577788082798115,0.4112339755299305
NLD,2017,Total,7739728979.195829,Netherlands,17131296.0,54590.53701072832,451.7888768716523,0.8275955900248153
NOR,2017,Total,64641940672.290115,Norway,5276968.0,46548.40579276596,12249.826163867227,26.316317294309915
NPL,2017,Total,10512383.83686923,Nepal,28011258.0,4131.258386501304,0.37529138594450956,0.0090841905984568
NZL,2017,Total,1739134679.606893,New Zealand,4813600.0,48410.74919656142,361.2960527685917,0.7463136984342609
OMN,2017,Total,25798441498.26396,Oman,4537396.0,47100.60848246042,5685.737259490677,12.071473050306691
PAK,2017,Total,8915321578.957462,Pakistan,223273967.0,6171.165790158997,39.9299645128689,0.6470408650589847
PAN,2017,Total,4050000.0,Panama,4098707.0,10030.640200297432,0.9881164962511348,0.00985098135831684
PER,2017,Total,35527138753.295784,Peru,31324637.0,18440.954895457256,1134.159631388411,6.150221817785585
PHL,2017,Total,5406245150.127435,Philippines,108119693.0,5146.153112066475,50.002409367990296,0.9716463595058381
PNG,2017,Total,3880770920.3711486,Papua New Guinea,9178714.0,5435.821735160973,422.80115933137785,7.778054173420338
POL,2017,Total,17123417407.500975,Poland,37974826.0,49871.18713799541,450.91496686517996,0.9041592806232618
PRK,2017,Total,2681860458.8945704,,,,,
PRT,2017,Total,659248495.08,Portugal,10300300.0,49621.462647908935,64.00284409968643,0.12898217965443937
QAT,2017,Total,69113805403.66263,Qatar,2545820.0,54505.21333944466,27147.95445226396,49.807995949292724
ROU,2017,Total,6387093777.4343,Romania,19588715.0,17825.124916992863,326.0598654600008,1.8292150376414185
RUS,2017,Total,420252842075.9128,Russian Federation,145293260.0,23698.31346084959,2892.4455413548626,12.205280118913441
RWA,2017,Total,356400000.0,Rwanda,12202060.0,1900.002585493974,29.208182880595572,1.5372706912923413
SAU,2017,Total,258472059262.45078,Saudi Arabia,30977355.0,26118.72331993137,8343.903450196143,31.946061635519744
SDN,2017,Total,5731649169.809078,Sudan,42714306.0,3380.645496506462,134.18570279028012,3.9692331813242996
SEN,2017,Total,479414459.7514006,Senegal,15475002.0,2485.1145986719057,30.979928774897772,1.2466197249597286
SLB,2017,Total,48006000.0,,,,,
SLE,2017,Total,63193454.99999594,,,,,
SRB,2017,Total,4481786295.576635,Serbia,7020858.0,15143.504967413017,638.3530753045618,4.215358839834107
SSD,2017,Total,2916958937.324931,,,,,
SUR,2017,Total,1429118052.4404764,,,,,
SVK,2017,Total,639928026.4896364,Slovak Republic,5439232.0,47872.60800881912,117.65043787241221,0.24575731877974677
SVN,2017,Total,437562356.0938247,Slovenia,2066388.0,54572.15515669376,211.75227309383556,0.38802255928106266
SWE,2017,Total,5137119728.906883,Sweden,10057698.0,54572.039045476486,510.76496121745583,0.9359462650677582
SWZ,2017,Total,19041968.276533578,Eswatini,1158195.0,10483.534879480396,16.441072769726667,0.15682756778829499
SYR,2017,Total,1159553255.5854409,,,,,
TCD,2017,Total,2072063900.5602243,Chad,15622759.0,1500.6868371683995,132.63111212047912,8.838027284275828
TGO,2017,Total,810000000.0,Togo,8057140.0,2642.086685139504,100.53195054324488,3.805020899151033
THA,2017,Total,18103917127.207813,Thailand,71160187.0,19045.72985318681,254.4107581843175,1.3357889676343824
TJK,2017,Total,997096557.2072475,Tajikistan,9085946.0,10475.194530953073,109.74053303940475,1.0476228648082218
TKM,2017,Total,16637435156.918762,,,,,
TLS,2017,Total,318779061.62465,,,,,
TTO,2017,Total,8101107668.828939,Trinidad and Tobago,1356633.0,23472.935073326607,5971.48062064607,25.43985488815901
TUN,2017,Total,899537068.0126942,Tunisia,11650498.0,18435.491293054944,77.21018174611028,0.41881271574898066
TUR,2017,Total,13331723621.474667,Turkiye,80312698.0,5255.487494070654,165.99770588549606,3.158559621210743
TWN,2017,Total,2316547.9827556033,,,,,
TZA,2017,Total,1919681744.991848,Tanzania,55652890.0,2148.9762879517657,34.493837516647346,1.6051288099378773
UGA,2017,Total,162000.0,Uganda,40177388.0,2063.26260392891,0.00403211876292207,0.0001954244096337529
UKR,2017,Total,13032328980.516796,Ukraine,45436041.0,17544.59509878016,286.8280046784181,1.6348510926784552
URY,2017,Total,43011000.0,Uruguay,3388438.0,31530.19289828116,12.693459346164811,0.04025810875028546
USA,2017,Total,495679855936.823,United States,326608609.0,48728.67229632736,1517.6570435619565,3.1145052225778396
UZB,2017,Total,16730268335.020712,Uzbekistan,31819178.0,6372.264171850757,525.7919715908661,8.251258224879201
VEN,2017,Total,52102765660.33446,"Venezuela, RB",30565323.0,11807.909308482234,1704.6365144034125,14.436395723152138
VNM,2017,Total,11369541559.867683,Viet Nam,95176977.0,16010.826926196733,119.45684679465795,0.7461004190808159
XKX,2017,Total,739742027.2327257,,,,,
YEM,2017,Total,1404668057.140148,"Yemen, Rep.",33090921.0,4936.516247000212,42.448744691637565,0.8598927374630343
ZAF,2017,Total,43333554758.675354,South Africa,57635162.0,15779.585625551834,751.859685215691,4.764761908564994
ZMB,2017,Total,5339754356.456894,Zambia,17441320.0,12940.44417240009,306.15540317228823,2.365880174540446
ZWE,2017,Total,1305090626.3346813,Zimbabwe,14812482.0,1338.4733170658037,88.10749112368077,6.582685661364524
AFG,2018,Total,277275882.7230712,,,,,
AGO,2018,Total,39542676313.43778,Angola,31297155.0,6872.841,1263.459132737074,18.38336042892705
ALB,2018,Total,505743524.26985306,Albania,2607733.0,13570.554,193.93991803219618,1.4291230706734315
ARE,2018,Total,117439670574.91112,United Arab Emirates,9346701.0,47219.379087924746,12564.82587545179,26.60946865068997
ARG,2018,Total,29319546314.776413,Argentina,44654882.0,22747.258,656.5809828984973,2.8864181471828263
ARM,2018,Total,730466810.0,Armenia,2969000.0,12644.049,246.0312596833951,1.945826528222052
AUS,2018,Total,221052367771.7857,Australia,24963258.0,50312.98299999999,8855.108887300916,17.60004746150893
AUT,2018,Total,684663341.9574468,Austria,8840521.0,55274.189,77.44603988355966,0.14011248520274025
AZE,2018,Total,25394015807.714504,Azerbaijan,9939771.0,14265.254,2554.7888183454634,17.9091716021703
BDI,2018,Total,77628200.0,,,,,
BEN,2018,Total,204500.00000000003,,,,,
BFA,2018,Total,2475970020.0,Burkina Faso,20438288.0,2050.084999999999,121.14370929698221,5.9092042182144775
BGD,2018,Total,7163218367.084969,Bangladesh,163523103.0,5565.68,43.805543288185824,0.7870654311456249
BGR,2018,Total,4284223836.488173,Bulgaria,6710798.0,22345.527,638.4075092840185,2.856981217243248
BHR,2018,Total,6821255301.003197,Bahrain,1503091.0,48424.429,4538.151915621341,9.371616783795924
BIH,2018,Total,1918715366.0641656,Bosnia and Herzegovina,3387000.0,13966.112,566.4940555252924,4.0562044434792766
BLR,2018,Total,875645586.770565,Belarus,9438785.0,18972.633,92.77100673132877,0.4889727573991905
BOL,2018,Total,9534817537.28878,Bolivia,11508368.0,8688.547,828.5117001201891,9.535676104648902
BRA,2018,Total,123798451528.22118,Brazil,206107261.0,15434.776,600.6506074922861,3.8915408133703147
BRB,2018,Total,15863342.264764477,Barbados,280711.0,15682.041,56.51129547742866,0.36035676400430694
BRN,2018,Total,6085814872.579859,Brunei Darussalam,437810.0,59332.44500000001,13900.584437495394,23.428302065582148
BTN,2018,Total,21154228.24598991,,,,,
BWA,2018,Total,335903330.52449346,Botswana,2299141.0,14962.081,146.0994912989214,0.9764650472011307
CAF,2018,Total,5807799.99999591,,,,,
CAN,2018,Total,213114057696.77008,Canada,37072620.0,41898.03237743772,5748.556689458961,13.720350009931696
CHL,2018,Total,42636637452.95171,Chile,18893191.0,46249.133914685066,2256.71975967171,4.879485449034872
CHN,2018,Total,716586259834.7781,China,1402760000.0,15968.357586057362,510.84024340213443,3.1990781810157505
CIV,2018,Total,1849829173.8587418,Cote d'Ivoire,27464173.0,4651.7425339627625,67.35426454889947,1.4479362100791333
CMR,2018,Total,2005200260.8448524,Cameroon,24806383.0,2897.7644234613035,80.83404423953515,2.7895312533025374
COD,2018,Total,17608174476.485973,"Congo, Dem. Rep.",90047644.0,1777.2487757084018,195.5428670236611,11.002560232217279
COG,2018,Total,8609115826.271914,"Congo, Rep.",5483118.0,7458.139192478107,1570.113177624832,21.052344788742573
COL,2018,Total,36974571396.26911,Colombia,49024465.0,23678.048890308182,754.2065251761363,3.185256220519274
CRI,2018,Total,151289100.0,Costa Rica,4957818.0,17563.362619304815,30.51525893044077,0.1737438302213259
CUB,2018,Total,1707333986.4805486,,,,,
CYP,2018,Total,7997099.99999995,Cyprus,1270737.0,22378.067962549125,6.293277051034124,0.02812252184400483
CZE,2018,Total,4959706229.714399,Czechia,10629928.0,54596.6215115864,466.5794753938502,0.8545940435065812
DEU,2018,Total,22494928255.25858,Germany,82905782.0,51766.01677425372,271.3312354409561,0.5241493403369313
DNK,2018,Total,4042547010.3382025,Denmark,5793636.0,54555.26575602521,697.7564711242132,1.2789901422983196
DOM,2018,Total,1447396831.5,Dominican Republic,10782053.0,9747.882601536105,134.24130186523846,1.377132935967902
DZA,2018,Total,63105981323.05158,Algeria,42505035.0,12920.12,1484.670729551254,11.491152787677311
ECU,2018,Total,13835015360.290098,Ecuador,17049547.0,14132.9591964965,811.4594106394791,5.7416100857394134
EGY,2018,Total,33511605228.132843,"Egypt, Arab Rep.",105682094.0,18504.718367101297,317.0982326309019,1.7136074504903382
ERI,2018,Total,672554200.0,,,,,
ESP,2018,Total,2888212406.823034,Spain,46782011.0,44161.01228599906,61.73767106384191,0.13980130406434413
EST,2018,Total,1246147489.0321074,Estonia,1321977.0,54583.27869097565,942.639311449524,1.726974513177004
ETH,2018,Total,105598349.58311915,Ethiopia,112664152.0,2484.857647400884,0.9372843775819584,0.03771984196206736
FIN,2018,Total,937147694.0,Finland,5515525.0,53173.84214537023,169.91087774962492,0.31953846269959413
FJI,2018,Total,54401048.0,,,,,
FRA,2018,Total,3850501136.617502,France,67158348.0,48837.77521170878,57.33466130848696,0.11739818421282439
GAB,2018,Total,8533466452.660858,Gabon,2212318.0,14555.317450246024,3857.25128695823,26.500633188821535
GBR,2018,Total,39079296450.25538,United Kingdom,66289000.0,46802.144598630766,589.5291292711518,1.259619904871622
GEO,2018,Total,320889126.1626327,Georgia,3726549.0,19402.046717622063,86.10892441307834,0.44381361237971473
GHA,2018,Total,12798184605.891815,Ghana,30637585.0,10277.359025629465,417.72824476510846,4.064548525777745
GIN,2018,Total,2902589170.5,Guinea,12704774.0,1852.3276343388825,228.4644473408185,12.333911296548797
GNQ,2018,Total,4596031638.973766,Equatorial Guinea,1616422.0,10169.440014436848,2843.336479566454,27.959617004770827
GRC,2018,Total,5137566738.480227,Greece,10732882.0,19215.018168975665,478.6754143463263,2.491152546080804
GTM,2018,Total,248691894.39887515,Guatemala,16845685.0,14572.677832740574,14.762943412445095,0.10130563223786537
GUF,2018,Total,409000000.0,,,,,
GUY,2018,Total,840592769.5,,,,,
HND,2018,Total,216257946.0,Honduras,9765210.0,6618.256803679658,22.145754776394977,0.33461612979542055
HRV,2018,Total,358037161.50457007,Croatia,3988775.0,21467.74532915291,89.76118269508059,0.4181211455549834
HUN,2018,Total,1322425619.0230687,Hungary,9706964.0,21417.386784968032,136.23472993441294,0.636094082355698
IDN,2018,Total,124830420858.6734,Indonesia,269951846.0,5177.327873967164,462.4173633495857,8.93158352351471
IND,2018,Total,148335322466.76422,India,1374659064.0,15977.868281165986,107.90699043233037,0.6753528601780153
IRL,2018,Total,451248980.0,Ireland,4898022.0,54505.17095566692,92.12881853123567,0.16902766639548902
IRN,2018,Total,187581325601.03455,"Iran, Islamic Rep.",86117998.0,12528.902041119534,2178.1895765973863,17.385318916602778
IRQ,2018,Total,123239438883.52367,Iraq,40265624.0,14527.39204238424,3060.6613443647034,21.068209183280132
ISL,2018,Total,1202977720.0,,,,,
ISR,2018,Total,2557433817.6712875,Israel,8882800.0,52317.822523247,287.9085218254703,0.5503067748997781
ITA,2018,Total,3849973585.0703635,Italy,60148658.0,50877.22673174612,64.00763895796916,0.1258080344973481
JAM,2018,Total,316834182.0,Jamaica,2820097.0,18191.42312203896,112.34868233255807,0.6175914967116967
JOR,2018,Total,524338.6747129131,Jordan,10462306.0,13340.477851357184,0.05011693165091072,0.00037567568575373115
JPN,2018,Total,626093237.4830008,Japan,126811000.0,49311.19282490599,4.937215521390106,0.010012362789359311
KAZ,2018,Total,89292999620.1872,Kazakhstan,18932727.0,12866.756836019493,4716.330596230918,36.65516226301809
KEN,2018,Total,223804800.00000003,Kenya,50207107.0,6549.460457309724,4.457631864747754,0.06806105470524185
KGZ,2018,Total,1209885912.0611277,Kyrgyz Republic,6444079.0,11423.05058495532,187.75156419732403,1.6436201765980223
KOR,2018,Total,173011045.5520674,"Korea, Rep.",51585058.0,52945.22485624034,3.3538984399720437,0.006334657089621823
KWT,2018,Total,83647769524.26668,Kuwait,4323515.0,46792.30891565528,19347.167645831385,41.34689673190804
LAO,2018,Total,3095553071.5920053,Lao PDR,7128045.0,5028.652522981962,434.2779922955039,8.636070802481687
LBR,2018,Total,298120099.9999959,Liberia,4944726.0,1617.8290130960522,60.290519636476496,3.726631130263763
LBY,2018,Total,33078549663.631763,Libya,6849055.0,13585.155223892058,4829.651632762733,35.55094920276568
LKA,2018,Total,3652000.0,Sri Lanka,21670000.0,13074.72183996168,0.16852791878172588,0.001288959878799378
LTU,2018,Total,24134784.85836068,Lithuania,2819200.0,20259.288550780188,8.56086296054224,0.04225648368196305
MAR,2018,Total,653364813.3735646,Morocco,35839760.0,7901.1496001079795,18.23016709301526,0.23072803345941106
MDG,2018,Total,366252728.0,Madagascar,27494926.0,2106.534241525478,13.32073881559092,0.6323533011238643
MEX,2018,Total,83337671615.11751,Mexico,124573711.0,22424.27166954389,668.9828130360306,2.9832978430448964
MKD,2018,Total,845681508.6023728,North Macedonia,1889051.0,17705.831011375583,447.67531877242743,2.5284061419359896
MLI,2018,Total,2496215600.0,Mali,20442030.0,1921.426730434865,122.1119233265972,6.355273474256307
MMR,2018,Total,7217032959.296709,Myanmar,52272247.0,9979.462286683609,138.06624688042794,1.3835038693884414
MNE,2018,Total,302089258.833348,,,,,
MNG,2018,Total,10351827534.513937,Mongolia,3208189.0,9609.854407822504,3226.688806212457,33.57687504178944
MOZ,2018,Total,2516313763.701066,Mozambique,29018644.0,3232.864409572354,86.71369219392422,2.6822557709865347
MRT,2018,Total,563140920.0,Mauritania,4337685.0,9415.010390730296,129.82522244008035,1.3789174632021854
MWI,2018,Total,5633571.264520276,Malawi,18528081.0,3534.5990578471265,0.30405584175286565,0.008602272472116305
MYS,2018,Total,39522465127.89616,Malaysia,32910967.0,51234.09591716305,1200.8904243954958,2.3439282042511973
NAM,2018,Total,751938542.0,Namibia,2577327.0,13711.898533741074,291.7513152192174,2.1277237028942464
NCL,2018,Total,2963835200.0,,,,,
NER,2018,Total,592245064.5333995,Niger,22188069.0,1832.6214179083472,26.692050783391718,1.4564956254771126
NGA,2018,Total,65456333527.41752,Nigeria,204938755.0,2226.7398930261625,319.39460902559654,14.343597562782062
NIC,2018,Total,320751778.0,Nicaragua,6400080.0,11403.377012672336,50.11683885201435,0.4394912033191619
NLD,2018,Total,8772148391.46824,Netherlands,17231624.0,54590.67921910128,509.07264407975947,0.9325266718821753
NOR,2018,Total,81031995271.46785,Norway,5311916.0,45431.625816348766,15254.758409483104,33.577399301421465
NPL,2018,Total,1750887.634178382,Nepal,28079689.0,4134.180157820003,0.0623542388300092,0.001508261286389833
NZL,2018,Total,1907320080.0541027,New Zealand,4900600.0,48419.21200635859,389.20133862263856,0.8038159286266932
OMN,2018,Total,35294264434.913376,Oman,4597877.0,47023.213524618,7676.208918793038,16.32429675350521
PAK,2018,Total,11644344976.664185,Pakistan,226928892.0,7220.773778206752,51.31274768073245,0.7106267175354682
PAN,2018,Total,4090000.0,Panama,4167860.0,10034.983636130048,0.9813189502526476,0.00977897907794785
PER,2018,Total,37305994577.18567,Peru,31897584.0,18446.454697591507,1169.5554928920533,6.340272491736626
PHL,2018,Total,7862101710.067411,Philippines,109465287.0,5151.098343683594,71.82278442359002,1.3943198058266721
PNG,2018,Total,3904730616.693344,Papua New Guinea,9394513.0,6461.686346977158,415.6394926158859,6.43236873932029
POL,2018,Total,19400455117.436172,Poland,37974750.0,51397.374488222864,510.87775738974375,0.9939763703432084
PRK,2018,Total,3492242599.4920225,,,,,
PRT,2018,Total,873657938.375,Portugal,10283822.0,48760.072680335215,84.95459551662796,0.17422983774773962
QAT,2018,Total,92210763373.59735,Qatar,2580734.0,66181.30373734137,35730.44078684488,53.98872305183187
ROU,2018,Total,7722186942.995334,Romania,19473970.0,18426.967929836926,396.53891543405547,2.1519488010394814
RUS,2018,Total,560742324640.2993,Russian Federation,145398106.0,23694.88993863908,3856.599924625561,16.27608287952683
RWA,2018,Total,740290000.0000001,Rwanda,12487996.0,4113.092748745257,59.28012789241765,1.441254343474304
SAU,2018,Total,350139995969.4554,Saudi Arabia,30196281.0,25915.26588725043,11595.467533550089,44.74377219974705
SDN,2018,Total,5760538626.477407,Sudan,44230596.0,5016.195046254728,130.23877468161197,2.596365840655517
SEN,2018,Total,620477281.2292008,Senegal,15914498.0,2991.531649842098,38.98817802667736,1.3032848249736977
SLB,2018,Total,50431500.0,,,,,
SLE,2018,Total,83059940.0,,,,,
SRB,2018,Total,5094718371.807454,Serbia,6982604.0,16776.4310516836,729.6301454024107,4.349138044645011
SSD,2018,Total,3730984590.4616833,,,,,
SUR,2018,Total,1569279334.8363898,,,,,
SVK,2018,Total,675536488.1113757,Slovak Republic,5446771.0,54594.11309775813,124.02513124039467,0.22717674892586118
SVN,2018,Total,496467161.81977046,Slovenia,2073894.0,54584.68630886343,239.38887996193174,0.4385641764200446
SWE,2018,Total,5664523171.773279,Sweden,10175214.0,54576.58019999694,556.69818558836,1.020031272660047
SWZ,2018,Total,16838494.6378131,Eswatini,1168929.0,5305.399306356934,14.405061930889813,0.27151701689314234
SYR,2018,Total,1504798918.910317,,,,,
TCD,2018,Total,3198465915.74877,Chad,16156531.0,1828.043757051906,197.9673678556845,10.829465492387738
TGO,2018,Total,409000000.0,Togo,8258778.0,2883.0820176281595,49.5230650345608,1.7177126676161023
THA,2018,Total,22858347848.418465,Thailand,71376079.0,19042.550500961628,320.25222131378865,1.681771679154094
TJK,2018,Total,1045705806.555098,Tajikistan,9307333.0,10980.204524823142,112.35289492221865,1.0232313493634884
TKM,2018,Total,22318321943.081142,,,,,
TLS,2018,Total,316176220.85188675,,,,,
TTO,2018,Total,10877254580.445456,Trinidad and Tobago,1359193.0,24436.784796070155,8002.729987901244,32.74870264106192
TUN,2018,Total,1137776248.8029752,Tunisia,11765514.0,18341.153704762117,96.70433852723946,0.5272533019672097
TUR,2018,Total,17402614582.833027,Turkiye,81407204.0,5258.835460001552,213.77241482010643,4.0650143258150795
TWN,2018,Total,2616456.3203070075,,,,,
TZA,2018,Total,1750935948.899135,Tanzania,57437145.0,2283.890791802034,30.48438338812166,1.3347566134748892
UGA,2018,Total,490800.0,Uganda,41565831.0,2352.417692768435,0.011807775477891925,0.0005019421301833512
UKR,2018,Total,16533665903.6098,Ukraine,45208907.0,17564.1919178536,365.71700137784353,2.08217379477675
URY,2018,Total,19018500.0,Uruguay,3394534.0,31484.909971133704,5.602683608412819,0.017794821752863593
USA,2018,Total,715993232631.8992,United States,328529577.0,46574.95927674595,2179.387436498295,4.679311523491604
UZB,2018,Total,21870505115.411537,Uzbekistan,32373490.0,6772.826119420881,675.5683466753674,9.974689070168136
VEN,2018,Total,51841088216.81867,"Venezuela, RB",29807592.0,8206.734169634565,1739.1907476732329,21.192239345443262
VNM,2018,Total,14302809612.17613,Viet Nam,96237319.0,16031.59816151737,148.62020015516154,0.9270454427426518
XKX,2018,Total,834593738.3308696,,,,,
YEM,2018,Total,2450711482.7406664,"Yemen, Rep.",34085182.0,7500.837431395608,71.8996155790122,0.9585545112345482
ZAF,2018,Total,49650648059.23503,South Africa,58613001.0,16936.44080019394,847.0927475499,5.001598373255612
ZMB,2018,Total,6079382915.532676,Zambia,17973569.0,13046.80761825345,338.24016340509087,2.5925128453022324
ZWE,2018,Total,1885026336.0265236,Zimbabwe,15034452.0,6071.461810034445,125.38044858745258,2.0650784359745686
AFG,2019,Total,176252693.95036548,,,,,
AGO,2019,Total,33290196539.397152,Angola,32375632.0,6596.756000000001,1028.2485462954717,15.587184766201318
ALB,2019,Total,498960948.255246,Albania,2567801.0,13862.63,194.3144925386531,1.4017144837498592
ARE,2019,Total,105183881299.31134,United Arab Emirates,9445785.0,47860.41862289648,11135.536252340207,23.266692128373805
ARG,2019,Total,26888855295.016136,Argentina,44973465.0,22071.752,597.8826691475992,2.7088138229697365
ARM,2019,Total,891767920.0000001,Armenia,2962500.0,13637.865,301.01870717299585,2.2072275035204987
AUS,2019,Total,198874856112.81247,Australia,25334826.0,50474.874,7849.860745552879,15.552016525198018
AUT,2019,Total,547874981.0679421,Austria,8879920.0,56239.228,61.69818884268576,0.10970667812631738
AZE,2019,Total,21760078061.941906,Azerbaijan,10024283.0,14541.29,2170.7366064926446,14.928088267909137
BDI,2019,Total,71795099.99999999,,,,,
BEN,2019,Total,224500.00000000003,,,,,
BFA,2019,Total,2578266540.0,Burkina Faso,20961952.0,2104.873,122.99744508526688,5.843461581067688
BGD,2019,Total,4194039796.7268863,Bangladesh,164913055.0,5815.383,25.431824040412607,0.4373198470403859
BGR,2019,Total,3373842802.1843805,Bulgaria,6616726.0,23409.596,509.89610302502786,2.1781499476754225
BHR,2019,Total,5887211085.075679,Bahrain,1483756.0,50118.484,3967.775756307424,7.9167912507238345
BIH,2019,Total,1250899549.211104,Bosnia and Herzegovina,3345533.0,14389.734,373.901422945493,2.598390094948892
BLR,2019,Total,797910798.3608458,Belarus,9419758.0,19285.941,84.70608250879118,0.4392115609437527
BOL,2019,Total,7551352266.914194,Bolivia,11671386.0,8757.259,646.9970461875046,7.388122769778815
BRA,2019,Total,117299660355.35567,Brazil,207455459.0,15546.657,565.4209386476336,3.636929396767637
BRB,2019,Total,13565899.981835607,Barbados,281207.0,15694.354,48.24168666439885,0.307382429785889
BRN,2019,Total,4818385634.711643,Brunei Darussalam,442680.0,59660.20300000001,10884.579458551647,18.24428833832772
BTN,2019,Total,15188077.165120428,,,,,
BWA,2019,Total,215796762.71427998,Botswana,2332083.0,15117.995,92.53391183516194,0.6120779364933111
CAF,2019,Total,16119100.0,,,,,
CAN,2019,Total,180913366888.0755,Canada,37618495.0,41906.03748702023,4809.160145510221,11.476055561205916
CHL,2019,Total,39863010588.03782,Chile,19197744.0,48298.277184310806,2076.4424501148583,4.2992060403955135
CHN,2019,Total,575133314184.4774,China,1407745000.0,15968.425578631766,408.5493567261666,2.5584823921080178
CIV,2019,Total,2414215835.757207,Cote d'Ivoire,28193009.0,5303.067201355108,85.63171940097656,1.6147583304072564
CMR,2019,Total,1790814053.1998365,Cameroon,25506095.0,3551.355377352864,70.21122022794303,1.9770260299964009
COD,2019,Total,14667229418.132557,"Congo, Dem. Rep.",92947442.0,3054.8877327464743,157.8013240873542,5.165535950661076
COG,2019,Total,7899288749.007405,"Congo, Rep.",5616661.0,7432.981813261304,1406.4029766096628,18.921114190007522
COL,2019,Total,31375557511.50167,Colombia,49907985.0,23678.410119027463,628.668088112587,2.6550266042034756
CRI,2019,Total,202049999.99999997,Costa Rica,4999553.0,17586.942040353017,40.413612977000135,0.22979329143333507
CUB,2019,Total,1499063868.8241098,,,,,
CYP,2019,Total,5861844.000000001,Cyprus,1286671.0,22250.974687946135,4.555821962257641,0.02047470740562945
CZE,2019,Total,3376521353.252189,Czechia,10671870.0,54598.83501036113,316.3945356579671,0.5794895359908787
DEU,2019,Total,13225036762.6222,Germany,83092962.0,50746.26169532805,159.15952981219036,0.31363794000779244
DNK,2019,Total,2838554071.8828335,Denmark,5814422.0,54551.10552885017,488.19195990295054,0.8949258776153727
DOM,2019,Total,1536149017.2999957,Dominican Republic,10894043.0,9725.269762983984,141.00816540746126,1.4499152089761265
DZA,2019,Total,48082072806.677,Algeria,43294546.0,12786.558,1110.580367482708,8.685530284871877
ECU,2019,Total,12767886184.966406,Ecuador,17340021.0,14130.293357107044,736.3247244606224,5.210965588978921
EGY,2019,Total,26226673542.35614,"Egypt, Arab Rep.",107553158.0,17546.364565717115,243.84847483842492,1.3897378794628898
ERI,2019,Total,563508412.0,,,,,
ESP,2019,Total,1984624520.4854584,Spain,47118501.0,44172.16785376269,42.11985692171019,0.0953538369707212
EST,2019,Total,788963810.4147285,Estonia,1326898.0,54583.07572690597,594.5926592810664,1.0893352039301996
ETH,2019,Total,143208721.73794314,Ethiopia,115737383.0,2484.578961789732,1.2373592526966257,0.049801566854019846
FIN,2019,Total,771441772.0,Finland,5521606.0,53159.80856127723,139.7132957331617,0.2628175298489166
FJI,2019,Total,50013704.0,,,,,
FRA,2019,Total,3054812570.704747,France,67382061.0,48865.68052866782,45.33569507030584,0.09277614591637363
GAB,2019,Total,8373078774.156616,Gabon,2267706.0,14558.358444470568,3692.31230774916,25.362147262911652
GBR,2019,Total,32454989557.91509,United Kingdom,66631000.0,47486.51909941599,487.085434075957,1.0257341311040575
GEO,2019,Total,275444329.8641816,Georgia,3720161.0,19250.13534428325,74.04097023332635,0.38462571254240263
GHA,2019,Total,13207440458.905212,Ghana,31258945.0,8209.60575414066,422.51715337498473,5.146619289993076
GIN,2019,Total,3503683229.8,Guinea,13034346.0,4032.2095850694186,268.803914657475,6.666417233191693
GNQ,2019,Total,3765387650.948212,Equatorial Guinea,1670177.0,10143.547773085256,2254.484195955406,22.22579561302429
GRC,2019,Total,2992811358.435825,Greece,10721582.0,19124.18499882836,279.13897020382115,1.4596123715647096
GTM,2019,Total,234895805.74139717,Guatemala,17103803.0,11191.283479043945,13.733542519251255,0.12271642073018502
GUF,2019,Total,449000000.0,,,,,
GUY,2019,Total,985764442.8303834,,,,,
HND,2019,Total,211289240.0,Honduras,9943633.0,7396.949983119443,21.248696527717787,0.2872629472445991
HRV,2019,Total,310918062.691461,Croatia,3949390.0,20598.28108016902,78.72559121572218,0.3821949555369219
HUN,2019,Total,1109558741.5718722,Hungary,9694824.0,21411.27171439204,114.44856983188888,0.5345248584882506
IDN,2019,Total,99994309097.16971,Indonesia,272489381.0,5179.991792754485,366.9658932403304,7.084294877718224
IND,2019,Total,116118907435.03767,India,1389030312.0,15933.986418126153,83.5971011085017,0.524646494071336
IRL,2019,Total,371877936.0,Ireland,4976456.0,51942.49679709537,74.72746388192722,0.1438657524951823
