month,zone_class,trips,sum_fare,sum_pay,sum_cbd,fare_per_trip,pay_per_trip,cbd_fee_per_trip
2019-07-01,buffer,491619,9782510.16,8795587.45,0.0,19.898559982425414,17.891064930362738,0.0
2019-07-01,cbd,3878262,76801374.7,70221106.63,0.0,19.80303927377779,18.106333875844385,0.0
2019-07-01,outer_borough,7818396,106192632.79,101265163.57,0.0,13.582406517909812,12.95216609263588,0.0
2019-07-01,upper_manhattan,1455511,23387816.35,22081678.86,0.0,16.068457297814994,15.171083461409772,0.0
2019-08-01,airport,482764,21005718.58,18813284.009999998,0.0,43.511360789122634,38.9699397842424,0.0
2019-08-01,buffer,474008,8302802.77,7495702.01,0.0,17.51616590859226,15.813450426997012,0.0
2019-08-01,cbd,3797248,66012127.18,60158370.71,0.0,17.384202238041865,15.842623581604363,0.0
2019-08-01,outer_borough,7777658,93638761.07000001,87561254.72,0.0,12.039454688030768,11.258048980811447,0.0
2019-08-01,upper_manhattan,1433107,20082122.32,18820375.58,0.0,14.012995763749672,13.132568314857158,0.0
2019-09-01,airport,484556,24292856.48,20667669.73,0.0,50.13425998233434,42.65279911919365,0.0
2019-09-01,buffer,507338,11016388.46,9578275.99,0.0,21.714100776996798,18.879476778794412,0.0
2019-09-01,cbd,3971566,85926647.77,74679385.65,0.0,21.635457592798407,18.803511171663775,0.0
2019-09-01,outer_borough,7589046,111044183.18,101801897.2,0.0,14.632166306542352,13.414320745980456,0.0
2019-09-01,upper_manhattan,1448099,25164787.02,22764140.99,0.0,17.377808437130334,15.720017063750474,0.0
2019-10-01,airport,505977,24643106.759999998,19681220.52,0.0,48.70400583425729,38.89746079367244,0.0
2019-10-01,buffer,564189,12280927.280000001,10020165.1,0.0,21.767399364397395,17.760298587884556,0.0
2019-10-01,cbd,4148988,90161398.09,73336476.83,0.0,21.730937300855054,17.675750527598538,0.0
2019-10-01,outer_borough,7806260,109826143.68,98361152.67999999,0.0,14.068983569596709,12.600291647985078,0.0
2019-10-01,upper_manhattan,1520049,25924013.99,22351334.44,0.0,17.05472257144342,14.704351267623611,0.0
2019-11-01,airport,467238,22291090.33,17781593.4,0.0,47.70821365128692,38.056822005059516,0.0
2019-11-01,buffer,554998,11686959.52,9693185.54,0.0,21.057660604182356,17.465262109052645,0.0
2019-11-01,cbd,4075512,85853941.74,71141262.71,0.0,21.065805165093366,17.45578536144661,0.0
2019-11-01,outer_borough,8912546,113704846.39,111918236.81,0.0,12.75784118140877,12.557381113096078,0.0
2019-11-01,upper_manhattan,1642797,26404319.91,24046705.11,0.0,16.07278313145203,14.637660715231402,0.0
2019-12-01,airport,490240,23824889.9,18855208.509999998,0.0,48.598420977480416,38.46117923874021,0.0
2019-12-01,buffer,560176,13137073.73,10664876.42,0.0,23.451689701093944,19.038438669275372,0.0
2019-12-01,cbd,4021187,97877159.26,78194251.5,0.0,24.3403649867564,19.44556458080661,0.0
2019-12-01,outer_borough,9438939,127861127.12,121345894.81,0.0,13.546133428767789,12.855882934512026,0.0
2019-12-01,upper_manhattan,1643317,28986645.09,25557989.15,0.0,17.63910742114881,15.552683474947315,0.0
2020-01-01,airport,467257,22431166.54,17185464.48,0.0,48.00605777976574,36.77946928563938,0.0
2020-01-01,buffer,489033,10159519.26,7863125.44,0.0,20.774711031770863,16.078926043845712,0.0
2020-01-01,cbd,3576440,74731351.35,57194947.96,0.0,20.89545787151469,15.99214525058438,0.0
2020-01-01,outer_borough,8589110,113885648.96000001,102687204.46,0.0,13.25930730424922,11.955511625767977,0.0
2020-01-01,upper_manhattan,1503299,24370306.83,20585642.64,0.0,16.21121734930975,13.69364487038174,0.0
2020-02-01,airport,438973,20212672.09,16214110.05,0.0,46.04536518191324,36.936463176550724,0.0
2020-02-01,buffer,530521,10172385.719999999,8735995.61,0.0,19.17433187376183,16.466823386821634,0.0
2020-02-01,cbd,3975501,76767853.04,65421233.04,0.0,19.310233613323202,16.456097744661616,0.0
2020-02-01,outer_borough,9204829,116588765.49,114323487.22,0.0,12.666043604938233,12.41994688005611,0.0
2020-02-01,upper_manhattan,1635223,24835082.55,23180765.35,0.0,15.187581479712554,14.175904662544498,0.0
2020-03-01,airport,218305,9328960.32,7452959.590000001,0.0,42.7336081170839,34.140123176290054,0.0
2020-03-01,buffer,279589,5471362.21,4657616.6899999995,0.0,19.569304264473924,16.658798057148168,0.0
2020-03-01,cbd,1931178,38853255.8,32813867.23,0.0,20.118940770866278,16.99163268740634,0.0
2020-03-01,outer_borough,6377256,83874688.5,80102995.94,0.0,13.152159565179758,12.560730812750814,0.0
2020-03-01,upper_manhattan,1059904,16286184.29,14994191.04,0.0,15.365716413939374,14.146744459875611,0.0
2020-04-01,airport,15198,476877.99,365727.14,0.0,31.37768061587051,24.06416238978813,0.0
2020-04-01,buffer,59155,1134271.27,864863.78,0.0,19.174562927901277,14.620298875834672,0.0
2020-04-01,cbd,282965,5497115.04,4211643.67,0.0,19.426837382715178,14.883973883695862,0.0
2020-04-01,outer_borough,2374672,36572318.67,28457515.3,0.0,15.400997977825991,11.983766726520548,0.0
2020-04-01,upper_manhattan,380819,6079619.04,4710866.87,0.0,15.964589581927372,12.3703567048913,0.0
2020-05-01,airport,23394,813750.3200000001,629102.1,0.0,34.78457382234761,26.89160041036163,0.0
2020-05-01,buffer,86170,1751797.6199999999,1317012.2,0.0,20.329553440872694,15.283883021933386,0.0
2020-05-01,cbd,443752,9016987.209999999,6855203.66,0.0,20.319879594908866,15.448276650020732,0.0
2020-05-01,outer_borough,3282841,53855951.5,41544483.46,0.0,16.405287828438844,12.655039784138191,0.0
2020-05-01,upper_manhattan,538863,9235384.76,7046809.92,0.0,17.138650751675286,13.077182734758185,0.0
2020-06-01,airport,44977,1878781.23,1482200.83,0.0,41.7720441559019,32.95463970473798,0.0
2020-06-01,buffer,118498,2603445.88,2054578.8399999999,0.0,21.970378234231802,17.33851069216358,0.0
2020-06-01,cbd,642937,14506850.32,11524184.18,0.0,22.563408732115278,17.924282130286482,0.0
2020-06-01,outer_borough,3711782,67834029.18,54367898.92,0.0,18.275326832233144,14.647384711709902,0.0
2020-06-01,upper_manhattan,614236,12049307.53,9525011.99,0.0,19.616739380303336,15.507088464368744,0.0
2020-07-01,airport,64829,2649702.34,2169573.97,0.0,40.872176649339025,33.46610267010135,0.0
2020-07-01,buffer,179748,3625147.45,3039837.62,0.0,20.16794317600196,16.911663106126355,0.0
2020-07-01,cbd,1092201,22508480.7,18995099.32,0.0,20.6083685145866,17.391578399946532,0.0
2020-07-01,outer_borough,4926092,88528533.91,75328080.37,0.0,17.97135212050445,15.291651144558406,0.0
2020-07-01,upper_manhattan,842958,15836213.31,13422685.62,0.0,18.786479646672788,15.923314827073234,0.0
2020-08-01,airport,80255,3248226.6399999997,2688663.2199999997,0.0,40.47382269017506,33.501504205345455,0.0
2020-08-01,buffer,205626,3947524.6100000003,3279758.55,0.0,19.1975947107856,15.950115987277872,0.0
2020-08-01,cbd,1344301,25645951.38,21447339.58,0.0,19.077536489223768,15.954268857941784,0.0
2020-08-01,outer_borough,5332965,90539646.86,76951392.11,0.0,16.97735628491843,14.42938254985735,0.0
2020-08-01,upper_manhattan,920208,16341612.11,13752835.54,0.0,17.758606869316502,14.945355332707386,0.0
2020-09-01,airport,86065,3387396.87,2830054.34,0.0,39.35858792772904,32.88275535932144,0.0
2020-09-01,buffer,251539,4896623.86,4006216.33,0.0,19.466658689109842,15.926819817205285,0.0
2020-09-01,cbd,1637499,31284747.21,25659659.6,0.0,19.105200803176064,15.67003069925539,0.0
2020-09-01,outer_borough,5855851,97312503.26,85039298.19,0.0,16.61799510609133,14.522107579239977,0.0
2020-09-01,upper_manhattan,1046472,18359992.79,15616117.11,0.0,17.54465746814057,14.922632531018508,0.0
2020-10-01,airport,98619,3831178.99,3207014.67,0.0,38.84828471187094,32.519237368052806,0.0
2020-10-01,buffer,309259,6054002.12,4874668.01,0.0,19.575831649200186,15.76241276729214,0.0
2020-10-01,cbd,2052048,38649896.12,31125502.2,0.0,18.83479144737355,15.168018584360599,0.0
2020-10-01,outer_borough,6210431,104009762.58,88277083.44,0.0,16.747591685665615,14.21432480934093,0.0
2020-10-01,upper_manhattan,1159499,20690640.6,17152856.03,0.0,17.84446610130755,14.793334043410129,0.0
2020-11-01,airport,89054,3465596.4000000004,2845692.77,0.0,38.915673636220724,31.95468782985604,0.0
2020-11-01,buffer,252989,5051949.16,3966802.2800000003,0.0,19.969046717446215,15.679742123175316,0.0
2020-11-01,cbd,1627892,31536621.91,24938781.0,0.0,19.37267454474867,15.319677841036137,0.0
2020-11-01,outer_borough,5434276,92721248.87,75958089.49,0.0,17.062300271462107,13.977591401320064,0.0
2020-11-01,upper_manhattan,999308,18063676.86,14461481.61,0.0,18.07618558042165,14.471495885152525,0.0
2020-12-01,airport,96651,3687776.24,3012706.55,0.0,38.1555932168317,31.170981676340645,0.0
2020-12-01,buffer,246914,4822597.95,3858292.65,0.0,19.53148849396956,15.626058668200264,0.0
2020-12-01,cbd,1467797,27993562.11,22507978.5,0.0,19.071821314527828,15.334530933092246,0.0
2020-12-01,outer_borough,5703307,92893384.4,78159492.97,0.0,16.28763529650429,13.70424088515663,0.0
2020-12-01,upper_manhattan,1002554,17552608.31,14372242.71,0.0,17.50789315089262,14.335629512225776,0.0
2021-01-01,airport,121467,4907419.859999999,4036642.08,0.0,40.40126009533453,33.232417693694586,0.0
2021-01-01,buffer,246948,4538665.0600000005,3590540.91,0.0,18.379031456015035,14.539663856358425,0.0
2021-01-01,cbd,1535453,27476057.47,21776950.32,0.0,17.89443080966985,14.182752790218913,0.0
2021-01-01,outer_borough,5777478,92706709.05,77656441.25,0.0,16.04622450314826,13.441235301977784,0.0
2021-01-01,upper_manhattan,1053530,17668815.65,14412773.54,0.0,16.77106076713525,13.680458591592075,0.0
2021-02-01,airport,90599,3934910.7699999996,3288268.4800000004,0.0,43.43216558681662,36.294754688241596,0.0
2021-02-01,buffer,246286,5076178.99,4202183.59,0.0,20.610911663675566,17.062210560080555,0.0
2021-02-01,cbd,1559083,31668019.28,26279950.81,0.0,20.311952141098327,16.856030634674354,0.0
2021-02-01,outer_borough,5466175,97710304.07,84094936.13,0.0,17.8754438103427,15.384603700027897,0.0
2021-02-01,upper_manhattan,956522,18321730.62,15490690.29,0.0,19.154531333309638,16.19480815914323,0.0
2021-03-01,airport,123142,5475911.0,4517745.41,0.0,44.46826428026181,36.68728305533449,0.0
2021-03-01,buffer,303938,6375833.71,5210720.76,0.0,20.977415492633366,17.144025294632456,0.0
2021-03-01,cbd,1999923,41681808.05,34057675.63,0.0,20.84170643069758,17.029493450497846,0.0
2021-03-01,outer_borough,6608909,119563408.25,101480300.6,0.0,18.091247473675306,15.355076095010537,0.0
2021-03-01,upper_manhattan,1170735,22879182.67,19100351.28,0.0,19.54258023378476,16.314837499519534,0.0
2021-04-01,airport,149485,7243540.36,5817432.68,0.0,48.456636853195974,38.916497842592904,0.0
2021-04-01,buffer,319937,7312196.03,5823609.23,0.0,22.855112193963187,18.202362433854166,0.0
2021-04-01,cbd,2165508,49538206.13,39369918.14,0.0,22.876020836681278,18.18045379652257,0.0
2021-04-01,outer_borough,6481616,124560753.2,102518299.61,0.0,19.21754593298955,15.816780816697564,0.0
2021-04-01,upper_manhattan,1153553,24371415.33,19749857.51,0.0,21.127261018782836,17.120893023554185,0.0
2021-05-01,airport,206269,10066558.08,8700758.89,0.0,48.80305853036569,42.1816118272741,0.0
2021-05-01,buffer,359745,8780931.34,7221649.54,0.0,24.408765486664166,20.0743569472821,0.0
2021-05-01,cbd,2470036,61838106.49,50632731.25,0.0,25.035305756677232,20.49878271004957,0.0
2021-05-01,outer_borough,6635278,134437131.75,112546117.97,0.0,20.260964461473957,16.961778838806755,0.0
2021-05-01,upper_manhattan,1170028,26835922.8,22382568.61,0.0,22.93613725483493,19.129942710772735,0.0
2021-06-01,airport,235825,11600095.83,10065151.14,0.0,49.18942364041132,42.68059425421393,0.0
2021-06-01,buffer,375884,9755460.870000001,8039581.34,0.0,25.953381548562856,21.388463834587267,0.0
2021-06-01,cbd,2616026,70667612.94,57770909.69,0.0,27.013345027916387,22.083461590213552,0.0
2021-06-01,outer_borough,6443273,136968783.27,114048295.56,0.0,21.257640840299644,17.700366810470392,0.0
2021-06-01,upper_manhattan,1107737,27180977.2,22598387.7,0.0,24.53739217882945,20.400499125694996,0.0
2021-07-01,airport,261222,13287905.620000001,10734545.57,0.0,50.8682485395564,41.093573933282805,0.0
2021-07-01,buffer,354911,9055148.719999999,7266857.54,0.0,25.5138576150077,20.475154447171263,0.0
2021-07-01,cbd,2661772,70481566.41,56277974.64,0.0,26.479189956915917,21.14304855562385,0.0
2021-07-01,outer_borough,6418263,134608987.32,108985600.92,0.0,20.97280639948846,16.980544567899447,0.0
2021-07-01,upper_manhattan,1040728,24952059.2,20237729.21,0.0,23.975581708188884,19.44574298952272,0.0
2021-08-01,airport,279509,14148888.989999998,11492393.17,0.0,50.620513078290855,41.11636179872562,0.0
2021-08-01,buffer,332650,8464996.66,6856201.460000001,0.0,25.447156651134826,20.610856636104018,0.0
2021-08-01,cbd,2459917,64878051.1,52013131.57,0.0,26.374081361281704,21.144262822688734,0.0
2021-08-01,outer_borough,6148044,127620338.28,104902189.08,0.0,20.75787653439045,17.062693285864576,0.0
2021-08-01,upper_manhattan,1007290,23618210.23,19504278.66,0.0,23.44727956199307,19.363121504234133,0.0
2021-09-01,airport,279576,14348548.030000001,11945294.23,0.0,51.3225313689301,42.72646518299139,0.0
2021-09-01,buffer,386449,10527114.35,8734129.79,0.0,27.24063032896967,22.600989496673556,0.0
2021-09-01,cbd,2819922,77469940.8,63784716.14,0.0,27.47237008683219,22.619319307413466,0.0
2021-09-01,outer_borough,6013064,127404762.65,108453409.16,0.0,21.187993783202707,18.036297162311925,0.0
2021-09-01,upper_manhattan,1087604,26531106.56,22419523.14,0.0,24.394086965476404,20.613682130628426,0.0
2021-10-01,airport,321562,15336163.629999999,13020863.4,0.0,47.69271129673282,40.492543895111986,0.0
2021-10-01,buffer,461903,11506468.49,9790110.149999999,0.0,24.911006185281327,21.19516467743227,0.0
2021-10-01,cbd,3399136,86444301.0,73130447.81,0.0,25.431256942940795,21.51442243264171,0.0
2021-10-01,outer_borough,6673845,131130057.94,115819811.77,0.0,19.648352327631223,17.35428553854637,0.0
2021-10-01,upper_manhattan,1261710,28183667.990000002,24541235.01,0.0,22.33767505211182,19.450773164990373,0.0
