month,zone_class,trips,sum_fare,sum_pay,sum_cbd,fare_per_trip,pay_per_trip,cbd_fee_per_trip
2018-01-01,airport,124269,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,buffer,180073,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,cbd,1512787,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,outer_borough,2184960,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,upper_manhattan,508992,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,airport,81328,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,buffer,132638,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,cbd,1137647,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,outer_borough,1495823,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,upper_manhattan,371688,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,airport,98389,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,buffer,146963,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,cbd,1239297,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,outer_borough,1857901,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,upper_manhattan,416886,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,airport,104466,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,buffer,150132,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,cbd,1242042,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,outer_borough,1926977,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,upper_manhattan,432898,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,airport,119278,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,buffer,165372,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,cbd,1335052,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,outer_borough,2106928,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,upper_manhattan,464442,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,airport,123207,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,buffer,156527,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,cbd,1335216,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,outer_borough,2193294,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,upper_manhattan,447730,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,airport,130416,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,buffer,167205,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,cbd,1444822,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,outer_borough,2456379,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,upper_manhattan,478781,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,airport,146187,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,buffer,165190,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,cbd,1461807,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,outer_borough,2525217,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,upper_manhattan,480164,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,airport,140597,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,buffer,172165,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,cbd,1477981,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,outer_borough,2452729,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,upper_manhattan,489389,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,airport,150591,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,buffer,186704,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,cbd,1517638,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,outer_borough,2467671,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,upper_manhattan,508569,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,airport,149985,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,buffer,187253,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,cbd,1478265,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,outer_borough,2389763,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,upper_manhattan,512878,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,airport,131533,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,buffer,187159,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,cbd,1516379,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,outer_borough,2458838,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,upper_manhattan,523417,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,airport,136220,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,buffer,180826,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,cbd,1444379,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,outer_borough,2285016,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,upper_manhattan,502921,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,airport,357191,16834299.65,15415693.0,0.0,47.129685938335506,43.158122685062054,0.0
2019-02-01,buffer,515532,9607049.46,9012624.75,0.0,18.635214613253883,17.482182968273552,0.0
2019-02-01,cbd,3928835,72512320.36,69117815.99,0.0,18.456443286623134,17.59244559519552,0.0
2019-02-01,outer_borough,7218262,91608725.6,93834172.67,0.0,12.691244180385803,12.999552062532505,0.0
2019-02-01,upper_manhattan,1516452,22055290.79,22338630.37,0.0,14.544008508017399,14.73085225908898,0.0
2019-03-01,airport,490079,22104004.25,21088881.04,0.0,45.10294105644192,43.03159498774687,0.0
2019-03-01,buffer,610109,10920456.43,10887052.82,0.0,17.89918921045256,17.8444389772975,0.0
2019-03-01,cbd,4585848,83134758.57,83991351.5,0.0,18.12854646948612,18.315336988927676,0.0
2019-03-01,outer_borough,9727720,118820184.56,130039222.67999999,0.0,12.214597517198275,13.367903545743504,0.0
2019-03-01,upper_manhattan,1878204,26741786.77,28697201.12,0.0,14.237956457339033,15.279065064284817,0.0
2019-04-01,airport,484088,22318899.08,20909231.16,0.0,46.10504511576407,43.1930375468923,0.0
2019-04-01,buffer,557667,10731865.11,10159181.07,0.0,19.24421762449634,18.217289296300482,0.0
2019-04-01,cbd,4082861,78834286.2,75548586.16,0.0,19.308589295594437,18.503834972584176,0.0
2019-04-01,outer_borough,8862495,113535814.55,117130399.22,0.0,12.810818460264294,13.216413574281283,0.0
2019-04-01,upper_manhattan,1711690,25853377.86,26129238.25,0.0,15.104007069037033,15.265169656888807,0.0
2019-05-01,airport,547065,26552028.03,25012925.04,0.0,48.53541723561186,45.72203493186367,0.0
2019-05-01,buffer,578621,12378148.69,11477549.68,0.0,21.392498181020045,19.836040655282126,0.0
2019-05-01,cbd,4232184,91341055.32,85700780.62,0.0,21.58248680114097,20.249776621243313,0.0
2019-05-01,outer_borough,8840493,124731476.31,121524144.13,0.0,14.109108656044409,13.746308506776714,0.0
2019-05-01,upper_manhattan,1720089,29362847.57,28490296.51,0.0,17.070539704631564,16.563268825043355,0.0
2019-06-01,airport,469770,24570219.98,22113950.21,0.0,52.302658705323886,47.073994103497455,0.0
2019-06-01,buffer,510721,11583395.24,10273048.72,0.0,22.68047571961991,20.114795984500343,0.0
2019-06-01,cbd,3888858,87786215.72,78911036.85,0.0,22.573777628290877,20.29157064876115,0.0
2019-06-01,outer_borough,8054081,121167562.25,111763980.08,0.0,15.044244309189342,13.87668935537152,0.0
2019-06-01,upper_manhattan,1513401,27534114.45,25253729.13,0.0,18.19353525602269,16.68674008408875,0.0
2019-07-01,airport,438808,21676161.08,19764887.93,0.0,49.39782565495615,45.042223318626824,0.0
