operator,month,zone_class,trips,sum_base_fare,sum_driver_pay,sum_tips,sum_cbd_fee,sum_miles,sum_time_s
lyft,2020-12-01,cbd,543656,10603593.93,8331801.17,538821.01,0.0,2563747.113,593153163.0
lyft,2020-12-01,outer_borough,1995926,35164690.33,27878267.71,1205808.26,0.0,8921396.565,2009858707.0
lyft,2020-12-01,upper_manhattan,360426,6745313.04,5332657.05,337312.65,0.0,1738604.682,376386054.0
lyft,2021-01-01,airport,52058,2059287.81,1571162.7,93535.75,0.0,686208.399,84676885.0
lyft,2021-01-01,buffer,88004,1646605.51,1287075.33,86629.95999999999,0.0,413772.45,90417504.0
lyft,2021-01-01,cbd,558898,10174663.64,7848659.65,506397.02,0.0,2468021.61,545063044.0
lyft,2021-01-01,outer_borough,2027146,34702659.92,27450866.21,1130965.27,0.0,8999334.538,1934316875.0
lyft,2021-01-01,upper_manhattan,376121,6648158.9,5245718.27,319744.72,0.0,1750477.741,363838672.0
lyft,2021-02-01,airport,50819,2031395.9,1570506.88,87574.82,0.0,660815.833,85694333.0
lyft,2021-02-01,buffer,94666,1964969.98,1547485.33,101621.44,0.0,446796.052,103194204.0
lyft,2021-02-01,cbd,617438,12526856.280000001,9626897.209999999,592620.12,0.0,2672002.603,626541222.0
lyft,2021-02-01,outer_borough,2104834,39656155.09,30928410.27,1367509.95,0.0,9259032.06,2133919588.0
lyft,2021-02-01,upper_manhattan,377146,7432123.7,5709174.35,354090.72000000003,0.0,1747334.242,385463310.0
lyft,2021-03-01,airport,72521,2953982.11,2331645.02,133926.76,0.0,981376.783,128999967.0
lyft,2021-03-01,buffer,109890,2386399.5,1885519.15,122277.68000000001,0.0,550239.296,123305706.0
lyft,2021-03-01,cbd,780690,16661637.85,13115323.91,791755.01,0.0,3602259.291,834441987.0
lyft,2021-03-01,outer_borough,2523360,50072645.38,39081250.63,1646035.11,0.0,11995173.055,2656781477.0
lyft,2021-03-01,upper_manhattan,469467,9701326.5,7460835.51,447241.62,0.0,2311609.615,491999487.0
lyft,2021-04-01,airport,89018,3933753.85,3057863.63,205110.3,0.0,1255837.19,171546376.0
lyft,2021-04-01,buffer,110895,2614895.98,1941350.15,139063.83,0.0,556120.025,129680582.0
lyft,2021-04-01,cbd,789662,18361161.23,13188474.06,899935.4,0.0,3540103.646,858041975.0
lyft,2021-04-01,outer_borough,2342375,50549593.07,37258469.4,1754281.54,0.0,11406764.738,2555034874.0
lyft,2021-04-01,upper_manhattan,445724,9976387.8,7183258.95,472872.66,0.0,2176058.252,482437989.0
lyft,2021-05-01,airport,108192,4940344.27,3943982.26,283007.63,0.0,1567640.5299999998,219588028.0
lyft,2021-05-01,buffer,115618,2782800.79,2097842.32,149487.39,0.0,572228.795,135117488.0
lyft,2021-05-01,cbd,860262,20840742.07,15260404.22,1039427.14,0.0,3803012.673,935478804.0
lyft,2021-05-01,outer_borough,2303781,50691766.27,37686666.51,1811240.17,0.0,11247860.491,2528960344.0
lyft,2021-05-01,upper_manhattan,435414,9991070.23,7200642.0,478768.85,0.0,2123729.512,473622969.0
lyft,2021-06-01,airport,112610,5354537.81,4191465.1399999997,333562.03,0.0,1648470.867,243180560.0
lyft,2021-06-01,buffer,123697,3023390.2199999997,2257159.28,165530.82,0.0,588943.513,147868806.0
lyft,2021-06-01,cbd,972204,24209715.43,17843739.02,1256301.15,0.0,4161470.645,1088834998.0
lyft,2021-06-01,outer_borough,2480523,54802912.38,40687111.69,1987969.24,0.0,11627941.232,2757935488.0
lyft,2021-06-01,upper_manhattan,451026,10478510.35,7571338.12,501940.72,0.0,2125394.687,502480436.0
lyft,2021-07-01,airport,124847,5903012.449999999,4606149.9399999995,389593.01,0.0,1852398.413,256962183.0
lyft,2021-07-01,buffer,126444,2993290.83,2231770.9699999997,165456.16999999998,0.0,606499.206,145252095.0
lyft,2021-07-01,cbd,1021884,24642537.55,17856938.26,1300718.08,0.0,4384768.438,1106120441.0
lyft,2021-07-01,outer_borough,2523023,54884113.14,40601890.22,1956187.3,0.0,12111436.968,2746344283.0
lyft,2021-07-01,upper_manhattan,443552,10039467.95,7211989.41,476977.0,0.0,2116763.979,476659227.0
lyft,2021-08-01,airport,132553,6266546.14,4877148.61,400846.9,0.0,1952141.587,273651565.0
lyft,2021-08-01,buffer,127247,2912104.23,2170509.63,161154.12,0.0,613719.763,144253869.0
lyft,2021-08-01,cbd,990479,23408452.56,16232437.93,1227711.35,0.0,4296902.414,1060724632.0
lyft,2021-08-01,outer_borough,2513233,53961305.42,39142459.21,1898723.8699999999,0.0,12006698.558,2707638615.0
lyft,2021-08-01,upper_manhattan,455713,10023883.85,7112660.0,477912.75,0.0,2193012.811,484498431.0
lyft,2021-09-01,airport,134487,6292643.03,4904840.7,419912.7,0.0,1863895.452,291840464.0
lyft,2021-09-01,buffer,138656,3379427.1399999997,2488569.75,189167.18,0.0,671977.913,170683357.0
lyft,2021-09-01,cbd,1046536,26035352.76,17952656.9,1403635.69,0.0,4620537.013,1197943656.0
lyft,2021-09-01,outer_borough,2473081,54178834.42,40412570.23,2059029.8699999999,0.0,12004056.352,2848919481.0
lyft,2021-09-01,upper_manhattan,457641,10536726.89,7553100.12,529702.87,0.0,2250932.995,524606991.0
lyft,2021-10-01,airport,134219,6210967.22,4821385.41,438003.64,0.0,1844335.312,293977652.0
lyft,2021-10-01,buffer,153057,3643300.07,2744778.26,214002.58000000002,0.0,757620.8759999999,192672730.0
lyft,2021-10-01,cbd,1163683,28279069.09,20256332.32,1605424.87,0.0,5257179.026,1381207240.0
lyft,2021-10-01,outer_borough,2510811,53668810.32,40253699.72,2133587.55,0.0,12127932.933,2901610608.0
lyft,2021-10-01,upper_manhattan,478092,10754152.94,7965627.74,576091.18,0.0,2404391.425,561885096.0
lyft,2021-11-01,airport,141999,6497288.34,5115505.6899999995,471589.49,0.0,1941656.207,309015976.0
lyft,2021-11-01,buffer,142634,3407222.89,2550580.27,205086.62,0.0,708803.466,178443523.0
lyft,2021-11-01,cbd,1038250,25297020.56,17865021.83,1485233.65,0.0,4754444.431,1220872115.0
lyft,2021-11-01,outer_borough,2455180,49766415.53,37783971.26,1945950.7,0.0,11585062.241,2720578164.0
lyft,2021-11-01,upper_manhattan,454359,9982561.48,7380689.4399999995,546131.32,0.0,2260869.679,520198508.0
lyft,2021-12-01,airport,136437,6105930.67,4648798.47,452381.64,0.0,1824944.723,275610671.0
lyft,2021-12-01,buffer,136634,3348209.44,2475544.57,210000.9,0.0,704513.634,168539563.0
lyft,2021-12-01,cbd,971962,24561624.93,17472665.45,1526860.02,0.0,4749308.329,1157334949.0
lyft,2021-12-01,outer_borough,2562232,51743332.62,38668583.83,1989335.33,0.0,12234305.41,2750340004.0
lyft,2021-12-01,upper_manhattan,456822,10141791.47,7373291.36,565895.12,0.0,2345460.146,507308498.0
lyft,2022-01-01,airport,109087,4637011.74,3563439.17,289471.37,0.0,1508579.925,196142116.0
lyft,2022-01-01,buffer,123708,2549502.4,1932360.3,141556.73,0.0,593684.715,134967758.0
lyft,2022-01-01,cbd,865443,17317819.15,12818755.48,924261.39,0.0,3801207.795,890817225.0
lyft,2022-01-01,outer_borough,2408535,44034337.1,33826996.51,1595317.3,0.0,10784668.291,2416675669.0
lyft,2022-01-01,upper_manhattan,429497,8267617.07,6300873.46,430352.17,0.0,2048322.271,439612361.0
lyft,2022-02-01,airport,119144,5155289.5600000005,4110862.0999999996,346303.72,0.0,1641380.936,238625452.0
lyft,2022-02-01,buffer,144700,3124131.46,2437977.66,173372.78,0.0,696994.577,171833275.0
lyft,2022-02-01,cbd,1102215,23539976.37,17685360.1,1254451.69,0.0,4770428.509,1224531606.0
lyft,2022-02-01,outer_borough,2721281,51574557.87,40280846.22,1906717.27,0.0,12398732.31,2915153564.0
lyft,2022-02-01,upper_manhattan,502590,10083766.63,7725159.92,514769.83999999997,0.0,2393253.433,545910018.0
lyft,2022-03-01,airport,166266,7667610.46,6142672.48,537435.24,0.0,2286919.418,347389783.0
lyft,2022-03-01,buffer,169098,3815877.09,3027916.8899999997,221206.99,0.0,826180.952,203797085.0
lyft,2022-03-01,cbd,1292439,29338029.509999998,22618190.53,1683257.81,0.0,5780014.099,1471215577.0
lyft,2022-03-01,outer_borough,3132182,60402020.07,48545427.05,2219849.78,0.0,13949345.144,3343640743.0
lyft,2022-03-01,upper_manhattan,570208,11849183.53,9340464.64,610792.16,0.0,2718583.493,624997468.0
lyft,2022-04-01,airport,168485,8086597.540000001,6425055.470000001,598179.41,0.0,2366898.8140000002,363251491.0
lyft,2022-04-01,buffer,150202,3670928.41,2822323.37,219763.32,0.0,751075.328,186243741.0
lyft,2022-04-01,cbd,1125386,27898797.31,20797404.68,1658986.82,0.0,5177625.348,1328348806.0
lyft,2022-04-01,outer_borough,2796274,57244514.14,44736101.69,2213124.84,0.0,12857524.311,3047414938.0
lyft,2022-04-01,upper_manhattan,512616,11304919.69,8660849.03,610176.84,0.0,2500312.151,574396303.0
lyft,2022-05-01,airport,194951,9720480.190000001,7742280.65,711295.11,0.0,2696313.24,444679645.0
lyft,2022-05-01,buffer,151003,4035464.08,2985849.14,239413.62,0.0,766055.444,194141162.0
lyft,2022-05-01,cbd,1121526,30589009.88,21863673.38,1823433.68,0.0,5324963.705,1372783659.0
lyft,2022-05-01,outer_borough,2877461,61733191.04,47355519.76,2378323.0100000002,0.0,13359097.134,3193352686.0
lyft,2022-05-01,upper_manhattan,499400,12002361.450000001,8895992.25,650278.21,0.0,2487129.491,580830724.0
lyft,2022-06-01,airport,191137,9689186.66,7686884.65,719766.0800000001,0.0,2713670.438,444654156.0
lyft,2022-06-01,buffer,146350,3832832.99,2938242.93,232994.83,0.0,776245.179,195251982.0
lyft,2022-06-01,cbd,1104997,29128924.14,21515564.47,1804913.95,0.0,5389806.583,1398027484.0
lyft,2022-06-01,outer_borough,2817989,59596011.22,46420944.98,2370105.21,0.0,13158024.414,3176776989.0
lyft,2022-06-01,upper_manhattan,481342,11203585.91,8619991.35,621489.0599999999,0.0,2463760.31,573580755.0
lyft,2022-07-01,airport,173955,8355468.93,6558387.65,603801.91,0.0,2473451.73,360876949.0
lyft,2022-07-01,buffer,144921,3360354.18,2676541.04,199570.69999999998,0.0,760461.2339999999,179479908.0
lyft,2022-07-01,cbd,1139082,26115388.88,20147209.34,1588264.37,0.0,5423049.461,1336919195.0
lyft,2022-07-01,outer_borough,2942827,56180879.16,45814215.68,2213827.95,0.0,13562864.708,3091100534.0
lyft,2022-07-01,upper_manhattan,500328,10436543.58,8427754.26,569376.82,0.0,2545938.451,556481448.0
lyft,2022-08-01,airport,170079,8434391.31,6462289.84,611254.53,0.0,2447671.934,359484295.0
lyft,2022-08-01,buffer,137914,3327783.41,2579492.94,196376.02,0.0,747719.182,174156485.0
lyft,2022-08-01,cbd,1056878,25145788.38,18893826.62,1523746.25,0.0,5175181.903,1271994092.0
lyft,2022-08-01,outer_borough,2862431,56490563.87,44454895.59,2202164.15,0.0,13180199.592,3031987532.0
lyft,2022-08-01,upper_manhattan,470807,10183121.61,7936240.41,553326.03,0.0,2416662.911,528564725.0
lyft,2022-09-01,airport,186177,9243185.260000002,7415322.12,713638.5900000001,0.0,2574360.967,441215290.0
lyft,2022-09-01,buffer,148350,3802208.01,2975827.22,229593.87,0.0,750335.892,198945198.0
lyft,2022-09-01,cbd,1155795,29949404.83,22611763.83,1813633.32,0.0,5325973.121,1475427869.0
lyft,2022-09-01,outer_borough,2921376,58805650.65,47827686.12,2332827.18,0.0,13116852.278,3301856422.0
lyft,2022-09-01,upper_manhattan,493002,10978256.92,8701670.95,605788.39,0.0,2380803.153,583230333.0
lyft,2022-10-01,airport,188654,9214748.35,7148794.84,739258.52,0.0,2579611.844,424127946.0
lyft,2022-10-01,buffer,169236,4242875.26,3293036.0,258634.62,0.0,853804.844,223073813.0
lyft,2022-10-01,cbd,1242843,31594128.77,23612807.84,1948857.28,0.0,5755497.625,1564244071.0
lyft,2022-10-01,outer_borough,3081016,61388982.56,48938367.769999996,2445327.97,0.0,13748715.546,3430599696.0
lyft,2022-10-01,upper_manhattan,535776,11797281.379999999,9255601.57,665494.15,0.0,2591725.397,632221814.0
lyft,2022-11-01,airport,177823,8311237.53,6334741.29,655047.36,0.0,2406775.8219999997,384465067.0
lyft,2022-11-01,buffer,166251,4064299.41,3094613.19,248242.52999999997,0.0,857271.744,220396263.0
lyft,2022-11-01,cbd,1175104,29232291.0,21561257.85,1798298.55,0.0,5709896.772,1503471055.0
lyft,2022-11-01,outer_borough,3070185,59289211.79,45343965.69,2273627.34,0.0,13749638.985,3375102843.0
lyft,2022-11-01,upper_manhattan,542733,11789688.17,8934180.14,658107.59,0.0,2693058.829,639581028.0
lyft,2022-12-01,airport,174665,8125337.220000001,6030874.72,633709.24,0.0,2329479.511,371808714.0
lyft,2022-12-01,buffer,176385,4548445.91,3325551.05,283064.59,0.0,881938.36,231419986.0
lyft,2022-12-01,cbd,1240703,32903673.05,23533044.16,2079028.67,0.0,5935976.267,1606185470.0
lyft,2022-12-01,outer_borough,3491990,66703978.449999996,50053705.29,2552169.57,0.0,15183071.915,3695754123.0
lyft,2022-12-01,upper_manhattan,591512,13026739.7,9504309.19,729582.49,0.0,2838113.307,668866855.0
lyft,2023-01-01,airport,147291,6965894.49,4897962.11,511078.74,0.0,2050590.65,286618470.0
lyft,2023-01-01,buffer,146269,3401857.43,2458011.36,200360.7,0.0,744431.357,175570850.0
lyft,2023-01-01,cbd,1067478,24772802.43,17581460.87,1479744.09,0.0,5112745.371,1245910583.0
lyft,2023-01-01,outer_borough,3040687,55162750.64,40896022.65,2015510.56,0.0,12870333.317,3038498404.0
lyft,2023-01-01,upper_manhattan,512102,10296504.72,7563640.6899999995,551884.23,0.0,2432754.989,547258535.0
lyft,2023-02-01,airport,141343,6694117.86,5151758.73,505418.86,0.0,1980633.5359999998,283456969.0
lyft,2023-02-01,buffer,142808,3439719.9,2573598.76,197401.83,0.0,743439.087,175076478.0
lyft,2023-02-01,cbd,1080569,25630117.53,19117613.45,1487250.73,0.0,5258853.871,1299205433.0
lyft,2023-02-01,outer_borough,2830424,53424968.92,40792135.63,1985299.88,0.0,12136157.84,2863605381.0
lyft,2023-02-01,upper_manhattan,497606,10412223.34,7862569.9799999995,557388.7,0.0,2396203.137,535301066.0
lyft,2023-03-01,airport,200419,9303650.84,7740375.869999999,717627.49,0.0,2884408.068,437820156.0
lyft,2023-03-01,buffer,178832,4265414.72,3394608.51,257849.98,0.0,953419.55,230259782.0
lyft,2023-03-01,cbd,1302588,31152553.560000002,24429471.51,1932465.3599999999,0.0,6557879.7,1645113146.0
lyft,2023-03-01,outer_borough,3570441,67343479.98,53487021.92,2491319.25,0.0,15538162.365,3765466959.0
lyft,2023-03-01,upper_manhattan,623539,13054338.7,10357361.41,704302.08,0.0,3092388.758,704130726.0
lyft,2023-04-01,airport,195630,9640812.27,8234941.46,740206.47,0.0,2822287.5599999996,432452030.0
lyft,2023-04-01,buffer,160877,4092289.1,3320198.83,253183.03,0.0,864551.367,208592945.0
lyft,2023-04-01,cbd,1180130,29989915.28,23858845.53,1828541.66,0.0,5927363.826,1494819192.0
lyft,2023-04-01,outer_borough,3066317,61693578.47,50440513.36,2402356.84,0.0,13654916.769,3204081654.0
lyft,2023-04-01,upper_manhattan,556520,12370061.27,10063095.18,681104.29,0.0,2778733.352,629272912.0
lyft,2023-05-01,airport,220189,11109231.39,9356773.56,835821.9099999999,0.0,3078285.0990000004,510519772.0
lyft,2023-05-01,buffer,176593,4635297.2,3869144.11,279399.16,0.0,981488.7320000001,249018474.0
lyft,2023-05-01,cbd,1260735,33561223.74,27465564.96,2047568.92,0.0,6822667.86,1741162411.0
lyft,2023-05-01,outer_borough,3326559,68400002.21,57303587.3,2620273.54,0.0,15239996.251,3720208592.0
lyft,2023-05-01,upper_manhattan,600646,13869570.98,11531979.57,761209.43,0.0,3121258.6119999997,733896395.0
lyft,2023-06-01,airport,208405,10530535.79,8786457.66,810998.34,0.0,2928007.143,474151459.0
lyft,2023-06-01,buffer,176664,4641752.91,3807820.69,281017.58999999997,0.0,973980.409,244966307.0
lyft,2023-06-01,cbd,1275699,33871048.49,27114479.22,2090864.83,0.0,6765632.57,1725173783.0
lyft,2023-06-01,outer_borough,3326608,68951573.3,56391472.36,2679504.16,0.0,15073330.325,3657459225.0
lyft,2023-06-01,upper_manhattan,582389,13540192.72,11064079.07,745791.25,0.0,3036140.533,701280956.0
lyft,2023-07-01,airport,203784,9925215.18,8332775.92,769728.81,0.0,2853150.307,434982315.0
lyft,2023-07-01,buffer,169154,4210945.75,3426741.5300000003,255830.47,0.0,893391.035,218209060.0
lyft,2023-07-01,cbd,1283120,32004044.43,25890889.77,1951192.2,0.0,6513251.17,1642056205.0
lyft,2023-07-01,outer_borough,3196544,64318306.14,52857395.84,2527846.65,0.0,14305292.388,3338476745.0
lyft,2023-07-01,upper_manhattan,562259,12465216.51,10119384.45,689915.04,0.0,2834117.296,630265620.0
lyft,2023-08-01,airport,224722,10665381.89,9206331.68,791539.64,0.0,3114884.824,488410133.0
lyft,2023-08-01,buffer,163169,4129350.46,3389946.77,245278.65,0.0,887344.306,215294327.0
lyft,2023-08-01,cbd,1199533,30208706.74,24602803.81,1812108.3199999998,0.0,6281895.476,1570116133.0
lyft,2023-08-01,outer_borough,3066127,61142027.34,50432090.83,2403849.9,0.0,13501261.873,3203970388.0
lyft,2023-08-01,upper_manhattan,539778,11974279.32,9831893.2,662632.19,0.0,2735619.181,611788127.0
lyft,2023-09-01,airport,214255,10955875.84,9355673.43,845067.04,0.0,3061335.285,505346700.0
lyft,2023-09-01,buffer,182820,4907445.63,4015096.28,292627.87,0.0,951074.604,255296274.0
lyft,2023-09-01,cbd,1381132,36491034.11,29732823.65,2175547.73,0.0,6704655.528,1879180828.0
lyft,2023-09-01,outer_borough,3191189,65119340.76,53933902.36,2647041.94,0.0,13522717.867,3464967613.0
lyft,2023-09-01,upper_manhattan,584453,13462881.32,11019132.85,748166.72,0.0,2820097.927,688939218.0
lyft,2023-10-01,airport,214501,10959276.14,9200967.120000001,862487.4,0.0,3041117.107,498604724.0
lyft,2023-10-01,buffer,198358,5308579.78,4327920.13,319013.18,0.0,1068599.909,276960994.0
lyft,2023-10-01,cbd,1435844,38440464.339999996,31384033.6,2307748.0,0.0,7312633.615,2000600508.0
lyft,2023-10-01,outer_borough,3356850,68841905.76,56708600.79,2711610.5,0.0,14430481.459,3647796323.0
lyft,2023-10-01,upper_manhattan,620014,14243753.36,11629665.85,794039.12,0.0,3073138.777,731295636.0
lyft,2023-11-01,airport,211967,10753607.31,9087113.6,851448.76,0.0,3001122.526,492689291.0
lyft,2023-11-01,buffer,188751,5162184.7299999995,4229881.6,317939.3,0.0,1063390.662,271538976.0
lyft,2023-11-01,cbd,1309396,35880040.23,28937172.31,2224948.36,0.0,7101878.1729999995,1846932419.0
lyft,2023-11-01,outer_borough,3189729,65037657.15,53416408.94,2604787.28,0.0,14008589.051,3465658274.0
lyft,2023-11-01,upper_manhattan,595323,13982281.42,11442950.63,804834.82,0.0,3091357.959,719896676.0
lyft,2023-12-01,airport,203094,10749702.52,8608937.42,834953.99,0.0,2820065.838,466172398.0
lyft,2023-12-01,buffer,211492,5877898.33,4754513.42,366822.55,0.0,1183236.24,302379041.0
lyft,2023-12-01,cbd,1456648,41244789.42,32673657.83,2585348.58,0.0,7938113.516,2061063871.0
lyft,2023-12-01,outer_borough,3693258,75756300.45,61629557.04,2968537.29,0.0,16273656.166,3957988259.0
lyft,2023-12-01,upper_manhattan,695609,16346890.91,13248085.68,924053.98,0.0,3592133.476,824308478.0
lyft,2024-01-01,airport,185459,9887427.18,7551833.13,732984.7,0.0,2630646.46,382494879.0
lyft,2024-01-01,buffer,181802,4709182.95,3601393.67,283411.45,0.0,924224.167,227042103.0
lyft,2024-01-01,cbd,1228805,31661210.91,23840218.98,1939242.5,0.0,5982511.017,1489945020.0
lyft,2024-01-01,outer_borough,3069912,60930450.21,47102659.1,2382538.32,0.0,12270417.421,3009099495.0
lyft,2024-01-01,upper_manhattan,578915,12924589.28,9914233.83,723714.08,0.0,2681239.04,619689030.0
lyft,2024-02-01,airport,158901,8486480.719999999,6517103.4,668697.6499999999,0.0,2207614.435,336205258.0
lyft,2024-02-01,buffer,172082,4578485.45,3566864.51,270540.02,0.0,911497.046,225987512.0
lyft,2024-02-01,cbd,1224485,32126789.62,24777224.05,1901901.29,0.0,6172739.447,1566029996.0
lyft,2024-02-01,outer_borough,2860875,58754007.9,45983503.38,2283834.79,0.0,11965443.834,2952858807.0
lyft,2024-02-01,upper_manhattan,545903,12543664.67,9760753.39,692072.5599999999,0.0,2631096.841,611801046.0
lyft,2024-03-01,airport,199492,11282458.54,8889017.18,838276.26,0.0,2880784.682,456044352.0
lyft,2024-03-01,buffer,191373,5341324.640000001,4163243.2399999998,317568.4,0.0,1030371.8,254647926.0
lyft,2024-03-01,cbd,1397319,38591557.089999996,29875657.53,2293096.77,0.0,7182195.066,1827794388.0
lyft,2024-03-01,outer_borough,3265218,70788540.0,56013316.42,2639681.84,0.0,14053496.015,3503757439.0
lyft,2024-03-01,upper_manhattan,619098,14938163.69,11635247.26,809646.99,0.0,3050150.163,706564096.0
lyft,2024-04-01,airport,184337,10712694.36,8294599.710000001,811176.33,0.0,2687802.126,420825890.0
lyft,2024-04-01,buffer,173355,4936359.39,3885812.12,295193.74,0.0,961653.8470000001,236033790.0
lyft,2024-04-01,cbd,1243586,35285774.93,27466582.91,2103760.52,0.0,6541271.24,1669763503.0
lyft,2024-04-01,outer_borough,2873774,63736982.4,50976031.48,2398658.7,0.0,13040813.741,3164063356.0
lyft,2024-04-01,upper_manhattan,565929,13939412.41,10992539.36,775414.96,0.0,2893379.316,664190355.0
lyft,2024-05-01,airport,202349,12156891.75,9518980.14,900445.48,0.0,2970954.34,501862092.0
lyft,2024-05-01,buffer,177190,5311005.58,4162404.79,314600.67000000004,0.0,1017284.9890000001,256940188.0
lyft,2024-05-01,cbd,1239565,37623785.82,28995742.53,2273947.74,0.0,6961152.394,1791241387.0
lyft,2024-05-01,outer_borough,2979666,68354643.25,54005416.79,2603078.28,0.0,13552372.344,3432888272.0
lyft,2024-05-01,upper_manhattan,580194,14990575.2,11698470.1,826102.47,0.0,3041396.546,717492980.0
lyft,2024-06-01,airport,195875,11792424.02,9156094.809999999,880361.73,0.0,2855204.417,480641702.0
lyft,2024-06-01,buffer,165780,4983751.79,3808497.86,299676.82,0.0,935141.541,233194304.0
lyft,2024-06-01,cbd,1208711,36446297.69,27408006.82,2202792.65,0.0,6553779.936,1686429144.0
lyft,2024-06-01,outer_borough,2872821,66415438.27,50838143.47,2582810.92,0.0,12720333.933,3202974937.0
lyft,2024-06-01,upper_manhattan,534814,13788878.12,10473491.64,766432.76,0.0,2743364.533,635950475.0
lyft,2024-07-01,airport,193155,11341617.760000002,8808517.030000001,817889.9099999999,0.0,2856699.368,441902160.0
lyft,2024-07-01,buffer,162138,4581855.88,3538672.1,268935.42,0.0,884360.743,215373475.0
lyft,2024-07-01,cbd,1176207,33027083.52,25165559.919999998,1983510.86,0.0,6129529.927,1548028051.0
lyft,2024-07-01,outer_borough,2823815,61811014.62,48122774.37,2345215.71,0.0,12329592.937,2979754072.0
lyft,2024-07-01,upper_manhattan,511322,12523063.209999999,9636231.12,687927.15,0.0,2578904.751,574961664.0
lyft,2024-08-01,airport,220128,12672855.379999999,10150053.5,877173.72,0.0,3271987.5190000003,514388924.0
lyft,2024-08-01,buffer,163654,4671224.77,3628380.1799999997,256702.14,0.0,909686.958,219072481.0
lyft,2024-08-01,cbd,1194973,33264478.37,25499521.17,1862878.76,0.0,6236013.55,1560491252.0
lyft,2024-08-01,outer_borough,2936476,64252544.42,50278932.61,2412837.09,0.0,12872539.087,3106560932.0
lyft,2024-08-01,upper_manhattan,518957,12767750.16,9881150.92,667189.67,0.0,2636158.158,589665723.0
lyft,2024-09-01,airport,190351,11397655.43,9240393.46,842949.1599999999,0.0,2813412.224,487941603.0
lyft,2024-09-01,buffer,154508,4612178.65,3615872.8,266306.07999999996,0.0,867537.3200000001,220597868.0
lyft,2024-09-01,cbd,1138312,33462716.060000002,25645615.57,1960410.59,0.0,5869753.974,1581344177.0
lyft,2024-09-01,outer_borough,2628762,59081169.44,46408822.54,2327037.4,0.0,11383521.255,2914840135.0
lyft,2024-09-01,upper_manhattan,487948,12211694.21,9446554.56,661910.58,0.0,2396269.715,573002726.0
lyft,2024-10-01,airport,194849,11343996.56,8920574.879999999,942494.68,0.0,2753348.473,465352900.0
lyft,2024-10-01,buffer,177399,5234963.97,4185535.64,322521.56,0.0,1004816.294,258536640.0
lyft,2024-10-01,cbd,1271476,37276028.93,29049871.32,2359865.19,0.0,6766022.327,1789567413.0
lyft,2024-10-01,outer_borough,2715639,60418224.8,48232804.28,2578255.31,0.0,12007288.911,3013395083.0
lyft,2024-10-01,upper_manhattan,534555,13323632.35,10575557.62,783923.57,0.0,2708681.973,645585165.0
lyft,2024-11-01,airport,167897,9633655.739999998,7631869.48,790659.96,0.0,2304590.289,400332666.0
lyft,2024-11-01,buffer,176869,5093774.49,3886793.3,306552.89,0.0,908679.338,238514829.0
lyft,2024-11-01,cbd,1254916,35835028.21,26657189.45,2164220.91,0.0,6046065.854,1640585296.0
lyft,2024-11-01,outer_borough,2721794,58417070.45,45147450.23,2392860.42,0.0,10953834.813,2852433899.0
lyft,2024-11-01,upper_manhattan,550454,13504832.67,10244712.36,774997.67,0.0,2546388.82,626583550.0
lyft,2024-12-01,airport,195940,12996425.82,9204754.16,994988.8300000001,0.0,2728857.33,486112008.0
lyft,2024-12-01,buffer,185530,5681218.46,4228582.13,358714.17,0.0,935311.088,256539785.0
lyft,2024-12-01,cbd,1288193,39909161.42,28771643.54,2543869.78,0.0,6216700.373,1734067815.0
lyft,2024-12-01,outer_borough,2910406,63160674.84,47642050.64,2614604.15,0.0,11392248.854,2997945874.0
lyft,2024-12-01,upper_manhattan,570391,14525165.01,10694280.48,856692.02,0.0,2594448.879,644882879.0
lyft,2025-01-01,airport,162201,9440263.7,7283854.21,710783.99,69618.0,2420087.989,349018406.0
lyft,2025-01-01,buffer,189687,4734666.1,3684508.67,274835.41000000003,189102.0,903342.705,223657521.0
lyft,2025-01-01,cbd,1316718,32640038.18,24788568.23,1967536.5,1714408.5,6004703.896,1493125271.0
lyft,2025-01-01,outer_borough,2824086,56593198.78,44388424.85,2183540.4,296215.5,11005128.838,2769810501.0
lyft,2025-01-01,upper_manhattan,568702,12670152.03,9818621.78,705990.11,224175.0,2527604.029,595485049.0
lyft,2025-02-01,airport,152734,8300094.18,6944158.85,627392.75,72543.0,2282281.4910000004,337117885.0
lyft,2025-02-01,buffer,174420,4562675.29,3583030.91,251693.11,196539.0,877558.5989999999,218775480.0
lyft,2025-02-01,cbd,1234381,31778214.13,24175371.87,1800336.89,1816102.5,5799532.067,1467843793.0
lyft,2025-02-01,outer_borough,2814520,57849980.29,45748427.95,2125373.24,362088.0,11441019.526,2896114460.0
lyft,2025-02-01,upper_manhattan,555066,12594493.45,9880081.27,656222.61,243154.5,2560201.222,602949696.0
lyft,2025-03-01,airport,241655,13450585.45,11513976.7,942348.9299999999,122859.0,3565686.403,561227325.0
lyft,2025-03-01,buffer,200500,5582694.44,4361406.96,305096.33,226866.0,1048876.557,256776935.0
lyft,2025-03-01,cbd,1420977,39303461.4,29882534.64,2219658.49,2068204.5,7040979.359,1755548857.0
lyft,2025-03-01,outer_borough,3484654,75223670.57,60046588.22,2597245.39,453706.5,14574299.819,3673300015.0
lyft,2025-03-01,upper_manhattan,655838,15839035.06,12462116.440000001,793241.6,286257.0,3173401.4869999997,731150308.0
