month,share_pu_only,share_either,share_both,share_do_only,operator
2021-07-01,23.595033367627874,32.846216671191605,13.270166186737242,9.251183303563728,Lyft
2021-08-01,23.719217701821602,32.79284816182589,13.728403123106531,9.073630460004296,Lyft
2021-09-01,24.966110855461785,34.865303201373194,14.349262513212366,9.899192345911406,Lyft
2021-10-01,26.375644779535357,36.05335416073647,14.72429790488923,9.67770938120111,Lyft
2021-11-01,25.077806525448963,34.14165930243359,14.541126582595936,9.06385277698462,Lyft
2021-12-01,23.089117597139573,32.11980127977915,12.318526105956359,9.03068368263958,Lyft
2022-01-01,21.98720865159739,30.326194323221895,11.649196871900196,8.338985671624503,Lyft
2022-02-01,24.582748058933525,34.21211133455183,14.840613030582963,9.629363275618315,Lyft
2022-03-01,24.536639218001508,34.15660206016358,14.800391517290882,9.61996284216207,Lyft
2022-04-01,23.611729618157597,32.82757845301381,13.095376606829614,9.215848834856212,Lyft
2022-05-01,23.130342572382947,32.18029145918933,12.69874809094457,9.049948886806382,Lyft
2022-06-01,23.4005130144704,32.64312674194292,12.28627356632533,9.242613727472525,Lyft
2022-07-01,23.56793428146977,31.33592367795185,12.86034066416023,7.767989396482075,Lyft
2022-08-01,22.55362603366518,30.586105639367318,12.55060127144886,8.032479605702141,Lyft
2022-09-01,23.529672729259897,32.291444330376464,12.919042336226786,8.761771601116564,Lyft
2022-10-01,23.717578945000838,32.998032585813355,13.191109904928261,9.280453640812517,Lyft
2022-11-01,23.745426347312037,33.088365716227116,13.015887323865153,9.342939368915085,Lyft
2022-12-01,22.05040860635852,29.32630554470212,12.031337947824717,7.275896938343605,Lyft
2023-01-01,22.067238718319857,29.18367850142369,12.39546000759863,7.1164397831038295,Lyft
2023-02-01,23.616164686236864,31.152683418473217,12.63115773785598,7.536518732236345,Lyft
2023-03-01,22.390106116420455,30.81667930726485,11.591202504662261,8.426573190844389,Lyft
2023-04-01,22.840237836481364,30.915536641358848,11.923641827065593,8.075298804877479,Lyft
2023-05-01,22.871803637920276,31.7531867642048,11.418905133654512,8.881383126284526,Lyft
2023-06-01,23.072149109223577,31.436229915836705,11.657466647871441,8.36408080661313,Lyft
2023-07-01,23.91042185758477,31.699148646751745,12.53067017941612,7.788726789166973,Lyft
2023-08-01,23.316648503463007,32.10585877708456,12.39097761751438,8.78921027362155,Lyft
2023-09-01,24.448002404500443,33.14176457388279,12.718525310505168,8.693762169382344,Lyft
2023-10-01,25.065792069437943,33.600814179607134,13.223177314824344,8.535022110169187,Lyft
2023-11-01,24.266365440555838,32.5517899150349,12.137844370630054,8.28542447447906,Lyft
2023-12-01,23.59518530314476,31.701001030658677,12.122466106246351,8.105815727513912,Lyft
2024-01-01,22.949682862266027,31.56958279499496,12.880487959371612,8.619899932728933,Lyft
2024-02-01,24.258960479964575,32.51553222233533,12.464253103532501,8.256571742370756,Lyft
2024-03-01,24.807508872915975,33.12119922267866,13.03415970649413,8.313690349762679,Lyft
2024-04-01,25.012862017749022,33.81221008402968,13.39002759135131,8.799348066280663,Lyft
2024-05-01,24.309010203467363,32.96256458839684,12.226139079849576,8.653554384929478,Lyft
2024-06-01,24.68498655080102,33.55973461074561,12.62329460363717,8.874748059944585,Lyft
2024-07-01,24.46132925949906,33.14747248782635,13.507395815364792,8.686143228327287,Lyft
2024-08-01,23.39719345609256,32.156366553386036,11.76036303059783,8.759173097293477,Lyft
2024-09-01,24.740589556208935,33.38363789870426,13.650013825172405,8.64304834249532,Lyft
2024-10-01,26.28605633499095,35.897517624462125,14.407763258917203,9.611461289471167,Lyft
2024-11-01,25.492103821045287,34.51485426553205,13.584919893098684,9.022750444486764,Lyft
2024-12-01,25.332868240129493,33.8200181678474,14.904818216955457,8.487149927717915,Lyft
2025-01-01,26.344340522775443,35.56744739897898,15.085276705643139,9.223106876203538,Lyft
2025-02-01,25.13216816126017,33.95690350639482,13.68291103999052,8.824735345134654,Lyft
2025-03-01,24.013098055035016,32.811026651847705,12.493854766696016,8.797928596812696,Lyft
2025-04-01,25.1683270743914,35.40946291218237,14.138145042508645,10.241135837790976,Lyft
2025-05-01,24.268175768113682,33.66132882299785,12.641499727180133,9.393153054884165,Lyft
2025-06-01,22.97411400069814,31.871425038277902,12.299126405415098,8.897311037579762,Lyft
2025-07-01,23.62463822763637,32.50984928463638,13.155236379785645,8.885211057000012,Lyft
2025-08-01,21.688749521315607,29.639561457633924,11.092426564907138,7.950811936318311,Lyft
2025-09-01,23.18267444416967,31.87539858540638,12.12243146357379,8.692724141236708,Lyft
2025-10-01,24.2801758510263,33.30325661304771,11.882619462526723,9.023080762021413,Lyft
2025-11-01,23.470165928803922,32.130414874943654,11.9476999989019,8.660248946139735,Lyft
2025-12-01,22.16989940376177,29.762582256286674,12.143080854423513,7.592682852524897,Lyft
2026-01-01,21.88019557764239,29.340115309373694,11.552774762937876,7.459919731731303,Lyft
2026-02-01,20.748230434059874,28.112236772414846,11.572747247261047,7.364006338354971,Lyft
2026-03-01,21.644083936885597,29.358068530901882,11.80837127883972,7.713984594016281,Lyft
2026-04-01,21.0868803790412,28.817287243966927,11.088589289318694,7.730406864925728,Lyft
