month,borough,u,l,uber_share
2023-10-01,Queens,2997648.0,1308806.0,0.6960826703361978
2023-10-01,Staten Island,184332.0,98275.0,0.6522556058413274
2023-11-01,0,3291.0,1715.0,0.6574111066719937
2023-11-01,Bronx,1716850.0,596164.0,0.7422566400376306
2023-11-01,Brooklyn,3447503.0,1490166.0,0.6982045576566595
2023-11-01,Manhattan,5665037.0,2093470.0,0.7301710238838478
2023-11-01,Queens,2890526.0,1252275.0,0.6977226277583692
2023-11-01,Staten Island,180994.0,95899.0,0.6536604392310387
2023-12-01,0,3720.0,1816.0,0.6719653179190751
2023-12-01,Bronx,1792959.0,700286.0,0.7191266802901439
2023-12-01,Brooklyn,3608545.0,1717018.0,0.6775893928961125
2023-12-01,Manhattan,5794748.0,2363749.0,0.7102715120199223
2023-12-01,Queens,3008235.0,1408915.0,0.6810352829313019
2023-12-01,Staten Island,194320.0,108625.0,0.6414365643928766
2024-01-01,0,3594.0,1489.0,0.7070627582136534
2024-01-01,Bronx,1804014.0,564678.0,0.7616076720823138
2024-01-01,Brooklyn,3671417.0,1437049.0,0.7186926564647783
2024-01-01,Manhattan,5874148.0,1989522.0,0.7469982845160085
2024-01-01,Queens,3017371.0,1190292.0,0.7171132764197132
2024-01-01,Staten Island,187950.0,93766.0,0.667161254596828
