month,borough,pay,seconds,tips,fare,trips,pay_per_hour,pay_per_trip,tip_share,margin_share
2021-01-01,Queens,24666469.69,1582792461.0,733721.95,29964376.18,1618186,56.10292762444489,15.243284572972453,0.028886472999854893,0.17680683416116416
2021-01-01,Staten Island,1788000.02,107851835.0,66864.78,2075974.8399999999,126264,59.681878124744,14.160806088829753,0.03604833085408705,0.13871787579082595
2021-02-01,Bronx,20670344.95,1298758794.0,269430.35,23771937.830000002,1420051,57.295659643479574,14.55605816269979,0.012866916962571225,0.13047286688112636
2021-02-01,Brooklyn,39275048.82,2564950915.0,1023118.35,45461460.97,2459862,55.12393041330384,15.966362674003664,0.025388706778745537,0.136080363851096
2021-02-01,Manhattan,45972824.69,2782492822.0,1815457.59,55065928.89,2761891,59.479818806878484,16.645416017503948,0.037989597101710265,0.16513122330442187
2021-02-01,Queens,25579860.3,1579600427.0,733013.87,30264733.8,1558219,58.297969224339795,16.4160880466738,0.027857613169287615,0.15479645487580662
2021-02-01,Staten Island,1857950.54,107772110.0,73158.51,2147082.24,118642,62.06264258907059,15.660141771042296,0.03788419405936708,0.13466261078103847
2021-03-01,Bronx,25871108.88,1631478835.0,336632.51,30338879.01,1745831,57.086852719116024,14.818793388363478,0.012844773801394718,0.14726220202557194
2021-03-01,Brooklyn,46618521.9,3095501892.0,1223334.81,54763951.48,2946348,54.216306335890295,15.82247646917472,0.0255703873997912,0.14873706808711096
2021-03-01,Manhattan,58368747.67,3567293355.0,2395573.02,70936824.43,3474596,58.903900156537595,16.79871492110162,0.039424007259481135,0.17717281342925217
2021-03-01,Queens,31045625.29,1945365359.0,905168.46,37080947.71,1884494,57.45154786834054,16.474250005571786,0.028330077402224162,0.16276073813432756
2021-03-01,Staten Island,2462789.94,142602794.0,91982.58,2855541.05,155378,62.173001911869974,15.850313043030544,0.03600421535769455,0.13753999789286864
2021-04-01,Bronx,25135958.09,1565520354.0,361576.59,30428825.76,1641443,57.801515574546144,15.313329850625333,0.014180845110630124,0.17394255406850778
2021-04-01,Brooklyn,47966862.18,3146545927.0,1402463.39,58171363.87,2931229,54.879448085042995,16.36407874649166,0.028407586569345958,0.17542139312402538
2021-04-01,Manhattan,64943384.88,3859555205.0,2893241.2399999998,81221817.49,3638998,60.57594027029859,17.84650194366691,0.042650134676243824,0.20041945764146674
2021-04-01,Queens,32713585.68,2035484350.0,1083561.31,40241054.72,1904601,57.85792872738127,17.17608343164789,0.032060733124029885,0.18705943699479655
2021-04-01,Staten Island,2519326.34,142950260.0,99343.6,2963049.21,153828,63.44566861228514,16.377553761343837,0.03793666337346814,0.1497521095844372
2021-05-01,Bronx,25949213.25,1550216049.0,393186.06,30748583.83,1584463,60.2607409207644,16.37729202259693,0.014925977522887986,0.15608428038619038
2021-05-01,Brooklyn,54001064.89,3314939953.0,1726226.59,64519686.86,3033476,58.64475265323154,17.80171159752047,0.03097632316509634,0.16302965004811865
2021-05-01,Manhattan,80236949.4,4411552579.0,3794090.15,97454960.63,3999809,65.47649895753402,20.060195224321962,0.045151055732714655,0.17667660136224705
2021-05-01,Queens,38593464.35,2298812974.0,1391294.92,46116820.97,2066021,60.438353720549344,18.680092966141196,0.034795630770343755,0.16313693055499434
2021-05-01,Staten Island,2703134.37,148516707.0,111977.06999999999,3118598.17,157587,65.5231584955624,17.15328275809553,0.03977713578543093,0.13322133130091585
2021-06-01,Bronx,25339857.63,1530271756.0,427836.64,30134092.8,1488837,59.6126061337304,17.019900519667363,0.016603605876297136,0.1590967148677528
2021-06-01,Brooklyn,55153423.79,3369726494.0,1950454.6400000001,66449340.4,2944633,58.92238613357325,18.730152039320348,0.03415625512006051,0.1699929080108672
2021-06-01,Manhattan,88408878.73,4816158836.0,4742597.36,107604051.01,4099647,66.08419162776964,21.56499784737564,0.050912745122984986,0.1783870783658148
2021-06-01,Queens,40814397.45,2454725808.0,1676948.86,48754739.42,2087848,59.8567181479684,19.54854828991383,0.039465656083609274,0.16286297628621393
2021-06-01,Staten Island,2805767.83,154981618.0,124261.0,3230706.48,157780,65.17394977770849,17.782785080491823,0.04240948031900423,0.13153118447331058
2021-07-01,Bronx,24208276.29,1467565762.0,433547.5,29555984.68,1489586,59.38391103185194,16.25168086300489,0.017593969654792343,0.18093487487895132
2021-07-01,Brooklyn,51531951.11,3179480104.0,1928825.73,64170210.99,2886769,58.34759706865585,17.851082338074157,0.036079268652842125,0.1969490155170207
2021-07-01,Manhattan,83782561.39,4560964675.0,4839749.96,104488774.33,4057411,66.13013748105821,20.649266586500605,0.05461096518783134,0.19816686598892364
2021-07-01,Queens,41332368.35,2444259564.0,1877250.15,51014264.88,2147112,60.87591033764694,19.250215335762643,0.04344519149133427,0.18978802405120532
