month_date,coef,se,p,pct,ci_lo,ci_hi
2019-09-01,0.0711636446295838,0.018219376209730114,9.386290515544734e-05,7.375692604619588,0.035453667258512775,0.10687362200065482
2019-10-01,0.07063751435651733,0.019983988322996703,0.000408229793356633,7.3192138610400415,0.03146889724344379,0.10980613146959087
2019-11-01,0.08697270733503734,0.020686295680825608,2.6181783805645695e-05,9.086690664698448,0.04642756780061915,0.12751784686945553
2019-12-01,0.11882051748973492,0.028910403658239853,3.9573270655241405e-05,12.616777272927028,0.06215612631958481,0.17548490865988503
2020-01-01,0.022756804742918732,0.015306152729643285,0.1370742547700414,2.3017716235620655,-0.007243254607182108,0.05275686409301957
2020-02-01,0.025330932153839695,0.01898356002747013,0.18208540221743164,2.565448641607393,-0.011876845500001763,0.06253870980768116
2020-03-01,0.018932219011127994,0.01450748775234744,0.19189408017758103,1.9112569818565683,-0.00950245698347299,0.04736689500572898
2020-04-01,0.0003512121350588114,0.018092544263523996,0.9845124523320055,0.035127381726174356,-0.03511017462144822,0.03581259889156585
2020-05-01,0.02133815587559046,0.017524852438161875,0.2233782805273865,2.156744226921692,-0.013010554903206815,0.05568686665438773
2020-06-01,0.0395040520078058,0.018969093366349086,0.03729242137922231,4.029471415871999,0.002324629009761596,0.07668347500585002
2020-07-01,0.04202967299718654,0.01999483945326354,0.03555099567869023,4.292542501482899,0.002839787668789999,0.08121955832558309
2020-08-01,0.049956156109369404,0.017001090693207398,0.0032990160267093813,5.122500557145893,0.016634018350682907,0.08327829386805591
2020-09-01,0.07880521351413647,0.018933429720996632,3.151601942243862e-05,8.199354382247591,0.04169569126098307,0.11591473576728986
2020-10-01,0.08255772428430067,0.022094400373715718,0.00018653240832744404,8.606136374459151,0.03925269955181786,0.12586274901678346
2020-11-01,0.050719096421974086,0.018744964294524224,0.006815132288030864,5.2027333531081466,0.013978966404706611,0.08745922643924156
2020-12-01,0.09173514892219353,0.023409293956967125,8.900972022857982e-05,9.607448712547995,0.04585293276653797,0.1376173650778491
2021-01-01,0.0013976657205257113,0.014781017727191181,0.9246657907275735,0.13986429104675402,-0.027573129024769005,0.030368460465820427
2021-02-01,-0.009406130120879971,0.013803958348818885,0.49561324902328463,-0.9362030855077697,-0.03646188848456498,0.017649628242805044
2021-03-01,-0.00769278949567806,0.013079350956615344,0.5564229308611666,-0.7663275720144802,-0.03332831737064414,0.017942738379288014
2021-04-01,0.009956443611223182,0.013496342300938463,0.4606881301018195,1.0006173904505422,-0.016496387298616206,0.03640927452106257
2021-05-01,-0.0011173654554325792,0.013179014203040698,0.9324333602972252,-0.11167414350933269,-0.026948233293392347,0.02471350238252719
2021-06-01,0.01296122721490622,0.011418021400807072,0.2563102654573557,1.3045587999455321,-0.00941809473067564,0.03534054916048808
2021-07-01,0.013416166339304734,0.014748996783609844,0.3630163699795753,1.3506566922958818,-0.01549186735657056,0.04232420003518003
2021-08-01,0.0062568804341205965,0.01126762252633098,0.578691321226666,0.6276495599078391,-0.015827659717488125,0.02834142058572932
2021-09-01,0.03472683674271721,0.013182144441989334,0.008428998056228593,3.53368541811645,0.008889833636418116,0.06056383984901631
2021-10-01,0.0008604878265567571,0.014230023407283406,0.9517814031666737,0.08608581524192083,-0.027030358051718717,0.02875133370483223
2021-11-01,0.0010742628236937585,0.01226122930774236,0.9301829897503923,0.10748400506803701,-0.022957746619481266,0.025106272266868783
2021-12-01,0.006757791309268495,0.017725386744828757,0.7030182695397281,0.678067670348681,-0.02798396671059587,0.04149954932913286
2022-01-01,-0.02177959631875431,0.014349721752418559,0.1290720541303931,-2.1544133437725543,-0.049905050953494685,0.0063458583159860665
2022-02-01,-0.02458159661007371,0.015354794283515064,0.10939753399241206,-2.428192961678066,-0.054676993405763236,0.005513800185615814
2022-03-01,-0.0253256616616181,0.013504999141103822,0.060754143356611605,-2.5007657305325948,-0.05179545997818159,0.00114413665494539
2022-04-01,-0.002995659493222398,0.012641669134671836,0.812682324879982,-0.29911769824652046,-0.027773330997179196,0.0217820120107344
2022-05-01,0.005883642250165102,0.01407615521553656,0.6759570188737682,0.5900984869134707,-0.021705621972286558,0.03347290647261676
2022-06-01,-0.0025556675614868615,0.01849959241953093,0.8901240546406742,-0.2552404623398008,-0.038814868703767484,0.03370353358079376
2022-07-01,0.002565271810409716,0.018203072469595617,0.8879290261924758,0.25685649354585394,-0.0331127502299977,0.03824329385081712
2022-08-01,-0.011755456675673917,0.017357380843370348,0.49824111748919064,-1.1686631250270807,-0.0457759231286798,0.022265009777331965
2022-09-01,-0.004328695846585878,0.020428861065504716,0.8321919176041886,-0.43193405463374246,-0.04436926353497512,0.03571187184180336
2022-10-01,-0.02781180551259868,0.021365066567447438,0.19300458035649737,-2.7428617847808034,-0.06968733598479565,0.014063724959598296
2022-11-01,-0.020694285024910858,0.01942405193204044,0.2866972832855922,-2.0481627764808663,-0.05876542681171012,0.017376856761888403
2022-12-01,-0.006027607580767768,0.02463921889067799,0.8067393042565852,-0.6009477998485835,-0.05432047660649662,0.042265261444961094
2023-01-01,-0.05021452121539737,0.014508820306119972,0.0005382425173208179,-4.897461250563584,-0.07865180901539251,-0.021777233415402227
2023-02-01,-0.05431883034500867,0.017536272659534887,0.0019515191889766944,-5.286991545414931,-0.08868992475769705,-0.01994773593232029
2023-03-01,-0.056317838568411854,0.01668099484520478,0.0007350306125000251,-5.47613451601695,-0.08901258846501323,-0.02362308867181049
2023-04-01,-0.05468039803314797,0.023201201116334023,0.018433584046959283,-5.321230518692355,-0.10015475222116266,-0.009206043845133287
2023-05-01,-0.05502868023357288,0.020808628779983972,0.00818086696995567,-5.354199707236795,-0.09581359264234146,-0.014243767824804292
2023-06-01,-0.0437402659166033,0.017912501832915553,0.014610808211581894,-4.279745668624601,-0.07884876950911779,-0.00863176232408882
2023-07-01,-0.05319966538733277,0.026646730095641988,0.0458816937156744,-5.180932727730547,-0.10542725637479106,-0.0009720743998744771
2023-08-01,-0.05588113542001329,0.030379908731555074,0.06585477134559398,-5.4348466317429285,-0.11542575653386124,0.0036634856938346505
2023-09-01,-0.0542186116778262,0.02300670301847085,0.0184409096792683,-5.277499058288515,-0.09931174959402905,-0.009125473761623336
2023-10-01,-0.06375400416294026,0.02297751220415901,0.0055265211298983225,-6.176422676072269,-0.10878992808309193,-0.0187180802427886
2023-11-01,-0.052519657417628846,0.023607073448886216,0.026098535643534596,-5.116433078653248,-0.09878952137744583,-0.006249793457811861
2023-12-01,-0.03423476024666694,0.029811468271856705,0.250813576865919,-3.3655381294402598,-0.09266523805950608,0.024195717566172198
2024-01-01,-0.08151461261753414,0.01632467866755887,5.934504996231266e-07,-7.828075897526288,-0.11351098280594953,-0.049518242429118745
2024-02-01,-0.08306367315709606,0.018166818601910453,4.824593716629834e-06,-7.970745257741896,-0.11867063761684055,-0.04745670869735157
2024-03-01,-0.07202150232487728,0.0170339276660888,2.3565136233274142e-05,-6.948911255131041,-0.10540800055041133,-0.038635004099343236
2024-04-01,-0.09149000545989786,0.02252541024104657,4.873012485507372e-05,-8.742956317174045,-0.13563980953234914,-0.04734020138744658
2024-05-01,-0.09624007195955024,0.0330453928572113,0.003587092492706525,-9.17540544904517,-0.1610090419596844,-0.03147110195941609
2024-06-01,-0.07857785741741957,0.0206397160402804,0.00014059503878314982,-7.556991660924206,-0.11903170085636916,-0.03812401397846999
2024-07-01,-0.07251584920526698,0.02525439481447318,0.004086386056401405,-6.994899402583776,-0.12201446304163441,-0.023017235368899547
2024-08-01,-0.07336846348180959,0.023396308295317397,0.0017132810388879036,-7.074163083669626,-0.11922522774063168,-0.02751169922298749
2024-09-01,-0.07652463561293756,0.024746996847529595,0.0019862561164212863,-7.36699067019122,-0.12502874943409556,-0.02802052179177955
2024-10-01,-0.06955504270380986,0.02495279848123274,0.0053122256119210115,-6.719121234634507,-0.11846252772702602,-0.02064755768059369
2024-11-01,-0.06185440824547718,0.02653606482695954,0.01975566258772344,-5.998026404856427,-0.11386509530631789,-0.00984372118463648
2024-12-01,-0.045323945913972666,0.03162062993189294,0.15175317859681842,-4.4312159488679725,-0.10730038058048283,0.016652488752537498
