Country Code,Country Name,Year,Last_Known_ECI,Ensemble,ECI_std,LASSO,Ridge,Elastic Net,RF
AGO,Angola,2020,-1.204,-1.2057050695990952,0.05662171317599121,-1.157041295486207,-1.300715224675698,-1.169209198847681,-1.1958545593867946
AGO,Angola,2021,-1.204,-1.2131456058496808,0.10523611759114905,-1.1202975048259844,-1.3884315356847434,-1.144046260033979,-1.1998071228540166
AGO,Angola,2022,-1.204,-1.2243327074758519,0.14770044541335625,-1.0919240878084002,-1.46912675076639,-1.1263651324869428,-1.2099148588416748
AGO,Angola,2023,-1.204,-1.2347907752598157,0.18569556453384,-1.0704095788464025,-1.544340543308543,-1.1144981200426423,-1.2099148588416748
AGO,Angola,2024,-1.204,-1.2467127654169523,0.22000421235708892,-1.0545154426089087,-1.6152715041087147,-1.107149256108511,-1.2099148588416748
AGO,Angola,2025,-1.204,-1.2602680434225064,0.2513368009446685,-1.0432267901169825,-1.682852701122203,-1.1033114451203976,-1.2116812373304426
AGO,Angola,2026,-1.204,-1.2751618002535992,0.28030199247144344,-1.0357119941947839,-1.7478105005208593,-1.1022020731736293,-1.2149226331251244
AGO,Angola,2027,-1.204,-1.2900338896584451,0.3076509179015768,-1.0312895972898621,-1.810710357170659,-1.1032129710481346,-1.2149226331251244
AGO,Angola,2028,-1.204,-1.3055469549103347,0.3336165595383054,-1.0294011948559447,-1.8719924611821095,-1.1058715304781597,-1.2149226331251244
AGO,Angola,2029,-1.204,-1.3215804559284292,0.35850128647904084,-1.0295892152714745,-1.9319994877094047,-1.1098104876077133,-1.2149226331251244
AGO,Angola,2030,-1.204,-1.3383862517956433,0.3824295781629139,-1.0314787121105091,-1.9909981993591979,-1.1147444417155392,-1.2163236539973261
ARE,United Arab Emirates,2020,0.333,0.2878522933608025,0.048218806388721766,0.24075910060249572,0.35135782462628673,0.2414701537522076,0.3178220944622199
ARE,United Arab Emirates,2021,0.333,0.250521881680742,0.08616160293511932,0.1636122931741003,0.3627855951138741,0.16995721531290897,0.30573242312208465
ARE,United Arab Emirates,2022,0.333,0.22158524256816142,0.1175094875736875,0.09883398844566949,0.3688766126023372,0.11399941477423359,0.3046309544504055
ARE,United Arab Emirates,2023,0.333,0.19797348370202472,0.14292377155365937,0.04419076566533564,0.370871215528751,0.0701295109987502,0.306702442615262
ARE,United Arab Emirates,2024,0.333,0.17712937467371426,0.16253802564863049,-0.0021474998710679927,0.36973497116741905,0.03565311109903335,0.30527691629947257
ARE,United Arab Emirates,2025,0.333,0.15957310074507952,0.17837149676413447,-0.04168046129876035,0.3662195454615538,0.00847640251805204,0.30527691629947257
ARE,United Arab Emirates,2026,0.333,0.14438057845980246,0.19102208975863466,-0.07563697450983004,0.3609100884107681,-0.013027716361200814,0.30527691629947257
ARE,United Arab Emirates,2027,0.333,0.13109784387714102,0.2011756343135849,-0.10502399689199354,0.3542621222123087,-0.030123666111223746,0.3052769162994726
ARE,United Arab Emirates,2028,0.333,0.11963330398587377,0.20961536153892144,-0.13066665626308915,0.3466302576024335,-0.043794027885798004,0.30636364248994874
ARE,United Arab Emirates,2029,0.333,0.10873654027420827,0.2159129467732116,-0.15324108442777473,0.3382905486900959,-0.054802365442715106,0.30469906227722704
ARE,United Arab Emirates,2030,0.333,0.09909565891832277,0.2212214458246224,-0.1733013218721266,0.3294578955425478,-0.0637420441340063,0.3039681061368762
AZE,Azerbaijan,2020,-0.827,-0.7968930819085697,0.03048858082504403,-0.781765039598417,-0.8011347101854688,-0.7610318813936017,-0.843640696456791
AZE,Azerbaijan,2021,-0.827,-0.7795874130653899,0.05982894462231569,-0.7475808509653235,-0.7852140759082353,-0.7124219597522647,-0.8731327656357363
AZE,Azerbaijan,2022,-0.827,-0.7638329383024931,0.07507530042697708,-0.7224519603080856,-0.7769749241028926,-0.6773010919688437,-0.8786037768301505
AZE,Azerbaijan,2023,-0.827,-0.7493988512437824,0.07980811727875917,-0.7047432230255967,-0.7746554405881461,-0.6526625671584856,-0.8655341742029011
AZE,Azerbaijan,2024,-0.827,-0.743330463458483,0.08726813153622791,-0.6931147578944609,-0.7768841044419528,-0.6361698704664164,-0.8671531210311018
AZE,Azerbaijan,2025,-0.827,-0.742950736599552,0.09530927255761305,-0.6864686304007557,-0.7825932266539883,-0.6260072963340859,-0.8767337930093779
AZE,Azerbaijan,2026,-0.827,-0.7424716823843122,0.0974203476063593,-0.683905163635951,-0.7909516424899447,-0.6207638600769272,-0.8742660633344257
AZE,Azerbaijan,2027,-0.827,-0.7440476166955152,0.09802098136964005,-0.6846871382764188,-0.8013123144614925,-0.6193430855781449,-0.8708479284660048
AZE,Azerbaijan,2028,-0.827,-0.7476762843314331,0.09808332755775923,-0.6882104570890547,-0.8131715427675907,-0.6208929013107746,-0.8684302361583124
AZE,Azerbaijan,2029,-0.827,-0.7536142491376703,0.09857932925393159,-0.693980106642512,-0.8261372118134779,-0.6247511625404779,-0.8695885155542132
AZE,Azerbaijan,2030,-0.827,-0.7620818426508006,0.10016253405536896,-0.7015904596904041,-0.8399040710524254,-0.6304033166324852,-0.876429523227888
BHR,Bahrain,2020,0.492,0.36139099427051485,0.026641618099096067,0.3588107513284643,0.4055183932348385,0.3372906174988435,0.3439442150199133
BHR,Bahrain,2021,0.492,0.28235722275678393,0.05118290162575931,0.2484072184666285,0.3367478783451323,0.21664409867424406,0.32762969554113086
BHR,Bahrain,2022,0.492,0.2206657538785749,0.08318529846463214,0.15667491061717975,0.2818991599724959,0.12246782924321675,0.32162111568140717
BHR,Bahrain,2023,0.492,0.16795392708119528,0.1066331336773314,0.08024230396539045,0.23802238227003825,0.048861589085451684,0.30468943300390067
BHR,Bahrain,2024,0.492,0.12757372571861225,0.12875578082181016,0.0163466817151261,0.20282116855174026,-0.008759682513399758,0.2998867351209824
BHR,Bahrain,2025,0.492,0.09427686371506253,0.14623629984828798,-0.03727580017419263,0.17450785658670065,-0.05395903596935381,0.2938344344170959
BHR,Bahrain,2026,0.492,0.0659794542247009,0.15905022121456355,-0.08248019606327273,0.1516908035006258,-0.0895053175546851,0.28421252701613564
BHR,Bahrain,2027,0.492,0.027205839364381063,0.14912580136586756,-0.12078658711472678,0.13328665593061828,-0.11755019754748619,0.21387348618911894
BHR,Bahrain,2028,0.492,0.0021930802933073923,0.15064206244392533,-0.1534405684927036,0.11845205490105226,-0.13976573879645543,0.18352657356133634
BHR,Bahrain,2029,0.492,-0.012214267953219199,0.1598074279301301,-0.1814628141921918,0.10653047006261807,-0.1574513012446394,0.18352657356133634
BHR,Bahrain,2030,0.492,-0.02447688120784603,0.16736226575629926,-0.20568969178592367,0.09701081169904813,-0.17161661742865197,0.1823879726841434
BOL,Bolivia,2020,-0.964,-0.8824666830695362,0.05849546765940432,-0.8539756844625084,-0.886143791946659,-0.815646876601098,-0.9741003792678794
BOL,Bolivia,2021,-0.964,-0.8154053194123811,0.10088024913758033,-0.762722025916835,-0.8301017464207783,-0.6983945555311355,-0.9704029497807758
BOL,Bolivia,2022,-0.964,-0.7626599347157434,0.13532203310970337,-0.6868495457923979,-0.791034065643519,-0.605310666152775,-0.9674454612742822
BOL,Bolivia,2023,-0.964,-0.7220428383099099,0.16488309622758493,-0.6235808146858574,-0.7651731082923112,-0.5310080636445642,-0.968409366616907
BOL,Bolivia,2024,-0.964,-0.6902336614073362,0.18953606234047576,-0.5706399326527537,-0.7495858755551794,-0.4713003980772319,-0.9694084393441799
BOL,Bolivia,2025,-0.964,-0.6656308866252005,0.21077340426116062,-0.5261619664022661,-0.7419891134558178,-0.4229344571627919,-0.9714380094799264
BOL,Bolivia,2026,-0.964,-0.6455046397289921,0.227640989446125,-0.48861873971220265,-0.7406053754098536,-0.38338216982034745,-0.9694122739735646
BOL,Bolivia,2027,-0.964,-0.6300186259685773,0.24273518704367125,-0.4567580241100666,-0.7440509711256749,-0.35067897215910426,-0.9685865364794631
BOL,Bolivia,2028,-0.964,-0.6190649520796491,0.2576531356909231,-0.42955371009057963,-0.7512487380939079,-0.3232982016931152,-0.9721591584409934
BOL,Bolivia,2029,-0.964,-0.6109297103767033,0.2713764291537981,-0.40616497607848767,-0.7613601367377163,-0.3000534890928208,-0.9761402395977886
BOL,Bolivia,2030,-0.964,-0.6049204005485712,0.28404527911053773,-0.38590283038452583,-0.7737323884690954,-0.28002290682081504,-0.9800234765198487
CHL,Chile,2020,-0.413,-0.26965764571104944,0.06283663924250751,-0.30048589952509286,-0.18359453053011715,-0.2429101661021329,-0.3516399866868549
CHL,Chile,2021,-0.413,-0.1633596225898996,0.12975374737905654,-0.20344604185267723,0.0029355180550901805,-0.10374718665618021,-0.34918077990583113
CHL,Chile,2022,-0.413,-0.07519788654348096,0.18573125903222726,-0.11908619264146769,0.15609289039002605,0.01138253598334893,-0.34918077990583113
CHL,Chile,2023,-0.413,-0.0007965623628959778,0.23228949444448038,-0.04511668153134907,0.28327519583741145,0.10783601614818483,-0.34918077990583113
CHL,Chile,2024,-0.413,0.06279384386604069,0.2715105218184368,0.020338708615421863,0.390241257388794,0.189776189365778,-0.34918077990583113
CHL,Chile,2025,-0.413,0.11764107643741496,0.3054159411195894,0.07881740030702844,0.4814741506733228,0.26043807259381346,-0.35016531782450483
CHL,Chile,2026,-0.413,0.16557392937266024,0.3352746926088425,0.13157919867003065,0.560463819230879,0.32233559732306294,-0.3520828977333315
CHL,Chile,2027,-0.413,0.20873073645329565,0.3609780002800127,0.17965642172270846,0.6299270822541535,0.377422339569652,-0.3520828977333315
CHL,Chile,2028,-0.413,0.24775185201658712,0.38402997396035377,0.2238949784619363,0.6919789041949854,0.4272164231427583,-0.3520828977333315
CHL,Chile,2029,-0.413,0.28332142346925376,0.40533394118226895,0.2649880293463345,0.7482657231544375,0.4728975819667173,-0.35286564059047426
CHL,Chile,2030,-0.413,0.31652243958882,0.4247389676101362,0.3035035685965225,0.8000692431433128,0.5153825872059189,-0.35286564059047437
CMR,Cameroon,2020,-1.346,-1.30500959139854,0.08599861803400842,-1.249515567263113,-1.2769159067074602,-1.2413976707154082,-1.4522092209081787
CMR,Cameroon,2021,-1.346,-1.270736290566365,0.15149056340058698,-1.169150057960636,-1.226371662624502,-1.1581601734429858,-1.5292632682373366
CMR,Cameroon,2022,-1.346,-1.2394317711226432,0.19689294534343355,-1.1019928256732348,-1.190283569720699,-1.0915252858919278,-1.5739254032047112
CMR,Cameroon,2023,-1.346,-1.205712271432843,0.21852595675349124,-1.045658808870222,-1.1654725882610428,-1.0377922853953958,-1.5739254032047112
CMR,Cameroon,2024,-1.346,-1.17929228616733,0.23712348425674334,-0.9981936243371416,-1.1494639285912887,-0.9940853405829622,-1.5754262511579276
CMR,Cameroon,2025,-1.346,-1.1579806829010817,0.2522353653503769,-0.9579957981917463,-1.1403310391917074,-0.9581696430629449,-1.5754262511579276
CMR,Cameroon,2026,-1.346,-1.1290545143241055,0.24562604688089115,-0.9237530398983059,-1.1365741559301012,-0.9283085233633825,-1.527582338104632
CMR,Cameroon,2027,-1.346,-1.10803218836702,0.24504676778187104,-0.894390023490374,-1.1370257561997859,-0.903152415738026,-1.4975605580398943
CMR,Cameroon,2028,-1.346,-1.0935811667959758,0.24955551062776593,-0.8690255981079613,-1.1407769577253046,-0.8816525727234958,-1.4828695386271409
CMR,Cameroon,2029,-1.346,-1.0849803746754108,0.2589012337332287,-0.8469377251671534,-1.1471202221807109,-0.8629940127266373,-1.4828695386271409
CMR,Cameroon,2030,-1.346,-1.0817039393751307,0.2729529642832775,-0.8275347469390253,-1.1555047516285797,-0.8465434135985315,-1.4972328453343855
COG,"Congo, Rep.",2020,-1.084,-1.110258531355389,0.05032101922831341,-1.0560840997377408,-1.1667165014498777,-1.0643739347452432,-1.153859589488695
COG,"Congo, Rep.",2021,-1.084,-1.1261706896680053,0.08931283085487587,-1.0336123383380595,-1.2506112576351553,-1.0496227096453987,-1.1708364530534074
COG,"Congo, Rep.",2022,-1.084,-1.1465516441972217,0.1297490755640869,-1.0156016499435374,-1.336782178798581,-1.0386597225480783,-1.19516302549869
COG,"Congo, Rep.",2023,-1.084,-1.1659175096296395,0.1693262711198748,-1.0012464840953184,-1.426083956021905,-1.030640574983487,-1.2056990234178477
COG,"Congo, Rep.",2024,-1.084,-1.1853455565390107,0.20968865763139127,-0.9898867512003543,-1.5191819413683303,-1.02490908494957,-1.2074044486377888
COG,"Congo, Rep.",2025,-1.084,-1.2110363591790234,0.25186583941256974,-0.9809815561898633,-1.616594092000931,-1.0209553334504697,-1.2256144550748296
COG,"Congo, Rep.",2026,-1.084,-1.2346597976956066,0.295399432728768,-0.9740876751764912,-1.7187236224547138,-1.0183830624639887,-1.227444830687233
COG,"Congo, Rep.",2027,-1.084,-1.262798001506661,0.3407671640332379,-0.968841918651479,-1.825884423477468,-1.0168843399039882,-1.239581323993709
COG,"Congo, Rep.",2028,-1.084,-1.3039707518821544,0.38736136886190825,-0.964946679416667,-1.9383208498555278,-1.0162198717641342,-1.2963956064922886
COG,"Congo, Rep.",2029,-1.084,-1.3779101076552873,0.43977824636221186,-0.962158090173413,-2.0562231246586213,-1.0162037026859403,-1.4770555131031744
COG,"Congo, Rep.",2030,-1.084,-1.4523330454320063,0.5002850142095947,-0.9602763195341875,-2.179739330994922,-1.0166913267710784,-1.652625204427838
DZA,Algeria,2020,-1.025,-0.9315208993220299,0.024357324089891764,-0.9339489238381514,-0.9177098487977793,-0.9047186445613757,-0.9697061800908129
DZA,Algeria,2021,-1.025,-0.8644296167694272,0.056915250864436495,-0.8579510784140598,-0.833285615193744,-0.8082817809670506,-0.9581999925028548
DZA,Algeria,2022,-1.025,-0.8095584395890187,0.08250571192194474,-0.794288252903997,-0.7666059834579465,-0.7303744706062658,-0.9469650513878658
DZA,Algeria,2023,-1.025,-0.763877922849453,0.10183990221518328,-0.7407330726516295,-0.7136841587589073,-0.6668664749919054,-0.9342279849953696
DZA,Algeria,2024,-1.025,-0.7031496887719901,0.07954005765690221,-0.6954603672851937,-0.6714165376739036,-0.6145481860344377,-0.8311736640944254
