Cluster,N,Oil_1995,Gas_1995,Mineral_1995,Forestry_1995,TotalNR_1995,logProdPc_1995,Oil_panel,Gas_panel,Mineral_panel,Forestry_panel,TotalNR_panel
Diversified Producers,14,7.603072631911396,0.7381894830321736,0.6763239973060863,1.2427517383336646,10.260337850583321,1.9019818614799984,7.603072631911396,0.7381894830321736,0.6763239973060862,1.2427517383336646,10.260337850583321
Mining Exporters,4,1.926134785000202,0.3621213267420642,7.2743304223867895,3.493930755450999,13.056517289580054,1.9445956118856635,1.9261347850002017,0.3621213267420642,7.2743304223867895,3.4939307554509993,13.056517289580054
Mixed Producers 1,1,1.590724357123203,0.01658876053927416,1.6160548210546473,17.780702555499673,21.004070494216798,0.8175645435441008,1.590724357123203,0.01658876053927416,1.6160548210546473,17.780702555499673,21.004070494216798
Oil Exporters,6,13.641644508593886,5.162049653204816,0.6618731244543913,0.10319657709020703,19.5687638633433,2.187363050057861,13.641644508593886,5.162049653204817,0.6618731244543912,0.10319657709020702,19.5687638633433
Petrostates,12,33.23851437128135,1.2316618008207127,0.054901484740783886,1.0899480332423015,35.61502569008514,2.1922129194311086,33.23851437128135,1.2316618008207127,0.054901484740783886,1.0899480332423015,35.61502569008514
