Variable,Coef,CI_lo,CI_hi,p,Spec,N,R2
const,-3.233000419426125,-4.178104720330001,-2.287896118522249,2.0193234537277673e-11,"v2 algorithmic
(75 countries)",1810,0.297
log_HCI,2.093668830274695,1.3886602354879751,2.7986774250614146,5.8665381627670635e-09,"v2 algorithmic
(75 countries)",1810,0.297
log_GFCF,0.08330169142052396,-0.0981508225746884,0.26475420541573635,0.36823448854050855,"v2 algorithmic
(75 countries)",1810,0.297
Political stability — estimate,0.02766387936256994,-0.12132966036749884,0.17665741909263874,0.715925376487937,"v2 algorithmic
(75 countries)",1810,0.297
Rule of law index,0.6435146497992211,0.09402876266607774,1.1930005369323644,0.021712750637685588,"v2 algorithmic
(75 countries)",1810,0.297
Trade (% of GDP),0.000191834610266068,-0.004529954449694712,0.004913623670226848,0.9365327363973064,"v2 algorithmic
(75 countries)",1810,0.297
log_Prod,-0.031511715415942644,-0.08195368038116715,0.018930249549281866,0.2207962459855365,"v2 algorithmic
(75 countries)",1810,0.297
HCI_x_Prod,0.1469726067179666,-0.09230214141742002,0.38624735485335326,0.22863122603997799,"v2 algorithmic
(75 countries)",1810,0.297
GFCF_x_Prod,-0.03224216198559217,-0.09546014019721574,0.030975816226031405,0.31749810956547453,"v2 algorithmic
(75 countries)",1810,0.297
