"COUNTRY.ID","INDICATOR.ID","FREQUENCY.ID","TIME_PERIOD","OBS_VALUE","SCALE.ID"
"TCD","GPB_S13_POGDP_PT","A","2020","1.93273038094479","0"
"TCD","GPB_S13_POGDP_PT","A","2021","-0.562553729587197","0"
"TCD","GPB_S13_POGDP_PT","A","2022","4.82588867593988","0"
"TCD","GPB_S13_POGDP_PT","A","2023","-0.149418121739498","0"
"TCD","GPB_S13_POGDP_PT","A","2024","-0.882551122475672","0"
"TCD","GPB_S13_POGDP_PT","A","2025","0.0719006957428116","0"
"TCD","GPB_S13_POGDP_PT","A","2026","-1.24305628550036","0"
"TCD","GPB_S13_POGDP_PT","A","2027","-1.05278852068719","0"
"TCD","GPB_S13_POGDP_PT","A","2028","-0.17272408574704","0"
"TCD","GPB_S13_POGDP_PT","A","2029","0.0652976207329243","0"
"TCD","GPB_S13_POGDP_PT","A","2030","0.224881659732161","0"
"DZA","GPB_S13_POGDP_PT","A","1991","3.19240345862054","0"
"DZA","GPB_S13_POGDP_PT","A","1992","0.932466910591341","0"
"DZA","GPB_S13_POGDP_PT","A","1993","-5.69893213036699","0"
"DZA","GPB_S13_POGDP_PT","A","1994","-1.50558852000795","0"
"DZA","GPB_S13_POGDP_PT","A","1995","1.56062657268459","0"
"DZA","GPB_S13_POGDP_PT","A","1996","5.88760494301396","0"
"DZA","GPB_S13_POGDP_PT","A","1997","5.81667393169296","0"
"DZA","GPB_S13_POGDP_PT","A","1998","0.0865591374932707","0"
"DZA","GPB_S13_POGDP_PT","A","1999","1.68443431717084","0"
"DZA","GPB_S13_POGDP_PT","A","2000","12.5381786932681","0"
"DZA","GPB_S13_POGDP_PT","A","2001","6.3678296767792","0"
"DZA","GPB_S13_POGDP_PT","A","2002","3.01394204483324","0"
"DZA","GPB_S13_POGDP_PT","A","2003","9.22116107904862","0"
"DZA","GPB_S13_POGDP_PT","A","2004","7.6502014462459","0"
"DZA","GPB_S13_POGDP_PT","A","2005","12.3649330614136","0"
"DZA","GPB_S13_POGDP_PT","A","2006","13.6355406241909","0"
"DZA","GPB_S13_POGDP_PT","A","2007","5.44303229493939","0"
"DZA","GPB_S13_POGDP_PT","A","2008","8.31299088199227","0"
"DZA","GPB_S13_POGDP_PT","A","2009","-6.18666589500541","0"
"DZA","GPB_S13_POGDP_PT","A","2010","-1.09612183732339","0"
"DZA","GPB_S13_POGDP_PT","A","2011","-0.821618281571926","0"
"DZA","GPB_S13_POGDP_PT","A","2012","-3.79781521603969","0"
"DZA","GPB_S13_POGDP_PT","A","2013","-0.545805545324223","0"
"DZA","GPB_S13_POGDP_PT","A","2014","-6.94864614790925","0"
"DZA","GPB_S13_POGDP_PT","A","2015","-13.6532050781224","0"
"DZA","GPB_S13_POGDP_PT","A","2016","-11.6102789269906","0"
"DZA","GPB_S13_POGDP_PT","A","2017","-6.74463839007243","0"
"DZA","GPB_S13_POGDP_PT","A","2018","-5.70524529681807","0"
"DZA","GPB_S13_POGDP_PT","A","2019","-8.01512645184081","0"
"DZA","GPB_S13_POGDP_PT","A","2020","-9.69680448794582","0"
"DZA","GPB_S13_POGDP_PT","A","2021","-5.74440093242985","0"
"DZA","GPB_S13_POGDP_PT","A","2022","-1.8216965664325","0"
"DZA","GPB_S13_POGDP_PT","A","2023","-4.34110477159634","0"
"DZA","GPB_S13_POGDP_PT","A","2024","-12.6675114987328","0"
"DZA","GPB_S13_POGDP_PT","A","2025","-10.513105498598","0"
"DZA","GPB_S13_POGDP_PT","A","2026","-11.1033059775066","0"
"DZA","GPB_S13_POGDP_PT","A","2027","-9.43497514697889","0"
"DZA","GPB_S13_POGDP_PT","A","2028","-8.79256560702086","0"
"DZA","GPB_S13_POGDP_PT","A","2029","-7.34956434508651","0"
"DZA","GPB_S13_POGDP_PT","A","2030","-7.19748881979714","0"
"ARG","GPB_S13_POGDP_PT","A","1994","0.147192124269699","0"
"ARG","GPB_S13_POGDP_PT","A","1995","-0.408224910549033","0"
"ARG","GPB_S13_POGDP_PT","A","1996","-0.965789193788127","0"
"ARG","GPB_S13_POGDP_PT","A","1997","0.252194010410275","0"
"ARG","GPB_S13_POGDP_PT","A","1998","0.521270094315024","0"
"ARG","GPB_S13_POGDP_PT","A","1999","-0.659310692426835","0"
"ARG","GPB_S13_POGDP_PT","A","2000","0.211194120221793","0"
"ARG","GPB_S13_POGDP_PT","A","2001","-1.25164810865493","0"
"ARG","GPB_S13_POGDP_PT","A","2002","0.234949393833248","0"
"ARG","GPB_S13_POGDP_PT","A","2003","3.22637389628164","0"
"ARG","GPB_S13_POGDP_PT","A","2004","5.21948073122351","0"
"ARG","GPB_S13_POGDP_PT","A","2005","5.15181762859421","0"
"ARG","GPB_S13_POGDP_PT","A","2006","3.28604187472942","0"
"ARG","GPB_S13_POGDP_PT","A","2007","2.54962683509961","0"
"ARG","GPB_S13_POGDP_PT","A","2008","1.86462722070238","0"
"ARG","GPB_S13_POGDP_PT","A","2009","-0.487913723574488","0"
"ARG","GPB_S13_POGDP_PT","A","2010","-0.538447899865992","0"
"ARG","GPB_S13_POGDP_PT","A","2011","-1.5873710974387","0"
"ARG","GPB_S13_POGDP_PT","A","2012","-1.69581861459304","0"
"ARG","GPB_S13_POGDP_PT","A","2013","-2.63968436995308","0"
"ARG","GPB_S13_POGDP_PT","A","2014","-3.50002653962119","0"
"ARG","GPB_S13_POGDP_PT","A","2015","-4.41782806416475","0"
"ARG","GPB_S13_POGDP_PT","A","2016","-4.76219904496882","0"
"ARG","GPB_S13_POGDP_PT","A","2017","-4.22837888708277","0"
"ARG","GPB_S13_POGDP_PT","A","2018","-2.23798608113964","0"
"ARG","GPB_S13_POGDP_PT","A","2019","-0.406549348588774","0"
"ARG","GPB_S13_POGDP_PT","A","2020","-6.24023894494278","0"
"ARG","GPB_S13_POGDP_PT","A","2021","-2.52605430828156","0"
"ARG","GPB_S13_POGDP_PT","A","2022","-1.72789684846827","0"
"ARG","GPB_S13_POGDP_PT","A","2023","-2.79520803827296","0"
"ARG","GPB_S13_POGDP_PT","A","2024","2.17173410605093","0"
"ARG","GPB_S13_POGDP_PT","A","2025","1.76958407293737","0"
"ARG","GPB_S13_POGDP_PT","A","2026","2.74349320151194","0"
"ARG","GPB_S13_POGDP_PT","A","2027","3.18890269630418","0"
"ARG","GPB_S13_POGDP_PT","A","2028","3.46337017489439","0"
"ARG","GPB_S13_POGDP_PT","A","2029","3.41907202352093","0"
"ARG","GPB_S13_POGDP_PT","A","2030","3.37107860007099","0"
"BGD","GPB_S13_POGDP_PT","A","1991","1.11033511079456","0"
"BGD","GPB_S13_POGDP_PT","A","1992","0.991153032096748","0"
"BGD","GPB_S13_POGDP_PT","A","1993","1.03896123959126","0"
"BGD","GPB_S13_POGDP_PT","A","1994","0.60848727191044","0"
"BGD","GPB_S13_POGDP_PT","A","1995","0.254019376842942","0"
"BGD","GPB_S13_POGDP_PT","A","1996","-1.25502315324298","0"
"BGD","GPB_S13_POGDP_PT","A","1997","-1.22914795143046","0"
"BGD","GPB_S13_POGDP_PT","A","1998","-1.34008715528748","0"
"BGD","GPB_S13_POGDP_PT","A","1999","-0.291474761721599","0"
"BGD","GPB_S13_POGDP_PT","A","2000","-1.32494263937065","0"
"BGD","GPB_S13_POGDP_PT","A","2001","-2.25555230998477","0"
"BGD","GPB_S13_POGDP_PT","A","2002","-0.994764938001337","0"
"BGD","GPB_S13_POGDP_PT","A","2003","-0.601906640840881","0"
"BGD","GPB_S13_POGDP_PT","A","2004","-1.02024222304378","0"
"BGD","GPB_S13_POGDP_PT","A","2005","-1.19018155287058","0"
"BGD","GPB_S13_POGDP_PT","A","2006","-0.848458156138616","0"
"BGD","GPB_S13_POGDP_PT","A","2007","-0.495074950209744","0"
"BGD","GPB_S13_POGDP_PT","A","2008","-1.57573953332244","0"
"BGD","GPB_S13_POGDP_PT","A","2009","-0.860746898617631","0"
"BGD","GPB_S13_POGDP_PT","A","2010","-0.683495734222527","0"
"BGD","GPB_S13_POGDP_PT","A","2011","-1.58948315952554","0"
"BGD","GPB_S13_POGDP_PT","A","2012","-0.992971713738005","0"
"BGD","GPB_S13_POGDP_PT","A","2013","-1.2188683987294","0"
"BGD","GPB_S13_POGDP_PT","A","2014","-0.879455613698316","0"
"BGD","GPB_S13_POGDP_PT","A","2015","-1.58399494557285","0"
"BGD","GPB_S13_POGDP_PT","A","2016","-1.5675457861807","0"
"BGD","GPB_S13_POGDP_PT","A","2017","-2.63141648266417","0"
"BGD","GPB_S13_POGDP_PT","A","2018","-2.46656661313094","0"
"BGD","GPB_S13_POGDP_PT","A","2019","-3.71381949120707","0"
"BGD","GPB_S13_POGDP_PT","A","2020","-3.00109809835342","0"
"BGD","GPB_S13_POGDP_PT","A","2021","-1.55579235363508","0"
"BGD","GPB_S13_POGDP_PT","A","2022","-2.56931738630684","0"
"BGD","GPB_S13_POGDP_PT","A","2023","-2.33732353558577","0"
"BGD","GPB_S13_POGDP_PT","A","2024","-1.40093446804043","0"
"BGD","GPB_S13_POGDP_PT","A","2025","-1.60950820219823","0"
"BGD","GPB_S13_POGDP_PT","A","2026","-1.99999999999999","0"
"BGD","GPB_S13_POGDP_PT","A","2027","-2.19999999999999","0"
"BGD","GPB_S13_POGDP_PT","A","2028","-2.60000000000005","0"
"BGD","GPB_S13_POGDP_PT","A","2029","-2.60000000000002","0"
"BGD","GPB_S13_POGDP_PT","A","2030","-2.60000000000003","0"
"BRA","GPB_S13_POGDP_PT","A","2002","3.3558242369091","0"
"BRA","GPB_S13_POGDP_PT","A","2003","3.55341313192191","0"
"BRA","GPB_S13_POGDP_PT","A","2004","4.05109715220811","0"
"BRA","GPB_S13_POGDP_PT","A","2005","3.86478716302828","0"
"BRA","GPB_S13_POGDP_PT","A","2006","1.50665241757388","0"
"BRA","GPB_S13_POGDP_PT","A","2007","2.88045737896763","0"
"BRA","GPB_S13_POGDP_PT","A","2008","3.21331011077552","0"
"BRA","GPB_S13_POGDP_PT","A","2009","0.911778652934053","0"
"BRA","GPB_S13_POGDP_PT","A","2010","1.57959122762013","0"
"BRA","GPB_S13_POGDP_PT","A","2011","2.73716328737484","0"
"BRA","GPB_S13_POGDP_PT","A","2012","2.22072548978408","0"
"BRA","GPB_S13_POGDP_PT","A","2013","1.51975676742663","0"
"BRA","GPB_S13_POGDP_PT","A","2014","-0.900030116764746","0"
"BRA","GPB_S13_POGDP_PT","A","2015","-0.852730095373855","0"
"BRA","GPB_S13_POGDP_PT","A","2016","-2.00758750074893","0"
"BRA","GPB_S13_POGDP_PT","A","2017","-1.6245673120913","0"
"BRA","GPB_S13_POGDP_PT","A","2018","-0.866907919393885","0"
"BRA","GPB_S13_POGDP_PT","A","2019","-0.082775288907544","0"
"BRA","GPB_S13_POGDP_PT","A","2020","-7.53586244881552","0"
"BRA","GPB_S13_POGDP_PT","A","2021","1.9785279745821","0"
"BRA","GPB_S13_POGDP_PT","A","2022","1.30680490951972","0"
"BRA","GPB_S13_POGDP_PT","A","2023","-2.1676065394443","0"
"BRA","GPB_S13_POGDP_PT","A","2024","-0.21936021292027","0"
"BRA","GPB_S13_POGDP_PT","A","2025","-0.609802414107413","0"
"BRA","GPB_S13_POGDP_PT","A","2026","-0.422503378939677","0"
"BRA","GPB_S13_POGDP_PT","A","2027","0.261154805128137","0"
"BRA","GPB_S13_POGDP_PT","A","2028","0.784427810675304","0"
"BRA","GPB_S13_POGDP_PT","A","2029","1.18094414071363","0"
"BRA","GPB_S13_POGDP_PT","A","2030","1.39231234654077","0"
"CMR","GPB_S13_POGDP_PT","A","2001","3.44414625647801","0"
"CMR","GPB_S13_POGDP_PT","A","2002","3.83306895158711","0"
"CMR","GPB_S13_POGDP_PT","A","2003","2.51005691533748","0"
"CMR","GPB_S13_POGDP_PT","A","2004","1.19458746449417","0"
"CMR","GPB_S13_POGDP_PT","A","2005","4.28445077053617","0"
"CMR","GPB_S13_POGDP_PT","A","2006","29.0116417875452","0"
"CMR","GPB_S13_POGDP_PT","A","2007","4.31383504250279","0"
"CMR","GPB_S13_POGDP_PT","A","2008","2.30087727768729","0"
"CMR","GPB_S13_POGDP_PT","A","2009","0.207246881737886","0"
"CMR","GPB_S13_POGDP_PT","A","2010","-0.693059707682406","0"
"CMR","GPB_S13_POGDP_PT","A","2011","-1.94940662436417","0"
"CMR","GPB_S13_POGDP_PT","A","2012","-1.06310120362716","0"
"CMR","GPB_S13_POGDP_PT","A","2013","-3.20673103944051","0"
"CMR","GPB_S13_POGDP_PT","A","2014","-3.70240699113203","0"
"CMR","GPB_S13_POGDP_PT","A","2015","-3.8786400172653","0"
"CMR","GPB_S13_POGDP_PT","A","2016","-5.15867253175701","0"
"CMR","GPB_S13_POGDP_PT","A","2017","-3.89453870343614","0"
"CMR","GPB_S13_POGDP_PT","A","2018","-1.51345415037539","0"
"CMR","GPB_S13_POGDP_PT","A","2019","-2.24732431071746","0"
"CMR","GPB_S13_POGDP_PT","A","2020","-2.3471261675339","0"
"CMR","GPB_S13_POGDP_PT","A","2021","-2.03960326442075","0"
"CMR","GPB_S13_POGDP_PT","A","2022","-0.350132605756919","0"
"CMR","GPB_S13_POGDP_PT","A","2023","0.436189626854182","0"
"CMR","GPB_S13_POGDP_PT","A","2024","-0.275706747764721","0"
"CMR","GPB_S13_POGDP_PT","A","2025","0.386353629707887","0"
"CMR","GPB_S13_POGDP_PT","A","2026","-0.214942771585185","0"
"CMR","GPB_S13_POGDP_PT","A","2027","-0.172529416593214","0"
"CMR","GPB_S13_POGDP_PT","A","2028","-0.0846753583924754","0"
"CMR","GPB_S13_POGDP_PT","A","2029","-0.20155249731777","0"
"CMR","GPB_S13_POGDP_PT","A","2030","-0.289347591535683","0"
"BLR","GPB_S13_POGDP_PT","A","2002","-7.27671874431524","0"
"BLR","GPB_S13_POGDP_PT","A","2003","-6.24689371905553","0"
