reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
AFG,2011,2709,316229.0,Afghanistan,Petroleum oils and oils obtained from bituminous minerals; crude
ARG,2012,2709,130337615.0,Argentina,Petroleum oils and oils obtained from bituminous minerals; crude
ATG,2007,2709,99.0,Antigua and Barbuda,Petroleum oils and oils obtained from bituminous minerals; crude
ATG,2009,2709,47.0,Antigua and Barbuda,Petroleum oils and oils obtained from bituminous minerals; crude
ATG,2010,2709,1047.0,Antigua and Barbuda,Petroleum oils and oils obtained from bituminous minerals; crude
ATG,2011,2709,523.0,Antigua and Barbuda,Petroleum oils and oils obtained from bituminous minerals; crude
ATG,2012,2709,35.0,Antigua and Barbuda,Petroleum oils and oils obtained from bituminous minerals; crude
AUS,2007,2709,12766900376.0,Australia,Petroleum oils and oils obtained from bituminous minerals; crude
AUS,2008,2709,15673103775.0,Australia,Petroleum oils and oils obtained from bituminous minerals; crude
AUS,2009,2709,10059218660.0,Australia,Petroleum oils and oils obtained from bituminous minerals; crude
AUS,2010,2709,15336757108.0,Australia,Petroleum oils and oils obtained from bituminous minerals; crude
AUS,2011,2709,21496211788.0,Australia,Petroleum oils and oils obtained from bituminous minerals; crude
AUS,2012,2709,22349439562.0,Australia,Petroleum oils and oils obtained from bituminous minerals; crude
AUT,2007,2709,4187467861.0,Austria,Petroleum oils and oils obtained from bituminous minerals; crude
AUT,2008,2709,6039941454.0,Austria,Petroleum oils and oils obtained from bituminous minerals; crude
AUT,2009,2709,3406917299.0,Austria,Petroleum oils and oils obtained from bituminous minerals; crude
AUT,2010,2709,4039636123.0,Austria,Petroleum oils and oils obtained from bituminous minerals; crude
AUT,2011,2709,6176453916.0,Austria,Petroleum oils and oils obtained from bituminous minerals; crude
AUT,2012,2709,6357141306.661,Austria,Petroleum oils and oils obtained from bituminous minerals; crude
AZE,2008,2709,112802.0,Azerbaijan,Petroleum oils and oils obtained from bituminous minerals; crude
AZE,2009,2709,1739.0,Azerbaijan,Petroleum oils and oils obtained from bituminous minerals; crude
AZE,2010,2709,795.0,Azerbaijan,Petroleum oils and oils obtained from bituminous minerals; crude
AZE,2011,2709,20539.0,Azerbaijan,Petroleum oils and oils obtained from bituminous minerals; crude
AZE,2012,2709,921.0,Azerbaijan,Petroleum oils and oils obtained from bituminous minerals; crude
BDI,2007,2709,37757.0,Burundi,Petroleum oils and oils obtained from bituminous minerals; crude
BDI,2008,2709,34645.0,Burundi,Petroleum oils and oils obtained from bituminous minerals; crude
BDI,2009,2709,42749.0,Burundi,Petroleum oils and oils obtained from bituminous minerals; crude
BDI,2010,2709,7487.11,Burundi,Petroleum oils and oils obtained from bituminous minerals; crude
BDI,2011,2709,6531.0,Burundi,Petroleum oils and oils obtained from bituminous minerals; crude
BEL,2007,2709,17716746760.0,Belgium,Petroleum oils and oils obtained from bituminous minerals; crude
BEL,2008,2709,24362041935.0,Belgium,Petroleum oils and oils obtained from bituminous minerals; crude
BEL,2009,2709,14321380958.0,Belgium,Petroleum oils and oils obtained from bituminous minerals; crude
BEL,2010,2709,17284265387.343,Belgium,Petroleum oils and oils obtained from bituminous minerals; crude
BEL,2011,2709,23675197898.418,Belgium,Petroleum oils and oils obtained from bituminous minerals; crude
BEL,2012,2709,26341619239.555,Belgium,Petroleum oils and oils obtained from bituminous minerals; crude
BEN,2008,2709,670.0,Benin,Petroleum oils and oils obtained from bituminous minerals; crude
BFA,2008,2709,1605.379,Burkina Faso,Petroleum oils and oils obtained from bituminous minerals; crude
BFA,2009,2709,696.681,Burkina Faso,Petroleum oils and oils obtained from bituminous minerals; crude
BFA,2010,2709,348.629,Burkina Faso,Petroleum oils and oils obtained from bituminous minerals; crude
BFA,2011,2709,2015.919,Burkina Faso,Petroleum oils and oils obtained from bituminous minerals; crude
BGD,2007,2709,222322910.0,Bangladesh,Petroleum oils and oils obtained from bituminous minerals; crude
BGD,2008,2709,123722210.0,Bangladesh,Petroleum oils and oils obtained from bituminous minerals; crude
BGD,2009,2709,455725142.0,Bangladesh,Petroleum oils and oils obtained from bituminous minerals; crude
BGD,2010,2709,320138613.0,Bangladesh,Petroleum oils and oils obtained from bituminous minerals; crude
BGD,2011,2709,305637404.0,Bangladesh,Petroleum oils and oils obtained from bituminous minerals; crude
BGD,2012,2709,196651036.0,Bangladesh,Petroleum oils and oils obtained from bituminous minerals; crude
BGR,2007,2709,3675459893.0,Bulgaria,Petroleum oils and oils obtained from bituminous minerals; crude
BGR,2008,2709,4904180728.0,Bulgaria,Petroleum oils and oils obtained from bituminous minerals; crude
BGR,2009,2709,2719270634.0,Bulgaria,Petroleum oils and oils obtained from bituminous minerals; crude
BGR,2010,2709,3080833617.0,Bulgaria,Petroleum oils and oils obtained from bituminous minerals; crude
BGR,2011,2709,4022466864.0,Bulgaria,Petroleum oils and oils obtained from bituminous minerals; crude
BGR,2012,2709,4753684390.0,Bulgaria,Petroleum oils and oils obtained from bituminous minerals; crude
BHR,2007,2709,5864085893.0,Bahrain,Petroleum oils and oils obtained from bituminous minerals; crude
BHR,2008,2709,7850697954.0,Bahrain,Petroleum oils and oils obtained from bituminous minerals; crude
BHR,2009,2709,5147361000.0,Bahrain,Petroleum oils and oils obtained from bituminous minerals; crude
BHR,2010,2709,5858858564.0,Bahrain,Petroleum oils and oils obtained from bituminous minerals; crude
BHR,2011,2709,7469459983.0,Bahrain,Petroleum oils and oils obtained from bituminous minerals; crude
BHR,2012,2709,3358018792.0,Bahrain,Petroleum oils and oils obtained from bituminous minerals; crude
BHS,2007,2709,683.0,Bahamas,Petroleum oils and oils obtained from bituminous minerals; crude
BHS,2008,2709,232.0,Bahamas,Petroleum oils and oils obtained from bituminous minerals; crude
BHS,2009,2709,118.0,Bahamas,Petroleum oils and oils obtained from bituminous minerals; crude
BHS,2010,2709,324.0,Bahamas,Petroleum oils and oils obtained from bituminous minerals; crude
BHS,2011,2709,279.0,Bahamas,Petroleum oils and oils obtained from bituminous minerals; crude
BHS,2012,2709,4489.0,Bahamas,Petroleum oils and oils obtained from bituminous minerals; crude
BIH,2007,2709,324058.0,Bosnia Herzegovina,Petroleum oils and oils obtained from bituminous minerals; crude
BIH,2008,2709,32218107.0,Bosnia Herzegovina,Petroleum oils and oils obtained from bituminous minerals; crude
BIH,2009,2709,450125167.0,Bosnia Herzegovina,Petroleum oils and oils obtained from bituminous minerals; crude
BIH,2010,2709,628703491.0,Bosnia Herzegovina,Petroleum oils and oils obtained from bituminous minerals; crude
BIH,2011,2709,915823363.0,Bosnia Herzegovina,Petroleum oils and oils obtained from bituminous minerals; crude
BIH,2012,2709,785808017.0,Bosnia Herzegovina,Petroleum oils and oils obtained from bituminous minerals; crude
BLR,2007,2709,7234340600.0,Belarus,Petroleum oils and oils obtained from bituminous minerals; crude
BLR,2008,2709,9491972600.0,Belarus,Petroleum oils and oils obtained from bituminous minerals; crude
BLR,2009,2709,7064979800.0,Belarus,Petroleum oils and oils obtained from bituminous minerals; crude
BLR,2010,2709,6780516800.0,Belarus,Petroleum oils and oils obtained from bituminous minerals; crude
BLR,2011,2709,9387514100.0,Belarus,Petroleum oils and oils obtained from bituminous minerals; crude
BLR,2012,2709,8705826200.0,Belarus,Petroleum oils and oils obtained from bituminous minerals; crude
BMU,2007,2709,8.0,Bermuda,Petroleum oils and oils obtained from bituminous minerals; crude
BMU,2008,2709,117.0,Bermuda,Petroleum oils and oils obtained from bituminous minerals; crude
BMU,2009,2709,11.0,Bermuda,Petroleum oils and oils obtained from bituminous minerals; crude
BMU,2010,2709,324.0,Bermuda,Petroleum oils and oils obtained from bituminous minerals; crude
BMU,2011,2709,193.0,Bermuda,Petroleum oils and oils obtained from bituminous minerals; crude
BOL,2007,2709,60472.0,Bolivia (Plurinational State of),Petroleum oils and oils obtained from bituminous minerals; crude
BOL,2009,2709,1785.0,Bolivia (Plurinational State of),Petroleum oils and oils obtained from bituminous minerals; crude
BOL,2011,2709,11120.06,Bolivia (Plurinational State of),Petroleum oils and oils obtained from bituminous minerals; crude
BOL,2012,2709,7535.78,Bolivia (Plurinational State of),Petroleum oils and oils obtained from bituminous minerals; crude
BRA,2007,2709,12177813740.0,Brazil,Petroleum oils and oils obtained from bituminous minerals; crude
BRA,2008,2709,16855785143.0,Brazil,Petroleum oils and oils obtained from bituminous minerals; crude
BRA,2009,2709,9437508868.0,Brazil,Petroleum oils and oils obtained from bituminous minerals; crude
BRA,2010,2709,10274488932.0,Brazil,Petroleum oils and oils obtained from bituminous minerals; crude
BRA,2011,2709,14264036248.0,Brazil,Petroleum oils and oils obtained from bituminous minerals; crude
BRA,2012,2709,13588696742.0,Brazil,Petroleum oils and oils obtained from bituminous minerals; crude
BRB,2009,2709,8536175.0,Barbados,Petroleum oils and oils obtained from bituminous minerals; crude
BRB,2011,2709,17122660.0,Barbados,Petroleum oils and oils obtained from bituminous minerals; crude
BRN,2007,2709,161.0,Brunei Darussalam,Petroleum oils and oils obtained from bituminous minerals; crude
BRN,2008,2709,1715.0,Brunei Darussalam,Petroleum oils and oils obtained from bituminous minerals; crude
BRN,2009,2709,3381.0,Brunei Darussalam,Petroleum oils and oils obtained from bituminous minerals; crude
BRN,2010,2709,1656.932,Brunei Darussalam,Petroleum oils and oils obtained from bituminous minerals; crude
BRN,2011,2709,4211.738,Brunei Darussalam,Petroleum oils and oils obtained from bituminous minerals; crude
BRN,2012,2709,455.0,Brunei Darussalam,Petroleum oils and oils obtained from bituminous minerals; crude
BTN,2007,2709,13.0,Bhutan,Petroleum oils and oils obtained from bituminous minerals; crude
BTN,2009,2709,4.0,Bhutan,Petroleum oils and oils obtained from bituminous minerals; crude
BTN,2011,2709,1197.0,Bhutan,Petroleum oils and oils obtained from bituminous minerals; crude
BTN,2012,2709,12001.0,Bhutan,Petroleum oils and oils obtained from bituminous minerals; crude
BWA,2007,2709,196507.0,Botswana,Petroleum oils and oils obtained from bituminous minerals; crude
BWA,2008,2709,250720.0,Botswana,Petroleum oils and oils obtained from bituminous minerals; crude
BWA,2009,2709,258539.0,Botswana,Petroleum oils and oils obtained from bituminous minerals; crude
BWA,2010,2709,299695.866,Botswana,Petroleum oils and oils obtained from bituminous minerals; crude
BWA,2011,2709,582760.555,Botswana,Petroleum oils and oils obtained from bituminous minerals; crude
BWA,2012,2709,1383019.35,Botswana,Petroleum oils and oils obtained from bituminous minerals; crude
CAN,2007,2709,22538781349.0,Canada,Petroleum oils and oils obtained from bituminous minerals; crude
CAN,2008,2709,31982421237.0,Canada,Petroleum oils and oils obtained from bituminous minerals; crude
CAN,2009,2709,18503685619.0,Canada,Petroleum oils and oils obtained from bituminous minerals; crude
CAN,2010,2709,23082122622.0,Canada,Petroleum oils and oils obtained from bituminous minerals; crude
CAN,2011,2709,28824422621.0,Canada,Petroleum oils and oils obtained from bituminous minerals; crude
CAN,2012,2709,29788759668.0,Canada,Petroleum oils and oils obtained from bituminous minerals; crude
CHE,2007,2709,2478092991.113,Switzerland,Petroleum oils and oils obtained from bituminous minerals; crude
CHE,2008,2709,4084888842.811,Switzerland,Petroleum oils and oils obtained from bituminous minerals; crude
CHE,2009,2709,2132737918.475,Switzerland,Petroleum oils and oils obtained from bituminous minerals; crude
CHE,2010,2709,2748176118.0,Switzerland,Petroleum oils and oils obtained from bituminous minerals; crude
CHE,2011,2709,3629481785.0,Switzerland,Petroleum oils and oils obtained from bituminous minerals; crude
CHE,2012,2709,2815604266.899,Switzerland,Petroleum oils and oils obtained from bituminous minerals; crude
CHL,2007,2709,5018278372.21,Chile,Petroleum oils and oils obtained from bituminous minerals; crude
CHL,2008,2709,7175213690.58,Chile,Petroleum oils and oils obtained from bituminous minerals; crude
CHL,2009,2709,3975407758.56,Chile,Petroleum oils and oils obtained from bituminous minerals; crude
CHL,2010,2709,4340629064.99,Chile,Petroleum oils and oils obtained from bituminous minerals; crude
CHL,2011,2709,6495645842.31,Chile,Petroleum oils and oils obtained from bituminous minerals; crude
CHL,2012,2709,6107808270.02,Chile,Petroleum oils and oils obtained from bituminous minerals; crude
CHN,2007,2709,79858328656.0,China,Petroleum oils and oils obtained from bituminous minerals; crude
CHN,2008,2709,129330933227.0,China,Petroleum oils and oils obtained from bituminous minerals; crude
CHN,2009,2709,89255586690.0,China,Petroleum oils and oils obtained from bituminous minerals; crude
CHN,2010,2709,135299673339.0,China,Petroleum oils and oils obtained from bituminous minerals; crude
CHN,2011,2709,196770604891.0,China,Petroleum oils and oils obtained from bituminous minerals; crude
CHN,2012,2709,220793843089.0,China,Petroleum oils and oils obtained from bituminous minerals; crude
CIV,2007,2709,1887629670.0,Côte d'Ivoire,Petroleum oils and oils obtained from bituminous minerals; crude
CIV,2008,2709,2659543895.532,Côte d'Ivoire,Petroleum oils and oils obtained from bituminous minerals; crude
CIV,2009,2709,1637699654.205,Côte d'Ivoire,Petroleum oils and oils obtained from bituminous minerals; crude
CIV,2010,2709,1692366097.996,Côte d'Ivoire,Petroleum oils and oils obtained from bituminous minerals; crude
CIV,2011,2709,1747084522.712,Côte d'Ivoire,Petroleum oils and oils obtained from bituminous minerals; crude
CIV,2012,2709,2752775650.636,Côte d'Ivoire,Petroleum oils and oils obtained from bituminous minerals; crude
CMR,2007,2709,1751.0,Cameroon,Petroleum oils and oils obtained from bituminous minerals; crude
CMR,2008,2709,1281.0,Cameroon,Petroleum oils and oils obtained from bituminous minerals; crude
CMR,2009,2709,11424.0,Cameroon,Petroleum oils and oils obtained from bituminous minerals; crude
CMR,2010,2709,1231769209.0,Cameroon,Petroleum oils and oils obtained from bituminous minerals; crude
CMR,2011,2709,94185.0,Cameroon,Petroleum oils and oils obtained from bituminous minerals; crude
CMR,2012,2709,1300904099.0,Cameroon,Petroleum oils and oils obtained from bituminous minerals; crude
COG,2007,2709,3585.0,Congo,Petroleum oils and oils obtained from bituminous minerals; crude
COG,2008,2709,23459.0,Congo,Petroleum oils and oils obtained from bituminous minerals; crude
COG,2009,2709,8491727.0,Congo,Petroleum oils and oils obtained from bituminous minerals; crude
COG,2010,2709,19207966.0,Congo,Petroleum oils and oils obtained from bituminous minerals; crude
COG,2011,2709,10214.0,Congo,Petroleum oils and oils obtained from bituminous minerals; crude
COG,2012,2709,18570.0,Congo,Petroleum oils and oils obtained from bituminous minerals; crude
COK,2007,2709,43743.0,Cook Isds,Petroleum oils and oils obtained from bituminous minerals; crude
COK,2009,2709,14459.0,Cook Isds,Petroleum oils and oils obtained from bituminous minerals; crude
COK,2010,2709,1098.0,Cook Isds,Petroleum oils and oils obtained from bituminous minerals; crude
COK,2011,2709,140886.0,Cook Isds,Petroleum oils and oils obtained from bituminous minerals; crude
COL,2007,2709,363403194.0,Colombia,Petroleum oils and oils obtained from bituminous minerals; crude
COL,2008,2709,248223165.0,Colombia,Petroleum oils and oils obtained from bituminous minerals; crude
COL,2009,2709,2408.0,Colombia,Petroleum oils and oils obtained from bituminous minerals; crude
COL,2010,2709,6897.0,Colombia,Petroleum oils and oils obtained from bituminous minerals; crude
COL,2011,2709,5722.0,Colombia,Petroleum oils and oils obtained from bituminous minerals; crude
COL,2012,2709,6802912.0,Colombia,Petroleum oils and oils obtained from bituminous minerals; crude
COM,2007,2709,3888.0,Comoros,Petroleum oils and oils obtained from bituminous minerals; crude
COM,2008,2709,23810.0,Comoros,Petroleum oils and oils obtained from bituminous minerals; crude
COM,2009,2709,22475.832,Comoros,Petroleum oils and oils obtained from bituminous minerals; crude
COM,2010,2709,19529.282,Comoros,Petroleum oils and oils obtained from bituminous minerals; crude
COM,2011,2709,5328.015,Comoros,Petroleum oils and oils obtained from bituminous minerals; crude
CPV,2008,2709,29.0,Cabo Verde,Petroleum oils and oils obtained from bituminous minerals; crude
CPV,2011,2709,2076.0,Cabo Verde,Petroleum oils and oils obtained from bituminous minerals; crude
CPV,2012,2709,593.0,Cabo Verde,Petroleum oils and oils obtained from bituminous minerals; crude
CRI,2007,2709,350441787.0,Costa Rica,Petroleum oils and oils obtained from bituminous minerals; crude
CRI,2008,2709,505934091.0,Costa Rica,Petroleum oils and oils obtained from bituminous minerals; crude
CRI,2009,2709,115133855.0,Costa Rica,Petroleum oils and oils obtained from bituminous minerals; crude
CRI,2010,2709,300812622.0,Costa Rica,Petroleum oils and oils obtained from bituminous minerals; crude
CRI,2011,2709,160374347.0,Costa Rica,Petroleum oils and oils obtained from bituminous minerals; crude
CRI,2012,2709,12763.0,Costa Rica,Petroleum oils and oils obtained from bituminous minerals; crude
CYP,2011,2709,1939.0,Cyprus,Petroleum oils and oils obtained from bituminous minerals; crude
CYP,2012,2709,191.0,Cyprus,Petroleum oils and oils obtained from bituminous minerals; crude
CZE,2007,2709,3542919156.0,Czechia,Petroleum oils and oils obtained from bituminous minerals; crude
CZE,2008,2709,6063324321.0,Czechia,Petroleum oils and oils obtained from bituminous minerals; crude
CZE,2009,2709,3222319625.0,Czechia,Petroleum oils and oils obtained from bituminous minerals; crude
CZE,2010,2709,4433833100.0,Czechia,Petroleum oils and oils obtained from bituminous minerals; crude
CZE,2011,2709,5581592172.0,Czechia,Petroleum oils and oils obtained from bituminous minerals; crude
CZE,2012,2709,5876141766.0,Czechia,Petroleum oils and oils obtained from bituminous minerals; crude
DEU,2007,2709,54918029000.0,Germany,Petroleum oils and oils obtained from bituminous minerals; crude
DEU,2008,2709,78775953959.015,Germany,Petroleum oils and oils obtained from bituminous minerals; crude
DEU,2009,2709,42567678545.01,Germany,Petroleum oils and oils obtained from bituminous minerals; crude
DEU,2010,2709,52603077205.494,Germany,Petroleum oils and oils obtained from bituminous minerals; crude
DEU,2011,2709,71289413586.768,Germany,Petroleum oils and oils obtained from bituminous minerals; crude
DEU,2012,2709,76779919970.602,Germany,Petroleum oils and oils obtained from bituminous minerals; crude
DMA,2007,2709,642.0,Dominica,Petroleum oils and oils obtained from bituminous minerals; crude
DMA,2010,2709,267.0,Dominica,Petroleum oils and oils obtained from bituminous minerals; crude
DNK,2007,2709,1290605463.0,Denmark,Petroleum oils and oils obtained from bituminous minerals; crude
DNK,2008,2709,1648777327.0,Denmark,Petroleum oils and oils obtained from bituminous minerals; crude
DNK,2009,2709,1619316096.0,Denmark,Petroleum oils and oils obtained from bituminous minerals; crude
DNK,2010,2709,1603551806.0,Denmark,Petroleum oils and oils obtained from bituminous minerals; crude
DNK,2011,2709,2553889539.0,Denmark,Petroleum oils and oils obtained from bituminous minerals; crude
DNK,2012,2709,2865422010.0,Denmark,Petroleum oils and oils obtained from bituminous minerals; crude
DOM,2007,2709,920165105.8,Dominican Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
DOM,2008,2709,1241488760.6,Dominican Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
DOM,2009,2709,603520342.603,Dominican Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
DOM,2010,2709,863925150.0,Dominican Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
DOM,2011,2709,979487508.0,Dominican Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
DOM,2012,2709,1021872977.0,Dominican Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
DZA,2008,2709,57023.0,Algeria,Petroleum oils and oils obtained from bituminous minerals; crude
DZA,2009,2709,35348.0,Algeria,Petroleum oils and oils obtained from bituminous minerals; crude
DZA,2010,2709,7048.0,Algeria,Petroleum oils and oils obtained from bituminous minerals; crude
DZA,2011,2709,15003.0,Algeria,Petroleum oils and oils obtained from bituminous minerals; crude
DZA,2012,2709,12478.0,Algeria,Petroleum oils and oils obtained from bituminous minerals; crude
ECU,2007,2709,9346.0,Ecuador,Petroleum oils and oils obtained from bituminous minerals; crude
ECU,2008,2709,7113.0,Ecuador,Petroleum oils and oils obtained from bituminous minerals; crude
ECU,2009,2709,4505.0,Ecuador,Petroleum oils and oils obtained from bituminous minerals; crude
ECU,2010,2709,3247.0,Ecuador,Petroleum oils and oils obtained from bituminous minerals; crude
ECU,2011,2709,7440.0,Ecuador,Petroleum oils and oils obtained from bituminous minerals; crude
ECU,2012,2709,17022.0,Ecuador,Petroleum oils and oils obtained from bituminous minerals; crude
EGY,2007,2709,1193420928.674,Egypt,Petroleum oils and oils obtained from bituminous minerals; crude
EGY,2008,2709,1601447316.92,Egypt,Petroleum oils and oils obtained from bituminous minerals; crude
EGY,2009,2709,1082674441.38,Egypt,Petroleum oils and oils obtained from bituminous minerals; crude
EGY,2010,2709,1321151300.0,Egypt,Petroleum oils and oils obtained from bituminous minerals; crude
EGY,2011,2709,1700214461.0,Egypt,Petroleum oils and oils obtained from bituminous minerals; crude
EGY,2012,2709,2933268756.0,Egypt,Petroleum oils and oils obtained from bituminous minerals; crude
ESP,2007,2709,29520728259.802,Spain,Petroleum oils and oils obtained from bituminous minerals; crude
ESP,2008,2709,41096992074.966,Spain,Petroleum oils and oils obtained from bituminous minerals; crude
ESP,2009,2709,22829240044.553,Spain,Petroleum oils and oils obtained from bituminous minerals; crude
ESP,2010,2709,30329466345.47,Spain,Petroleum oils and oils obtained from bituminous minerals; crude
ESP,2011,2709,41059312128.964,Spain,Petroleum oils and oils obtained from bituminous minerals; crude
ESP,2012,2709,46177095028.634,Spain,Petroleum oils and oils obtained from bituminous minerals; crude
EST,2007,2709,8079801.52,Estonia,Petroleum oils and oils obtained from bituminous minerals; crude
EST,2008,2709,952148.75,Estonia,Petroleum oils and oils obtained from bituminous minerals; crude
EST,2009,2709,382.0,Estonia,Petroleum oils and oils obtained from bituminous minerals; crude
EST,2010,2709,1344.0,Estonia,Petroleum oils and oils obtained from bituminous minerals; crude
EST,2011,2709,1025.0,Estonia,Petroleum oils and oils obtained from bituminous minerals; crude
EST,2012,2709,875583.0,Estonia,Petroleum oils and oils obtained from bituminous minerals; crude
ETH,2007,2709,45.225,Ethiopia,Petroleum oils and oils obtained from bituminous minerals; crude
ETH,2008,2709,1078.354,Ethiopia,Petroleum oils and oils obtained from bituminous minerals; crude
ETH,2009,2709,18230.572,Ethiopia,Petroleum oils and oils obtained from bituminous minerals; crude
ETH,2010,2709,25010.337,Ethiopia,Petroleum oils and oils obtained from bituminous minerals; crude
ETH,2011,2709,9580.158,Ethiopia,Petroleum oils and oils obtained from bituminous minerals; crude
ETH,2012,2709,14298.468,Ethiopia,Petroleum oils and oils obtained from bituminous minerals; crude
FIN,2007,2709,6387340341.0,Finland,Petroleum oils and oils obtained from bituminous minerals; crude
FIN,2008,2709,8238017129.0,Finland,Petroleum oils and oils obtained from bituminous minerals; crude
FIN,2009,2709,5234736636.0,Finland,Petroleum oils and oils obtained from bituminous minerals; crude
FIN,2010,2709,6558983418.0,Finland,Petroleum oils and oils obtained from bituminous minerals; crude
FIN,2011,2709,9456121640.0,Finland,Petroleum oils and oils obtained from bituminous minerals; crude
FIN,2012,2709,9207603378.0,Finland,Petroleum oils and oils obtained from bituminous minerals; crude
FJI,2007,2709,763.0,Fiji,Petroleum oils and oils obtained from bituminous minerals; crude
FJI,2008,2709,244.0,Fiji,Petroleum oils and oils obtained from bituminous minerals; crude
FJI,2009,2709,674.0,Fiji,Petroleum oils and oils obtained from bituminous minerals; crude
FJI,2010,2709,1956.0,Fiji,Petroleum oils and oils obtained from bituminous minerals; crude
FJI,2011,2709,45389.0,Fiji,Petroleum oils and oils obtained from bituminous minerals; crude
FJI,2012,2709,53404.0,Fiji,Petroleum oils and oils obtained from bituminous minerals; crude
FRA,2007,2709,42818773288.0,France,Petroleum oils and oils obtained from bituminous minerals; crude
FRA,2008,2709,59821023675.0,France,Petroleum oils and oils obtained from bituminous minerals; crude
FRA,2009,2709,31789733400.0,France,Petroleum oils and oils obtained from bituminous minerals; crude
FRA,2010,2709,35319187347.0,France,Petroleum oils and oils obtained from bituminous minerals; crude
FRA,2011,2709,52506385404.0,France,Petroleum oils and oils obtained from bituminous minerals; crude
FRA,2012,2709,47630969576.0,France,Petroleum oils and oils obtained from bituminous minerals; crude
FRO,2007,2709,1018.0,Faroe Isds,Petroleum oils and oils obtained from bituminous minerals; crude
FRO,2008,2709,4441.0,Faroe Isds,Petroleum oils and oils obtained from bituminous minerals; crude
FRO,2009,2709,17308.0,Faroe Isds,Petroleum oils and oils obtained from bituminous minerals; crude
FSM,2007,2709,219032.0,FS Micronesia,Petroleum oils and oils obtained from bituminous minerals; crude
FSM,2008,2709,478333.0,FS Micronesia,Petroleum oils and oils obtained from bituminous minerals; crude
FSM,2009,2709,428933.0,FS Micronesia,Petroleum oils and oils obtained from bituminous minerals; crude
FSM,2010,2709,906588.0,FS Micronesia,Petroleum oils and oils obtained from bituminous minerals; crude
FSM,2011,2709,758263.0,FS Micronesia,Petroleum oils and oils obtained from bituminous minerals; crude
FSM,2012,2709,860498.0,FS Micronesia,Petroleum oils and oils obtained from bituminous minerals; crude
GAB,2007,2709,5844.0,Gabon,Petroleum oils and oils obtained from bituminous minerals; crude
GAB,2008,2709,17502.0,Gabon,Petroleum oils and oils obtained from bituminous minerals; crude
GAB,2009,2709,1555.0,Gabon,Petroleum oils and oils obtained from bituminous minerals; crude
GAB,2010,2709,404.65,Gabon,Petroleum oils and oils obtained from bituminous minerals; crude
GAB,2011,2709,8252.556,Gabon,Petroleum oils and oils obtained from bituminous minerals; crude
GAB,2012,2709,23487.538,Gabon,Petroleum oils and oils obtained from bituminous minerals; crude
