period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2007,ABW,Aruba,29,Organic chemicals,588.0
2008,ABW,Aruba,29,Organic chemicals,3996.0
2009,ABW,Aruba,29,Organic chemicals,10536.0
2010,ABW,Aruba,29,Organic chemicals,4655.0
2011,ABW,Aruba,29,Organic chemicals,16354.0
2012,ABW,Aruba,29,Organic chemicals,33126.0
2008,AGO,Angola,29,Organic chemicals,77726.249
2007,ALB,Albania,29,Organic chemicals,15895.0
2008,ALB,Albania,29,Organic chemicals,43681.0
2009,ALB,Albania,29,Organic chemicals,6139.0
2010,ALB,Albania,29,Organic chemicals,34747.0
2011,ALB,Albania,29,Organic chemicals,410076.0
2012,ALB,Albania,29,Organic chemicals,38303.0
2011,AND,Andorra,29,Organic chemicals,11349.363
2012,AND,Andorra,29,Organic chemicals,2676.969
2007,ANT,Netherlands Antilles (...2010),29,Organic chemicals,35091.0
2008,ANT,Netherlands Antilles (...2010),29,Organic chemicals,90673.0
2007,ARE,United Arab Emirates,29,Organic chemicals,131577880.0
2008,ARE,United Arab Emirates,29,Organic chemicals,131499025.0
2009,ARE,United Arab Emirates,29,Organic chemicals,132124899.0
2010,ARE,United Arab Emirates,29,Organic chemicals,142986509.0
2011,ARE,United Arab Emirates,29,Organic chemicals,110022377.0
2012,ARE,United Arab Emirates,29,Organic chemicals,589140274.0
2007,ARG,Argentina,29,Organic chemicals,587793904.0
2008,ARG,Argentina,29,Organic chemicals,591921943.0
2009,ARG,Argentina,29,Organic chemicals,390459554.0
2010,ARG,Argentina,29,Organic chemicals,514256497.0
2011,ARG,Argentina,29,Organic chemicals,524137144.0
2012,ARG,Argentina,29,Organic chemicals,503315388.0
2007,ARM,Armenia,29,Organic chemicals,698708.0
2008,ARM,Armenia,29,Organic chemicals,746915.0
2009,ARM,Armenia,29,Organic chemicals,316931.0
2010,ARM,Armenia,29,Organic chemicals,481623.0
2011,ARM,Armenia,29,Organic chemicals,450218.0
2012,ARM,Armenia,29,Organic chemicals,388509.0
2007,ATG,Antigua and Barbuda,29,Organic chemicals,97857.0
2009,ATG,Antigua and Barbuda,29,Organic chemicals,113419.0
2010,ATG,Antigua and Barbuda,29,Organic chemicals,78504.0
2011,ATG,Antigua and Barbuda,29,Organic chemicals,65817.0
2012,ATG,Antigua and Barbuda,29,Organic chemicals,35058.0
2007,AUS,Australia,29,Organic chemicals,137395657.0
2008,AUS,Australia,29,Organic chemicals,149211543.0
2009,AUS,Australia,29,Organic chemicals,119313719.0
2010,AUS,Australia,29,Organic chemicals,163402540.0
2011,AUS,Australia,29,Organic chemicals,194624208.0
2012,AUS,Australia,29,Organic chemicals,235682646.0
2007,AUT,Austria,29,Organic chemicals,1500698296.0
2008,AUT,Austria,29,Organic chemicals,1648358522.0
2009,AUT,Austria,29,Organic chemicals,1593659304.0
2010,AUT,Austria,29,Organic chemicals,1642312996.0
2011,AUT,Austria,29,Organic chemicals,1634194284.0
2012,AUT,Austria,29,Organic chemicals,2231148921.059
2007,AZE,Azerbaijan,29,Organic chemicals,21353529.0
2008,AZE,Azerbaijan,29,Organic chemicals,36393264.0
2009,AZE,Azerbaijan,29,Organic chemicals,19551725.0
2010,AZE,Azerbaijan,29,Organic chemicals,33279824.0
2011,AZE,Azerbaijan,29,Organic chemicals,53221330.0
