period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2007,ABW,Aruba,80,Tin; articles thereof,46845.0
2008,ABW,Aruba,80,Tin; articles thereof,11650.0
2009,ABW,Aruba,80,Tin; articles thereof,9000.0
2010,ABW,Aruba,80,Tin; articles thereof,12709.0
2011,ABW,Aruba,80,Tin; articles thereof,21645.0
2012,ABW,Aruba,80,Tin; articles thereof,18468.0
2007,AGO,Angola,80,Tin; articles thereof,186746.0
2008,AGO,Angola,80,Tin; articles thereof,205138.211
2009,AGO,Angola,80,Tin; articles thereof,208623.0
2010,AGO,Angola,80,Tin; articles thereof,227352.0
2011,AGO,Angola,80,Tin; articles thereof,807844.0
2012,AGO,Angola,80,Tin; articles thereof,180093.0
2007,AIA,Anguilla,80,Tin; articles thereof,918.0
2008,AIA,Anguilla,80,Tin; articles thereof,336.0
2007,ALB,Albania,80,Tin; articles thereof,24831.0
2008,ALB,Albania,80,Tin; articles thereof,47390.0
2009,ALB,Albania,80,Tin; articles thereof,28050.0
2010,ALB,Albania,80,Tin; articles thereof,18306.0
2011,ALB,Albania,80,Tin; articles thereof,35280.0
2012,ALB,Albania,80,Tin; articles thereof,7085.0
2007,AND,Andorra,80,Tin; articles thereof,9784.912
2008,AND,Andorra,80,Tin; articles thereof,9996.244
2009,AND,Andorra,80,Tin; articles thereof,19754.058
2010,AND,Andorra,80,Tin; articles thereof,14372.591
2011,AND,Andorra,80,Tin; articles thereof,27461.964
2012,AND,Andorra,80,Tin; articles thereof,20543.621
2007,ANT,Netherlands Antilles (...2010),80,Tin; articles thereof,7881.0
2008,ANT,Netherlands Antilles (...2010),80,Tin; articles thereof,36023.0
2007,ARE,United Arab Emirates,80,Tin; articles thereof,13653003.0
2008,ARE,United Arab Emirates,80,Tin; articles thereof,56324152.0
2009,ARE,United Arab Emirates,80,Tin; articles thereof,10200740.0
2010,ARE,United Arab Emirates,80,Tin; articles thereof,12035017.0
2011,ARE,United Arab Emirates,80,Tin; articles thereof,5780389.0
