period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2020,ABW,Aruba,72,Iron and steel,1884304.409
2020,AGO,Angola,72,Iron and steel,173188254.337
2020,ALB,Albania,72,Iron and steel,264401542.462
2020,AND,Andorra,72,Iron and steel,4805456.793
2020,ARE,United Arab Emirates,72,Iron and steel,3648104344.277
2020,ARG,Argentina,72,Iron and steel,649349294.37
2020,ARM,Armenia,72,Iron and steel,108838000.67
2020,ATG,Antigua and Barbuda,72,Iron and steel,6103440.451
2020,AUS,Australia,72,Iron and steel,1052865084.719
2020,AUT,Austria,72,Iron and steel,3540411463.191
2020,AZE,Azerbaijan,72,Iron and steel,374186824.8
2020,BDI,Burundi,72,Iron and steel,63773599.857
2020,BEL,Belgium,72,Iron and steel,7071783844.868
2020,BEN,Benin,72,Iron and steel,88450833.285
2020,BFA,Burkina Faso,72,Iron and steel,155284987.852
2020,BGR,Bulgaria,72,Iron and steel,1172974146.987
2020,BHR,Bahrain,72,Iron and steel,187409340.04
2020,BHS,Bahamas,72,Iron and steel,12030881.0
2020,BIH,Bosnia Herzegovina,72,Iron and steel,324147320.72
2020,BLR,Belarus,72,Iron and steel,1400630500.0
2020,BLZ,Belize,72,Iron and steel,17147587.275
2020,BMU,Bermuda,72,Iron and steel,1135733.53
2020,BOL,Bolivia (Plurinational State of),72,Iron and steel,328800027.77
2020,BRA,Brazil,72,Iron and steel,1851564398.0
2020,BRB,Barbados,72,Iron and steel,10149412.0
2020,BRN,Brunei Darussalam,72,Iron and steel,26577785.68
2020,BTN,Bhutan,72,Iron and steel,52318419.978
2020,BWA,Botswana,72,Iron and steel,60846391.759
2020,CAF,Central African Rep.,72,Iron and steel,3569547.151
2020,CAN,Canada,72,Iron and steel,5275983864.91
2020,CHE,Switzerland,72,Iron and steel,2140904327.605
2020,CHL,Chile,72,Iron and steel,1038532914.55
2020,CHN,China,72,Iron and steel,36901161339.0
2020,CIV,Côte d'Ivoire,72,Iron and steel,304746283.62
2020,CMR,Cameroon,72,Iron and steel,300399410.63
2020,COD,Dem. Rep. of the Congo,72,Iron and steel,131687133.933
2020,COG,Congo,72,Iron and steel,12556635.25
2020,COL,Colombia,72,Iron and steel,1172038075.0
2020,COM,Comoros,72,Iron and steel,14698301.846
2020,CPV,Cabo Verde,72,Iron and steel,21952636.267
2020,CRI,Costa Rica,72,Iron and steel,458577686.3
2020,CUB,Cuba,72,Iron and steel,161920159.87
2020,CUW,Curaçao,72,Iron and steel,2706926.319
2020,CYM,Cayman Isds,72,Iron and steel,10225944.356
2020,CYP,Cyprus,72,Iron and steel,161256039.955
2020,CZE,Czechia,72,Iron and steel,5037687915.0
2020,DEU,Germany,72,Iron and steel,21655147384.991
2020,DMA,Dominica,72,Iron and steel,4058622.608
2020,DNK,Denmark,72,Iron and steel,1894305870.593
2020,DOM,Dominican Rep.,72,Iron and steel,495785354.3
2020,ECU,Ecuador,72,Iron and steel,495626334.007
2020,EGY,Egypt,72,Iron and steel,2898734656.102
2020,ESP,Spain,72,Iron and steel,7893951603.188
2020,EST,Estonia,72,Iron and steel,523037069.81
2020,ETH,Ethiopia,72,Iron and steel,705017551.77
2020,FIN,Finland,72,Iron and steel,2244626543.347
2020,FJI,Fiji,72,Iron and steel,35807752.521
2020,FRA,France,72,Iron and steel,10297952304.488
2020,GAB,Gabon,72,Iron and steel,34599470.8
2020,GBR,United Kingdom,72,Iron and steel,4137222932.412
2020,GEO,Georgia,72,Iron and steel,192838332.0
2020,GMB,Gambia,72,Iron and steel,11880435.219
2020,GRC,Greece,72,Iron and steel,1098131699.096
2020,GRD,Grenada,72,Iron and steel,6026996.778
2020,GTM,Guatemala,72,Iron and steel,674215452.0
2020,GUY,Guyana,72,Iron and steel,36997994.914
2020,HKG,"China, Hong Kong SAR",72,Iron and steel,1495472077.615
2020,HND,Honduras,72,Iron and steel,356967664.17
2020,HRV,Croatia,72,Iron and steel,635317227.0
2020,HUN,Hungary,72,Iron and steel,2110780452.0
2020,IDN,Indonesia,72,Iron and steel,6855165884.0
2020,IND,India,72,Iron and steel,7550873600.395
2020,IRL,Ireland,72,Iron and steel,620380620.93
2020,IRN,Iran,72,Iron and steel,1399722292.0
2020,ISL,Iceland,72,Iron and steel,42688548.336
2020,ISR,Israel,72,Iron and steel,1515721000.0
2020,ITA,Italy,72,Iron and steel,14855335127.374
2020,JAM,Jamaica,72,Iron and steel,82998600.01
2020,JOR,Jordan,72,Iron and steel,432824297.935
2020,JPN,Japan,72,Iron and steel,5697538270.497
2020,KAZ,Kazakhstan,72,Iron and steel,905243999.297
2020,KEN,Kenya,72,Iron and steel,931760709.883
2020,KGZ,Kyrgyzstan,72,Iron and steel,124704305.0
2020,KHM,Cambodia,72,Iron and steel,313562385.92
2020,KIR,Kiribati,72,Iron and steel,709014.18
2020,KOR,Rep. of Korea,72,Iron and steel,11118858135.0
2020,KWT,Kuwait,72,Iron and steel,548321384.0
2020,LAO,Lao People's Dem. Rep.,72,Iron and steel,191059122.01
2020,LBN,Lebanon,72,Iron and steel,192759447.0
2020,LBR,Liberia,72,Iron and steel,24288416.91
2020,LCA,Saint Lucia,72,Iron and steel,6378497.0
2020,LKA,Sri Lanka,72,Iron and steel,544124251.063
2020,LSO,Lesotho,72,Iron and steel,12266463.169
2020,LTU,Lithuania,72,Iron and steel,768125975.0
2020,LUX,Luxembourg,72,Iron and steel,1061784676.317
2020,LVA,Latvia,72,Iron and steel,578625361.018
2020,MAC,"China, Macao SAR",72,Iron and steel,126981669.67
2020,MAR,Morocco,72,Iron and steel,1269178323.632
2020,MDA,Rep. of Moldova,72,Iron and steel,101427213.0
2020,MDG,Madagascar,72,Iron and steel,73433377.468
2020,MDV,Maldives,72,Iron and steel,30694335.164
2020,MEX,Mexico,72,Iron and steel,8802785033.0
2020,MKD,North Macedonia,72,Iron and steel,429235294.02
2020,MLI,Mali,72,Iron and steel,124234452.779
2020,MLT,Malta,72,Iron and steel,49623663.522
2020,MMR,Myanmar,72,Iron and steel,1130523649.517
2020,MNE,Montenegro,72,Iron and steel,51744689.451
2020,MNG,Mongolia,72,Iron and steel,164618869.27
2020,MOZ,Mozambique,72,Iron and steel,154668433.384
2020,MRT,Mauritania,72,Iron and steel,38062743.906
2020,MSR,Montserrat,72,Iron and steel,238701.164
2020,MUS,Mauritius,72,Iron and steel,68663287.061
2020,MWI,Malawi,72,Iron and steel,81114603.497
2020,MYS,Malaysia,72,Iron and steel,5087717443.404
2020,NAM,Namibia,72,Iron and steel,92556660.355
2020,NER,Niger,72,Iron and steel,44619843.185
2020,NGA,Nigeria,72,Iron and steel,1183255019.505
2020,NIC,Nicaragua,72,Iron and steel,166396617.14
2020,NLD,Netherlands,72,Iron and steel,8585197648.927
2020,NOR,Norway,72,Iron and steel,734850142.426
2020,NPL,Nepal,72,Iron and steel,907416244.37
2020,NZL,New Zealand,72,Iron and steel,252622172.825
2020,OMN,Oman,72,Iron and steel,935718898.88
2020,PAK,Pakistan,72,Iron and steel,3153762474.664
2020,PAN,Panama,72,Iron and steel,104764241.0
2020,PER,Peru,72,Iron and steel,1373246337.14
2020,PHL,Philippines,72,Iron and steel,3481625311.0
2020,PNG,Papua New Guinea,72,Iron and steel,75831681.919
2020,POL,Poland,72,Iron and steel,8588599819.0
2020,PRT,Portugal,72,Iron and steel,2392213033.999
2020,PRY,Paraguay,72,Iron and steel,239766805.0
2020,PSE,State of Palestine,72,Iron and steel,207341997.63
2020,PYF,French Polynesia,72,Iron and steel,16764535.122
2020,QAT,Qatar,72,Iron and steel,461402625.566
2020,ROU,Romania,72,Iron and steel,2866714548.53
2020,RUS,Russian Federation,72,Iron and steel,3726934324.048
2020,RWA,Rwanda,72,Iron and steel,138200299.97
2020,S19,"Other Asia, nes",72,Iron and steel,7188736663.603
2020,SAU,Saudi Arabia,72,Iron and steel,4715237734.386
2020,SEN,Senegal,72,Iron and steel,276951182.329
2020,SGP,Singapore,72,Iron and steel,1796963560.445
2020,SLV,El Salvador,72,Iron and steel,268706883.93
2020,SRB,Serbia,72,Iron and steel,609661137.0
2020,STP,Sao Tome and Principe,72,Iron and steel,898284.102
2020,SUR,Suriname,72,Iron and steel,19762194.951
2020,SVK,Slovakia,72,Iron and steel,2188122854.402
2020,SVN,Slovenia,72,Iron and steel,1350007415.414
2020,SWE,Sweden,72,Iron and steel,3458353226.426
2020,SWZ,Eswatini,72,Iron and steel,25385339.89
2020,SYC,Seychelles,72,Iron and steel,18614423.056
2020,TGO,Togo,72,Iron and steel,58923295.993
2020,THA,Thailand,72,Iron and steel,9296652030.568
2020,TJK,Tajikistan,72,Iron and steel,242476888.0
2020,TLS,Timor-Leste,72,Iron and steel,12961875.6
2020,TON,Tonga,72,Iron and steel,2597757.477
2020,TTO,Trinidad and Tobago,72,Iron and steel,93296406.56
2020,TUN,Tunisia,72,Iron and steel,562215943.85
2020,TUR,Türkiye,72,Iron and steel,15102954267.0
2020,TZA,United Rep. of Tanzania,72,Iron and steel,413742761.13
2020,UGA,Uganda,72,Iron and steel,360356559.0
2020,UKR,Ukraine,72,Iron and steel,1037658814.33
2020,URY,Uruguay,72,Iron and steel,108787186.15
2020,USA,USA,72,Iron and steel,18805282391.0
2020,UZB,Uzbekistan,72,Iron and steel,1240111244.51
2020,VCT,Saint Vincent and the Grenadines,72,Iron and steel,4659995.64
2020,VNM,Viet Nam,72,Iron and steel,9900340614.585
2020,ZAF,South Africa,72,Iron and steel,934770709.137
2020,ZMB,Zambia,72,Iron and steel,159955358.541
2020,ZWE,Zimbabwe,72,Iron and steel,127925562.98
