reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
ALB,2023,2716,189666341.802,Albania,Electrical energy
AND,2023,2716,44890595.749,Andorra,Electrical energy
ARE,2023,2716,107345.84,United Arab Emirates,Electrical energy
ARG,2023,2716,835858614.58,Argentina,Electrical energy
ARM,2023,2716,820755.7,Armenia,Electrical energy
AUT,2023,2716,2357729027.703,Austria,Electrical energy
AZE,2023,2716,6743356.41,Azerbaijan,Electrical energy
BEL,2023,2716,1977550189.88,Belgium,Electrical energy
BEN,2023,2716,118826976.036,Benin,Electrical energy
BFA,2023,2716,196059820.231,Burkina Faso,Electrical energy
BGR,2023,2716,484337458.102,Bulgaria,Electrical energy
BHS,2023,2716,58.0,Bahamas,Electrical energy
BIH,2023,2716,118937207.159,Bosnia Herzegovina,Electrical energy
BRA,2023,2716,1058727921.0,Brazil,Electrical energy
BWA,2023,2716,155804770.763,Botswana,Electrical energy
CAN,2023,2716,1187550868.139,Canada,Electrical energy
CHE,2023,2716,4118994217.491,Switzerland,Electrical energy
CHN,2023,2716,196835318.0,China,Electrical energy
CIV,2023,2716,4528.401,Côte d'Ivoire,Electrical energy
CMR,2023,2716,61175.672,Cameroon,Electrical energy
COD,2023,2716,46307146.13,Dem. Rep. of the Congo,Electrical energy
COG,2023,2716,1889.891,Congo,Electrical energy
COL,2023,2716,33643805.72,Colombia,Electrical energy
CZE,2023,2716,959867278.0,Czechia,Electrical energy
DEU,2023,2716,7310241365.383,Germany,Electrical energy
DJI,2023,2716,40244342.23,Djibouti,Electrical energy
DNK,2023,2716,1390767309.982,Denmark,Electrical energy
ECU,2023,2716,285272357.7,Ecuador,Electrical energy
ESP,2023,2716,1943137274.943,Spain,Electrical energy
EST,2023,2716,800101178.62,Estonia,Electrical energy
FIN,2023,2716,592058996.841,Finland,Electrical energy
FRA,2023,2716,3062562492.027,France,Electrical energy
GBR,2023,2716,3918619736.249,United Kingdom,Electrical energy
GEO,2023,2716,1057616.153,Georgia,Electrical energy
GRC,2023,2716,1381461515.669,Greece,Electrical energy
GTM,2023,2716,147935200.0,Guatemala,Electrical energy
HKG,2023,2716,832320735.956,"China, Hong Kong SAR",Electrical energy
HND,2023,2716,78.3,Honduras,Electrical energy
HRV,2023,2716,952038889.0,Croatia,Electrical energy
HUN,2023,2716,4074936389.157,Hungary,Electrical energy
IDN,2023,2716,60643591.0,Indonesia,Electrical energy
IND,2023,2716,7963007.078,India,Electrical energy
IRL,2023,2716,486116163.376,Ireland,Electrical energy
ITA,2023,2716,7230797759.101,Italy,Electrical energy
JOR,2023,2716,26557432.315,Jordan,Electrical energy
KAZ,2023,2716,235967331.99,Kazakhstan,Electrical energy
KEN,2023,2716,69360005.355,Kenya,Electrical energy
KHM,2023,2716,243911170.44,Cambodia,Electrical energy
KOR,2023,2716,1302.0,Rep. of Korea,Electrical energy
LAO,2023,2716,8274.0,Lao People's Dem. Rep.,Electrical energy
LSO,2023,2716,44140043.036,Lesotho,Electrical energy
LTU,2023,2716,956600911.0,Lithuania,Electrical energy
LVA,2023,2716,420271107.309,Latvia,Electrical energy
MAC,2023,2716,504963290.207,"China, Macao SAR",Electrical energy
MAR,2023,2716,223331387.201,Morocco,Electrical energy
MDA,2023,2716,57175498.0,Rep. of Moldova,Electrical energy
MEX,2023,2716,82556552.0,Mexico,Electrical energy
MKD,2023,2716,231414840.112,North Macedonia,Electrical energy
MLI,2023,2716,28392331.009,Mali,Electrical energy
MLT,2023,2716,91041828.443,Malta,Electrical energy
MMR,2023,2716,70344669.883,Myanmar,Electrical energy
MNE,2023,2716,63208220.18,Montenegro,Electrical energy
MNG,2023,2716,189436798.97,Mongolia,Electrical energy
MOZ,2023,2716,209954000.0,Mozambique,Electrical energy
MYS,2023,2716,6259130.448,Malaysia,Electrical energy
NER,2023,2716,41637434.425,Niger,Electrical energy
NIC,2023,2716,64.57,Nicaragua,Electrical energy
NLD,2023,2716,2123057108.107,Netherlands,Electrical energy
NOR,2023,2716,780812273.135,Norway,Electrical energy
OMN,2023,2716,2613.784,Oman,Electrical energy
PAK,2023,2716,13717909.709,Pakistan,Electrical energy
PER,2023,2716,1618011.18,Peru,Electrical energy
POL,2023,2716,2511263892.0,Poland,Electrical energy
PRT,2023,2716,1295730714.335,Portugal,Electrical energy
PSE,2023,2716,715028964.844,State of Palestine,Electrical energy
ROU,2023,2716,1282488339.18,Romania,Electrical energy
SAU,2023,2716,769.6,Saudi Arabia,Electrical energy
SGP,2023,2716,10616692.299,Singapore,Electrical energy
SLV,2023,2716,31236720.64,El Salvador,Electrical energy
SRB,2023,2716,843303204.0,Serbia,Electrical energy
SVK,2023,2716,1752624800.685,Slovakia,Electrical energy
SVN,2023,2716,948933139.775,Slovenia,Electrical energy
SWE,2023,2716,514695734.716,Sweden,Electrical energy
SWZ,2023,2716,85187912.42,Eswatini,Electrical energy
TGO,2023,2716,95819340.344,Togo,Electrical energy
THA,2023,2716,1954106940.419,Thailand,Electrical energy
TJK,2023,2716,9876799.0,Tajikistan,Electrical energy
TUN,2023,2716,223117044.39,Tunisia,Electrical energy
TUR,2023,2716,582229868.0,Türkiye,Electrical energy
UGA,2023,2716,4009358.54,Uganda,Electrical energy
UKR,2023,2716,154647052.11,Ukraine,Electrical energy
URY,2023,2716,140358137.8,Uruguay,Electrical energy
USA,2023,2716,3446973406.0,USA,Electrical energy
UZB,2023,2716,139558586.99,Uzbekistan,Electrical energy
VNM,2023,2716,244680064.211,Viet Nam,Electrical energy
WSM,2023,2716,37.642,Samoa,Electrical energy
ZAF,2023,2716,337156898.994,South Africa,Electrical energy
ZMB,2023,2716,8943526.345,Zambia,Electrical energy
ZWE,2023,2716,180114259.35,Zimbabwe,Electrical energy
