period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2001,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2989.0
2002,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",13709.0
2003,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8318.0
2004,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",18168.0
2005,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",103.0
2006,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",70.0
2004,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",295123.463
2005,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",91530.676
2006,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",81649.384
2001,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",58150.0
2002,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",11010.0
2003,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",94.0
2004,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",12299.0
2001,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",570164.0
2002,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",530586.0
2003,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1119516.0
2004,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2009659.0
2005,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2456901.0
2006,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",3516678.0
2001,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",679323.0
2002,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",651856.0
2003,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1293313.0
2004,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1628083.0
2005,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1482758.0
2006,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",468702.308
2005,ANT,Netherlands Antilles (...2010),25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",11675878.0
2006,ANT,Netherlands Antilles (...2010),25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",6675214.0
