period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2001,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7077810.0
2002,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",6939039.0
2003,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",9846067.0
2004,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",9706642.0
2005,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",13401292.0
2006,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",14989632.0
2004,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",41254658.29
2005,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",81226262.986
2006,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",112406432.684
2001,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2494869.0
2002,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2643661.0
2003,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2544310.0
2004,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2536523.0
2006,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",4740778.0
2001,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",50066345.0
2002,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",56336842.0
2003,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",60657285.0
2004,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",67851256.0
2005,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",89190294.0
2006,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",102858888.0
2001,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",11541625.0
2002,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",11437082.0
2003,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",14049528.0
2004,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",17358069.0
2006,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",20595322.568
2005,ANT,Netherlands Antilles (...2010),25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7157835.0
2006,ANT,Netherlands Antilles (...2010),25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",9519076.0
2001,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",113891987.0
2002,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",118829311.0
2003,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",268613924.0
2004,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1328598610.0
2005,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",431475806.0
2006,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",711853543.0
2001,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",47390496.0
2002,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",25655702.0
2003,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",35589537.0
2004,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",47796315.0
2005,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",59469484.0
2006,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",79082319.0
2001,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",783153.0
2002,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1064773.0
2003,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",756254.0
2004,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1185525.0
2005,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2258370.0
2006,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",4260192.0
2005,ATG,Antigua and Barbuda,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2015183.0
2006,ATG,Antigua and Barbuda,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7099486.0
2001,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",144778571.0
2002,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",164061915.0
2003,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",190786337.0
2004,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",226282163.0
2005,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",252925761.0
2006,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",247824537.0
2001,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",185566264.0
2002,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",195648608.0
2003,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",283974154.0
2004,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",326763475.0
2005,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",352725977.0
2006,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",387553618.0
2001,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",23281562.0
2002,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",20408744.0
2003,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",31408117.0
2004,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",50500672.0
2005,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",71762924.0
2006,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",90591367.0
2001,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8865588.0
2002,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",9912176.0
2003,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",9159491.0
2004,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",10520097.0
2005,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",12864333.0
2006,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",13330317.0
2001,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",632212934.0
2002,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",686457112.0
2003,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",904473492.0
2004,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1048352467.0
2005,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1121717099.0
2006,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1166058503.0
2001,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",35228665.0
2002,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",27927579.0
2003,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",36335848.0
2004,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",36789814.0
2005,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",47654782.0
2006,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52045625.0
2001,BFA,Burkina Faso,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",26321466.0
2002,BFA,Burkina Faso,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",25364600.0
2003,BFA,Burkina Faso,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",35838279.0
2004,BFA,Burkina Faso,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",45205555.0
2005,BFA,Burkina Faso,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",49981030.603
2006,BFA,Burkina Faso,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",50667841.335
2001,BGD,Bangladesh,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",232174399.0
2002,BGD,Bangladesh,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",209687174.0
2003,BGD,Bangladesh,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",199052445.0
2004,BGD,Bangladesh,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",218096221.0
2005,BGD,Bangladesh,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",308228608.0
2006,BGD,Bangladesh,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",329940217.0
2001,BGR,Bulgaria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",35451502.0
2002,BGR,Bulgaria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",39414097.0
2003,BGR,Bulgaria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",48770392.0
2004,BGR,Bulgaria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",66277000.0
2005,BGR,Bulgaria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",88845346.0
2006,BGR,Bulgaria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",112613460.0
2001,BHR,Bahrain,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",43283031.0
2002,BHR,Bahrain,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",60684701.0
2003,BHR,Bahrain,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",68871993.0
2004,BHR,Bahrain,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",72081900.0
2005,BHR,Bahrain,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",83406684.0
2006,BHR,Bahrain,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",60618584.0
