reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
ARE,2019,2702,91747.389,United Arab Emirates,"Lignite; whether or not agglomerated, excluding jet"
ARE,2020,2702,96430.97,United Arab Emirates,"Lignite; whether or not agglomerated, excluding jet"
ARE,2021,2702,177985.61,United Arab Emirates,"Lignite; whether or not agglomerated, excluding jet"
ARE,2022,2702,374803.145,United Arab Emirates,"Lignite; whether or not agglomerated, excluding jet"
ARE,2023,2702,95485.321,United Arab Emirates,"Lignite; whether or not agglomerated, excluding jet"
AUS,2019,2702,4319.758,Australia,"Lignite; whether or not agglomerated, excluding jet"
AUS,2020,2702,85476.751,Australia,"Lignite; whether or not agglomerated, excluding jet"
AUS,2023,2702,24827.413,Australia,"Lignite; whether or not agglomerated, excluding jet"
AUT,2019,2702,13691.344,Austria,"Lignite; whether or not agglomerated, excluding jet"
AUT,2020,2702,8161.064,Austria,"Lignite; whether or not agglomerated, excluding jet"
AUT,2021,2702,8314.664,Austria,"Lignite; whether or not agglomerated, excluding jet"
AUT,2022,2702,51054.957,Austria,"Lignite; whether or not agglomerated, excluding jet"
AUT,2023,2702,16255.792,Austria,"Lignite; whether or not agglomerated, excluding jet"
BEL,2019,2702,5897235.738,Belgium,"Lignite; whether or not agglomerated, excluding jet"
BEL,2020,2702,4689192.783,Belgium,"Lignite; whether or not agglomerated, excluding jet"
BEL,2021,2702,4093613.546,Belgium,"Lignite; whether or not agglomerated, excluding jet"
BEL,2022,2702,4811664.377,Belgium,"Lignite; whether or not agglomerated, excluding jet"
BEL,2023,2702,136196.823,Belgium,"Lignite; whether or not agglomerated, excluding jet"
BGR,2019,2702,2438162.886,Bulgaria,"Lignite; whether or not agglomerated, excluding jet"
BGR,2020,2702,1335998.628,Bulgaria,"Lignite; whether or not agglomerated, excluding jet"
BGR,2021,2702,1126262.022,Bulgaria,"Lignite; whether or not agglomerated, excluding jet"
BGR,2022,2702,5770624.429,Bulgaria,"Lignite; whether or not agglomerated, excluding jet"
BGR,2023,2702,14548549.903,Bulgaria,"Lignite; whether or not agglomerated, excluding jet"
BHR,2019,2702,7559.38,Bahrain,"Lignite; whether or not agglomerated, excluding jet"
BIH,2019,2702,11351308.67,Bosnia Herzegovina,"Lignite; whether or not agglomerated, excluding jet"
BIH,2020,2702,11159368.84,Bosnia Herzegovina,"Lignite; whether or not agglomerated, excluding jet"
BIH,2021,2702,11497839.77,Bosnia Herzegovina,"Lignite; whether or not agglomerated, excluding jet"
BIH,2022,2702,75405094.75,Bosnia Herzegovina,"Lignite; whether or not agglomerated, excluding jet"
BIH,2023,2702,87358079.977,Bosnia Herzegovina,"Lignite; whether or not agglomerated, excluding jet"
BLR,2019,2702,25000.0,Belarus,"Lignite; whether or not agglomerated, excluding jet"
BLR,2020,2702,14800.0,Belarus,"Lignite; whether or not agglomerated, excluding jet"
BRA,2019,2702,43398.0,Brazil,"Lignite; whether or not agglomerated, excluding jet"
BRA,2020,2702,48328.0,Brazil,"Lignite; whether or not agglomerated, excluding jet"
BRA,2021,2702,57488.0,Brazil,"Lignite; whether or not agglomerated, excluding jet"
BRA,2022,2702,77421.0,Brazil,"Lignite; whether or not agglomerated, excluding jet"
BRA,2023,2702,43212.0,Brazil,"Lignite; whether or not agglomerated, excluding jet"
BRN,2019,2702,65.52,Brunei Darussalam,"Lignite; whether or not agglomerated, excluding jet"
BWA,2023,2702,8.826,Botswana,"Lignite; whether or not agglomerated, excluding jet"
CAN,2019,2702,8429065.307,Canada,"Lignite; whether or not agglomerated, excluding jet"
CAN,2020,2702,12020741.716,Canada,"Lignite; whether or not agglomerated, excluding jet"
CAN,2021,2702,12664837.262,Canada,"Lignite; whether or not agglomerated, excluding jet"
CAN,2022,2702,8495892.888,Canada,"Lignite; whether or not agglomerated, excluding jet"
CAN,2023,2702,8536352.469,Canada,"Lignite; whether or not agglomerated, excluding jet"
CHE,2019,2702,545.371,Switzerland,"Lignite; whether or not agglomerated, excluding jet"
CHE,2020,2702,712.127,Switzerland,"Lignite; whether or not agglomerated, excluding jet"
CHL,2022,2702,2502.0,Chile,"Lignite; whether or not agglomerated, excluding jet"
CHN,2019,2702,822766.0,China,"Lignite; whether or not agglomerated, excluding jet"
CHN,2020,2702,482841.0,China,"Lignite; whether or not agglomerated, excluding jet"
CHN,2021,2702,536373.0,China,"Lignite; whether or not agglomerated, excluding jet"
CHN,2022,2702,770085.0,China,"Lignite; whether or not agglomerated, excluding jet"
CHN,2023,2702,1945811.0,China,"Lignite; whether or not agglomerated, excluding jet"
CMR,2022,2702,161.425,Cameroon,"Lignite; whether or not agglomerated, excluding jet"
COL,2019,2702,15240.0,Colombia,"Lignite; whether or not agglomerated, excluding jet"
COL,2021,2702,16441.6,Colombia,"Lignite; whether or not agglomerated, excluding jet"
CZE,2019,2702,58042745.0,Czechia,"Lignite; whether or not agglomerated, excluding jet"
CZE,2020,2702,47910388.0,Czechia,"Lignite; whether or not agglomerated, excluding jet"
CZE,2021,2702,41271729.0,Czechia,"Lignite; whether or not agglomerated, excluding jet"
CZE,2022,2702,117229460.0,Czechia,"Lignite; whether or not agglomerated, excluding jet"
CZE,2023,2702,93299241.0,Czechia,"Lignite; whether or not agglomerated, excluding jet"
DEU,2019,2702,135949964.502,Germany,"Lignite; whether or not agglomerated, excluding jet"
DEU,2020,2702,102932256.78,Germany,"Lignite; whether or not agglomerated, excluding jet"
DEU,2021,2702,133561417.733,Germany,"Lignite; whether or not agglomerated, excluding jet"
DEU,2022,2702,155741269.007,Germany,"Lignite; whether or not agglomerated, excluding jet"
DEU,2023,2702,205038727.273,Germany,"Lignite; whether or not agglomerated, excluding jet"
DNK,2019,2702,1415.41,Denmark,"Lignite; whether or not agglomerated, excluding jet"
DNK,2020,2702,64.963,Denmark,"Lignite; whether or not agglomerated, excluding jet"
DNK,2021,2702,763.785,Denmark,"Lignite; whether or not agglomerated, excluding jet"
DNK,2022,2702,5899.864,Denmark,"Lignite; whether or not agglomerated, excluding jet"
DNK,2023,2702,3510.456,Denmark,"Lignite; whether or not agglomerated, excluding jet"
DOM,2022,2702,6278.977,Dominican Rep.,"Lignite; whether or not agglomerated, excluding jet"
DOM,2023,2702,16077.0,Dominican Rep.,"Lignite; whether or not agglomerated, excluding jet"
ECU,2023,2702,38348.7,Ecuador,"Lignite; whether or not agglomerated, excluding jet"
EGY,2019,2702,23306690.124,Egypt,"Lignite; whether or not agglomerated, excluding jet"
EGY,2020,2702,6690673.8,Egypt,"Lignite; whether or not agglomerated, excluding jet"
ESP,2019,2702,434010.36,Spain,"Lignite; whether or not agglomerated, excluding jet"
ESP,2020,2702,445353.664,Spain,"Lignite; whether or not agglomerated, excluding jet"
ESP,2021,2702,29695.061,Spain,"Lignite; whether or not agglomerated, excluding jet"
ESP,2022,2702,46816.32,Spain,"Lignite; whether or not agglomerated, excluding jet"
ESP,2023,2702,102960.16,Spain,"Lignite; whether or not agglomerated, excluding jet"
FRA,2019,2702,3760.833,France,"Lignite; whether or not agglomerated, excluding jet"
FRA,2021,2702,1271.676,France,"Lignite; whether or not agglomerated, excluding jet"
FRA,2022,2702,1376.545,France,"Lignite; whether or not agglomerated, excluding jet"
FRA,2023,2702,3228.394,France,"Lignite; whether or not agglomerated, excluding jet"
GBR,2019,2702,274932.416,United Kingdom,"Lignite; whether or not agglomerated, excluding jet"
GBR,2020,2702,334717.983,United Kingdom,"Lignite; whether or not agglomerated, excluding jet"
GBR,2021,2702,126833.236,United Kingdom,"Lignite; whether or not agglomerated, excluding jet"
GBR,2022,2702,228522.987,United Kingdom,"Lignite; whether or not agglomerated, excluding jet"
GBR,2023,2702,708035.362,United Kingdom,"Lignite; whether or not agglomerated, excluding jet"
GHA,2021,2702,50.166,Ghana,"Lignite; whether or not agglomerated, excluding jet"
GRC,2020,2702,96881.065,Greece,"Lignite; whether or not agglomerated, excluding jet"
GRC,2022,2702,10012616.992,Greece,"Lignite; whether or not agglomerated, excluding jet"
GRC,2023,2702,27469195.702,Greece,"Lignite; whether or not agglomerated, excluding jet"
GTM,2019,2702,13859.0,Guatemala,"Lignite; whether or not agglomerated, excluding jet"
GTM,2020,2702,14616.0,Guatemala,"Lignite; whether or not agglomerated, excluding jet"
GTM,2021,2702,8138.0,Guatemala,"Lignite; whether or not agglomerated, excluding jet"
HND,2020,2702,137.1,Honduras,"Lignite; whether or not agglomerated, excluding jet"
HRV,2019,2702,56551.0,Croatia,"Lignite; whether or not agglomerated, excluding jet"
HRV,2021,2702,42420.0,Croatia,"Lignite; whether or not agglomerated, excluding jet"
HRV,2022,2702,164559.0,Croatia,"Lignite; whether or not agglomerated, excluding jet"
HUN,2019,2702,2649155.0,Hungary,"Lignite; whether or not agglomerated, excluding jet"
HUN,2020,2702,3280686.0,Hungary,"Lignite; whether or not agglomerated, excluding jet"
HUN,2021,2702,836660.0,Hungary,"Lignite; whether or not agglomerated, excluding jet"
HUN,2022,2702,386661.0,Hungary,"Lignite; whether or not agglomerated, excluding jet"
HUN,2023,2702,34505.713,Hungary,"Lignite; whether or not agglomerated, excluding jet"
IDN,2019,2702,2770920302.611,Indonesia,"Lignite; whether or not agglomerated, excluding jet"
IDN,2020,2702,1923681916.323,Indonesia,"Lignite; whether or not agglomerated, excluding jet"
IDN,2021,2702,4975159506.14,Indonesia,"Lignite; whether or not agglomerated, excluding jet"
IDN,2022,2702,7862445537.13,Indonesia,"Lignite; whether or not agglomerated, excluding jet"
IDN,2023,2702,8257449189.7,Indonesia,"Lignite; whether or not agglomerated, excluding jet"
IND,2019,2702,3817376.972,India,"Lignite; whether or not agglomerated, excluding jet"
IND,2020,2702,4185551.582,India,"Lignite; whether or not agglomerated, excluding jet"
IND,2021,2702,2674453.225,India,"Lignite; whether or not agglomerated, excluding jet"
IND,2022,2702,1506361.477,India,"Lignite; whether or not agglomerated, excluding jet"
IND,2023,2702,1569979.246,India,"Lignite; whether or not agglomerated, excluding jet"
IRL,2019,2702,48910.982,Ireland,"Lignite; whether or not agglomerated, excluding jet"
IRL,2020,2702,52047.587,Ireland,"Lignite; whether or not agglomerated, excluding jet"
IRL,2021,2702,131014.51,Ireland,"Lignite; whether or not agglomerated, excluding jet"
IRL,2022,2702,122813.903,Ireland,"Lignite; whether or not agglomerated, excluding jet"
IRL,2023,2702,157775.473,Ireland,"Lignite; whether or not agglomerated, excluding jet"
IRN,2021,2702,21212.0,Iran,"Lignite; whether or not agglomerated, excluding jet"
IRN,2022,2702,400086.0,Iran,"Lignite; whether or not agglomerated, excluding jet"
ITA,2019,2702,88360.441,Italy,"Lignite; whether or not agglomerated, excluding jet"
ITA,2020,2702,19512.134,Italy,"Lignite; whether or not agglomerated, excluding jet"
ITA,2021,2702,21176.965,Italy,"Lignite; whether or not agglomerated, excluding jet"
ITA,2022,2702,21479.033,Italy,"Lignite; whether or not agglomerated, excluding jet"
ITA,2023,2702,33012.212,Italy,"Lignite; whether or not agglomerated, excluding jet"
KAZ,2019,2702,36830765.76,Kazakhstan,"Lignite; whether or not agglomerated, excluding jet"
KAZ,2020,2702,48809455.77,Kazakhstan,"Lignite; whether or not agglomerated, excluding jet"
KAZ,2021,2702,35615813.57,Kazakhstan,"Lignite; whether or not agglomerated, excluding jet"
KAZ,2022,2702,28488249.49,Kazakhstan,"Lignite; whether or not agglomerated, excluding jet"
KAZ,2023,2702,48413626.76,Kazakhstan,"Lignite; whether or not agglomerated, excluding jet"
KGZ,2019,2702,12644317.0,Kyrgyzstan,"Lignite; whether or not agglomerated, excluding jet"
KGZ,2020,2702,11305643.0,Kyrgyzstan,"Lignite; whether or not agglomerated, excluding jet"
KGZ,2021,2702,14022321.0,Kyrgyzstan,"Lignite; whether or not agglomerated, excluding jet"
KGZ,2022,2702,24105526.0,Kyrgyzstan,"Lignite; whether or not agglomerated, excluding jet"
KGZ,2023,2702,36220432.0,Kyrgyzstan,"Lignite; whether or not agglomerated, excluding jet"
KOR,2019,2702,180.0,Rep. of Korea,"Lignite; whether or not agglomerated, excluding jet"
KOR,2023,2702,30.0,Rep. of Korea,"Lignite; whether or not agglomerated, excluding jet"
LAO,2019,2702,5585.0,Lao People's Dem. Rep.,"Lignite; whether or not agglomerated, excluding jet"
LAO,2021,2702,930915.54,Lao People's Dem. Rep.,"Lignite; whether or not agglomerated, excluding jet"
LAO,2022,2702,5625962.57,Lao People's Dem. Rep.,"Lignite; whether or not agglomerated, excluding jet"
LAO,2023,2702,3881227.44,Lao People's Dem. Rep.,"Lignite; whether or not agglomerated, excluding jet"
LBN,2019,2702,109798.77,Lebanon,"Lignite; whether or not agglomerated, excluding jet"
LBN,2020,2702,72955.0,Lebanon,"Lignite; whether or not agglomerated, excluding jet"
LBN,2021,2702,174859.0,Lebanon,"Lignite; whether or not agglomerated, excluding jet"
LBN,2022,2702,74761.0,Lebanon,"Lignite; whether or not agglomerated, excluding jet"
LBN,2023,2702,23567.0,Lebanon,"Lignite; whether or not agglomerated, excluding jet"
LTU,2019,2702,147160.0,Lithuania,"Lignite; whether or not agglomerated, excluding jet"
