period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2019,ABW,Aruba,75,Nickel and articles thereof,1265363.088
2020,ABW,Aruba,75,Nickel and articles thereof,921787.68
2021,ABW,Aruba,75,Nickel and articles thereof,251396.644
2022,ABW,Aruba,75,Nickel and articles thereof,671405.018
2019,AFG,Afghanistan,75,Nickel and articles thereof,434.54
2019,AGO,Angola,75,Nickel and articles thereof,65013.345
2020,AGO,Angola,75,Nickel and articles thereof,26044.03
2021,AGO,Angola,75,Nickel and articles thereof,171307.51
2022,AGO,Angola,75,Nickel and articles thereof,243446.821
2023,AGO,Angola,75,Nickel and articles thereof,31863.168
2024,AGO,Angola,75,Nickel and articles thereof,40885.33
2019,ALB,Albania,75,Nickel and articles thereof,4030.085
2020,ALB,Albania,75,Nickel and articles thereof,16018.177
2021,ALB,Albania,75,Nickel and articles thereof,310.964
2022,ALB,Albania,75,Nickel and articles thereof,982.134
2019,AND,Andorra,75,Nickel and articles thereof,369.125
2019,ARE,United Arab Emirates,75,Nickel and articles thereof,503779384.053
2020,ARE,United Arab Emirates,75,Nickel and articles thereof,651812026.924
2021,ARE,United Arab Emirates,75,Nickel and articles thereof,1934786260.743
2022,ARE,United Arab Emirates,75,Nickel and articles thereof,1516864169.933
2023,ARE,United Arab Emirates,75,Nickel and articles thereof,153675783.379
2019,ARG,Argentina,75,Nickel and articles thereof,13060.2
2020,ARG,Argentina,75,Nickel and articles thereof,26835.26
2022,ARG,Argentina,75,Nickel and articles thereof,254528.3
2023,ARG,Argentina,75,Nickel and articles thereof,58248.24
2024,ARG,Argentina,75,Nickel and articles thereof,14154.74
2022,ARM,Armenia,75,Nickel and articles thereof,8767.51
2023,ARM,Armenia,75,Nickel and articles thereof,53929.17
2024,ARM,Armenia,75,Nickel and articles thereof,1094.64
2019,AUS,Australia,75,Nickel and articles thereof,1136560902.22
2020,AUS,Australia,75,Nickel and articles thereof,231949107.938
2021,AUS,Australia,75,Nickel and articles thereof,48004535.854
2022,AUS,Australia,75,Nickel and articles thereof,65245057.766
2023,AUS,Australia,75,Nickel and articles thereof,96996540.367
2024,AUS,Australia,75,Nickel and articles thereof,484319858.137
2019,AUT,Austria,75,Nickel and articles thereof,386628544.676
2020,AUT,Austria,75,Nickel and articles thereof,395761767.083
2021,AUT,Austria,75,Nickel and articles thereof,373063192.837
2022,AUT,Austria,75,Nickel and articles thereof,397967899.208
2023,AUT,Austria,75,Nickel and articles thereof,463572220.845
2024,AUT,Austria,75,Nickel and articles thereof,477398993.514
2019,AZE,Azerbaijan,75,Nickel and articles thereof,61146.39
