period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2011,ABW,Aruba,81,"Metals; n.e.c., cermets and articles thereof",37709.0
2008,AGO,Angola,81,"Metals; n.e.s., cermets and articles thereof",7188.64
2010,ALB,Albania,81,"Metals; n.e.c., cermets and articles thereof",28089.0
2011,ALB,Albania,81,"Metals; n.e.c., cermets and articles thereof",4955.0
2007,AND,Andorra,81,"Metals; n.e.c., cermets and articles thereof",4299.862
2009,AND,Andorra,81,"Metals; n.e.c., cermets and articles thereof",15138.166
2011,AND,Andorra,81,"Metals; n.e.c., cermets and articles thereof",142.909
2008,ANT,Netherlands Antilles (...2010),81,"Metals; n.e.s., cermets and articles thereof",493.0
2007,ARE,United Arab Emirates,81,"Metals; n.e.s., cermets and articles thereof",4360101.0
2008,ARE,United Arab Emirates,81,"Metals; n.e.c., cermets and articles thereof",7314057.0
2009,ARE,United Arab Emirates,81,"Metals; n.e.c., cermets and articles thereof",8074692.0
2010,ARE,United Arab Emirates,81,"Metals; n.e.c., cermets and articles thereof",2253611.0
2011,ARE,United Arab Emirates,81,"Metals; n.e.c., cermets and articles thereof",2767595.0
2012,ARE,United Arab Emirates,81,"Metals; n.e.c., cermets and articles thereof",7831238.0
2007,ARG,Argentina,81,"Metals; n.e.c., cermets and articles thereof",2657968.0
2008,ARG,Argentina,81,"Metals; n.e.c., cermets and articles thereof",3202471.0
2009,ARG,Argentina,81,"Metals; n.e.c., cermets and articles thereof",886616.0
2010,ARG,Argentina,81,"Metals; n.e.c., cermets and articles thereof",2349001.0
2011,ARG,Argentina,81,"Metals; n.e.c., cermets and articles thereof",2612096.0
2012,ARG,Argentina,81,"Metals; n.e.c., cermets and articles thereof",2708241.0
2007,ARM,Armenia,81,"Metals; n.e.c., cermets and articles thereof",24464910.0
2008,ARM,Armenia,81,"Metals; n.e.c., cermets and articles thereof",19702975.0
2009,ARM,Armenia,81,"Metals; n.e.c., cermets and articles thereof",9503642.0
2010,ARM,Armenia,81,"Metals; n.e.c., cermets and articles thereof",15524324.0
2011,ARM,Armenia,81,"Metals; n.e.c., cermets and articles thereof",15364040.0
2012,ARM,Armenia,81,"Metals; n.e.c., cermets and articles thereof",19109378.0
2007,ATG,Antigua and Barbuda,81,"Metals; n.e.s., cermets and articles thereof",37.0
2010,ATG,Antigua and Barbuda,81,"Metals; n.e.s., cermets and articles thereof",37.0
2012,ATG,Antigua and Barbuda,81,"Metals; n.e.s., cermets and articles thereof",6355.0
2007,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",243771722.0
2008,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",273329786.0
2009,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",140390632.0
2010,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",191577381.0
2011,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",173416587.0
2012,AUS,Australia,81,"Metals; n.e.c., cermets and articles thereof",155625766.0
2007,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",774276714.0
2008,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",855104249.0
2009,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",416174141.0
2010,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",600851136.0
2011,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",650551869.0
2012,AUT,Austria,81,"Metals; n.e.c., cermets and articles thereof",555171445.169
2009,BDI,Burundi,81,"Metals; n.e.s., cermets and articles thereof",38603.0
2010,BDI,Burundi,81,"Metals; n.e.s., cermets and articles thereof",46509.51
2011,BDI,Burundi,81,"Metals; n.e.s., cermets and articles thereof",2493.0
2012,BDI,Burundi,81,"Metals; n.e.s., cermets and articles thereof",15384.0
2007,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",580527792.0
2008,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",554585710.0
2009,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",254852239.0
2010,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",104717019.568
2011,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",134897875.723
2012,BEL,Belgium,81,"Metals; n.e.c., cermets and articles thereof",198116042.876
2010,BEN,Benin,81,"Metals; n.e.s., cermets and articles thereof",2528.0
2007,BGD,Bangladesh,81,"Metals; n.e.s., cermets and articles thereof",266582.0
2008,BGD,Bangladesh,81,"Metals; n.e.c., cermets and articles thereof",44114.0
2010,BGD,Bangladesh,81,"Metals; n.e.c., cermets and articles thereof",88322.0
2011,BGD,Bangladesh,81,"Metals; n.e.c., cermets and articles thereof",294292.0
2012,BGD,Bangladesh,81,"Metals; n.e.c., cermets and articles thereof",577964.0
2007,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",11781846.0
2008,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",14932525.0
2009,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",10834057.0
2010,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",13414358.0
2011,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",19334437.0
2012,BGR,Bulgaria,81,"Metals; n.e.c., cermets and articles thereof",14859329.0
2008,BHR,Bahrain,81,"Metals; n.e.s., cermets and articles thereof",23043.0
2009,BHR,Bahrain,81,"Metals; n.e.c., cermets and articles thereof",11822.0
2010,BHR,Bahrain,81,"Metals; n.e.c., cermets and articles thereof",1689.0
2011,BHR,Bahrain,81,"Metals; n.e.c., cermets and articles thereof",8888.0
2012,BHR,Bahrain,81,"Metals; n.e.c., cermets and articles thereof",98077.0
2007,BHS,Bahamas,81,"Metals; n.e.s., cermets and articles thereof",913759.0
2008,BHS,Bahamas,81,"Metals; n.e.s., cermets and articles thereof",1107492.0
2009,BHS,Bahamas,81,"Metals; n.e.c., cermets and articles thereof",82826.0
2010,BHS,Bahamas,81,"Metals; n.e.c., cermets and articles thereof",548500.0
2011,BHS,Bahamas,81,"Metals; n.e.c., cermets and articles thereof",395507.0
2012,BHS,Bahamas,81,"Metals; n.e.c., cermets and articles thereof",46617.0
2007,BIH,Bosnia Herzegovina,81,"Metals; n.e.s., cermets and articles thereof",82525.0
2008,BIH,Bosnia Herzegovina,81,"Metals; n.e.c., cermets and articles thereof",74815.0
2009,BIH,Bosnia Herzegovina,81,"Metals; n.e.c., cermets and articles thereof",7239.0
2010,BIH,Bosnia Herzegovina,81,"Metals; n.e.c., cermets and articles thereof",15322.0
2011,BIH,Bosnia Herzegovina,81,"Metals; n.e.c., cermets and articles thereof",42131.0
2012,BIH,Bosnia Herzegovina,81,"Metals; n.e.c., cermets and articles thereof",47351.0
2007,BLR,Belarus,81,"Metals; n.e.s., cermets and articles thereof",1031200.0
2008,BLR,Belarus,81,"Metals; n.e.c., cermets and articles thereof",1780900.0
2009,BLR,Belarus,81,"Metals; n.e.c., cermets and articles thereof",830900.0
2010,BLR,Belarus,81,"Metals; n.e.c., cermets and articles thereof",1485500.0
2011,BLR,Belarus,81,"Metals; n.e.c., cermets and articles thereof",2167200.0
2012,BLR,Belarus,81,"Metals; n.e.c., cermets and articles thereof",1549800.0
2008,BLZ,Belize,81,"Metals; n.e.s., cermets and articles thereof",10459.0
2007,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.c., cermets and articles thereof",1910305.63
2008,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.c., cermets and articles thereof",3329444.77
2009,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.c., cermets and articles thereof",2020806.48
2010,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.c., cermets and articles thereof",3913508.64
2011,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.c., cermets and articles thereof",5944196.05
2012,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.c., cermets and articles thereof",4752767.51
2007,BRA,Brazil,81,"Metals; n.e.c., cermets and articles thereof",111662424.0
2008,BRA,Brazil,81,"Metals; n.e.c., cermets and articles thereof",115338916.0
2009,BRA,Brazil,81,"Metals; n.e.c., cermets and articles thereof",66617680.0
2010,BRA,Brazil,81,"Metals; n.e.c., cermets and articles thereof",121901578.0
2011,BRA,Brazil,81,"Metals; n.e.c., cermets and articles thereof",168426324.0
2012,BRA,Brazil,81,"Metals; n.e.c., cermets and articles thereof",220574726.0
2007,BRB,Barbados,81,"Metals; n.e.s., cermets and articles thereof",2101.0
2008,BRB,Barbados,81,"Metals; n.e.s., cermets and articles thereof",395326.0
2009,BRB,Barbados,81,"Metals; n.e.s., cermets and articles thereof",700000.0
2010,BRB,Barbados,81,"Metals; n.e.s., cermets and articles thereof",440000.0
2011,BRB,Barbados,81,"Metals; n.e.s., cermets and articles thereof",98000.0
2012,BRB,Barbados,81,"Metals; n.e.s., cermets and articles thereof",190500.0
2009,BRN,Brunei Darussalam,81,"Metals; n.e.c., cermets and articles thereof",417230.0
2010,BRN,Brunei Darussalam,81,"Metals; n.e.c., cermets and articles thereof",20100.523
2011,BRN,Brunei Darussalam,81,"Metals; n.e.c., cermets and articles thereof",19901.057
2012,BRN,Brunei Darussalam,81,"Metals; n.e.c., cermets and articles thereof",11305.0
2007,BTN,Bhutan,81,"Metals; n.e.c., cermets and articles thereof",744.0
2009,BTN,Bhutan,81,"Metals; n.e.c., cermets and articles thereof",2320787.0
2010,BTN,Bhutan,81,"Metals; n.e.c., cermets and articles thereof",16739561.0
