reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
ALB,2020,2716,78478103.573,Albania,Electrical energy
AND,2020,2716,23195801.174,Andorra,Electrical energy
ARE,2020,2716,6183.723,United Arab Emirates,Electrical energy
ARG,2020,2716,288755643.32,Argentina,Electrical energy
ARM,2020,2716,13337665.0,Armenia,Electrical energy
AUT,2020,2716,1008946745.098,Austria,Electrical energy
AZE,2020,2716,5007428.69,Azerbaijan,Electrical energy
BEL,2020,2716,530197456.375,Belgium,Electrical energy
BEN,2020,2716,72629348.764,Benin,Electrical energy
BFA,2020,2716,141904833.069,Burkina Faso,Electrical energy
BGR,2020,2716,199690413.402,Bulgaria,Electrical energy
BIH,2020,2716,56532431.36,Bosnia Herzegovina,Electrical energy
BLR,2020,2716,5461500.0,Belarus,Electrical energy
BRA,2020,2716,1509648100.0,Brazil,Electrical energy
BWA,2020,2716,195767805.485,Botswana,Electrical energy
CAF,2020,2716,27403.688,Central African Rep.,Electrical energy
CAN,2020,2716,181697044.754,Canada,Electrical energy
CHE,2020,2716,1249502240.133,Switzerland,Electrical energy
CHL,2020,2716,26.66,Chile,Electrical energy
CHN,2020,2716,177685776.0,China,Electrical energy
CIV,2020,2716,5765312.59,Côte d'Ivoire,Electrical energy
COD,2020,2716,1421191.307,Dem. Rep. of the Congo,Electrical energy
COG,2020,2716,596.26,Congo,Electrical energy
COL,2020,2716,63992811.76,Colombia,Electrical energy
CZE,2020,2716,509093702.0,Czechia,Electrical energy
DEU,2020,2716,2330020262.375,Germany,Electrical energy
DNK,2020,2716,236997574.819,Denmark,Electrical energy
ECU,2020,2716,12672368.0,Ecuador,Electrical energy
ESP,2020,2716,729493877.001,Spain,Electrical energy
EST,2020,2716,299316065.5,Estonia,Electrical energy
FIN,2020,2716,714077505.907,Finland,Electrical energy
FRA,2020,2716,898241919.096,France,Electrical energy
GAB,2020,2716,1942.047,Gabon,Electrical energy
GBR,2020,2716,943571742.21,United Kingdom,Electrical energy
GEO,2020,2716,64514597.0,Georgia,Electrical energy
GRC,2020,2716,403812524.378,Greece,Electrical energy
GTM,2020,2716,80573497.0,Guatemala,Electrical energy
HKG,2020,2716,803256912.759,"China, Hong Kong SAR",Electrical energy
HRV,2020,2716,439836393.0,Croatia,Electrical energy
HUN,2020,2716,1271792936.0,Hungary,Electrical energy
IDN,2020,2716,119954974.0,Indonesia,Electrical energy
IRL,2020,2716,84492672.125,Ireland,Electrical energy
ITA,2020,2716,1795305367.819,Italy,Electrical energy
JOR,2020,2716,20344859.202,Jordan,Electrical energy
KAZ,2020,2716,54328050.18,Kazakhstan,Electrical energy
KGZ,2020,2716,1261980.0,Kyrgyzstan,Electrical energy
KHM,2020,2716,279003142.92,Cambodia,Electrical energy
LAO,2020,2716,82037804.308,Lao People's Dem. Rep.,Electrical energy
LSO,2020,2716,22577464.704,Lesotho,Electrical energy
LTU,2020,2716,425369000.0,Lithuania,Electrical energy
LVA,2020,2716,162926550.135,Latvia,Electrical energy
MAC,2020,2716,432096707.998,"China, Macao SAR",Electrical energy
MAR,2020,2716,23169879.742,Morocco,Electrical energy
MEX,2020,2716,104128579.0,Mexico,Electrical energy
MKD,2020,2716,175452486.24,North Macedonia,Electrical energy
MLI,2020,2716,398956030.1,Mali,Electrical energy
MLT,2020,2716,28138767.158,Malta,Electrical energy
MMR,2020,2716,16999875.914,Myanmar,Electrical energy
MNE,2020,2716,46772216.059,Montenegro,Electrical energy
MNG,2020,2716,141667502.29,Mongolia,Electrical energy
MOZ,2020,2716,205864938.558,Mozambique,Electrical energy
MWI,2020,2716,4329697.787,Malawi,Electrical energy
MYS,2020,2716,1164528.79,Malaysia,Electrical energy
NER,2020,2716,51148552.501,Niger,Electrical energy
NGA,2020,2716,15512.208,Nigeria,Electrical energy
NOR,2020,2716,67620941.349,Norway,Electrical energy
OMN,2020,2716,61958.382,Oman,Electrical energy
PAK,2020,2716,34775350.875,Pakistan,Electrical energy
PER,2020,2716,98192.94,Peru,Electrical energy
POL,2020,2716,871849941.0,Poland,Electrical energy
PRT,2020,2716,236083703.095,Portugal,Electrical energy
PSE,2020,2716,619786126.76,State of Palestine,Electrical energy
ROU,2020,2716,412913971.24,Romania,Electrical energy
RUS,2020,2716,22599562.75,Russian Federation,Electrical energy
RWA,2020,2716,616.84,Rwanda,Electrical energy
SGP,2020,2716,202.189,Singapore,Electrical energy
SLV,2020,2716,56568602.27,El Salvador,Electrical energy
SRB,2020,2716,55570694.0,Serbia,Electrical energy
SVK,2020,2716,693083766.941,Slovakia,Electrical energy
SVN,2020,2716,332782506.74,Slovenia,Electrical energy
SWE,2020,2716,357041581.762,Sweden,Electrical energy
SWZ,2020,2716,69512564.9,Eswatini,Electrical energy
TGO,2020,2716,111241876.471,Togo,Electrical energy
THA,2020,2716,1761888041.639,Thailand,Electrical energy
TJK,2020,2716,5122429.0,Tajikistan,Electrical energy
TLS,2020,2716,8.05,Timor-Leste,Electrical energy
TUN,2020,2716,6053977.22,Tunisia,Electrical energy
TUR,2020,2716,55572093.0,Türkiye,Electrical energy
UGA,2020,2716,2022182.0,Uganda,Electrical energy
UKR,2020,2716,131538387.89,Ukraine,Electrical energy
URY,2020,2716,29794084.0,Uruguay,Electrical energy
USA,2020,2716,1918630345.0,USA,Electrical energy
UZB,2020,2716,122021394.97,Uzbekistan,Electrical energy
VNM,2020,2716,173217316.09,Viet Nam,Electrical energy
ZAF,2020,2716,243055625.789,South Africa,Electrical energy
ZWE,2020,2716,153925722.39,Zimbabwe,Electrical energy
