period,reporterISO,reporterDesc,total_imports_usd
2003,NIC,Nicaragua,1904588247.0
2004,NIC,Nicaragua,2249686330.0
2005,NIC,Nicaragua,2535550330.0
2006,NIC,Nicaragua,2740660904.0
2001,NLD,Netherlands,195562207699.0
2002,NLD,Netherlands,194114787502.0
2003,NLD,Netherlands,233996688734.0
2004,NLD,Netherlands,284014019358.0
2005,NLD,Netherlands,310591343869.0
2006,NLD,Netherlands,358509533502.0
2001,NOR,Norway,32945298559.099
2002,NOR,Norway,34850058738.313
2003,NOR,Norway,39835251036.532
2004,NOR,Norway,48424744879.405
2005,NOR,Norway,55515134903.448
2006,NOR,Norway,64202850963.801
2003,NPL,Nepal,1801620791.0
2001,NZL,New Zealand,13306946337.0
2002,NZL,New Zealand,15044156669.0
2003,NZL,New Zealand,18557422597.0
2004,NZL,New Zealand,23192565055.0
2005,NZL,New Zealand,26232048826.0
2006,NZL,New Zealand,26424356467.0
2001,OMN,Oman,5797973543.0
2002,OMN,Oman,6005160730.0
2003,OMN,Oman,6801039700.0
2004,OMN,Oman,8795529677.0
2005,OMN,Oman,8969944901.0
2006,OMN,Oman,11038363202.0
2003,PAK,Pakistan,13048609489.0
2004,PAK,Pakistan,15420356454.0
2005,PAK,Pakistan,25096575301.0
2006,PAK,Pakistan,29825753514.0
2001,PAN,Panama,2986386767.0
2002,PAN,Panama,3034532422.0
2003,PAN,Panama,3120980389.0
2004,PAN,Panama,3590296958.0
2005,PAN,Panama,4152485854.0
2006,PAN,Panama,10774926463.0
2001,PER,Peru,7315939125.0
2002,PER,Peru,7493004117.0
2003,PER,Peru,8414051393.0
2004,PER,Peru,10101027450.0
2005,PER,Peru,12501829885.0
2006,PER,Peru,15311558831.0
2001,PHL,Philippines,34943391304.0
2002,PHL,Philippines,41091962443.0
2003,PHL,Philippines,42575743276.0
2004,PHL,Philippines,46102141035.0
2005,PHL,Philippines,49487422030.0
2006,PHL,Philippines,54077989752.0
2001,PNG,Papua New Guinea,1309488311.0
2002,PNG,Papua New Guinea,1183687178.0
2003,PNG,Papua New Guinea,1302405426.0
2004,PNG,Papua New Guinea,1567153423.0
2001,POL,Poland,49447434000.0
2002,POL,Poland,54266342000.0
2003,POL,Poland,67146113000.0
2004,POL,Poland,88151095911.0
2005,POL,Poland,101534762732.0
2006,POL,Poland,125642274681.0
2001,PRT,Portugal,39456360071.0
2002,PRT,Portugal,40032082325.0
2003,PRT,Portugal,47166165432.0
2004,PRT,Portugal,68222019741.0
2005,PRT,Portugal,63903733547.0
2006,PRT,Portugal,70707161372.0
2001,PRY,Paraguay,2181917183.0
2002,PRY,Paraguay,1661284698.0
2003,PRY,Paraguay,1926600855.0
2004,PRY,Paraguay,2657966934.0
2005,PRY,Paraguay,3260074994.0
2006,PRY,Paraguay,4774827247.0
2001,PYF,French Polynesia,1016677283.0
2002,PYF,French Polynesia,1267479325.0
2003,PYF,French Polynesia,1564178581.0
2004,PYF,French Polynesia,1479656518.0
2005,PYF,French Polynesia,1701510974.0
2006,PYF,French Polynesia,1546772809.0
2001,QAT,Qatar,3757831424.0
2002,QAT,Qatar,4052046336.0
2003,QAT,Qatar,4897430597.819
2004,QAT,Qatar,6004565954.437
2005,QAT,Qatar,10060887120.0
2006,QAT,Qatar,16440097181.0
2001,ROU,Romania,15551610400.18
2002,ROU,Romania,17861459163.15
2003,ROU,Romania,24002855001.6
2004,ROU,Romania,32663438441.71
2005,ROU,Romania,40462566839.4
2006,ROU,Romania,51601825618.97
2001,RUS,Russian Federation,41865361958.0
2002,RUS,Russian Federation,46176985039.0
2003,RUS,Russian Federation,57345988014.0
2004,RUS,Russian Federation,75569014526.0
2005,RUS,Russian Federation,98707255772.0
2006,RUS,Russian Federation,137811059897.0
2001,RWA,Rwanda,278683655.0
2002,RWA,Rwanda,252816697.0
2003,RWA,Rwanda,261653637.0
2004,RWA,Rwanda,310142471.0
2005,RWA,Rwanda,374278186.0
2006,RWA,Rwanda,567132280.0
2001,S19,"Other Asia, nes",107228252983.0
2002,S19,"Other Asia, nes",112521871851.0
2003,S19,"Other Asia, nes",128004224300.0
2004,S19,"Other Asia, nes",168685711624.0
2005,S19,"Other Asia, nes",181591670919.0
2006,S19,"Other Asia, nes",202685778083.0
2001,SAU,Saudi Arabia,29154366310.0
2002,SAU,Saudi Arabia,30466326350.0
2003,SAU,Saudi Arabia,39569489728.0
2004,SAU,Saudi Arabia,44944407647.0
2005,SAU,Saudi Arabia,57232567930.0
2006,SAU,Saudi Arabia,67681047979.0
2001,SCG,Serbia and Montenegro (...2005),4837039151.0
2002,SCG,Serbia and Montenegro (...2005),6320071258.0
2004,SCG,Serbia and Montenegro (...2005),11366466334.0
2001,SDN,Sudan (...2011),1949730397.55
2002,SDN,Sudan (...2011),2267949400.751
2003,SDN,Sudan (...2011),2893666380.453
2004,SDN,Sudan (...2011),3957126092.961
2005,SDN,Sudan (...2011),7065962591.125
2006,SDN,Sudan (...2011),7322405667.669
2001,SEN,Senegal,1724459999.0
2002,SEN,Senegal,1970434597.0
2003,SEN,Senegal,2398641404.0
2004,SEN,Senegal,2839133202.0
2005,SEN,Senegal,3497700592.0
2006,SEN,Senegal,3670993458.0
2001,SGP,Singapore,116002509920.0
2002,SGP,Singapore,116440933211.0
2003,SGP,Singapore,136264162376.0
2004,SGP,Singapore,173581211165.0
2005,SGP,Singapore,200724436294.0
2006,SGP,Singapore,239919888518.0
2002,SLB,Solomon Isds,57853812.0
2003,SLB,Solomon Isds,93823082.0
2004,SLB,Solomon Isds,121417275.0
2005,SLB,Solomon Isds,138837708.0
2006,SLB,Solomon Isds,232259801.0
2002,SLE,Sierra Leone,351962848.0
2001,SLV,El Salvador,6222455815.08
2002,SLV,El Salvador,6537123358.54
2003,SLV,El Salvador,7092346355.09
2004,SLV,El Salvador,7691868186.27
2005,SLV,El Salvador,6809146201.3
2006,SLV,El Salvador,7762676028.29
2006,SRB,Serbia,13172329667.0
2001,STP,Sao Tome and Principe,28525365.0
2002,STP,Sao Tome and Principe,31105281.0
2003,STP,Sao Tome and Principe,40833591.0
2004,STP,Sao Tome and Principe,41433788.0
2005,STP,Sao Tome and Principe,49860404.0
2006,STP,Sao Tome and Principe,71135517.0
2001,SUR,Suriname,456560895.0
2002,SUR,Suriname,501842865.0
2003,SUR,Suriname,703863751.0
2004,SUR,Suriname,739765174.0
2005,SUR,Suriname,1049926271.0
2006,SUR,Suriname,1013148607.0
2001,SVK,Slovakia,14769682306.0
2002,SVK,Slovakia,16627735554.0
2003,SVK,Slovakia,22600764722.0
2004,SVK,Slovakia,29456675922.0
2005,SVK,Slovakia,34225828873.0
2006,SVK,Slovakia,44758621589.0
2001,SVN,Slovenia,10146304376.0
2002,SVN,Slovenia,10932233218.0
2003,SVN,Slovenia,13852408345.0
2004,SVN,Slovenia,17569445218.0
2005,SVN,Slovenia,19626300213.0
2006,SVN,Slovenia,23013428111.0
2001,SWE,Sweden,63536271623.0
2002,SWE,Sweden,67120675767.0
2003,SWE,Sweden,84199455582.0
2004,SWE,Sweden,100832516828.0
2005,SWE,Sweden,111351341748.0
2006,SWE,Sweden,127100924462.0
2001,SWZ,Eswatini,948817855.0
2002,SWZ,Eswatini,1063661769.0
2003,SWZ,Eswatini,1457472194.0
2004,SWZ,Eswatini,1770276683.0
2005,SWZ,Eswatini,1656124486.0
2006,SWZ,Eswatini,1242438344.0
2001,SYC,Seychelles,476133362.0
2002,SYC,Seychelles,419795922.0
2003,SYC,Seychelles,1093494096.034
2004,SYC,Seychelles,1364220312.271
2005,SYC,Seychelles,1832553537.127
2006,SYC,Seychelles,2163305737.272
2001,SYR,Syria,18761324961.0
2002,SYR,Syria,18490453176.0
2003,SYR,Syria,21056881135.0
2004,SYR,Syria,29042640219.0
2005,SYR,Syria,7897929801.0
2006,SYR,Syria,11488278728.0
2001,TCA,Turks and Caicos Isds,156808733.0
2002,TCA,Turks and Caicos Isds,177336170.0
2003,TCA,Turks and Caicos Isds,168860299.0
2004,TCA,Turks and Caicos Isds,220603914.0
2005,TCA,Turks and Caicos Isds,303720394.0
2006,TCA,Turks and Caicos Isds,497760088.0
2001,TGO,Togo,354964440.0
2002,TGO,Togo,405330377.0
2003,TGO,Togo,568376618.0
2004,TGO,Togo,557827349.0
2005,TGO,Togo,592615810.0
2001,THA,Thailand,61960580577.0
2002,THA,Thailand,64645215520.0
2003,THA,Thailand,75824142238.0
2004,THA,Thailand,94402609500.0
2005,THA,Thailand,118164338331.0
2006,THA,Thailand,128584476026.0
2004,TLS,Timor-Leste,113488860.0
2005,TLS,Timor-Leste,101613157.0
2001,TON,Tonga,72657478.0
2002,TON,Tonga,89002221.0
2003,TON,Tonga,93016270.0
2004,TON,Tonga,104749241.0
2005,TON,Tonga,120327971.0
2006,TON,Tonga,116510145.0
2001,TTO,Trinidad and Tobago,3938985342.0
2002,TTO,Trinidad and Tobago,3661026401.0
2003,TTO,Trinidad and Tobago,3942188837.0
2004,TTO,Trinidad and Tobago,4869582116.0
2005,TTO,Trinidad and Tobago,5693909496.0
2006,TTO,Trinidad and Tobago,6477696077.0
2001,TUN,Tunisia,9526901548.0
2002,TUN,Tunisia,9522562986.0
2003,TUN,Tunisia,10951391162.0
2004,TUN,Tunisia,12736541513.0
2005,TUN,Tunisia,13174322624.0
2006,TUN,Tunisia,15007295767.0
2001,TUR,Türkiye,41399079443.0
2002,TUR,Türkiye,51550081637.0
2003,TUR,Türkiye,69337116726.0
2004,TUR,Türkiye,97537610988.0
2005,TUR,Türkiye,116770589937.0
2006,TUR,Türkiye,139571710376.0
2001,TUV,Tuvalu,3509661.0
2002,TUV,Tuvalu,11156811.0
2004,TUV,Tuvalu,11480612.0
2005,TUV,Tuvalu,12901871.0
2006,TUV,Tuvalu,12708703.0
2001,TZA,United Rep. of Tanzania,1728924816.0
2002,TZA,United Rep. of Tanzania,1691192746.0
2003,TZA,United Rep. of Tanzania,2164320375.0
2004,TZA,United Rep. of Tanzania,2556444820.0
2005,TZA,United Rep. of Tanzania,3246825669.0
2006,TZA,United Rep. of Tanzania,4526727744.0
2001,UGA,Uganda,1005478653.0
2002,UGA,Uganda,1073752953.0
2003,UGA,Uganda,1375106363.0
2004,UGA,Uganda,1720214887.0
2005,UGA,Uganda,2054137255.0
2006,UGA,Uganda,2557307353.0
2001,UKR,Ukraine,15775092660.0
2002,UKR,Ukraine,16975884130.0
2003,UKR,Ukraine,23020437660.0
2004,UKR,Ukraine,28996784330.0
2005,UKR,Ukraine,36121997444.0
2006,UKR,Ukraine,45021620604.0
2001,URY,Uruguay,3060842699.0
2002,URY,Uruguay,1966843510.0
2003,URY,Uruguay,2190369569.0
2004,URY,Uruguay,3118631405.0
2005,URY,Uruguay,3878882321.0
2006,URY,Uruguay,4806055547.0
2001,USA,USA,1140900159185.0
2002,USA,USA,1200095833882.0
2003,USA,USA,1302833508196.0
2004,USA,USA,1525304217271.0
2005,USA,USA,1734849141777.0
2006,USA,USA,1918997094449.0
2001,VCT,Saint Vincent and the Grenadines,186471804.0
2002,VCT,Saint Vincent and the Grenadines,177688293.0
2003,VCT,Saint Vincent and the Grenadines,201236836.0
2004,VCT,Saint Vincent and the Grenadines,225256445.0
2005,VCT,Saint Vincent and the Grenadines,240433824.0
2006,VCT,Saint Vincent and the Grenadines,271318516.0
2001,VEN,Venezuela,16435588338.0
2002,VEN,Venezuela,11673375652.0
2003,VEN,Venezuela,8357731503.0
2004,VEN,Venezuela,14697160950.0
2005,VEN,Venezuela,21848134453.0
2006,VEN,Venezuela,30559000000.0
2001,VNM,Viet Nam,16217930602.0
2002,VNM,Viet Nam,19745553636.0
2003,VNM,Viet Nam,25255777876.0
2004,VNM,Viet Nam,31968819728.0
2005,VNM,Viet Nam,36761116336.0
2006,VNM,Viet Nam,44891115726.0
2006,VUT,Vanuatu,159110672.0
2001,WLF,Wallis and Futuna Isds,32586898.0
2002,WLF,Wallis and Futuna Isds,37984253.0
2003,WLF,Wallis and Futuna Isds,41684482.0
2004,WLF,Wallis and Futuna Isds,52613665.0
2005,WLF,Wallis and Futuna Isds,50778367.0
2006,WLF,Wallis and Futuna Isds,57200285.0
2001,WSM,Samoa,136000192.0
2002,WSM,Samoa,132315218.0
2003,WSM,Samoa,150420686.0
2004,WSM,Samoa,209891669.0
2005,WSM,Samoa,238644814.0
2006,WSM,Samoa,275100282.0
2004,YEM,Yemen,3987422348.0
2005,YEM,Yemen,5399865157.0
2006,YEM,Yemen,6080883262.0
2001,ZAF,South Africa,25595222834.0
2002,ZAF,South Africa,26220644490.0
2003,ZAF,South Africa,34414478462.0
2004,ZAF,South Africa,47603274062.0
2005,ZAF,South Africa,55032638723.0
2006,ZAF,South Africa,68469125117.0
2001,ZMB,Zambia,1090033774.0
2002,ZMB,Zambia,1354013465.0
2003,ZMB,Zambia,1626605331.0
2004,ZMB,Zambia,2188135901.0
2005,ZMB,Zambia,2539714852.0
2006,ZMB,Zambia,3051044126.0
2001,ZWE,Zimbabwe,1416477345.03
2002,ZWE,Zimbabwe,2217402145.664
2003,ZWE,Zimbabwe,1071934217.677
2004,ZWE,Zimbabwe,2805368400.875
2005,ZWE,Zimbabwe,2346150598.176
2006,ZWE,Zimbabwe,2126608790.055
