reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
SAU,2023,2709,175993253253.989,Saudi Arabia,Petroleum oils and oils obtained from bituminous minerals; crude
SEN,2019,2709,16027017.015,Senegal,Petroleum oils and oils obtained from bituminous minerals; crude
SEN,2020,2709,6955687.307,Senegal,Petroleum oils and oils obtained from bituminous minerals; crude
SEN,2021,2709,19867416.455,Senegal,Petroleum oils and oils obtained from bituminous minerals; crude
SEN,2022,2709,2476311.554,Senegal,Petroleum oils and oils obtained from bituminous minerals; crude
SEN,2023,2709,26320322.943,Senegal,Petroleum oils and oils obtained from bituminous minerals; crude
SGP,2019,2709,14607.916,Singapore,Petroleum oils and oils obtained from bituminous minerals; crude
SGP,2020,2709,4681.514,Singapore,Petroleum oils and oils obtained from bituminous minerals; crude
SGP,2021,2709,169926880.741,Singapore,Petroleum oils and oils obtained from bituminous minerals; crude
SGP,2022,2709,170471.953,Singapore,Petroleum oils and oils obtained from bituminous minerals; crude
SGP,2023,2709,3929750.585,Singapore,Petroleum oils and oils obtained from bituminous minerals; crude
SLV,2019,2709,6588.45,El Salvador,Petroleum oils and oils obtained from bituminous minerals; crude
SLV,2023,2709,6534.0,El Salvador,Petroleum oils and oils obtained from bituminous minerals; crude
SRB,2019,2709,271304.0,Serbia,Petroleum oils and oils obtained from bituminous minerals; crude
SRB,2020,2709,132740.0,Serbia,Petroleum oils and oils obtained from bituminous minerals; crude
SRB,2021,2709,223508.0,Serbia,Petroleum oils and oils obtained from bituminous minerals; crude
SRB,2023,2709,32.0,Serbia,Petroleum oils and oils obtained from bituminous minerals; crude
SUR,2020,2709,1051.04,Suriname,Petroleum oils and oils obtained from bituminous minerals; crude
SUR,2023,2709,34601.67,Suriname,Petroleum oils and oils obtained from bituminous minerals; crude
SVK,2019,2709,36702732.326,Slovakia,Petroleum oils and oils obtained from bituminous minerals; crude
SVK,2020,2709,614295.306,Slovakia,Petroleum oils and oils obtained from bituminous minerals; crude
SVK,2021,2709,2447857.3,Slovakia,Petroleum oils and oils obtained from bituminous minerals; crude
SVK,2022,2709,1514850.47,Slovakia,Petroleum oils and oils obtained from bituminous minerals; crude
SVK,2023,2709,945941.365,Slovakia,Petroleum oils and oils obtained from bituminous minerals; crude
SVN,2019,2709,47052.44,Slovenia,Petroleum oils and oils obtained from bituminous minerals; crude
SVN,2020,2709,11956.34,Slovenia,Petroleum oils and oils obtained from bituminous minerals; crude
SVN,2021,2709,38237.545,Slovenia,Petroleum oils and oils obtained from bituminous minerals; crude
SVN,2022,2709,46277.249,Slovenia,Petroleum oils and oils obtained from bituminous minerals; crude
SVN,2023,2709,32047.382,Slovenia,Petroleum oils and oils obtained from bituminous minerals; crude
SWE,2019,2709,56828841.337,Sweden,Petroleum oils and oils obtained from bituminous minerals; crude
SWE,2020,2709,12107521.036,Sweden,Petroleum oils and oils obtained from bituminous minerals; crude
SWE,2021,2709,227959394.398,Sweden,Petroleum oils and oils obtained from bituminous minerals; crude
SWE,2022,2709,216427.284,Sweden,Petroleum oils and oils obtained from bituminous minerals; crude
SWE,2023,2709,71723.694,Sweden,Petroleum oils and oils obtained from bituminous minerals; crude
SWZ,2019,2709,5408.0,Eswatini,Petroleum oils and oils obtained from bituminous minerals; crude
SWZ,2020,2709,1.75,Eswatini,Petroleum oils and oils obtained from bituminous minerals; crude
SWZ,2021,2709,13.87,Eswatini,Petroleum oils and oils obtained from bituminous minerals; crude
SWZ,2022,2709,13.58,Eswatini,Petroleum oils and oils obtained from bituminous minerals; crude
TGO,2023,2709,790.205,Togo,Petroleum oils and oils obtained from bituminous minerals; crude
THA,2019,2709,659258735.053,Thailand,Petroleum oils and oils obtained from bituminous minerals; crude
THA,2020,2709,369503254.236,Thailand,Petroleum oils and oils obtained from bituminous minerals; crude
THA,2021,2709,424444023.682,Thailand,Petroleum oils and oils obtained from bituminous minerals; crude
THA,2022,2709,600761481.017,Thailand,Petroleum oils and oils obtained from bituminous minerals; crude
THA,2023,2709,357486570.611,Thailand,Petroleum oils and oils obtained from bituminous minerals; crude
TLS,2019,2709,81290921.93,Timor-Leste,Petroleum oils and oils obtained from bituminous minerals; crude
TLS,2020,2709,163401306.23,Timor-Leste,Petroleum oils and oils obtained from bituminous minerals; crude
TLS,2021,2709,307925437.69,Timor-Leste,Petroleum oils and oils obtained from bituminous minerals; crude
TLS,2022,2709,226068128.37,Timor-Leste,Petroleum oils and oils obtained from bituminous minerals; crude
TLS,2023,2709,106440435.52,Timor-Leste,Petroleum oils and oils obtained from bituminous minerals; crude
TON,2019,2709,11.136,Tonga,Petroleum oils and oils obtained from bituminous minerals; crude
TTO,2019,2709,1114808226.113,Trinidad and Tobago,Petroleum oils and oils obtained from bituminous minerals; crude
TTO,2020,2709,730879374.415,Trinidad and Tobago,Petroleum oils and oils obtained from bituminous minerals; crude
TTO,2021,2709,1181693766.749,Trinidad and Tobago,Petroleum oils and oils obtained from bituminous minerals; crude
TTO,2022,2709,2059983526.756,Trinidad and Tobago,Petroleum oils and oils obtained from bituminous minerals; crude
TTO,2023,2709,1149385610.0,Trinidad and Tobago,Petroleum oils and oils obtained from bituminous minerals; crude
TUN,2019,2709,614836812.356,Tunisia,Petroleum oils and oils obtained from bituminous minerals; crude
TUN,2020,2709,536649564.76,Tunisia,Petroleum oils and oils obtained from bituminous minerals; crude
TUN,2021,2709,765773307.45,Tunisia,Petroleum oils and oils obtained from bituminous minerals; crude
TUN,2022,2709,844763458.917,Tunisia,Petroleum oils and oils obtained from bituminous minerals; crude
TUN,2023,2709,793987189.169,Tunisia,Petroleum oils and oils obtained from bituminous minerals; crude
TZA,2019,2709,971652.25,United Rep. of Tanzania,Petroleum oils and oils obtained from bituminous minerals; crude
TZA,2020,2709,323487.36,United Rep. of Tanzania,Petroleum oils and oils obtained from bituminous minerals; crude
TZA,2021,2709,637029.29,United Rep. of Tanzania,Petroleum oils and oils obtained from bituminous minerals; crude
TZA,2022,2709,961595.9,United Rep. of Tanzania,Petroleum oils and oils obtained from bituminous minerals; crude
TZA,2023,2709,683260.39,United Rep. of Tanzania,Petroleum oils and oils obtained from bituminous minerals; crude
UGA,2019,2709,30335.87,Uganda,Petroleum oils and oils obtained from bituminous minerals; crude
UGA,2020,2709,307.0,Uganda,Petroleum oils and oils obtained from bituminous minerals; crude
UGA,2021,2709,4702.58,Uganda,Petroleum oils and oils obtained from bituminous minerals; crude
UGA,2022,2709,46958.03,Uganda,Petroleum oils and oils obtained from bituminous minerals; crude
UGA,2023,2709,4746.94,Uganda,Petroleum oils and oils obtained from bituminous minerals; crude
UKR,2019,2709,51143.7,Ukraine,Petroleum oils and oils obtained from bituminous minerals; crude
UKR,2020,2709,24350926.06,Ukraine,Petroleum oils and oils obtained from bituminous minerals; crude
UKR,2021,2709,27133479.69,Ukraine,Petroleum oils and oils obtained from bituminous minerals; crude
UKR,2022,2709,2412428.23,Ukraine,Petroleum oils and oils obtained from bituminous minerals; crude
UKR,2023,2709,9624330.63,Ukraine,Petroleum oils and oils obtained from bituminous minerals; crude
USA,2019,2709,65323191031.0,USA,Petroleum oils and oils obtained from bituminous minerals; crude
USA,2020,2709,50285962130.0,USA,Petroleum oils and oils obtained from bituminous minerals; crude
USA,2021,2709,69356113331.0,USA,Petroleum oils and oils obtained from bituminous minerals; crude
USA,2022,2709,117034462388.0,USA,Petroleum oils and oils obtained from bituminous minerals; crude
USA,2023,2709,117160520564.0,USA,Petroleum oils and oils obtained from bituminous minerals; crude
UZB,2020,2709,1.0,Uzbekistan,Petroleum oils and oils obtained from bituminous minerals; crude
UZB,2022,2709,51.0,Uzbekistan,Petroleum oils and oils obtained from bituminous minerals; crude
VNM,2019,2709,1892580345.05,Viet Nam,Petroleum oils and oils obtained from bituminous minerals; crude
VNM,2020,2709,1568350946.815,Viet Nam,Petroleum oils and oils obtained from bituminous minerals; crude
VNM,2021,2709,1672281198.92,Viet Nam,Petroleum oils and oils obtained from bituminous minerals; crude
VNM,2022,2709,2125131855.64,Viet Nam,Petroleum oils and oils obtained from bituminous minerals; crude
VNM,2023,2709,1552801697.22,Viet Nam,Petroleum oils and oils obtained from bituminous minerals; crude
WSM,2019,2709,87458.27,Samoa,Petroleum oils and oils obtained from bituminous minerals; crude
WSM,2022,2709,8614.4,Samoa,Petroleum oils and oils obtained from bituminous minerals; crude
WSM,2023,2709,11746.793,Samoa,Petroleum oils and oils obtained from bituminous minerals; crude
YEM,2023,2709,19.766,Yemen,Petroleum oils and oils obtained from bituminous minerals; crude
ZAF,2019,2709,792772.025,South Africa,Petroleum oils and oils obtained from bituminous minerals; crude
ZAF,2020,2709,79701740.212,South Africa,Petroleum oils and oils obtained from bituminous minerals; crude
ZAF,2021,2709,1478499242.748,South Africa,Petroleum oils and oils obtained from bituminous minerals; crude
ZAF,2022,2709,12520833.479,South Africa,Petroleum oils and oils obtained from bituminous minerals; crude
ZAF,2023,2709,286163.909,South Africa,Petroleum oils and oils obtained from bituminous minerals; crude
ZMB,2020,2709,0.8,Zambia,Petroleum oils and oils obtained from bituminous minerals; crude
ZMB,2021,2709,484197.488,Zambia,Petroleum oils and oils obtained from bituminous minerals; crude
ZMB,2022,2709,391807.904,Zambia,Petroleum oils and oils obtained from bituminous minerals; crude
ZMB,2023,2709,11364.211,Zambia,Petroleum oils and oils obtained from bituminous minerals; crude
