period,reporterISO,reporterDesc,total_exports_usd
2021,BOL,Bolivia (Plurinational State of),11079788840.24
2022,BOL,Bolivia (Plurinational State of),13652812870.04
2023,BOL,Bolivia (Plurinational State of),10918688057.06
2019,BRA,Brazil,221126807647.0
2020,BRA,Brazil,209180241655.0
2021,BRA,Brazil,280814577460.0
2022,BRA,Brazil,334463079195.0
2023,BRA,Brazil,339695766008.0
2019,BRB,Barbados,444085369.0
2020,BRB,Barbados,345206217.0
2021,BRB,Barbados,350172911.0
2022,BRB,Barbados,497818698.0
2023,BRB,Barbados,475842549.0
2019,BRN,Brunei Darussalam,7039083085.75
2020,BRN,Brunei Darussalam,6608177852.1
2021,BRN,Brunei Darussalam,11058184373.01
2022,BRN,Brunei Darussalam,14230238311.502
2023,BRN,Brunei Darussalam,11240624705.271
2019,BTN,Bhutan,444143653.457
2020,BTN,Bhutan,279938476.247
2022,BTN,Bhutan,437882006.313
2023,BTN,Bhutan,435625880.338
2019,BWA,Botswana,5312907010.645
2020,BWA,Botswana,4376456237.842
2021,BWA,Botswana,7474891657.999
2022,BWA,Botswana,8414813595.923
2023,BWA,Botswana,5502716523.754
2019,CAF,Central African Rep.,123969756.256
2020,CAF,Central African Rep.,40532170.038
2021,CAF,Central African Rep.,57725502.927
2022,CAF,Central African Rep.,115541406.355
2023,CAF,Central African Rep.,113284670.25
2019,CAN,Canada,445513105927.581
2020,CAN,Canada,388173370601.212
2021,CAN,Canada,501623466672.538
2022,CAN,Canada,599941807666.279
2023,CAN,Canada,567344538003.471
2019,CHE,Switzerland,313685932750.639
2020,CHE,Switzerland,318580420583.977
2021,CHE,Switzerland,379770927042.891
2022,CHE,Switzerland,400057174592.488
2023,CHE,Switzerland,419922543423.509
2019,CHL,Chile,68792008183.082
2020,CHL,Chile,74019362854.55
2021,CHL,Chile,94676809206.281
2022,CHL,Chile,98557005169.484
2023,CHL,Chile,92955275151.014
2019,CHN,China,2499206993866.0
2020,CHN,China,2589098353298.0
2021,CHN,China,3316022133985.0
2022,CHN,China,3593601435602.0
2023,CHN,China,3379747834884.0
2019,CIV,Côte d'Ivoire,12717851545.967
2020,CIV,Côte d'Ivoire,12454042069.069
2021,CIV,Côte d'Ivoire,15333663013.467
2022,CIV,Côte d'Ivoire,16428707005.015
2023,CIV,Côte d'Ivoire,18350163618.47
2019,CMR,Cameroon,4076568061.084
2020,CMR,Cameroon,3152853063.23
2021,CMR,Cameroon,4294055976.357
2022,CMR,Cameroon,5622985686.322
2023,CMR,Cameroon,4967511895.978
2019,COD,Dem. Rep. of the Congo,13382299169.305
2020,COD,Dem. Rep. of the Congo,14230247255.874
2021,COD,Dem. Rep. of the Congo,21412416606.361
2022,COD,Dem. Rep. of the Congo,15672479403.41
2023,COD,Dem. Rep. of the Congo,27726829372.841
2019,COG,Congo,5575942320.199
2020,COG,Congo,4893092486.75
2021,COG,Congo,2362230161.01
2022,COG,Congo,8869991465.844
2023,COG,Congo,9465032954.694
2019,COL,Colombia,39489359461.99
2020,COL,Colombia,31055810659.69
2021,COL,Colombia,41389989047.75
2022,COL,Colombia,56910136647.72
2023,COL,Colombia,49769114432.38
2019,COM,Comoros,48962230.372
2020,COM,Comoros,20683101.307
2021,COM,Comoros,34222278.682
2022,COM,Comoros,54637915.639
2023,COM,Comoros,28529797.76
2019,CPV,Cabo Verde,344727131.679
2020,CPV,Cabo Verde,53090793.391
2021,CPV,Cabo Verde,234911997.789
2022,CPV,Cabo Verde,309805836.993
2023,CPV,Cabo Verde,281684067.383
2019,CRI,Costa Rica,11451993076.87
2020,CRI,Costa Rica,11622755153.42
2021,CRI,Costa Rica,14345395565.22
2022,CRI,Costa Rica,15319695069.468
2023,CRI,Costa Rica,18105904673.666
2019,CUB,Cuba,2062468878.17
2020,CUB,Cuba,1702811945.14
2021,CUB,Cuba,1966039995.32
2022,CUB,Cuba,2170008997.95
2019,CUW,Curaçao,96336025.503
2020,CUW,Curaçao,82143487.517
2020,CYM,Cayman Isds,22137757.052
2021,CYM,Cayman Isds,17082261.241
2022,CYM,Cayman Isds,37914824.506
2023,CYM,Cayman Isds,45326280.196
2019,CYP,Cyprus,3520898851.704
2020,CYP,Cyprus,3137095808.171
2021,CYP,Cyprus,4006767112.808
2022,CYP,Cyprus,4411253801.017
2023,CYP,Cyprus,5132376196.299
2019,CZE,Czechia,199469710335.0
2020,CZE,Czechia,192307379805.0
2021,CZE,Czechia,227168411022.0
2022,CZE,Czechia,241689131117.0
2023,CZE,Czechia,253327521218.0
2019,DEU,Germany,1493267430847.512
2020,DEU,Germany,1385852259832.315
2021,DEU,Germany,1635599573787.609
2022,DEU,Germany,1695806689768.824
2023,DEU,Germany,1725527288354.528
2021,DJI,Djibouti,3829300040.253
2022,DJI,Djibouti,4608302379.859
2023,DJI,Djibouti,4784715682.322
2019,DMA,Dominica,13212431.87
2020,DMA,Dominica,13144615.004
2021,DMA,Dominica,14145191.781
2022,DMA,Dominica,22404284.262
2023,DMA,Dominica,22042230.18
2019,DNK,Denmark,109879084449.464
2020,DNK,Denmark,106871154269.253
2021,DNK,Denmark,124263690921.048
2022,DNK,Denmark,129177354954.924
2023,DNK,Denmark,128600488398.213
2019,DOM,Dominican Rep.,11287199331.899
2020,DOM,Dominican Rep.,9844071155.726
2021,DOM,Dominican Rep.,11643220004.19
2022,DOM,Dominican Rep.,9836347238.656
2023,DOM,Dominican Rep.,11931953786.046
2019,ECU,Ecuador,22329378718.518
2020,ECU,Ecuador,20355361438.694
2021,ECU,Ecuador,26699199844.372
2022,ECU,Ecuador,35380361707.0
2023,ECU,Ecuador,31126424076.3
2019,EGY,Egypt,30505251683.552
2020,EGY,Egypt,29322919594.784
2021,EGY,Egypt,43636851989.261
2022,EGY,Egypt,52115727913.297
2023,EGY,Egypt,42553243151.133
2019,ESP,Spain,337202601407.811
2020,ESP,Spain,312080513421.152
2021,ESP,Spain,391558519476.67
2022,ESP,Spain,424286054809.902
2023,ESP,Spain,420169591002.546
2019,EST,Estonia,16807408470.226
2020,EST,Estonia,16901599064.09
2021,EST,Estonia,22303230971.07
2022,EST,Estonia,23600194188.92
2023,EST,Estonia,20108196603.0
2019,ETH,Ethiopia,2683752373.01
2020,ETH,Ethiopia,2533277228.8
2021,ETH,Ethiopia,3057628826.59
2022,ETH,Ethiopia,3085116109.034
2023,ETH,Ethiopia,2859456865.95
2019,FIN,Finland,72839176013.257
2020,FIN,Finland,65606975840.161
2021,FIN,Finland,81500265209.305
2022,FIN,Finland,86228240180.829
2023,FIN,Finland,82567752672.758
2019,FJI,Fiji,965150137.642
2020,FJI,Fiji,826234806.79
2021,FJI,Fiji,815335653.153
2022,FJI,Fiji,1055229207.466
2023,FJI,Fiji,1067689697.639
2019,FRA,France,556364114008.325
2020,FRA,France,521271666210.586
2021,FRA,France,559578410978.295
2022,FRA,France,632759243092.236
2023,FRA,France,660448721960.556
2019,GAB,Gabon,7713542886.906
2020,GAB,Gabon,7344786430.509
2021,GAB,Gabon,8031167846.494
2022,GAB,Gabon,10470456478.608
2023,GAB,Gabon,12694967528.557
2019,GBR,United Kingdom,468322416147.586
2020,GBR,United Kingdom,395692086586.138
2021,GBR,United Kingdom,470547786029.463
2022,GBR,United Kingdom,543186045500.722
2023,GBR,United Kingdom,521207222955.329
2019,GEO,Georgia,3797965693.75
2020,GEO,Georgia,3340697557.13
2021,GEO,Georgia,4242512935.07
2022,GEO,Georgia,5582502216.697
2023,GEO,Georgia,6086325964.956
2019,GHA,Ghana,16768275189.922
2021,GHA,Ghana,14823232488.086
2022,GHA,Ghana,17378757386.89
2023,GHA,Ghana,16874662286.131
2019,GMB,Gambia,24602270.893
2020,GMB,Gambia,25860014.202
2021,GMB,Gambia,26401460.44
2022,GMB,Gambia,54912295.784
2023,GMB,Gambia,83449801.594
2019,GRC,Greece,37885526504.371
2020,GRC,Greece,35070461605.836
2021,GRC,Greece,47244277316.697
2022,GRC,Greece,57568024971.028
2023,GRC,Greece,55051586783.705
2019,GRD,Grenada,34481186.833
2020,GRD,Grenada,24620482.71
2021,GRD,Grenada,35163394.409
2022,GRD,Grenada,37472239.963
2023,GRD,Grenada,46055094.055
2019,GTM,Guatemala,11289176124.0
2020,GTM,Guatemala,11658469044.0
2021,GTM,Guatemala,13735599195.0
2022,GTM,Guatemala,15806152176.0
2023,GTM,Guatemala,14261032628.0
2019,GUY,Guyana,1565723059.929
2020,GUY,Guyana,5196670597.935
2021,GUY,Guyana,8707906391.508
2022,GUY,Guyana,22562346848.103
2023,GUY,Guyana,10811756230.203
2019,HKG,"China, Hong Kong SAR",535711018905.075
2020,HKG,"China, Hong Kong SAR",551515755924.627
2021,HKG,"China, Hong Kong SAR",670926079457.053
2022,HKG,"China, Hong Kong SAR",610138354261.109
2023,HKG,"China, Hong Kong SAR",575044377645.823
2019,HND,Honduras,3091163099.23
2020,HND,Honduras,4666296436.43
2021,HND,Honduras,4975948988.14
2023,HND,Honduras,7170970774.39
2019,HRV,Croatia,17063049815.0
2020,HRV,Croatia,16991280298.0
2021,HRV,Croatia,21827948964.0
2022,HRV,Croatia,25383044646.0
2023,HRV,Croatia,24670430758.0
2019,HUN,Hungary,122180657695.0
2020,HUN,Hungary,119970720482.0
2021,HUN,Hungary,141157091681.0
2022,HUN,Hungary,149934114714.0
2023,HUN,Hungary,158593089229.56
2019,IDN,Indonesia,167682995133.224
2020,IDN,Indonesia,163191837310.626
2021,IDN,Indonesia,231710098525.172
2022,IDN,Indonesia,292186677494.872
2023,IDN,Indonesia,259527724116.489
2019,IND,India,323250726424.72
2020,IND,India,275488744927.546
2021,IND,India,394813673347.297
2022,IND,India,452684213646.747
2023,IND,India,431411977211.3
2019,IRL,Ireland,170757988841.469
2020,IRL,Ireland,185185364985.075
2021,IRL,Ireland,195997875885.468
2022,IRL,Ireland,219836715126.171
2023,IRL,Ireland,212869514240.842
2019,IRN,Iran,41923807584.178
2020,IRN,Iran,34409104811.6
2021,IRN,Iran,67271404932.41
2022,IRN,Iran,80900398251.8
2019,ISL,Iceland,5228360516.509
2020,ISL,Iceland,4580415490.226
2021,ISL,Iceland,5973742650.46
2022,ISL,Iceland,7403797369.088
2023,ISL,Iceland,6807539976.725
2019,ISR,Israel,58488466000.0
2020,ISR,Israel,50153246000.0
2021,ISR,Israel,60159734000.0
2022,ISR,Israel,72568881000.0
2023,ISR,Israel,58904608000.0
2019,ITA,Italy,537748428817.915
2020,ITA,Italy,498803831970.624
2021,ITA,Italy,615910260060.774
2022,ITA,Italy,659387209133.806
2023,ITA,Italy,676819818431.702
2019,JAM,Jamaica,1651161084.236
2020,JAM,Jamaica,1250599436.19
2021,JAM,Jamaica,1480709866.69
2022,JAM,Jamaica,1901415818.93
2023,JAM,Jamaica,2001802216.77
2019,JOR,Jordan,8312916561.205
2020,JOR,Jordan,7943244773.715
2021,JOR,Jordan,9356550020.494
2022,JOR,Jordan,12779806642.492
2023,JOR,Jordan,12589565487.821
2019,JPN,Japan,705671082765.821
2020,JPN,Japan,641282568357.232
2021,JPN,Japan,757066261248.971
2022,JPN,Japan,746672096581.525
2023,JPN,Japan,717946392139.136
2019,KAZ,Kazakhstan,58065248748.74
2020,KAZ,Kazakhstan,41874386710.092
2021,KAZ,Kazakhstan,53068759291.092
2022,KAZ,Kazakhstan,76139804973.234
2023,KAZ,Kazakhstan,78735590866.92
2019,KEN,Kenya,5836255973.92
2020,KEN,Kenya,6021954588.7
2021,KEN,Kenya,6751366221.034
2022,KEN,Kenya,7371116494.654
2023,KEN,Kenya,7158109332.771
2019,KGZ,Kyrgyzstan,1986109552.0
2020,KGZ,Kyrgyzstan,1863531157.0
2021,KGZ,Kyrgyzstan,2752163636.0
2022,KGZ,Kyrgyzstan,2254702312.0
2023,KGZ,Kyrgyzstan,3384855970.0
2019,KHM,Cambodia,14824722293.27
2020,KHM,Cambodia,17716469497.94
2021,KHM,Cambodia,16949623220.01
2022,KHM,Cambodia,20575772752.56
2023,KHM,Cambodia,21677571706.493
2020,KIR,Kiribati,9271010.438
2021,KIR,Kiribati,8863588.062
2019,KOR,Rep. of Korea,542171769089.0
2020,KOR,Rep. of Korea,512419287526.0
2021,KOR,Rep. of Korea,644372936752.0
2022,KOR,Rep. of Korea,683550925677.0
2023,KOR,Rep. of Korea,631804230615.0
2019,KWT,Kuwait,64482124989.0
2020,KWT,Kuwait,40166147337.0
2021,KWT,Kuwait,63129693952.0
2022,KWT,Kuwait,99775063585.52
2023,KWT,Kuwait,83979908827.865
2019,LAO,Lao People's Dem. Rep.,5809346160.778
2020,LAO,Lao People's Dem. Rep.,5086886923.476
2021,LAO,Lao People's Dem. Rep.,7164605459.07
2022,LAO,Lao People's Dem. Rep.,9563892088.125
2023,LAO,Lao People's Dem. Rep.,6042417591.685
2019,LBN,Lebanon,3731340090.67
2020,LBN,Lebanon,3807461182.0
2021,LBN,Lebanon,4229976738.0
2022,LBN,Lebanon,3862245374.0
2023,LBN,Lebanon,4560693573.0
2019,LBR,Liberia,271170307.459
2020,LBR,Liberia,418056728.458
2021,LBR,Liberia,171669094.54
2022,LBR,Liberia,202888717.47
2023,LBR,Liberia,153702571.16
2019,LBY,Libya,29285909087.914
2019,LCA,Saint Lucia,97255260.21
2020,LCA,Saint Lucia,67424831.6
2019,LKA,Sri Lanka,11974156365.942
2020,LKA,Sri Lanka,10706858044.323
2021,LKA,Sri Lanka,13331248583.322
2022,LKA,Sri Lanka,13592124433.48
2023,LKA,Sri Lanka,12052497548.941
2019,LSO,Lesotho,894907477.401
2020,LSO,Lesotho,837285557.219
2021,LSO,Lesotho,948535188.45
2022,LSO,Lesotho,899655994.064
2023,LSO,Lesotho,829902338.925
2019,LTU,Lithuania,33150771896.81
2020,LTU,Lithuania,32790372365.0
2021,LTU,Lithuania,40698383278.78
2022,LTU,Lithuania,46501899036.0
2023,LTU,Lithuania,42625691925.0
2019,LUX,Luxembourg,14667446910.457
2020,LUX,Luxembourg,13506053445.568
2021,LUX,Luxembourg,16247126542.139
2022,LUX,Luxembourg,16766113323.445
2023,LUX,Luxembourg,16367613412.471
2019,LVA,Latvia,14501842329.043
2020,LVA,Latvia,15196263887.423
2021,LVA,Latvia,19458821916.273
2022,LVA,Latvia,22466234664.326
2023,LVA,Latvia,20539978432.053
2019,MAC,"China, Macao SAR",1023983031.051
2020,MAC,"China, Macao SAR",1024581530.278
2021,MAC,"China, Macao SAR",1392424900.553
2022,MAC,"China, Macao SAR",1366737776.836
2023,MAC,"China, Macao SAR",1221552447.076
2019,MAR,Morocco,29582399076.054
2020,MAR,Morocco,27702724584.423
2021,MAR,Morocco,36585224951.204
2022,MAR,Morocco,42183470726.353
2023,MAR,Morocco,42462806869.922
2019,MDA,Rep. of Moldova,2779164783.0
2020,MDA,Rep. of Moldova,2467106513.0
2021,MDA,Rep. of Moldova,3144504817.0
2022,MDA,Rep. of Moldova,4332145453.0
2023,MDA,Rep. of Moldova,4048616803.0
2019,MDG,Madagascar,2682511868.645
2020,MDG,Madagascar,2018941781.35
2021,MDG,Madagascar,2788495475.762
2022,MDG,Madagascar,3721456240.905
2023,MDG,Madagascar,3282849543.544
2019,MDV,Maldives,158015478.22
2020,MDV,Maldives,162814788.896
2021,MDV,Maldives,151293266.49
2022,MDV,Maldives,158399891.643
2023,MDV,Maldives,162055101.628
2019,MEX,Mexico,460603695808.0
2020,MEX,Mexico,416982170486.0
2021,MEX,Mexico,494460765005.0
2022,MEX,Mexico,579814827943.0
2023,MEX,Mexico,595972772664.0
2019,MKD,North Macedonia,7195140900.687
2020,MKD,North Macedonia,6633215704.077
2021,MKD,North Macedonia,8186314637.628
2022,MKD,North Macedonia,8729355719.18
2023,MKD,North Macedonia,8994857556.835
2019,MLI,Mali,3643236512.125
2020,MLI,Mali,3989356278.542
2021,MLI,Mali,4173796024.676
2022,MLI,Mali,3904338544.03
2023,MLI,Mali,4006273816.848
2019,MLT,Malta,4142922134.691
2020,MLT,Malta,2831908163.132
2021,MLT,Malta,3066831630.829
2022,MLT,Malta,3257370045.587
2023,MLT,Malta,3466576103.437
2019,MMR,Myanmar,18117605305.497
2020,MMR,Myanmar,16949755291.155
2021,MMR,Myanmar,15153407713.213
2022,MMR,Myanmar,17084512890.428
2023,MMR,Myanmar,14752993056.935
2019,MNE,Montenegro,463202279.009
2020,MNE,Montenegro,409845585.515
2021,MNE,Montenegro,515916303.811
2022,MNE,Montenegro,736364127.167
2023,MNE,Montenegro,722520232.811
2019,MNG,Mongolia,7619753899.961
2020,MNG,Mongolia,7576310834.79
2021,MNG,Mongolia,9241123149.94
2022,MNG,Mongolia,12557706706.273
2023,MNG,Mongolia,15184462711.084
2019,MOZ,Mozambique,4786746249.567
2020,MOZ,Mozambique,3719930900.453
2021,MOZ,Mozambique,5704483311.693
2022,MOZ,Mozambique,8298873676.929
2023,MOZ,Mozambique,8275973000.0
2019,MRT,Mauritania,2266469717.18
2020,MRT,Mauritania,2828804807.115
2021,MRT,Mauritania,3266988807.77
2022,MRT,Mauritania,3778018558.884
2023,MRT,Mauritania,4065189554.409
2019,MSR,Montserrat,5588372.669
2020,MSR,Montserrat,5713781.631
2021,MSR,Montserrat,8432529.621
2022,MSR,Montserrat,6645359.367
2023,MSR,Montserrat,5765684.368
2019,MUS,Mauritius,1876368427.055
2020,MUS,Mauritius,1543610037.455
2021,MUS,Mauritius,1671760288.267
2022,MUS,Mauritius,1880596453.971
2023,MUS,Mauritius,1854239181.84
2019,MWI,Malawi,899120983.807
2020,MWI,Malawi,771478822.446
2021,MWI,Malawi,1009460778.534
2022,MWI,Malawi,899734889.986
2023,MWI,Malawi,965509352.191
2019,MYS,Malaysia,240211905652.33
2020,MYS,Malaysia,234050267453.372
2021,MYS,Malaysia,299230434394.232
2022,MYS,Malaysia,352188166340.549
2023,MYS,Malaysia,312605385581.646
2019,NAM,Namibia,4742506801.96
2020,NAM,Namibia,3867818518.66
2021,NAM,Namibia,4417062729.841
2022,NAM,Namibia,5828218242.001
2023,NAM,Namibia,5526025507.579
2019,NER,Niger,695923142.193
2020,NER,Niger,706390476.328
2021,NER,Niger,737116422.265
2022,NER,Niger,423349061.682
2023,NER,Niger,467426222.424
2019,NGA,Nigeria,53617812190.3
2020,NGA,Nigeria,34900471091.314
2021,NGA,Nigeria,47231712930.364
2022,NGA,Nigeria,63416711381.605
2023,NGA,Nigeria,65129007547.867
2019,NIC,Nicaragua,5272553121.33
2020,NIC,Nicaragua,5087337719.87
2021,NIC,Nicaragua,6494984866.92
2022,NIC,Nicaragua,7359828800.95
2023,NIC,Nicaragua,7378486427.04
2019,NLD,Netherlands,576784455411.276
2020,NLD,Netherlands,551352792281.894
2021,NLD,Netherlands,696873257184.973
2022,NLD,Netherlands,768259269680.812
2023,NLD,Netherlands,717440099558.351
2019,NOR,Norway,104029881468.011
2020,NOR,Norway,82748920957.746
2021,NOR,Norway,173813766175.705
2022,NOR,Norway,269769592025.205
2023,NOR,Norway,177196076820.947
2019,NPL,Nepal,959628520.81
2020,NPL,Nepal,855420604.948
2021,NPL,Nepal,1665727794.55
2022,NPL,Nepal,1300469756.499
2019,NZL,New Zealand,39539825796.012
2020,NZL,New Zealand,38290109708.16
2021,NZL,New Zealand,44325287820.466
2022,NZL,New Zealand,45615082795.356
2023,NZL,New Zealand,42124240556.027
2019,OMN,Oman,38723580348.428
2020,OMN,Oman,33479358823.008
2021,OMN,Oman,44590926520.592
2022,OMN,Oman,66063352835.493
2023,OMN,Oman,59010531457.714
2019,PAK,Pakistan,23748680252.551
2020,PAK,Pakistan,22237163374.553
2021,PAK,Pakistan,28795179085.962
2022,PAK,Pakistan,30769091836.46
2023,PAK,Pakistan,28746392443.932
2019,PAN,Panama,10478059526.0
2020,PAN,Panama,8658798915.0
2021,PAN,Panama,3781922651.0
2022,PAN,Panama,3652153568.0
2023,PAN,Panama,3366820480.0
2019,PER,Peru,46131564759.4
2020,PER,Peru,38757234044.11
2021,PER,Peru,56260115202.756
2022,PER,Peru,58172421866.18
2023,PER,Peru,64355040435.0
2019,PHL,Philippines,70926674490.0
2020,PHL,Philippines,65214435072.0
2021,PHL,Philippines,74619528755.0
2022,PHL,Philippines,78928518085.0
2023,PHL,Philippines,72923284860.0
2019,PNG,Papua New Guinea,10196332168.925
2020,PNG,Papua New Guinea,10367004204.406
2021,PNG,Papua New Guinea,9650541017.488
2022,PNG,Papua New Guinea,10928905054.679
2023,PNG,Papua New Guinea,9933996732.388
2019,POL,Poland,251864773270.0
2020,POL,Poland,254169031902.0
2021,POL,Poland,317832124942.0
2022,POL,Poland,365750693518.0
2023,POL,Poland,381932840227.0
2019,PRT,Portugal,67064074174.946
2020,PRT,Portugal,61400262160.668
2021,PRT,Portugal,75242766894.064
2022,PRT,Portugal,83016781174.499
2023,PRT,Portugal,83624882357.911
2019,PRY,Paraguay,7967805030.0
2020,PRY,Paraguay,8517891384.0
2021,PRY,Paraguay,10570969868.0
2022,PRY,Paraguay,9948286364.004
2023,PRY,Paraguay,11869066163.86
2019,PSE,State of Palestine,1103808331.94
2020,PSE,State of Palestine,1054620844.16
2021,PSE,State of Palestine,1357640029.17
2022,PSE,State of Palestine,1525158846.456
2023,PSE,State of Palestine,1521387919.622
2019,PYF,French Polynesia,142134445.372
2020,PYF,French Polynesia,80621360.821
2021,PYF,French Polynesia,143139203.697
2022,PYF,French Polynesia,146444418.272
2023,PYF,French Polynesia,244186132.156
2019,QAT,Qatar,72934956293.15
2020,QAT,Qatar,51504158057.751
2021,QAT,Qatar,87203291188.87
2022,QAT,Qatar,130964472574.266
2023,QAT,Qatar,97751493996.069
2019,ROU,Romania,77298748437.44
2020,ROU,Romania,71046398784.1
2021,ROU,Romania,88389728970.91
2022,ROU,Romania,96829601670.3
2023,ROU,Romania,100642462676.41
2019,RUS,Russian Federation,426720332660.17
2020,RUS,Russian Federation,337103969643.061
2021,RUS,Russian Federation,492313790696.653
2019,RWA,Rwanda,1131956067.38
2020,RWA,Rwanda,1431176312.56
2021,RWA,Rwanda,1562504482.7
2022,RWA,Rwanda,2019269801.94
2019,S19,"Other Asia, nes",329483858291.42
2020,S19,"Other Asia, nes",347194556373.199
2021,S19,"Other Asia, nes",447656546120.094
2022,S19,"Other Asia, nes",477816742263.5
2023,S19,"Other Asia, nes",432204004148.435
2019,SAU,Saudi Arabia,261603290344.984
2020,SAU,Saudi Arabia,173853852369.653
2021,SAU,Saudi Arabia,276179086621.923
2022,SAU,Saudi Arabia,411184219840.928
2023,SAU,Saudi Arabia,320018426729.139
2019,SEN,Senegal,4178514674.51
2020,SEN,Senegal,3929360138.499
2021,SEN,Senegal,5202221589.634
2022,SEN,Senegal,5710291923.345
2023,SEN,Senegal,5316892833.899
2019,SGP,Singapore,390331757374.414
2020,SGP,Singapore,373683730056.067
2021,SGP,Singapore,457081283281.544
2022,SGP,Singapore,514966127005.218
2023,SGP,Singapore,475348541126.792
2019,SLV,El Salvador,5904956423.51
2020,SLV,El Salvador,4805449504.68
2021,SLV,El Salvador,6394888915.91
2022,SLV,El Salvador,7115105243.68
2023,SLV,El Salvador,6498092242.0
2019,SRB,Serbia,19633048518.0
2020,SRB,Serbia,19500829540.0
2021,SRB,Serbia,25566160915.0
2022,SRB,Serbia,29059511715.0
2023,SRB,Serbia,30934596154.0
2019,STP,Sao Tome and Principe,9858888.95
2020,STP,Sao Tome and Principe,12439557.111
