period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2019,ABW,Aruba,78,Lead and articles thereof,50950.836
2019,AFG,Afghanistan,78,Lead and articles thereof,186.82
2019,AGO,Angola,78,Lead and articles thereof,15342749.944
2019,ALB,Albania,78,Lead and articles thereof,845452.935
2019,AND,Andorra,78,Lead and articles thereof,625.315
2019,ARE,United Arab Emirates,78,Lead and articles thereof,115830158.624
2019,ARG,Argentina,78,Lead and articles thereof,865024.12
2019,ARM,Armenia,78,Lead and articles thereof,477967.17
2019,ATG,Antigua and Barbuda,78,Lead and articles thereof,8582.486
2019,AUS,Australia,78,Lead and articles thereof,10780357.459
2019,AUT,Austria,78,Lead and articles thereof,98733333.227
2019,AZE,Azerbaijan,78,Lead and articles thereof,314372.3
2019,BDI,Burundi,78,Lead and articles thereof,57.967
2019,BEL,Belgium,78,Lead and articles thereof,109736214.768
2019,BEN,Benin,78,Lead and articles thereof,4770.122
2019,BFA,Burkina Faso,78,Lead and articles thereof,114139.041
2019,BGR,Bulgaria,78,Lead and articles thereof,73490299.305
2019,BHR,Bahrain,78,Lead and articles thereof,121731.23
2019,BHS,Bahamas,78,Lead and articles thereof,54393.616
2019,BIH,Bosnia Herzegovina,78,Lead and articles thereof,2808637.52
2019,BLR,Belarus,78,Lead and articles thereof,3276700.0
2019,BLZ,Belize,78,Lead and articles thereof,23489.34
2019,BMU,Bermuda,78,Lead and articles thereof,543.5
2019,BOL,Bolivia (Plurinational State of),78,Lead and articles thereof,434329.17
2019,BRA,Brazil,78,Lead and articles thereof,120683191.0
2019,BRB,Barbados,78,Lead and articles thereof,28913.0
2019,BRN,Brunei Darussalam,78,Lead and articles thereof,1092479.07
2019,BTN,Bhutan,78,Lead and articles thereof,20139.149
2019,BWA,Botswana,78,Lead and articles thereof,5174840.646
2019,CAN,Canada,78,Lead and articles thereof,17260616.043
2019,CHE,Switzerland,78,Lead and articles thereof,13415036.573
2019,CHL,Chile,78,Lead and articles thereof,13378946.151
2019,CHN,China,78,Lead and articles thereof,369685547.0
2019,CIV,Côte d'Ivoire,78,Lead and articles thereof,163568.367
2019,CMR,Cameroon,78,Lead and articles thereof,147580.63
2019,COD,Dem. Rep. of the Congo,78,Lead and articles thereof,48785932.794
2019,COG,Congo,78,Lead and articles thereof,3178.178
2019,COL,Colombia,78,Lead and articles thereof,22794739.69
2019,COM,Comoros,78,Lead and articles thereof,14320.637
2019,CPV,Cabo Verde,78,Lead and articles thereof,5732.097
2019,CRI,Costa Rica,78,Lead and articles thereof,684193.34
2019,CUB,Cuba,78,Lead and articles thereof,6575197.09
2019,CUW,Curaçao,78,Lead and articles thereof,44412.96
2019,CYP,Cyprus,78,Lead and articles thereof,134600.09
2019,CZE,Czechia,78,Lead and articles thereof,352981249.0
2019,DEU,Germany,78,Lead and articles thereof,512257265.501
2019,DMA,Dominica,78,Lead and articles thereof,590.365
2019,DNK,Denmark,78,Lead and articles thereof,4663475.175
2019,DOM,Dominican Rep.,78,Lead and articles thereof,991393.098
2019,ECU,Ecuador,78,Lead and articles thereof,1188292.232
2019,EGY,Egypt,78,Lead and articles thereof,15911592.695
2019,ESP,Spain,78,Lead and articles thereof,306461482.163
2019,EST,Estonia,78,Lead and articles thereof,3950139.296
2019,ETH,Ethiopia,78,Lead and articles thereof,1111599.36
2019,FIN,Finland,78,Lead and articles thereof,20505703.895
2019,FJI,Fiji,78,Lead and articles thereof,824210.964
2019,FRA,France,78,Lead and articles thereof,132173265.952
2019,GAB,Gabon,78,Lead and articles thereof,1132240.934
2019,GBR,United Kingdom,78,Lead and articles thereof,457218341.215
2019,GEO,Georgia,78,Lead and articles thereof,1023209.44
2019,GHA,Ghana,78,Lead and articles thereof,38668.09
2019,GMB,Gambia,78,Lead and articles thereof,33186.251
2019,GRC,Greece,78,Lead and articles thereof,86596250.891
2019,GRD,Grenada,78,Lead and articles thereof,6651.112
2019,GTM,Guatemala,78,Lead and articles thereof,468629.0
2019,GUY,Guyana,78,Lead and articles thereof,271307.275
2019,HKG,"China, Hong Kong SAR",78,Lead and articles thereof,2780194.201
2019,HND,Honduras,78,Lead and articles thereof,259738.31
2019,HRV,Croatia,78,Lead and articles thereof,1393063.0
2019,HUN,Hungary,78,Lead and articles thereof,24336039.0
2019,IDN,Indonesia,78,Lead and articles thereof,164701742.0
2019,IND,India,78,Lead and articles thereof,664188618.637
2019,IRL,Ireland,78,Lead and articles thereof,40771383.611
2019,IRN,Iran,78,Lead and articles thereof,11119320.0
2019,ISL,Iceland,78,Lead and articles thereof,166687.296
2019,ISR,Israel,78,Lead and articles thereof,5937000.0
2019,ITA,Italy,78,Lead and articles thereof,214884614.156
2019,JAM,Jamaica,78,Lead and articles thereof,130106.254
