period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2014,ABW,Aruba,75,Nickel and articles thereof,4000.0
2015,ABW,Aruba,75,Nickel and articles thereof,84.0
2018,ABW,Aruba,75,Nickel and articles thereof,1083798.848
2015,AGO,Angola,75,Nickel and articles thereof,74759.72
2016,AGO,Angola,75,Nickel and articles thereof,149530.5
2017,AGO,Angola,75,Nickel and articles thereof,125461.82
2018,AGO,Angola,75,Nickel and articles thereof,112323.569
2013,ALB,Albania,75,Nickel and articles thereof,47.0
2018,ALB,Albania,75,Nickel and articles thereof,1964.548
2013,ARE,United Arab Emirates,75,Nickel and articles thereof,24653510.735
2014,ARE,United Arab Emirates,75,Nickel and articles thereof,19474516.462
2015,ARE,United Arab Emirates,75,Nickel and articles thereof,14382196.378
2016,ARE,United Arab Emirates,75,Nickel and articles thereof,9264674.71
2017,ARE,United Arab Emirates,75,Nickel and articles thereof,124229181.205
2018,ARE,United Arab Emirates,75,Nickel and articles thereof,98918788.027
2013,ARG,Argentina,75,Nickel and articles thereof,60065.0
2014,ARG,Argentina,75,Nickel and articles thereof,47658.11
2015,ARG,Argentina,75,Nickel and articles thereof,659714.5
2016,ARG,Argentina,75,Nickel and articles thereof,69923.11
2017,ARG,Argentina,75,Nickel and articles thereof,99283.47
2014,ARM,Armenia,75,Nickel and articles thereof,227.0
2015,ARM,Armenia,75,Nickel and articles thereof,46781.0
2017,ARM,Armenia,75,Nickel and articles thereof,101.85
2018,ARM,Armenia,75,Nickel and articles thereof,44.0
2015,ATG,Antigua and Barbuda,75,Nickel and articles thereof,37.0
2016,ATG,Antigua and Barbuda,75,Nickel and articles thereof,531.0
2013,AUS,Australia,75,Nickel and articles thereof,761643955.0
2014,AUS,Australia,75,Nickel and articles thereof,866490981.0
2015,AUS,Australia,75,Nickel and articles thereof,194382200.0
2016,AUS,Australia,75,Nickel and articles thereof,43234475.0
2017,AUS,Australia,75,Nickel and articles thereof,57813638.066
2018,AUS,Australia,75,Nickel and articles thereof,737383118.221
2013,AUT,Austria,75,Nickel and articles thereof,94468925.19
2014,AUT,Austria,75,Nickel and articles thereof,135128465.076
2015,AUT,Austria,75,Nickel and articles thereof,155624359.917
2016,AUT,Austria,75,Nickel and articles thereof,126811339.587
2017,AUT,Austria,75,Nickel and articles thereof,309600760.799
2018,AUT,Austria,75,Nickel and articles thereof,464699182.972
2014,AZE,Azerbaijan,75,Nickel and articles thereof,2646.0
2015,AZE,Azerbaijan,75,Nickel and articles thereof,2230.55
2016,AZE,Azerbaijan,75,Nickel and articles thereof,4470.54
2017,AZE,Azerbaijan,75,Nickel and articles thereof,2140.22
2018,AZE,Azerbaijan,75,Nickel and articles thereof,7220.62
2013,BEL,Belgium,75,Nickel and articles thereof,244866688.618
2014,BEL,Belgium,75,Nickel and articles thereof,186195884.756
2015,BEL,Belgium,75,Nickel and articles thereof,137317209.628
2016,BEL,Belgium,75,Nickel and articles thereof,103567647.372
2017,BEL,Belgium,75,Nickel and articles thereof,111547934.92
2018,BEL,Belgium,75,Nickel and articles thereof,137814936.601
2014,BEN,Benin,75,Nickel and articles thereof,4490775.0
2015,BEN,Benin,75,Nickel and articles thereof,187.433
2013,BGD,Bangladesh,75,Nickel and articles thereof,39144.0
2015,BGD,Bangladesh,75,Nickel and articles thereof,79493.0
2017,BGD,Bangladesh,75,Nickel and articles thereof,843701.49
2018,BGD,Bangladesh,75,Nickel and articles thereof,586781.83
2013,BGR,Bulgaria,75,Nickel and articles thereof,12180431.0
2014,BGR,Bulgaria,75,Nickel and articles thereof,395464.0
2015,BGR,Bulgaria,75,Nickel and articles thereof,614624.0
2016,BGR,Bulgaria,75,Nickel and articles thereof,164924.348
2017,BGR,Bulgaria,75,Nickel and articles thereof,396615.252
2018,BGR,Bulgaria,75,Nickel and articles thereof,355322.647
2013,BHR,Bahrain,75,Nickel and articles thereof,142281.0
2014,BHR,Bahrain,75,Nickel and articles thereof,545822.0
2015,BHR,Bahrain,75,Nickel and articles thereof,929856.337
2016,BHR,Bahrain,75,Nickel and articles thereof,825226.087
2017,BHR,Bahrain,75,Nickel and articles thereof,417215.469
2018,BHR,Bahrain,75,Nickel and articles thereof,10961399.829
2015,BHS,Bahamas,75,Nickel and articles thereof,1162.0
2017,BHS,Bahamas,75,Nickel and articles thereof,4665.02
2013,BIH,Bosnia Herzegovina,75,Nickel and articles thereof,27621.0
2014,BIH,Bosnia Herzegovina,75,Nickel and articles thereof,12740.0
2015,BIH,Bosnia Herzegovina,75,Nickel and articles thereof,58958.0
2016,BIH,Bosnia Herzegovina,75,Nickel and articles thereof,30023.0
2017,BIH,Bosnia Herzegovina,75,Nickel and articles thereof,7232.91
2018,BIH,Bosnia Herzegovina,75,Nickel and articles thereof,2201.4
2013,BLR,Belarus,75,Nickel and articles thereof,419600.0
2014,BLR,Belarus,75,Nickel and articles thereof,300200.0
2015,BLR,Belarus,75,Nickel and articles thereof,1096200.0
2016,BLR,Belarus,75,Nickel and articles thereof,590100.0
2017,BLR,Belarus,75,Nickel and articles thereof,368400.0
2018,BLR,Belarus,75,Nickel and articles thereof,764900.0
2016,BMU,Bermuda,75,Nickel and articles thereof,173.0
2013,BOL,Bolivia (Plurinational State of),75,Nickel and articles thereof,50898.26
2014,BOL,Bolivia (Plurinational State of),75,Nickel and articles thereof,8223.11
2015,BOL,Bolivia (Plurinational State of),75,Nickel and articles thereof,5731.34
2016,BOL,Bolivia (Plurinational State of),75,Nickel and articles thereof,25940.46
2017,BOL,Bolivia (Plurinational State of),75,Nickel and articles thereof,3718.15
2013,BRA,Brazil,75,Nickel and articles thereof,448664745.0
2014,BRA,Brazil,75,Nickel and articles thereof,281930270.0
2015,BRA,Brazil,75,Nickel and articles thereof,255222425.0
2016,BRA,Brazil,75,Nickel and articles thereof,94235698.0
2017,BRA,Brazil,75,Nickel and articles thereof,55325692.0
2018,BRA,Brazil,75,Nickel and articles thereof,52271508.0
2013,BRB,Barbados,75,Nickel and articles thereof,7.0
2014,BRB,Barbados,75,Nickel and articles thereof,7.0
2016,BRB,Barbados,75,Nickel and articles thereof,2357.0
2017,BRB,Barbados,75,Nickel and articles thereof,30.0
2013,BRN,Brunei Darussalam,75,Nickel and articles thereof,4394.0
2014,BRN,Brunei Darussalam,75,Nickel and articles thereof,2159.0
2015,BRN,Brunei Darussalam,75,Nickel and articles thereof,1814.0
2016,BRN,Brunei Darussalam,75,Nickel and articles thereof,11789.0
2017,BRN,Brunei Darussalam,75,Nickel and articles thereof,7048.141
2018,BRN,Brunei Darussalam,75,Nickel and articles thereof,10317.684
2017,BTN,Bhutan,75,Nickel and articles thereof,12396.618
2013,BWA,Botswana,75,Nickel and articles thereof,433214915.482
2014,BWA,Botswana,75,Nickel and articles thereof,352060098.943
2015,BWA,Botswana,75,Nickel and articles thereof,320456308.564
2016,BWA,Botswana,75,Nickel and articles thereof,235238845.0
2017,BWA,Botswana,75,Nickel and articles thereof,182823.917
2018,BWA,Botswana,75,Nickel and articles thereof,116553.135
2013,CAN,Canada,75,Nickel and articles thereof,4612560919.0
2014,CAN,Canada,75,Nickel and articles thereof,4767997615.0
2015,CAN,Canada,75,Nickel and articles thereof,4126722917.208
2016,CAN,Canada,75,Nickel and articles thereof,3109173307.723
2017,CAN,Canada,75,Nickel and articles thereof,2841733299.96
2018,CAN,Canada,75,Nickel and articles thereof,3171568776.985
2013,CHE,Switzerland,75,Nickel and articles thereof,71606886.512
2014,CHE,Switzerland,75,Nickel and articles thereof,81302582.499
2015,CHE,Switzerland,75,Nickel and articles thereof,80658749.234
2016,CHE,Switzerland,75,Nickel and articles thereof,77860831.757
2017,CHE,Switzerland,75,Nickel and articles thereof,69133587.583
2018,CHE,Switzerland,75,Nickel and articles thereof,112189293.421
2013,CHL,Chile,75,Nickel and articles thereof,2591313.75
2014,CHL,Chile,75,Nickel and articles thereof,4368373.761
2015,CHL,Chile,75,Nickel and articles thereof,208006.413
2016,CHL,Chile,75,Nickel and articles thereof,98538.744
2017,CHL,Chile,75,Nickel and articles thereof,99675.838
2018,CHL,Chile,75,Nickel and articles thereof,202320.784
2013,CHN,China,75,Nickel and articles thereof,996863590.0
2014,CHN,China,75,Nickel and articles thereof,2213750552.0
2015,CHN,China,75,Nickel and articles thereof,764479749.0
2016,CHN,China,75,Nickel and articles thereof,325474967.0
2017,CHN,China,75,Nickel and articles thereof,417944179.0
2018,CHN,China,75,Nickel and articles thereof,450605143.0
2013,CIV,Côte d'Ivoire,75,Nickel and articles thereof,111468.126
2014,CIV,Côte d'Ivoire,75,Nickel and articles thereof,226.536
2015,CIV,Côte d'Ivoire,75,Nickel and articles thereof,780.077
2016,CIV,Côte d'Ivoire,75,Nickel and articles thereof,8399.199
2017,CIV,Côte d'Ivoire,75,Nickel and articles thereof,10815.872
2018,CIV,Côte d'Ivoire,75,Nickel and articles thereof,10939.67
2013,CMR,Cameroon,75,Nickel and articles thereof,2465.0
2014,CMR,Cameroon,75,Nickel and articles thereof,103.0
2015,CMR,Cameroon,75,Nickel and articles thereof,2622.0
2016,CMR,Cameroon,75,Nickel and articles thereof,46718.0
2017,CMR,Cameroon,75,Nickel and articles thereof,11932.713
2018,CMR,Cameroon,75,Nickel and articles thereof,13377.655
2013,COG,Congo,75,Nickel and articles thereof,3254.0
2014,COG,Congo,75,Nickel and articles thereof,66719.923
2015,COG,Congo,75,Nickel and articles thereof,240.09
2016,COG,Congo,75,Nickel and articles thereof,4103.849
2017,COG,Congo,75,Nickel and articles thereof,18020.101
2018,COG,Congo,75,Nickel and articles thereof,84243.705
2013,COL,Colombia,75,Nickel and articles thereof,542356.0
2014,COL,Colombia,75,Nickel and articles thereof,183756.0
2015,COL,Colombia,75,Nickel and articles thereof,87251.0
2016,COL,Colombia,75,Nickel and articles thereof,45361.0
2017,COL,Colombia,75,Nickel and articles thereof,132474.55
2018,COL,Colombia,75,Nickel and articles thereof,129834.6
2013,CRI,Costa Rica,75,Nickel and articles thereof,1251683.0
2014,CRI,Costa Rica,75,Nickel and articles thereof,6682151.0
2015,CRI,Costa Rica,75,Nickel and articles thereof,5093584.0
2016,CRI,Costa Rica,75,Nickel and articles thereof,2088120.0
2017,CRI,Costa Rica,75,Nickel and articles thereof,19321441.581
2018,CRI,Costa Rica,75,Nickel and articles thereof,16646789.77
2016,CUB,Cuba,75,Nickel and articles thereof,458278825.22
2018,CUW,Curaçao,75,Nickel and articles thereof,14078.173
2013,CYP,Cyprus,75,Nickel and articles thereof,33997.165
2014,CYP,Cyprus,75,Nickel and articles thereof,3427.533
2015,CYP,Cyprus,75,Nickel and articles thereof,933.1
2017,CYP,Cyprus,75,Nickel and articles thereof,2605819.347
2018,CYP,Cyprus,75,Nickel and articles thereof,140.534
2013,CZE,Czechia,75,Nickel and articles thereof,93745793.0
2014,CZE,Czechia,75,Nickel and articles thereof,118424781.0
2015,CZE,Czechia,75,Nickel and articles thereof,79532640.0
2016,CZE,Czechia,75,Nickel and articles thereof,48179045.0
2017,CZE,Czechia,75,Nickel and articles thereof,60777406.0
2018,CZE,Czechia,75,Nickel and articles thereof,70401749.0
2013,DEU,Germany,75,Nickel and articles thereof,1323887043.755
2014,DEU,Germany,75,Nickel and articles thereof,1394144487.049
2015,DEU,Germany,75,Nickel and articles thereof,1232238852.069
2016,DEU,Germany,75,Nickel and articles thereof,982810058.654
2017,DEU,Germany,75,Nickel and articles thereof,1196684690.083
2018,DEU,Germany,75,Nickel and articles thereof,1500272131.297
2013,DNK,Denmark,75,Nickel and articles thereof,1791207.0
2014,DNK,Denmark,75,Nickel and articles thereof,1349280.0
2015,DNK,Denmark,75,Nickel and articles thereof,3296281.0
2016,DNK,Denmark,75,Nickel and articles thereof,1646378.731
2017,DNK,Denmark,75,Nickel and articles thereof,1417722.364
2018,DNK,Denmark,75,Nickel and articles thereof,3837417.866
2013,DOM,Dominican Rep.,75,Nickel and articles thereof,184222.0
2014,DOM,Dominican Rep.,75,Nickel and articles thereof,6756.75
2015,DOM,Dominican Rep.,75,Nickel and articles thereof,12283.86
2016,DOM,Dominican Rep.,75,Nickel and articles thereof,5200.001
2017,DOM,Dominican Rep.,75,Nickel and articles thereof,378422.7
2018,DOM,Dominican Rep.,75,Nickel and articles thereof,27400.0
2015,DZA,Algeria,75,Nickel and articles thereof,263.0
2016,DZA,Algeria,75,Nickel and articles thereof,877.0
2017,DZA,Algeria,75,Nickel and articles thereof,952.99
2013,ECU,Ecuador,75,Nickel and articles thereof,13811.0
2014,ECU,Ecuador,75,Nickel and articles thereof,105633.0
2015,ECU,Ecuador,75,Nickel and articles thereof,117517.0
2016,ECU,Ecuador,75,Nickel and articles thereof,106143.0
2017,ECU,Ecuador,75,Nickel and articles thereof,9733.0
2018,ECU,Ecuador,75,Nickel and articles thereof,5549.019
2013,EGY,Egypt,75,Nickel and articles thereof,59104025.0
2014,EGY,Egypt,75,Nickel and articles thereof,40881577.0
2015,EGY,Egypt,75,Nickel and articles thereof,30007346.043
2016,EGY,Egypt,75,Nickel and articles thereof,17223679.729
2017,EGY,Egypt,75,Nickel and articles thereof,17733123.38
2018,EGY,Egypt,75,Nickel and articles thereof,15118041.31
2013,ESP,Spain,75,Nickel and articles thereof,30362747.224
2014,ESP,Spain,75,Nickel and articles thereof,39259258.858
2015,ESP,Spain,75,Nickel and articles thereof,38149565.428
2016,ESP,Spain,75,Nickel and articles thereof,32902349.451
