period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2004,AGO,Angola,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",58363807.966
2005,AGO,Angola,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",418084552.185
2006,AGO,Angola,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",684855553.164
2001,AIA,Anguilla,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",6548091.0
2002,AIA,Anguilla,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",6772334.0
2003,AIA,Anguilla,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",7998036.0
2004,AIA,Anguilla,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",10159471.0
2006,AIA,Anguilla,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",24537918.0
2001,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",132666256.0
2002,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",136366586.0
2003,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",160212507.0
2004,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",176819617.0
2005,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",225479541.0
2006,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",321005921.0
2001,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",45923089.0
2002,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",54476698.0
2003,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",67039692.0
2004,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",76336488.0
