period,reporterISO,reporterDesc,total_imports_usd
2021,ABW,Aruba,1169773934.344
2021,AGO,Angola,11378927920.701
2021,ALB,Albania,7734905145.339
2021,AND,Andorra,1563492399.55
2021,ARE,United Arab Emirates,347528997702.207
2021,ARG,Argentina,63183637614.17
2021,ARM,Armenia,5323905109.255
2021,ATG,Antigua and Barbuda,595524418.212
2021,AUS,Australia,261586379464.768
2021,AUT,Austria,210913061446.332
2021,AZE,Azerbaijan,11695932184.3
2021,BDI,Burundi,1025017811.213
2021,BEL,Belgium,393947911334.252
2021,BEN,Benin,3421838432.052
2021,BFA,Burkina Faso,4709930446.832
2021,BGR,Bulgaria,46395777342.428
2021,BHR,Bahrain,14135237381.753
2021,BHS,Bahamas,3482581191.0
2021,BIH,Bosnia Herzegovina,13028951612.9
2021,BLR,Belarus,41810690400.0
2021,BLZ,Belize,1061421282.448
2021,BMU,Bermuda,1055206248.22
2021,BOL,Bolivia (Plurinational State of),9618073964.67
2021,BRA,Brazil,234690442199.0
2021,BRB,Barbados,1673255487.5
2021,BRN,Brunei Darussalam,8574738526.0
2021,BWA,Botswana,8462769246.193
2021,CAF,Central African Rep.,485045021.133
2021,CAN,Canada,491691971781.561
2021,CHE,Switzerland,323356086951.794
2021,CHL,Chile,92190957181.481
2021,CHN,China,2679412024390.0
2021,CIV,Côte d'Ivoire,13966067383.136
2021,CMR,Cameroon,6966293016.781
2021,COD,Dem. Rep. of the Congo,7214011129.616
2021,COG,Congo,2351503115.336
2021,COL,Colombia,61098589560.26
2021,COM,Comoros,326486668.102
2021,CPV,Cabo Verde,1281883198.877
2021,CRI,Costa Rica,18428113840.58
2021,CUB,Cuba,8431206697.96
2021,CYM,Cayman Isds,1535973723.621
2021,CYP,Cyprus,10319375229.352
2021,CZE,Czechia,212480637162.0
2021,DEU,Germany,1424674986141.296
2021,DJI,Djibouti,3971928231.423
2021,DMA,Dominica,190370756.666
2021,DNK,Denmark,122963302054.023
2021,DOM,Dominican Rep.,24186670739.513
2021,ECU,Ecuador,25687187046.213
2021,EGY,Egypt,89206204635.236
2021,ESP,Spain,426059816727.044
2021,EST,Estonia,24203348934.94
2021,ETH,Ethiopia,15284934933.46
2021,FIN,Finland,86263574423.987
2021,FJI,Fiji,2115649940.485
2021,FRA,France,693189467354.122
2021,GAB,Gabon,3646230358.347
2021,GBR,United Kingdom,688236538506.736
2021,GEO,Georgia,10098566979.08
2021,GHA,Ghana,17848192165.582
2021,GMB,Gambia,708379309.7
2021,GRC,Greece,77285028307.198
2021,GRD,Grenada,446676290.664
2021,GTM,Guatemala,26593808327.0
2021,GUY,Guyana,4372370331.587
2021,HKG,"China, Hong Kong SAR",713173047238.355
2021,HND,Honduras,11630877995.9
2021,HRV,Croatia,33735256498.0
2021,HUN,Hungary,139132012128.0
2021,IDN,Indonesia,196223282177.0
2021,IND,India,570402004491.755
2021,IRL,Ireland,122740450772.83
2021,IRN,Iran,52957971518.342
2021,ISL,Iceland,7838072416.615
2021,ISR,Israel,92158602000.0
2021,ITA,Italy,568202425245.631
2021,JAM,Jamaica,5970850078.167
2021,JOR,Jordan,21542434567.316
2021,JPN,Japan,772276197103.327
2021,KAZ,Kazakhstan,27751611648.929
2021,KEN,Kenya,19594117729.988
2021,KGZ,Kyrgyzstan,5580186463.0
2021,KHM,Cambodia,25202224152.68
2021,KIR,Kiribati,173827803.661
2021,KOR,Rep. of Korea,615072659909.0
2021,KWT,Kuwait,31885707161.0
2021,LAO,Lao People's Dem. Rep.,5871286079.03
2021,LBN,Lebanon,13856703728.0
2021,LBR,Liberia,1701153714.939
2021,LKA,Sri Lanka,21501894170.163
2021,LSO,Lesotho,1667948698.666
2021,LTU,Lithuania,44476452628.43
2021,LUX,Luxembourg,25537148234.7
2021,LVA,Latvia,22404145591.852
2021,MAC,"China, Macao SAR",19346654858.508
2021,MAR,Morocco,58677639334.211
2021,MDA,Rep. of Moldova,7176764126.0
2021,MDG,Madagascar,4408227174.745
2021,MDV,Maldives,2573550735.388
2021,MEX,Mexico,505715615701.0
2021,MKD,North Macedonia,11389533968.13
2021,MLI,Mali,5764673334.921
2021,MLT,Malta,7140682683.534
2021,MMR,Myanmar,14326567729.281
2021,MNE,Montenegro,2945526101.317
2021,MNG,Mongolia,6844468531.87
