period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2000,AIA,Anguilla,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",6989734.0
1996,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",24009276.0
1997,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",20898342.0
1998,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",32134664.0
1999,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",43475781.0
2000,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",98348640.0
1995,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",36640904.0
1996,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",39305464.0
1997,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",37172456.0
1998,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",38083112.0
1999,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",32690313.0
2000,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",44703519.0
1998,ANT,Netherlands Antilles (...2010),27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1206670720.0
1999,ARE,United Arab Emirates,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",238842198.0
2000,ARE,United Arab Emirates,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",211224141.0
1995,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",844285760.0
1996,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",864331456.0
1997,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",898112576.0
1998,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",798577984.0
1999,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",676003859.0
2000,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",927827214.0
