period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
1995,ZA1,Southern African Customs Union (...1999),80,Tin; articles thereof,1265235.0
1996,ZA1,Southern African Customs Union (...1999),80,Tin; articles thereof,1324939.0
1997,ZA1,Southern African Customs Union (...1999),80,Tin; articles thereof,2160449.0
1998,ZA1,Southern African Customs Union (...1999),80,Tin; articles thereof,1290080.0
1999,ZA1,Southern African Customs Union (...1999),80,Tin; articles thereof,1850649.0
2000,ZAF,South Africa,80,Tin; articles thereof,4850652.0
1996,ZMB,Zambia,80,Tin; articles thereof,10777.0
1998,ZMB,Zambia,80,Tin; articles thereof,658454.0
1999,ZMB,Zambia,80,Tin; articles thereof,1866.0
2000,ZMB,Zambia,80,Tin; articles thereof,1271.0
1995,ZWE,Zimbabwe,80,Tin; articles thereof,12285.0
2000,ZWE,Zimbabwe,80,Tin; articles thereof,1878.7
