period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2019,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",898.883
2020,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",9090.503
2021,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",3879.888
2022,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",4662.011
2023,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1202.235
2019,AFG,Afghanistan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",19003214.16
2019,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",16586730.395
2020,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",31165278.28
2021,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",46892142.378
2022,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",93822361.065
2023,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",43029356.382
2019,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",72361670.862
2020,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",78726279.933
2021,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",89035404.953
2022,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",73140746.386
2023,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",103762104.94
2019,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1734149.422
2020,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",332326.621
2021,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",346695.931
2022,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",278137.237
2023,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",268475.516
2019,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1261378722.46
2020,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1054189566.097
2021,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1529920350.573
2022,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1531479651.493
2023,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1499560728.072
2019,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",85902820.0
2020,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",84402304.19
2021,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",87585021.12
2022,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",96579724.4
2023,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",108833700.43
2019,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8887960.63
2020,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",6438974.71
2021,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7477311.51
2022,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7580399.9
2023,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",10540733.15
2019,ATG,Antigua and Barbuda,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1474.074
2020,ATG,Antigua and Barbuda,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1.852
2021,ATG,Antigua and Barbuda,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",15804.711
2022,ATG,Antigua and Barbuda,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2739.481
2023,ATG,Antigua and Barbuda,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",407.407
2019,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1185417886.348
2020,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",795995794.587
2021,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1457175579.47
2022,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8582568955.212
2023,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",12815697510.315
2019,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",398819685.786
2020,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",407936516.639
2021,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",475401921.178
2022,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",472719240.69
2023,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",544469028.08
2019,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",31685623.49
2020,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",27084329.42
2021,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",38553941.53
2022,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",58700014.63
2023,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",75955163.13
2019,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",42586.829
2020,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",55411.48
2021,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",37427.657
2022,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",36164.984
2023,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",68306.607
2019,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",986808758.538
2020,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",892131891.948
2021,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1017873208.031
2022,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1003169633.942
2023,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1020446009.256
2019,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",24852782.436
2020,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",18385642.146
2021,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",12097129.747
2022,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1921083.534
2023,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1300385.715
2019,BFA,Burkina Faso,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8556328.741
2020,BFA,Burkina Faso,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",31006754.732
2021,BFA,Burkina Faso,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",37954363.143
2022,BFA,Burkina Faso,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",83188959.657
