period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2019,ABW,Aruba,80,Tin; articles thereof,6251.396
2020,ABW,Aruba,80,Tin; articles thereof,7485.475
2021,ABW,Aruba,80,Tin; articles thereof,6275.419
2022,ABW,Aruba,80,Tin; articles thereof,6122.905
2023,ABW,Aruba,80,Tin; articles thereof,1777.095
2019,AGO,Angola,80,Tin; articles thereof,543102.45
2020,AGO,Angola,80,Tin; articles thereof,180244.547
2021,AGO,Angola,80,Tin; articles thereof,413752.316
2022,AGO,Angola,80,Tin; articles thereof,475059.854
2023,AGO,Angola,80,Tin; articles thereof,1792205.271
2019,ALB,Albania,80,Tin; articles thereof,80023.346
2020,ALB,Albania,80,Tin; articles thereof,65184.874
2021,ALB,Albania,80,Tin; articles thereof,138685.457
2022,ALB,Albania,80,Tin; articles thereof,212071.396
2023,ALB,Albania,80,Tin; articles thereof,213215.174
2019,AND,Andorra,80,Tin; articles thereof,1449.191
2020,AND,Andorra,80,Tin; articles thereof,2439.583
2021,AND,Andorra,80,Tin; articles thereof,1990.037
2022,AND,Andorra,80,Tin; articles thereof,341.692
2023,AND,Andorra,80,Tin; articles thereof,1421.863
2019,ARE,United Arab Emirates,80,Tin; articles thereof,11117338.055
2020,ARE,United Arab Emirates,80,Tin; articles thereof,9087754.0
2021,ARE,United Arab Emirates,80,Tin; articles thereof,16688273.375
2022,ARE,United Arab Emirates,80,Tin; articles thereof,15038854.537
2023,ARE,United Arab Emirates,80,Tin; articles thereof,25607138.953
2019,ARG,Argentina,80,Tin; articles thereof,8805158.02
2020,ARG,Argentina,80,Tin; articles thereof,21136281.64
2021,ARG,Argentina,80,Tin; articles thereof,26573008.53
2022,ARG,Argentina,80,Tin; articles thereof,18094125.97
2023,ARG,Argentina,80,Tin; articles thereof,18018123.85
2019,ARM,Armenia,80,Tin; articles thereof,89540.55
2020,ARM,Armenia,80,Tin; articles thereof,30975.07
2021,ARM,Armenia,80,Tin; articles thereof,107638.35
2022,ARM,Armenia,80,Tin; articles thereof,394799.72
2023,ARM,Armenia,80,Tin; articles thereof,230007.63
2019,ATG,Antigua and Barbuda,80,Tin; articles thereof,720.356
2020,ATG,Antigua and Barbuda,80,Tin; articles thereof,1177.7
2021,ATG,Antigua and Barbuda,80,Tin; articles thereof,819.952
2022,ATG,Antigua and Barbuda,80,Tin; articles thereof,137.033
2023,ATG,Antigua and Barbuda,80,Tin; articles thereof,1452.667
2019,AUS,Australia,80,Tin; articles thereof,11411985.361
2020,AUS,Australia,80,Tin; articles thereof,10293503.629
2021,AUS,Australia,80,Tin; articles thereof,17678393.578
2022,AUS,Australia,80,Tin; articles thereof,18787982.038
2023,AUS,Australia,80,Tin; articles thereof,11989733.84
2019,AUT,Austria,80,Tin; articles thereof,69344540.152
2020,AUT,Austria,80,Tin; articles thereof,58714181.628
2021,AUT,Austria,80,Tin; articles thereof,121610393.572
2022,AUT,Austria,80,Tin; articles thereof,128851466.329
2023,AUT,Austria,80,Tin; articles thereof,106517333.108
2019,AZE,Azerbaijan,80,Tin; articles thereof,29933.16
2020,AZE,Azerbaijan,80,Tin; articles thereof,362797.09
2021,AZE,Azerbaijan,80,Tin; articles thereof,11018.4
2022,AZE,Azerbaijan,80,Tin; articles thereof,197436.98
2023,AZE,Azerbaijan,80,Tin; articles thereof,312240.19
2019,BDI,Burundi,80,Tin; articles thereof,66.21
2020,BDI,Burundi,80,Tin; articles thereof,211.181
2021,BDI,Burundi,80,Tin; articles thereof,6932.65
2022,BDI,Burundi,80,Tin; articles thereof,2476.879
2023,BDI,Burundi,80,Tin; articles thereof,2655.786
2019,BEL,Belgium,80,Tin; articles thereof,132049475.386
2020,BEL,Belgium,80,Tin; articles thereof,102347266.406
2021,BEL,Belgium,80,Tin; articles thereof,199615030.685
2022,BEL,Belgium,80,Tin; articles thereof,231685470.375
2023,BEL,Belgium,80,Tin; articles thereof,189646758.15
2019,BEN,Benin,80,Tin; articles thereof,384.438
2020,BEN,Benin,80,Tin; articles thereof,7911.406
2021,BEN,Benin,80,Tin; articles thereof,2122.259
2022,BEN,Benin,80,Tin; articles thereof,51511.191
2023,BEN,Benin,80,Tin; articles thereof,14135.938
2019,BFA,Burkina Faso,80,Tin; articles thereof,5411.472
2021,BFA,Burkina Faso,80,Tin; articles thereof,1082.443
2023,BFA,Burkina Faso,80,Tin; articles thereof,6899.807
2019,BGR,Bulgaria,80,Tin; articles thereof,7156452.977
2020,BGR,Bulgaria,80,Tin; articles thereof,4397127.752
2021,BGR,Bulgaria,80,Tin; articles thereof,12347916.573
2022,BGR,Bulgaria,80,Tin; articles thereof,12983445.995
2023,BGR,Bulgaria,80,Tin; articles thereof,6800338.638
2019,BHR,Bahrain,80,Tin; articles thereof,735496.86
2020,BHR,Bahrain,80,Tin; articles thereof,677822.0
2021,BHR,Bahrain,80,Tin; articles thereof,426130.318
2022,BHR,Bahrain,80,Tin; articles thereof,960610.13
2023,BHR,Bahrain,80,Tin; articles thereof,889504.513
2019,BHS,Bahamas,80,Tin; articles thereof,94204.334
2020,BHS,Bahamas,80,Tin; articles thereof,63506.0
2021,BHS,Bahamas,80,Tin; articles thereof,232910.0
2022,BHS,Bahamas,80,Tin; articles thereof,110389.0
2023,BHS,Bahamas,80,Tin; articles thereof,59719.0
2019,BIH,Bosnia Herzegovina,80,Tin; articles thereof,18336408.67
2020,BIH,Bosnia Herzegovina,80,Tin; articles thereof,12533592.19
2021,BIH,Bosnia Herzegovina,80,Tin; articles thereof,25205427.58
2022,BIH,Bosnia Herzegovina,80,Tin; articles thereof,29350766.77
2023,BIH,Bosnia Herzegovina,80,Tin; articles thereof,20791398.382
2019,BLR,Belarus,80,Tin; articles thereof,2547500.0
2020,BLR,Belarus,80,Tin; articles thereof,2675200.0
2021,BLR,Belarus,80,Tin; articles thereof,4827300.0
2019,BLZ,Belize,80,Tin; articles thereof,5791.18
2020,BLZ,Belize,80,Tin; articles thereof,1445.81
2021,BLZ,Belize,80,Tin; articles thereof,7108.885
2022,BLZ,Belize,80,Tin; articles thereof,4226.975
2023,BLZ,Belize,80,Tin; articles thereof,2962.855
2019,BMU,Bermuda,80,Tin; articles thereof,10251.82
2020,BMU,Bermuda,80,Tin; articles thereof,7257.08
2021,BMU,Bermuda,80,Tin; articles thereof,9576.09
2022,BMU,Bermuda,80,Tin; articles thereof,58079.55
2023,BMU,Bermuda,80,Tin; articles thereof,26305.16
2019,BOL,Bolivia (Plurinational State of),80,Tin; articles thereof,364741.97
2020,BOL,Bolivia (Plurinational State of),80,Tin; articles thereof,187174.46
2021,BOL,Bolivia (Plurinational State of),80,Tin; articles thereof,185477.74
2022,BOL,Bolivia (Plurinational State of),80,Tin; articles thereof,14917.0
2023,BOL,Bolivia (Plurinational State of),80,Tin; articles thereof,50880.0
2019,BRA,Brazil,80,Tin; articles thereof,7964125.0
2020,BRA,Brazil,80,Tin; articles thereof,5439250.0
2021,BRA,Brazil,80,Tin; articles thereof,10478208.0
2022,BRA,Brazil,80,Tin; articles thereof,9024222.0
2023,BRA,Brazil,80,Tin; articles thereof,14724952.0
2019,BRB,Barbados,80,Tin; articles thereof,2714225.0
2020,BRB,Barbados,80,Tin; articles thereof,2066527.5
2021,BRB,Barbados,80,Tin; articles thereof,2197273.5
2022,BRB,Barbados,80,Tin; articles thereof,2849072.5
2023,BRB,Barbados,80,Tin; articles thereof,2880825.5
2019,BRN,Brunei Darussalam,80,Tin; articles thereof,19495.2
2020,BRN,Brunei Darussalam,80,Tin; articles thereof,26800.4
2021,BRN,Brunei Darussalam,80,Tin; articles thereof,16384.56
2022,BRN,Brunei Darussalam,80,Tin; articles thereof,8504.257
2023,BRN,Brunei Darussalam,80,Tin; articles thereof,12894.247
2019,BTN,Bhutan,80,Tin; articles thereof,2230.383
2020,BTN,Bhutan,80,Tin; articles thereof,1766.247
2022,BTN,Bhutan,80,Tin; articles thereof,2629.02
2023,BTN,Bhutan,80,Tin; articles thereof,3738.001
2019,BWA,Botswana,80,Tin; articles thereof,145600.995
2020,BWA,Botswana,80,Tin; articles thereof,16425.857
2021,BWA,Botswana,80,Tin; articles thereof,19028.865
2022,BWA,Botswana,80,Tin; articles thereof,16458.496
2023,BWA,Botswana,80,Tin; articles thereof,11392.007
2019,CAF,Central African Rep.,80,Tin; articles thereof,554.694
2021,CAF,Central African Rep.,80,Tin; articles thereof,9836.241
2023,CAF,Central African Rep.,80,Tin; articles thereof,21203.533
2019,CAN,Canada,80,Tin; articles thereof,51983746.936
2020,CAN,Canada,80,Tin; articles thereof,45806680.921
2021,CAN,Canada,80,Tin; articles thereof,112291762.441
2022,CAN,Canada,80,Tin; articles thereof,97753015.815
2023,CAN,Canada,80,Tin; articles thereof,64958973.546
2019,CHE,Switzerland,80,Tin; articles thereof,9711553.311
2020,CHE,Switzerland,80,Tin; articles thereof,5554208.893
2021,CHE,Switzerland,80,Tin; articles thereof,8208379.441
2022,CHE,Switzerland,80,Tin; articles thereof,10051719.465
2023,CHE,Switzerland,80,Tin; articles thereof,6793742.343
2019,CHL,Chile,80,Tin; articles thereof,5796930.161
2020,CHL,Chile,80,Tin; articles thereof,5099772.032
2021,CHL,Chile,80,Tin; articles thereof,8782663.729
2022,CHL,Chile,80,Tin; articles thereof,8098596.232
2023,CHL,Chile,80,Tin; articles thereof,4864970.918
2019,CHN,China,80,Tin; articles thereof,159022706.0
2020,CHN,China,80,Tin; articles thereof,410548964.0
2021,CHN,China,80,Tin; articles thereof,283619737.0
2022,CHN,China,80,Tin; articles thereof,1149913378.0
2023,CHN,China,80,Tin; articles thereof,994716335.0
2019,CIV,Côte d'Ivoire,80,Tin; articles thereof,21921.357
2020,CIV,Côte d'Ivoire,80,Tin; articles thereof,29118.56
2021,CIV,Côte d'Ivoire,80,Tin; articles thereof,28898.178
2022,CIV,Côte d'Ivoire,80,Tin; articles thereof,65849.242
