reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
ARE,2002,2716,137598.0,United Arab Emirates,Electrical energy
ARE,2003,2716,2116.0,United Arab Emirates,Electrical energy
ARE,2004,2716,58257.0,United Arab Emirates,Electrical energy
ARE,2005,2716,1387844.0,United Arab Emirates,Electrical energy
ARG,2001,2716,147309407.0,Argentina,Electrical energy
ARG,2002,2716,66914152.0,Argentina,Electrical energy
ARG,2003,2716,36655051.0,Argentina,Electrical energy
ARG,2004,2716,97627117.0,Argentina,Electrical energy
ARG,2005,2716,100345495.0,Argentina,Electrical energy
ARG,2006,2716,193174994.0,Argentina,Electrical energy
ARM,2001,2716,16633024.0,Armenia,Electrical energy
ARM,2002,2716,13427092.0,Armenia,Electrical energy
ARM,2003,2716,10983446.0,Armenia,Electrical energy
ARM,2004,2716,19043149.0,Armenia,Electrical energy
ARM,2005,2716,17877392.0,Armenia,Electrical energy
ARM,2006,2716,17416912.0,Armenia,Electrical energy
AUT,2001,2716,829753410.0,Austria,Electrical energy
AUT,2002,2716,1262564699.0,Austria,Electrical energy
AUT,2003,2716,1656577434.0,Austria,Electrical energy
AUT,2004,2716,2554542956.0,Austria,Electrical energy
AUT,2005,2716,3833804989.0,Austria,Electrical energy
AUT,2006,2716,5156767813.0,Austria,Electrical energy
AZE,2001,2716,4463595.0,Azerbaijan,Electrical energy
AZE,2002,2716,18926701.0,Azerbaijan,Electrical energy
AZE,2003,2716,11265338.0,Azerbaijan,Electrical energy
AZE,2004,2716,4654835.0,Azerbaijan,Electrical energy
AZE,2005,2716,20756896.0,Azerbaijan,Electrical energy
AZE,2006,2716,18973844.0,Azerbaijan,Electrical energy
BEL,2001,2716,325636003.0,Belgium,Electrical energy
BEL,2002,2716,302300431.0,Belgium,Electrical energy
BEL,2003,2716,287585604.0,Belgium,Electrical energy
BEL,2004,2716,325210760.0,Belgium,Electrical energy
BEL,2005,2716,489929888.0,Belgium,Electrical energy
BEL,2006,2716,624944908.0,Belgium,Electrical energy
BGD,2006,2716,51.0,Bangladesh,Electrical energy
BIH,2003,2716,46767266.0,Bosnia Herzegovina,Electrical energy
BIH,2004,2716,88272472.0,Bosnia Herzegovina,Electrical energy
BIH,2005,2716,93063058.0,Bosnia Herzegovina,Electrical energy
BIH,2006,2716,167281981.0,Bosnia Herzegovina,Electrical energy
BLR,2001,2716,919700.0,Belarus,Electrical energy
BLR,2002,2716,4281000.0,Belarus,Electrical energy
BLR,2003,2716,13793000.0,Belarus,Electrical energy
BLR,2004,2716,17365900.0,Belarus,Electrical energy
BLR,2005,2716,20998300.0,Belarus,Electrical energy
BLR,2006,2716,31666500.0,Belarus,Electrical energy
BOL,2001,2716,25634.0,Bolivia (Plurinational State of),Electrical energy
BOL,2002,2716,4873.36,Bolivia (Plurinational State of),Electrical energy
BOL,2003,2716,15977.2,Bolivia (Plurinational State of),Electrical energy
BOL,2004,2716,18790.95,Bolivia (Plurinational State of),Electrical energy
BOL,2005,2716,16188.95,Bolivia (Plurinational State of),Electrical energy
BTN,2005,2716,78057056.0,Bhutan,Electrical energy
BTN,2006,2716,109842705.0,Bhutan,Electrical energy
BWA,2002,2716,1419.0,Botswana,Electrical energy
CAN,2001,2716,2725121531.0,Canada,Electrical energy
CAN,2002,2716,1155183151.0,Canada,Electrical energy
CAN,2003,2716,1323045556.0,Canada,Electrical energy
CAN,2004,2716,1544923509.0,Canada,Electrical energy
CAN,2005,2716,2568246682.0,Canada,Electrical energy
CAN,2006,2716,2112639708.0,Canada,Electrical energy
CHE,2002,2716,1602499765.659,Switzerland,Electrical energy
CHE,2003,2716,1792610779.109,Switzerland,Electrical energy
CHE,2004,2716,1921227873.133,Switzerland,Electrical energy
CHE,2005,2716,2326837666.748,Switzerland,Electrical energy
CHE,2006,2716,3152636549.133,Switzerland,Electrical energy
CHN,2001,2716,655549474.0,China,Electrical energy
CHN,2002,2716,618383683.0,China,Electrical energy
CHN,2003,2716,683429548.0,China,Electrical energy
CHN,2004,2716,609782897.0,China,Electrical energy
CHN,2005,2716,716680783.0,China,Electrical energy
CHN,2006,2716,723020601.0,China,Electrical energy
COL,2001,2716,1379513.0,Colombia,Electrical energy
COL,2002,2716,8224495.0,Colombia,Electrical energy
COL,2003,2716,63094319.0,Colombia,Electrical energy
COL,2004,2716,92709067.0,Colombia,Electrical energy
COL,2005,2716,157367478.0,Colombia,Electrical energy
COL,2006,2716,129088087.0,Colombia,Electrical energy
CZE,2001,2716,197834354.0,Czechia,Electrical energy
CZE,2002,2716,284135298.0,Czechia,Electrical energy
CZE,2003,2716,444649689.0,Czechia,Electrical energy
CZE,2004,2716,622242228.0,Czechia,Electrical energy
CZE,2005,2716,728742827.0,Czechia,Electrical energy
CZE,2006,2716,949056085.0,Czechia,Electrical energy
DEU,2001,2716,679357000.0,Germany,Electrical energy
DEU,2002,2716,591993000.0,Germany,Electrical energy
DEU,2003,2716,795085000.0,Germany,Electrical energy
DEU,2004,2716,1323641000.0,Germany,Electrical energy
DEU,2005,2716,912171000.0,Germany,Electrical energy
DEU,2006,2716,4522505000.0,Germany,Electrical energy
DNK,2001,2716,135886634.0,Denmark,Electrical energy
DNK,2002,2716,320319154.0,Denmark,Electrical energy
DNK,2003,2716,406201650.0,Denmark,Electrical energy
DNK,2004,2716,385867054.0,Denmark,Electrical energy
DNK,2005,2716,503585387.0,Denmark,Electrical energy
DNK,2006,2716,751582755.0,Denmark,Electrical energy
DZA,2001,2716,1898609.0,Algeria,Electrical energy
DZA,2002,2716,1658306.0,Algeria,Electrical energy
DZA,2003,2716,420809.0,Algeria,Electrical energy
ESP,2001,2716,97704803.635,Spain,Electrical energy
ESP,2002,2716,105425298.021,Spain,Electrical energy
ESP,2003,2716,270017651.306,Spain,Electrical energy
ESP,2004,2716,637671027.665,Spain,Electrical energy
ESP,2005,2716,518793371.638,Spain,Electrical energy
ESP,2006,2716,278868116.345,Spain,Electrical energy
EST,2001,2716,14180379.0,Estonia,Electrical energy
EST,2002,2716,23419005.0,Estonia,Electrical energy
EST,2003,2716,46332969.0,Estonia,Electrical energy
EST,2004,2716,57195692.81,Estonia,Electrical energy
EST,2005,2716,51566278.97,Estonia,Electrical energy
EST,2006,2716,32280500.83,Estonia,Electrical energy
FIN,2001,2716,35694526.0,Finland,Electrical energy
FIN,2002,2716,16847110.0,Finland,Electrical energy
FIN,2003,2716,268160668.0,Finland,Electrical energy
FIN,2004,2716,254005926.0,Finland,Electrical energy
FIN,2005,2716,32679539.0,Finland,Electrical energy
FIN,2006,2716,175109665.0,Finland,Electrical energy
FRA,2001,2716,2686522934.0,France,Electrical energy
FRA,2002,2716,2864098744.0,France,Electrical energy
FRA,2003,2716,3107673818.0,France,Electrical energy
FRA,2004,2716,3727016905.0,France,Electrical energy
FRA,2005,2716,4349080847.0,France,Electrical energy
FRA,2006,2716,3905140969.0,France,Electrical energy
GBR,2001,2716,3707985.0,United Kingdom,Electrical energy
GBR,2002,2716,141471972.0,United Kingdom,Electrical energy
GBR,2003,2716,276711674.0,United Kingdom,Electrical energy
GBR,2004,2716,283726272.0,United Kingdom,Electrical energy
GBR,2005,2716,184301483.0,United Kingdom,Electrical energy
GBR,2006,2716,190786122.0,United Kingdom,Electrical energy
GEO,2001,2716,12452000.0,Georgia,Electrical energy
GEO,2002,2716,6532700.0,Georgia,Electrical energy
GEO,2003,2716,4532600.0,Georgia,Electrical energy
GEO,2005,2716,3117769.0,Georgia,Electrical energy
GEO,2006,2716,2297511.0,Georgia,Electrical energy
GHA,2001,2716,12791074.0,Ghana,Electrical energy
GHA,2003,2716,504.0,Ghana,Electrical energy
GMB,2003,2716,288.733,Gambia,Electrical energy
GRC,2003,2716,1294921.0,Greece,Electrical energy
GRC,2005,2716,10432136.0,Greece,Electrical energy
GRC,2006,2716,23728964.0,Greece,Electrical energy
GTM,2001,2716,20625168.0,Guatemala,Electrical energy
GTM,2006,2716,936798.0,Guatemala,Electrical energy
HKG,2001,2716,95626208.0,"China, Hong Kong SAR",Electrical energy
HKG,2002,2716,129855609.0,"China, Hong Kong SAR",Electrical energy
HKG,2003,2716,169863535.0,"China, Hong Kong SAR",Electrical energy
HKG,2004,2716,184020692.0,"China, Hong Kong SAR",Electrical energy
HKG,2005,2716,251870325.0,"China, Hong Kong SAR",Electrical energy
HKG,2006,2716,254300305.0,"China, Hong Kong SAR",Electrical energy
HND,2002,2716,520.0,Honduras,Electrical energy
HRV,2001,2716,7401351.0,Croatia,Electrical energy
HRV,2002,2716,3133711.0,Croatia,Electrical energy
HRV,2003,2716,9432161.0,Croatia,Electrical energy
HRV,2004,2716,53403165.0,Croatia,Electrical energy
HRV,2005,2716,130814647.0,Croatia,Electrical energy
HRV,2006,2716,132513246.0,Croatia,Electrical energy
HUN,2003,2716,23302000.0,Hungary,Electrical energy
HUN,2004,2716,38703000.0,Hungary,Electrical energy
HUN,2005,2716,162722000.0,Hungary,Electrical energy
HUN,2006,2716,280890000.0,Hungary,Electrical energy
IDN,2003,2716,36.0,Indonesia,Electrical energy
IDN,2006,2716,190476.0,Indonesia,Electrical energy
IND,2005,2716,32734.0,India,Electrical energy
IND,2006,2716,195.0,India,Electrical energy
IRL,2001,2716,15024.971,Ireland,Electrical energy
IRL,2002,2716,214910.099,Ireland,Electrical energy
IRL,2003,2716,3069000.247,Ireland,Electrical energy
IRL,2004,2716,14417167.55,Ireland,Electrical energy
IRL,2005,2716,21153088.333,Ireland,Electrical energy
IRL,2006,2716,41847945.707,Ireland,Electrical energy
IRN,2005,2716,8973.0,Iran,Electrical energy
ITA,2001,2716,41603939.946,Italy,Electrical energy
ITA,2002,2716,32990319.845,Italy,Electrical energy
ITA,2003,2716,22733042.696,Italy,Electrical energy
ITA,2004,2716,71756538.557,Italy,Electrical energy
ITA,2005,2716,78161005.293,Italy,Electrical energy
ITA,2006,2716,194394363.445,Italy,Electrical energy
KAZ,2001,2716,12513600.0,Kazakhstan,Electrical energy
KAZ,2002,2716,13319400.0,Kazakhstan,Electrical energy
KAZ,2003,2716,38777400.0,Kazakhstan,Electrical energy
KAZ,2004,2716,66969029.0,Kazakhstan,Electrical energy
KAZ,2005,2716,40358801.0,Kazakhstan,Electrical energy
KAZ,2006,2716,42644916.0,Kazakhstan,Electrical energy
KGZ,2001,2716,46821850.0,Kyrgyzstan,Electrical energy
KGZ,2002,2716,22039826.0,Kyrgyzstan,Electrical energy
KGZ,2003,2716,19179759.0,Kyrgyzstan,Electrical energy
KGZ,2004,2716,21902046.0,Kyrgyzstan,Electrical energy
KGZ,2005,2716,20447217.0,Kyrgyzstan,Electrical energy
KGZ,2006,2716,25076601.0,Kyrgyzstan,Electrical energy
LSO,2003,2716,275494.806,Lesotho,Electrical energy
LSO,2004,2716,2638142.628,Lesotho,Electrical energy
LSO,2005,2716,210810.141,Lesotho,Electrical energy
LSO,2006,2716,1476.619,Lesotho,Electrical energy
LTU,2001,2716,44435301.0,Lithuania,Electrical energy
LTU,2002,2716,81755892.0,Lithuania,Electrical energy
LTU,2003,2716,97140423.0,Lithuania,Electrical energy
LTU,2004,2716,107351977.0,Lithuania,Electrical energy
LTU,2005,2716,83516495.0,Lithuania,Electrical energy
LTU,2006,2716,42945325.0,Lithuania,Electrical energy
LUX,2001,2716,7244776.0,Luxembourg,Electrical energy
LUX,2002,2716,37732368.0,Luxembourg,Electrical energy
LUX,2003,2716,39896088.0,Luxembourg,Electrical energy
LUX,2004,2716,56722465.0,Luxembourg,Electrical energy
LUX,2005,2716,49577992.0,Luxembourg,Electrical energy
LUX,2006,2716,91122632.0,Luxembourg,Electrical energy
