period,reporterISO,reporterDesc,total_exports_usd
2011,NER,Niger,1080650285.0
2012,NER,Niger,1379849560.0
2007,NGA,Nigeria,53963110729.0
2008,NGA,Nigeria,81820518366.0
2009,NGA,Nigeria,49937459606.0
2010,NGA,Nigeria,86567912529.0
2011,NGA,Nigeria,125641031180.0
2012,NGA,Nigeria,143151182808.0
2007,NIC,Nicaragua,1194541019.0
2008,NIC,Nicaragua,2537600000.0
2009,NIC,Nicaragua,1393053781.0
2010,NIC,Nicaragua,1847628973.0
2011,NIC,Nicaragua,2280871939.0
2012,NIC,Nicaragua,4550646986.0
2007,NLD,Netherlands,477640553546.0
2008,NLD,Netherlands,545853405260.0
2009,NLD,Netherlands,431502452471.0
2010,NLD,Netherlands,492645871626.0
2011,NLD,Netherlands,569357970939.976
2012,NLD,Netherlands,552501890951.398
2007,NOR,Norway,135689374729.873
2008,NOR,Norway,168998885248.884
2009,NOR,Norway,116295912633.72
2010,NOR,Norway,130656792431.0
2011,NOR,Norway,160409821472.0
2012,NOR,Norway,160952207393.0
2009,NPL,Nepal,885999101.0
2010,NPL,Nepal,874201149.0
2011,NPL,Nepal,907633694.0
2012,NPL,Nepal,870663034.0
2007,NZL,New Zealand,26930933467.0
2008,NZL,New Zealand,30577985225.0
2009,NZL,New Zealand,24932601209.0
2010,NZL,New Zealand,31363410795.044
2011,NZL,New Zealand,37683591319.667
2012,NZL,New Zealand,37304685387.003
2007,OMN,Oman,24691545242.0
2008,OMN,Oman,37719141056.0
2009,OMN,Oman,27650631071.0
2010,OMN,Oman,36599577120.0
2011,OMN,Oman,47091872608.0
2012,OMN,Oman,52138225677.0
2007,PAK,Pakistan,17838406583.0
2008,PAK,Pakistan,20279045864.0
2009,PAK,Pakistan,17554698477.0
2010,PAK,Pakistan,21413102681.0
2011,PAK,Pakistan,25343768655.0
2012,PAK,Pakistan,24613675622.0
2007,PAN,Panama,8820595019.0
2008,PAN,Panama,9816620377.0
2009,PAN,Panama,10716686967.0
2010,PAN,Panama,10986602587.0
2011,PAN,Panama,15895615039.0
2012,PAN,Panama,16765633311.0
2007,PER,Peru,28084585255.0
2008,PER,Peru,31288211596.0
2009,PER,Peru,26738259539.0
2010,PER,Peru,38402212725.3
2011,PER,Peru,46386021919.4
2012,PER,Peru,52436073303.41
2007,PHL,Philippines,50465711125.0
2008,PHL,Philippines,49077539969.0
2009,PHL,Philippines,38435801947.0
2010,PHL,Philippines,51497514607.0
2011,PHL,Philippines,48042128759.0
2012,PHL,Philippines,51995223994.0
2012,PLW,Palau,8999371.0
2011,PNG,Papua New Guinea,5499319521.0
2012,PNG,Papua New Guinea,4517686274.0
2007,POL,Poland,138784983216.0
2008,POL,Poland,171859897632.0
2009,POL,Poland,136641304601.0
2010,POL,Poland,157064948463.0
2011,POL,Poland,188105090147.0
2012,POL,Poland,179603599442.0
2007,PRT,Portugal,52483606244.0
2008,PRT,Portugal,57246284833.0
2009,PRT,Portugal,44249979857.0
2010,PRT,Portugal,49414051268.0
2011,PRT,Portugal,59588301885.0
2012,PRT,Portugal,58140499722.0
2007,PRY,Paraguay,4723553436.0
2008,PRY,Paraguay,6407111559.0
2009,PRY,Paraguay,5079610331.0
2010,PRY,Paraguay,6516534823.0
2011,PRY,Paraguay,7776442112.0
2012,PRY,Paraguay,7282792069.0
2007,PSE,State of Palestine,512978999.976
2008,PSE,State of Palestine,558446027.474
2009,PSE,State of Palestine,518355481.9
2010,PSE,State of Palestine,575513117.245
2011,PSE,State of Palestine,745661492.0
2012,PSE,State of Palestine,782368754.0
2007,PYF,French Polynesia,167046650.0
2008,PYF,French Polynesia,195492836.0
2009,PYF,French Polynesia,148270991.0
2010,PYF,French Polynesia,153190887.0
2011,PYF,French Polynesia,149817861.0
2012,PYF,French Polynesia,139032342.0
2007,QAT,Qatar,42019942580.0
2008,QAT,Qatar,67307142966.0
2009,QAT,Qatar,48007107195.0
2010,QAT,Qatar,74964415453.0
2011,QAT,Qatar,114448131942.0
2012,QAT,Qatar,132913458118.1
2007,ROU,Romania,40470699878.66
2008,ROU,Romania,49673522431.9
2009,ROU,Romania,40578773628.79
2010,ROU,Romania,49413386103.0
2011,ROU,Romania,62692001406.0
2012,ROU,Romania,57904330434.0
2007,RUS,Russian Federation,352266398771.0
2008,RUS,Russian Federation,467993954576.0
2009,RUS,Russian Federation,301796058824.0
2010,RUS,Russian Federation,397067520996.0
2011,RUS,Russian Federation,516992618221.0
2012,RUS,Russian Federation,524766420613.0
2007,RWA,Rwanda,183512806.0
2008,RWA,Rwanda,398312202.0
2009,RWA,Rwanda,260659771.0
2010,RWA,Rwanda,240106360.01
2011,RWA,Rwanda,400075916.787
2012,RWA,Rwanda,387159969.279
2007,S19,"Other Asia, nes",246331459778.0
2008,S19,"Other Asia, nes",255055283514.0
2009,S19,"Other Asia, nes",203493849503.0
2010,S19,"Other Asia, nes",273705866278.0
2011,S19,"Other Asia, nes",306997986072.0
2012,S19,"Other Asia, nes",300621665704.0
2007,SAU,Saudi Arabia,232855982640.0
2008,SAU,Saudi Arabia,312999364049.0
2009,SAU,Saudi Arabia,191810272744.0
2010,SAU,Saudi Arabia,250577015621.0
2011,SAU,Saudi Arabia,364139418640.0
2012,SAU,Saudi Arabia,387373982617.0
2007,SDN,Sudan (...2011),8942632957.142
2008,SDN,Sudan (...2011),11809416527.376
2009,SDN,Sudan (...2011),7505948876.128
2010,SDN,Sudan (...2011),11529254971.0
2011,SDN,Sudan (...2011),8981722935.0
2012,SDN,Sudan,2449242451.0
2007,SEN,Senegal,1546256022.0
2008,SEN,Senegal,2170480818.0
2009,SEN,Senegal,2017385759.0
2010,SEN,Senegal,2085661790.556
2011,SEN,Senegal,2541704770.0
2012,SEN,Senegal,2531665004.0
2007,SGP,Singapore,301594913311.0
2008,SGP,Singapore,341079321209.0
2009,SGP,Singapore,271079917819.0
2010,SGP,Singapore,352553383051.719
2011,SGP,Singapore,416234570660.125
2012,SGP,Singapore,415615109732.498
2007,SLB,Solomon Isds,158469361.0
2008,SLB,Solomon Isds,214236820.0
2009,SLB,Solomon Isds,214590937.974
2010,SLB,Solomon Isds,215431983.0
2011,SLB,Solomon Isds,411539787.282
2012,SLB,Solomon Isds,466329200.845
2007,SLV,El Salvador,4014538645.07
2008,SLV,El Salvador,4641070493.28
2009,SLV,El Salvador,3866080098.33
2010,SLV,El Salvador,4499243252.2
2011,SLV,El Salvador,5308179072.07
2012,SLV,El Salvador,5339088393.31
2007,SRB,Serbia,8824700743.0
2008,SRB,Serbia,10972082013.0
2009,SRB,Serbia,8345076235.0
2010,SRB,Serbia,9794515799.0
2011,SRB,Serbia,11779477582.0
2012,SRB,Serbia,11229030695.0
2007,STP,Sao Tome and Principe,6729006.0
2008,STP,Sao Tome and Principe,10631930.0
2009,STP,Sao Tome and Principe,8116665.0
2010,STP,Sao Tome and Principe,6381277.0
2011,STP,Sao Tome and Principe,11041542.0
2012,STP,Sao Tome and Principe,6047150.0
2007,SUR,Suriname,1359057108.0
2008,SUR,Suriname,1743411464.0
2009,SUR,Suriname,1401838557.0
2010,SUR,Suriname,2025566568.0
2011,SUR,Suriname,2466871927.0
2012,SUR,Suriname,2380469008.0
2007,SVK,Slovakia,58036003409.0
2008,SVK,Slovakia,70188697344.0
2009,SVK,Slovakia,55553022159.0
2010,SVK,Slovakia,65289364866.118
2011,SVK,Slovakia,78998576809.608
2012,SVK,Slovakia,79913380317.268
2007,SVN,Slovenia,26551122023.0
2008,SVN,Slovenia,29252924301.0
2009,SVN,Slovenia,22405415273.0
2010,SVN,Slovenia,24434752222.0
2011,SVN,Slovenia,28984136412.0
2012,SVN,Slovenia,27080021571.0
2007,SWE,Sweden,169061476944.0
2008,SWE,Sweden,183880641872.0
2009,SWE,Sweden,131116175379.0
2010,SWE,Sweden,158410621989.0
2011,SWE,Sweden,186898110097.0
2012,SWE,Sweden,172437657005.592
2007,SWZ,Eswatini,1113277851.0
2008,SWZ,Eswatini,1129169441.434
2009,SWZ,Eswatini,1287619735.011
2010,SWZ,Eswatini,1532318696.44
2011,SWZ,Eswatini,2490946396.028
2012,SWZ,Eswatini,1844838445.307
2007,SYC,Seychelles,1042462289.073
2008,SYC,Seychelles,701947996.739
2009,SYC,Seychelles,331782665.962
2010,SYC,Seychelles,1252747027.827
2011,SYC,Seychelles,2806807397.743
2012,SYC,Seychelles,1968580674.57
2007,SYR,Syria,11545710211.0
2008,SYR,Syria,14380037906.0
2009,SYR,Syria,9693796900.0
2010,SYR,Syria,11352923632.0
2007,TCA,Turks and Caicos Isds,16256306.0
2008,TCA,Turks and Caicos Isds,24769254.0
2009,TCA,Turks and Caicos Isds,20757912.0
2011,TCA,Turks and Caicos Isds,8532611.0
2012,TCA,Turks and Caicos Isds,11830262.0
2007,TGO,Togo,280027793.0
2008,TGO,Togo,663560669.078
2009,TGO,Togo,737859596.53
2010,TGO,Togo,741368662.067
2011,TGO,Togo,990943083.256
2012,TGO,Togo,1113293032.068
2007,THA,Thailand,153571126168.0
2008,THA,Thailand,175907915349.0
2009,THA,Thailand,152497202591.0
2010,THA,Thailand,195311520256.0
2011,THA,Thailand,228823972691.0
2012,THA,Thailand,229544513253.0
2007,TON,Tonga,8048041.0
2008,TON,Tonga,9291996.0
2009,TON,Tonga,7798458.0
2010,TON,Tonga,8257026.0
2011,TON,Tonga,14392039.0
2012,TON,Tonga,15583106.0
2007,TTO,Trinidad and Tobago,13396245457.0
2008,TTO,Trinidad and Tobago,18650425228.0
2009,TTO,Trinidad and Tobago,9125970627.0
2010,TTO,Trinidad and Tobago,10981679472.0
2011,TTO,Trinidad and Tobago,14833927215.784
2012,TTO,Trinidad and Tobago,12864279970.053
2007,TUN,Tunisia,15165396232.0
2008,TUN,Tunisia,19319957405.0
2009,TUN,Tunisia,14445136032.0
2010,TUN,Tunisia,16426570438.0
2011,TUN,Tunisia,17846964540.0
2012,TUN,Tunisia,17007445910.0
2007,TUR,Türkiye,107271749904.0
2008,TUR,Türkiye,132027195626.0
2009,TUR,Türkiye,102142612603.0
2010,TUR,Türkiye,113883219184.0
2011,TUR,Türkiye,134906868830.0
2012,TUR,Türkiye,152461736556.0
2007,TZA,United Rep. of Tanzania,2139346909.0
2008,TZA,United Rep. of Tanzania,3121078906.0
2009,TZA,United Rep. of Tanzania,2982404782.0
2010,TZA,United Rep. of Tanzania,4050546445.0
2011,TZA,United Rep. of Tanzania,4734959519.0
2012,TZA,United Rep. of Tanzania,5547229200.0
2007,UGA,Uganda,1336668119.0
2008,UGA,Uganda,1724294808.0
2009,UGA,Uganda,1567614423.0
2010,UGA,Uganda,1618603260.0
2011,UGA,Uganda,2159077318.0
2012,UGA,Uganda,2357493248.0
2007,UKR,Ukraine,49294389698.0
2008,UKR,Ukraine,66952306463.0
2009,UKR,Ukraine,39695647589.0
2010,UKR,Ukraine,51430285576.0
2011,UKR,Ukraine,68393034211.0
2012,UKR,Ukraine,68694495448.0
2007,URY,Uruguay,4517549425.0
2008,URY,Uruguay,5941894999.0
2009,URY,Uruguay,5404763196.0
2010,URY,Uruguay,6724161707.0
2011,URY,Uruguay,7911749310.0
2012,URY,Uruguay,8709217341.0
2007,USA,USA,1162538149766.0
2008,USA,USA,1299898877213.0
2009,USA,USA,1056712078245.0
2010,USA,USA,1278099187391.0
2011,USA,USA,1481682201761.0
2012,USA,USA,1544932014357.0
2007,VCT,Saint Vincent and the Grenadines,47713695.0
2008,VCT,Saint Vincent and the Grenadines,52205585.0
2009,VCT,Saint Vincent and the Grenadines,49063774.0
2010,VCT,Saint Vincent and the Grenadines,41515805.0
2011,VCT,Saint Vincent and the Grenadines,38431984.0
2012,VCT,Saint Vincent and the Grenadines,43042465.0
2008,VEN,Venezuela,83477843236.0
2009,VEN,Venezuela,56583100316.0
2010,VEN,Venezuela,66962672650.0
2011,VEN,Venezuela,91094183485.0
2012,VEN,Venezuela,95034872067.0
2007,VNM,Viet Nam,48561343186.0
2008,VNM,Viet Nam,62685129696.0
2009,VNM,Viet Nam,57096274457.0
2010,VNM,Viet Nam,72236665000.0
2011,VNM,Viet Nam,96905673959.0
2012,VNM,Viet Nam,114529170983.0
2007,VUT,Vanuatu,29905859.0
2009,VUT,Vanuatu,37745611.0
2010,VUT,Vanuatu,46174039.0
2011,VUT,Vanuatu,63531915.0
2007,WSM,Samoa,97466745.0
2008,WSM,Samoa,71991313.0
2009,WSM,Samoa,45976145.0
2010,WSM,Samoa,70249889.0
2011,WSM,Samoa,66263848.0
2012,WSM,Samoa,76101616.0
2007,YEM,Yemen,6298942738.0
2008,YEM,Yemen,7583784105.0
2009,YEM,Yemen,6258955204.0
2010,YEM,Yemen,6437477010.0
2011,YEM,Yemen,6947667409.0
2012,YEM,Yemen,7062059466.0
2007,ZAF,South Africa,64026608364.0
2008,ZAF,South Africa,73965545962.0
2009,ZAF,South Africa,53863891902.0
2010,ZAF,South Africa,82328529848.445
2011,ZAF,South Africa,107956344322.584
2012,ZAF,South Africa,98782056078.647
2007,ZMB,Zambia,4719883440.0
2008,ZMB,Zambia,4769349612.08
2009,ZMB,Zambia,3809902952.073
2010,ZMB,Zambia,6524743817.576
2011,ZMB,Zambia,8783903105.63
2012,ZMB,Zambia,9358361722.721
2007,ZWE,Zimbabwe,2800978443.178
2008,ZWE,Zimbabwe,1166271664.02
2009,ZWE,Zimbabwe,1795153722.872
2010,ZWE,Zimbabwe,2640577830.525
2011,ZWE,Zimbabwe,3121208918.06
2012,ZWE,Zimbabwe,4126268766.69
