period,reporterISO,reporterDesc,total_imports_usd
2020,ABW,Aruba,939368007.599
2020,AGO,Angola,9337925708.641
2020,ALB,Albania,5410943446.851
2020,AND,Andorra,1494812273.301
2020,ARE,United Arab Emirates,246961070632.623
2020,ARG,Argentina,42355505399.72
2020,ARM,Armenia,4451099637.6
2020,ATG,Antigua and Barbuda,498112635.318
2020,AUS,Australia,210212509293.219
2020,AUT,Austria,164635579303.554
2020,AZE,Azerbaijan,10731105817.34
2020,BDI,Burundi,909784642.443
2020,BEL,Belgium,294246686004.883
2020,BEN,Benin,2654129183.111
2020,BFA,Burkina Faso,4178962967.218
2020,BGR,Bulgaria,35027243632.891
2020,BHR,Bahrain,15458353936.863
2020,BHS,Bahamas,2205003339.0
2020,BIH,Bosnia Herzegovina,9867513970.012
2020,BLR,Belarus,32767433100.0
2020,BLZ,Belize,788069358.24
2020,BMU,Bermuda,903950587.86
2020,BOL,Bolivia (Plurinational State of),7115199566.13
2020,BRA,Brazil,166336211575.0
2020,BRB,Barbados,1500813628.5
2020,BRN,Brunei Darussalam,5342500814.64
2020,BTN,Bhutan,891728631.504
2020,BWA,Botswana,6605141603.255
2020,CAF,Central African Rep.,544916439.295
2020,CAN,Canada,405204923044.594
2020,CHE,Switzerland,290402110277.216
2020,CHL,Chile,59196806905.566
2020,CHN,China,2069567864872.0
2020,CIV,Côte d'Ivoire,10526972093.252
2020,CMR,Cameroon,5610413588.94
2020,COD,Dem. Rep. of the Congo,6938042132.222
2020,COG,Congo,1908347758.09
2020,COL,Colombia,43487464166.55
2020,COM,Comoros,229588274.751
2020,CPV,Cabo Verde,1131399155.386
2020,CRI,Costa Rica,14456129003.0
2020,CUB,Cuba,7230346246.01
2020,CUW,Curaçao,1003229832.204
2020,CYM,Cayman Isds,1334620075.09
2020,CYP,Cyprus,8728558940.7
2020,CZE,Czechia,171440208263.0
2020,DEU,Germany,1173167331768.128
2020,DMA,Dominica,179966582.996
2020,DNK,Denmark,95778398378.87
2020,DOM,Dominican Rep.,17100579284.989
2020,ECU,Ecuador,17917997364.652
2020,EGY,Egypt,70436788934.938
2020,ESP,Spain,329738801365.615
2020,EST,Estonia,17764140292.59
2020,ETH,Ethiopia,14090449257.25
2020,FIN,Finland,68266522010.137
2020,FJI,Fiji,1730545905.907
