period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2000,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8627363.0
2000,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2787939.0
1996,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",26216492.0
1997,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",29199034.0
1998,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",40823402.0
1999,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",37033333.0
2000,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",45802214.0
1995,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7476787.0
1996,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",9004194.0
1997,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8471334.0
1998,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8617845.0
1999,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",9898995.0
2000,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",10214343.0
1998,ANT,Netherlands Antilles (...2010),25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7077603.0
1999,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",97095352.0
2000,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",114374129.0
1995,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",55692552.0
1996,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",53209752.0
1997,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",69993424.0
1998,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",68211368.0
1999,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",61288897.0
2000,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",59176245.0
1997,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",806634.0
1999,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1002281.0
2000,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",618141.0
1999,ATG,Antigua and Barbuda,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",3582400.0
2000,ATG,Antigua and Barbuda,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",3745001.0
1995,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",121726009.0
1996,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",108438936.0
