reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
ABW,2019,2711,169196.084,Aruba,Petroleum gases and other gaseous hydrocarbons
AFG,2019,2711,238169471.48,Afghanistan,Petroleum gases and other gaseous hydrocarbons
AGO,2019,2711,976104.862,Angola,Petroleum gases and other gaseous hydrocarbons
ALB,2019,2711,36801175.284,Albania,Petroleum gases and other gaseous hydrocarbons
AND,2019,2711,2491393.119,Andorra,Petroleum gases and other gaseous hydrocarbons
ARE,2019,2711,4872572818.928,United Arab Emirates,Petroleum gases and other gaseous hydrocarbons
ARG,2019,2711,1699975761.71,Argentina,Petroleum gases and other gaseous hydrocarbons
ARM,2019,2711,432143242.17,Armenia,Petroleum gases and other gaseous hydrocarbons
ATG,2019,2711,5579.123,Antigua and Barbuda,Petroleum gases and other gaseous hydrocarbons
AUS,2019,2711,181022157.416,Australia,Petroleum gases and other gaseous hydrocarbons
AUT,2019,2711,2886059143.947,Austria,Petroleum gases and other gaseous hydrocarbons
AZE,2019,2711,226034990.1,Azerbaijan,Petroleum gases and other gaseous hydrocarbons
BDI,2019,2711,269879.399,Burundi,Petroleum gases and other gaseous hydrocarbons
BEL,2019,2711,7363837322.08,Belgium,Petroleum gases and other gaseous hydrocarbons
BEN,2019,2711,52079217.349,Benin,Petroleum gases and other gaseous hydrocarbons
BFA,2019,2711,74126650.357,Burkina Faso,Petroleum gases and other gaseous hydrocarbons
BGR,2019,2711,837623010.8,Bulgaria,Petroleum gases and other gaseous hydrocarbons
BHR,2019,2711,1509515.31,Bahrain,Petroleum gases and other gaseous hydrocarbons
BHS,2019,2711,18008509.731,Bahamas,Petroleum gases and other gaseous hydrocarbons
BIH,2019,2711,125766950.13,Bosnia Herzegovina,Petroleum gases and other gaseous hydrocarbons
BLR,2019,2711,2766062500.0,Belarus,Petroleum gases and other gaseous hydrocarbons
BLZ,2019,2711,16739268.755,Belize,Petroleum gases and other gaseous hydrocarbons
BMU,2019,2711,1560651.33,Bermuda,Petroleum gases and other gaseous hydrocarbons
BOL,2019,2711,19885.08,Bolivia (Plurinational State of),Petroleum gases and other gaseous hydrocarbons
BRA,2019,2711,2848386726.0,Brazil,Petroleum gases and other gaseous hydrocarbons
BRB,2019,2711,10030144.0,Barbados,Petroleum gases and other gaseous hydrocarbons
BRN,2019,2711,5854721.5,Brunei Darussalam,Petroleum gases and other gaseous hydrocarbons
BTN,2019,2711,4945440.005,Bhutan,Petroleum gases and other gaseous hydrocarbons
BWA,2019,2711,11447722.851,Botswana,Petroleum gases and other gaseous hydrocarbons
CAF,2019,2711,420.031,Central African Rep.,Petroleum gases and other gaseous hydrocarbons
CAN,2019,2711,2583436639.543,Canada,Petroleum gases and other gaseous hydrocarbons
CHE,2019,2711,1237697240.013,Switzerland,Petroleum gases and other gaseous hydrocarbons
CHL,2019,2711,1741964461.792,Chile,Petroleum gases and other gaseous hydrocarbons
CHN,2019,2711,53009512745.0,China,Petroleum gases and other gaseous hydrocarbons
CIV,2019,2711,186051132.071,Côte d'Ivoire,Petroleum gases and other gaseous hydrocarbons
CMR,2019,2711,57416829.46,Cameroon,Petroleum gases and other gaseous hydrocarbons
COD,2019,2711,558298.618,Dem. Rep. of the Congo,Petroleum gases and other gaseous hydrocarbons
COG,2019,2711,177351.921,Congo,Petroleum gases and other gaseous hydrocarbons
COL,2019,2711,100640848.92,Colombia,Petroleum gases and other gaseous hydrocarbons
COM,2019,2711,305686.695,Comoros,Petroleum gases and other gaseous hydrocarbons
CPV,2019,2711,6841168.546,Cabo Verde,Petroleum gases and other gaseous hydrocarbons
CRI,2019,2711,67895419.71,Costa Rica,Petroleum gases and other gaseous hydrocarbons
CUB,2019,2711,66049860.14,Cuba,Petroleum gases and other gaseous hydrocarbons
CYP,2019,2711,35648961.798,Cyprus,Petroleum gases and other gaseous hydrocarbons
CZE,2019,2711,1933439140.0,Czechia,Petroleum gases and other gaseous hydrocarbons
DEU,2019,2711,31364788383.222,Germany,Petroleum gases and other gaseous hydrocarbons
DMA,2019,2711,1888108.575,Dominica,Petroleum gases and other gaseous hydrocarbons
DNK,2019,2711,239379448.937,Denmark,Petroleum gases and other gaseous hydrocarbons
DOM,2019,2711,676078390.357,Dominican Rep.,Petroleum gases and other gaseous hydrocarbons
ECU,2019,2711,385563838.641,Ecuador,Petroleum gases and other gaseous hydrocarbons
EGY,2019,2711,1053327419.656,Egypt,Petroleum gases and other gaseous hydrocarbons
ESP,2019,2711,8454428151.877,Spain,Petroleum gases and other gaseous hydrocarbons
EST,2019,2711,131110332.058,Estonia,Petroleum gases and other gaseous hydrocarbons
ETH,2019,2711,7490895.76,Ethiopia,Petroleum gases and other gaseous hydrocarbons
FIN,2019,2711,119587746.003,Finland,Petroleum gases and other gaseous hydrocarbons
FJI,2019,2711,23973051.16,Fiji,Petroleum gases and other gaseous hydrocarbons
FRA,2019,2711,13442610952.337,France,Petroleum gases and other gaseous hydrocarbons
GAB,2019,2711,21166441.638,Gabon,Petroleum gases and other gaseous hydrocarbons
GBR,2019,2711,8541385119.88,United Kingdom,Petroleum gases and other gaseous hydrocarbons
GEO,2019,2711,327974048.12,Georgia,Petroleum gases and other gaseous hydrocarbons
GHA,2019,2711,14332824.881,Ghana,Petroleum gases and other gaseous hydrocarbons
GMB,2019,2711,319234.792,Gambia,Petroleum gases and other gaseous hydrocarbons
GRC,2019,2711,1578546947.027,Greece,Petroleum gases and other gaseous hydrocarbons
GRD,2019,2711,4914596.689,Grenada,Petroleum gases and other gaseous hydrocarbons
GTM,2019,2711,299391639.0,Guatemala,Petroleum gases and other gaseous hydrocarbons
GUY,2019,2711,15032923.686,Guyana,Petroleum gases and other gaseous hydrocarbons
HKG,2019,2711,1523762257.144,"China, Hong Kong SAR",Petroleum gases and other gaseous hydrocarbons
HND,2019,2711,31958410.32,Honduras,Petroleum gases and other gaseous hydrocarbons
HRV,2019,2711,348488354.0,Croatia,Petroleum gases and other gaseous hydrocarbons
HUN,2019,2711,2517878628.0,Hungary,Petroleum gases and other gaseous hydrocarbons
IDN,2019,2711,2507367701.0,Indonesia,Petroleum gases and other gaseous hydrocarbons
IND,2019,2711,17252703992.221,India,Petroleum gases and other gaseous hydrocarbons
IRL,2019,2711,1063336652.471,Ireland,Petroleum gases and other gaseous hydrocarbons
IRN,2019,2711,5647805.0,Iran,Petroleum gases and other gaseous hydrocarbons
ISL,2019,2711,2116066.737,Iceland,Petroleum gases and other gaseous hydrocarbons
ISR,2019,2711,349561000.0,Israel,Petroleum gases and other gaseous hydrocarbons
ITA,2019,2711,16602294334.373,Italy,Petroleum gases and other gaseous hydrocarbons
JAM,2019,2711,123502563.244,Jamaica,Petroleum gases and other gaseous hydrocarbons
JOR,2019,2711,1085324825.101,Jordan,Petroleum gases and other gaseous hydrocarbons
JPN,2019,2711,44792893128.883,Japan,Petroleum gases and other gaseous hydrocarbons
KAZ,2019,2711,1329891941.73,Kazakhstan,Petroleum gases and other gaseous hydrocarbons
KEN,2019,2711,157399568.66,Kenya,Petroleum gases and other gaseous hydrocarbons
KGZ,2019,2711,56976729.0,Kyrgyzstan,Petroleum gases and other gaseous hydrocarbons
KHM,2019,2711,160857284.35,Cambodia,Petroleum gases and other gaseous hydrocarbons
KOR,2019,2711,24162797056.0,Rep. of Korea,Petroleum gases and other gaseous hydrocarbons
KWT,2019,2711,282240.0,Kuwait,Petroleum gases and other gaseous hydrocarbons
LAO,2019,2711,15900974.82,Lao People's Dem. Rep.,Petroleum gases and other gaseous hydrocarbons
LBN,2019,2711,138388888.4,Lebanon,Petroleum gases and other gaseous hydrocarbons
LBR,2019,2711,231240.93,Liberia,Petroleum gases and other gaseous hydrocarbons
LCA,2019,2711,10162735.57,Saint Lucia,Petroleum gases and other gaseous hydrocarbons
LKA,2019,2711,244416498.877,Sri Lanka,Petroleum gases and other gaseous hydrocarbons
LSO,2019,2711,12397676.46,Lesotho,Petroleum gases and other gaseous hydrocarbons
LTU,2019,2711,657788666.0,Lithuania,Petroleum gases and other gaseous hydrocarbons
LUX,2019,2711,5469130.863,Luxembourg,Petroleum gases and other gaseous hydrocarbons
LVA,2019,2711,321971664.169,Latvia,Petroleum gases and other gaseous hydrocarbons
MAC,2019,2711,10197817.125,"China, Macao SAR",Petroleum gases and other gaseous hydrocarbons
MAR,2019,2711,1461504558.326,Morocco,Petroleum gases and other gaseous hydrocarbons
MDA,2019,2711,28476587.0,Rep. of Moldova,Petroleum gases and other gaseous hydrocarbons
MDG,2019,2711,10433899.904,Madagascar,Petroleum gases and other gaseous hydrocarbons
MDV,2019,2711,12123575.42,Maldives,Petroleum gases and other gaseous hydrocarbons
MEX,2019,2711,8133793699.0,Mexico,Petroleum gases and other gaseous hydrocarbons
MKD,2019,2711,119546832.21,North Macedonia,Petroleum gases and other gaseous hydrocarbons
MLI,2019,2711,17633879.53,Mali,Petroleum gases and other gaseous hydrocarbons
MLT,2019,2711,140422998.766,Malta,Petroleum gases and other gaseous hydrocarbons
MMR,2019,2711,41965920.302,Myanmar,Petroleum gases and other gaseous hydrocarbons
MNE,2019,2711,11234357.796,Montenegro,Petroleum gases and other gaseous hydrocarbons
