period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2001,ABW,Aruba,44,Wood and articles of wood; wood charcoal,10907966.0
2002,ABW,Aruba,44,Wood and articles of wood; wood charcoal,10603715.0
2003,ABW,Aruba,44,Wood and articles of wood; wood charcoal,11599586.0
2004,ABW,Aruba,44,Wood and articles of wood; wood charcoal,13347927.0
2005,ABW,Aruba,44,Wood and articles of wood; wood charcoal,14439001.0
2006,ABW,Aruba,44,Wood and articles of wood; wood charcoal,16782689.0
2004,AGO,Angola,44,Wood and articles of wood; wood charcoal,20613865.891
2005,AGO,Angola,44,Wood and articles of wood; wood charcoal,28056627.793
2006,AGO,Angola,44,Wood and articles of wood; wood charcoal,35960898.484
2001,AIA,Anguilla,44,Wood and articles of wood; wood charcoal,2955216.0
2002,AIA,Anguilla,44,Wood and articles of wood; wood charcoal,2947107.0
2003,AIA,Anguilla,44,Wood and articles of wood; wood charcoal,2371332.0
2004,AIA,Anguilla,44,Wood and articles of wood; wood charcoal,3311099.0
2006,AIA,Anguilla,44,Wood and articles of wood; wood charcoal,6611458.0
2001,ALB,Albania,44,Wood and articles of wood; wood charcoal,12240148.0
2002,ALB,Albania,44,Wood and articles of wood; wood charcoal,16487327.0
2003,ALB,Albania,44,Wood and articles of wood; wood charcoal,22621617.0
2004,ALB,Albania,44,Wood and articles of wood; wood charcoal,32594640.0
2005,ALB,Albania,44,Wood and articles of wood; wood charcoal,40163097.0
2006,ALB,Albania,44,Wood and articles of wood; wood charcoal,53066394.0
2001,AND,Andorra,44,Wood and articles of wood; wood charcoal,10794916.0
2002,AND,Andorra,44,Wood and articles of wood; wood charcoal,12169199.0
2003,AND,Andorra,44,Wood and articles of wood; wood charcoal,15747055.0
2004,AND,Andorra,44,Wood and articles of wood; wood charcoal,18954457.0
2006,AND,Andorra,44,Wood and articles of wood; wood charcoal,20425923.321
2005,ANT,Netherlands Antilles (...2010),44,Wood and articles of wood; wood charcoal,18066237.0
2006,ANT,Netherlands Antilles (...2010),44,Wood and articles of wood; wood charcoal,19071759.0
2001,ARE,United Arab Emirates,44,Wood and articles of wood; wood charcoal,278871036.0
2002,ARE,United Arab Emirates,44,Wood and articles of wood; wood charcoal,301838642.0
2003,ARE,United Arab Emirates,44,Wood and articles of wood; wood charcoal,355585871.0
2004,ARE,United Arab Emirates,44,Wood and articles of wood; wood charcoal,514875609.0
2005,ARE,United Arab Emirates,44,Wood and articles of wood; wood charcoal,644772900.0
2006,ARE,United Arab Emirates,44,Wood and articles of wood; wood charcoal,749555184.0
2001,ARG,Argentina,44,Wood and articles of wood; wood charcoal,91618272.0
2002,ARG,Argentina,44,Wood and articles of wood; wood charcoal,21144936.0
2003,ARG,Argentina,44,Wood and articles of wood; wood charcoal,42112050.0
2004,ARG,Argentina,44,Wood and articles of wood; wood charcoal,65814986.0
2005,ARG,Argentina,44,Wood and articles of wood; wood charcoal,82897725.0
2006,ARG,Argentina,44,Wood and articles of wood; wood charcoal,104038005.0
2001,ARM,Armenia,44,Wood and articles of wood; wood charcoal,4795500.0
2002,ARM,Armenia,44,Wood and articles of wood; wood charcoal,5681430.0
2003,ARM,Armenia,44,Wood and articles of wood; wood charcoal,6311714.0
2004,ARM,Armenia,44,Wood and articles of wood; wood charcoal,7333733.0
2005,ARM,Armenia,44,Wood and articles of wood; wood charcoal,10100103.0
2006,ARM,Armenia,44,Wood and articles of wood; wood charcoal,22066407.0
2005,ATG,Antigua and Barbuda,44,Wood and articles of wood; wood charcoal,14428497.0
2006,ATG,Antigua and Barbuda,44,Wood and articles of wood; wood charcoal,18536850.0
2001,AUS,Australia,44,Wood and articles of wood; wood charcoal,489562331.0
2002,AUS,Australia,44,Wood and articles of wood; wood charcoal,640604474.0
2003,AUS,Australia,44,Wood and articles of wood; wood charcoal,804791619.0
2004,AUS,Australia,44,Wood and articles of wood; wood charcoal,944354491.0
2005,AUS,Australia,44,Wood and articles of wood; wood charcoal,931301926.0
2006,AUS,Australia,44,Wood and articles of wood; wood charcoal,933312020.0
2001,AUT,Austria,44,Wood and articles of wood; wood charcoal,1232967388.0
2002,AUT,Austria,44,Wood and articles of wood; wood charcoal,1262980570.0
2003,AUT,Austria,44,Wood and articles of wood; wood charcoal,1538262125.0
2004,AUT,Austria,44,Wood and articles of wood; wood charcoal,1814697731.0
2005,AUT,Austria,44,Wood and articles of wood; wood charcoal,1950742003.0
2006,AUT,Austria,44,Wood and articles of wood; wood charcoal,2354920609.0
2001,AZE,Azerbaijan,44,Wood and articles of wood; wood charcoal,20598758.0
2002,AZE,Azerbaijan,44,Wood and articles of wood; wood charcoal,22619297.0
2003,AZE,Azerbaijan,44,Wood and articles of wood; wood charcoal,31175379.0
2004,AZE,Azerbaijan,44,Wood and articles of wood; wood charcoal,38507630.0
2005,AZE,Azerbaijan,44,Wood and articles of wood; wood charcoal,51175683.0
2006,AZE,Azerbaijan,44,Wood and articles of wood; wood charcoal,52981127.0
2001,BDI,Burundi,44,Wood and articles of wood; wood charcoal,382418.0
2002,BDI,Burundi,44,Wood and articles of wood; wood charcoal,628883.0
2003,BDI,Burundi,44,Wood and articles of wood; wood charcoal,236290.0
2004,BDI,Burundi,44,Wood and articles of wood; wood charcoal,326052.0
2005,BDI,Burundi,44,Wood and articles of wood; wood charcoal,1578363.0
2006,BDI,Burundi,44,Wood and articles of wood; wood charcoal,1030322.0
2001,BEL,Belgium,44,Wood and articles of wood; wood charcoal,1581164810.0
2002,BEL,Belgium,44,Wood and articles of wood; wood charcoal,1590349778.0
2003,BEL,Belgium,44,Wood and articles of wood; wood charcoal,1931607139.0
2004,BEL,Belgium,44,Wood and articles of wood; wood charcoal,2261059892.0
2005,BEL,Belgium,44,Wood and articles of wood; wood charcoal,2395733082.0
2006,BEL,Belgium,44,Wood and articles of wood; wood charcoal,2674541442.0
2001,BEN,Benin,44,Wood and articles of wood; wood charcoal,1020320.0
2002,BEN,Benin,44,Wood and articles of wood; wood charcoal,1318883.0
2003,BEN,Benin,44,Wood and articles of wood; wood charcoal,1711220.0
2004,BEN,Benin,44,Wood and articles of wood; wood charcoal,1525685.0
2005,BEN,Benin,44,Wood and articles of wood; wood charcoal,1447249.0
2006,BEN,Benin,44,Wood and articles of wood; wood charcoal,2995197.0
2001,BFA,Burkina Faso,44,Wood and articles of wood; wood charcoal,2176312.0
2002,BFA,Burkina Faso,44,Wood and articles of wood; wood charcoal,1794975.0
2003,BFA,Burkina Faso,44,Wood and articles of wood; wood charcoal,2142231.0
2004,BFA,Burkina Faso,44,Wood and articles of wood; wood charcoal,2870563.0
2005,BFA,Burkina Faso,44,Wood and articles of wood; wood charcoal,4640113.064
2006,BFA,Burkina Faso,44,Wood and articles of wood; wood charcoal,5069564.978
2001,BGD,Bangladesh,44,Wood and articles of wood; wood charcoal,50384872.0
2002,BGD,Bangladesh,44,Wood and articles of wood; wood charcoal,53164873.0
2003,BGD,Bangladesh,44,Wood and articles of wood; wood charcoal,58008237.0
2004,BGD,Bangladesh,44,Wood and articles of wood; wood charcoal,43321584.0
2005,BGD,Bangladesh,44,Wood and articles of wood; wood charcoal,47199594.0
2006,BGD,Bangladesh,44,Wood and articles of wood; wood charcoal,48165383.0
2001,BGR,Bulgaria,44,Wood and articles of wood; wood charcoal,25141858.0
2002,BGR,Bulgaria,44,Wood and articles of wood; wood charcoal,31574270.0
2003,BGR,Bulgaria,44,Wood and articles of wood; wood charcoal,49075661.0
2004,BGR,Bulgaria,44,Wood and articles of wood; wood charcoal,86957293.0
2005,BGR,Bulgaria,44,Wood and articles of wood; wood charcoal,118474101.0
2006,BGR,Bulgaria,44,Wood and articles of wood; wood charcoal,162203874.0
2001,BHR,Bahrain,44,Wood and articles of wood; wood charcoal,34694051.0
2002,BHR,Bahrain,44,Wood and articles of wood; wood charcoal,43211685.0
2003,BHR,Bahrain,44,Wood and articles of wood; wood charcoal,43175345.0
2004,BHR,Bahrain,44,Wood and articles of wood; wood charcoal,47502771.0
2005,BHR,Bahrain,44,Wood and articles of wood; wood charcoal,55748425.0
2006,BHR,Bahrain,44,Wood and articles of wood; wood charcoal,45870173.0
2001,BHS,Bahamas,44,Wood and articles of wood; wood charcoal,62808538.0
2002,BHS,Bahamas,44,Wood and articles of wood; wood charcoal,58153704.0
2003,BHS,Bahamas,44,Wood and articles of wood; wood charcoal,60162799.0
2004,BHS,Bahamas,44,Wood and articles of wood; wood charcoal,71004058.0
2005,BHS,Bahamas,44,Wood and articles of wood; wood charcoal,84619669.0
2006,BHS,Bahamas,44,Wood and articles of wood; wood charcoal,94286249.0
2003,BIH,Bosnia Herzegovina,44,Wood and articles of wood; wood charcoal,37879392.0
2004,BIH,Bosnia Herzegovina,44,Wood and articles of wood; wood charcoal,51207243.0
2005,BIH,Bosnia Herzegovina,44,Wood and articles of wood; wood charcoal,77700126.0
2006,BIH,Bosnia Herzegovina,44,Wood and articles of wood; wood charcoal,79348232.0
2001,BLR,Belarus,44,Wood and articles of wood; wood charcoal,52763900.0
2002,BLR,Belarus,44,Wood and articles of wood; wood charcoal,75043000.0
2003,BLR,Belarus,44,Wood and articles of wood; wood charcoal,77055000.0
2004,BLR,Belarus,44,Wood and articles of wood; wood charcoal,101432700.0
2005,BLR,Belarus,44,Wood and articles of wood; wood charcoal,96109300.0
2006,BLR,Belarus,44,Wood and articles of wood; wood charcoal,134883700.0
2001,BLZ,Belize,44,Wood and articles of wood; wood charcoal,5656948.0
2002,BLZ,Belize,44,Wood and articles of wood; wood charcoal,2687533.0
2003,BLZ,Belize,44,Wood and articles of wood; wood charcoal,3106864.0
2004,BLZ,Belize,44,Wood and articles of wood; wood charcoal,3567818.0
2005,BLZ,Belize,44,Wood and articles of wood; wood charcoal,3890799.0
2006,BLZ,Belize,44,Wood and articles of wood; wood charcoal,5541344.0
2005,BMU,Bermuda,44,Wood and articles of wood; wood charcoal,15381722.0
2006,BMU,Bermuda,44,Wood and articles of wood; wood charcoal,19143637.0
2001,BOL,Bolivia (Plurinational State of),44,Wood and articles of wood; wood charcoal,2699299.0
2002,BOL,Bolivia (Plurinational State of),44,Wood and articles of wood; wood charcoal,3533221.0
2003,BOL,Bolivia (Plurinational State of),44,Wood and articles of wood; wood charcoal,3839086.0
2004,BOL,Bolivia (Plurinational State of),44,Wood and articles of wood; wood charcoal,4000263.0
2005,BOL,Bolivia (Plurinational State of),44,Wood and articles of wood; wood charcoal,5574539.0
2006,BOL,Bolivia (Plurinational State of),44,Wood and articles of wood; wood charcoal,5845967.0
2001,BRA,Brazil,44,Wood and articles of wood; wood charcoal,60804233.0
2002,BRA,Brazil,44,Wood and articles of wood; wood charcoal,48602125.0
2003,BRA,Brazil,44,Wood and articles of wood; wood charcoal,62549423.0
2004,BRA,Brazil,44,Wood and articles of wood; wood charcoal,83913894.0
2005,BRA,Brazil,44,Wood and articles of wood; wood charcoal,86032312.0
2006,BRA,Brazil,44,Wood and articles of wood; wood charcoal,118831896.0
2001,BRB,Barbados,44,Wood and articles of wood; wood charcoal,36392554.0
2002,BRB,Barbados,44,Wood and articles of wood; wood charcoal,38746592.0
2003,BRB,Barbados,44,Wood and articles of wood; wood charcoal,35329095.0
2004,BRB,Barbados,44,Wood and articles of wood; wood charcoal,41735487.0
2005,BRB,Barbados,44,Wood and articles of wood; wood charcoal,55957976.0
2006,BRB,Barbados,44,Wood and articles of wood; wood charcoal,52122624.0
2001,BRN,Brunei Darussalam,44,Wood and articles of wood; wood charcoal,10685886.0
2002,BRN,Brunei Darussalam,44,Wood and articles of wood; wood charcoal,5939641.0
2003,BRN,Brunei Darussalam,44,Wood and articles of wood; wood charcoal,5833601.0
2004,BRN,Brunei Darussalam,44,Wood and articles of wood; wood charcoal,6068822.0
2006,BRN,Brunei Darussalam,44,Wood and articles of wood; wood charcoal,6136423.462
2005,BTN,Bhutan,44,Wood and articles of wood; wood charcoal,2734983.0
2006,BTN,Bhutan,44,Wood and articles of wood; wood charcoal,2814828.0
2001,BWA,Botswana,44,Wood and articles of wood; wood charcoal,28894081.0
2002,BWA,Botswana,44,Wood and articles of wood; wood charcoal,50307296.0
2003,BWA,Botswana,44,Wood and articles of wood; wood charcoal,55484347.0
2004,BWA,Botswana,44,Wood and articles of wood; wood charcoal,45826164.0
2005,BWA,Botswana,44,Wood and articles of wood; wood charcoal,48737431.0
2006,BWA,Botswana,44,Wood and articles of wood; wood charcoal,41193320.0
2001,CAF,Central African Rep.,44,Wood and articles of wood; wood charcoal,338762.0
2002,CAF,Central African Rep.,44,Wood and articles of wood; wood charcoal,114427.0
2003,CAF,Central African Rep.,44,Wood and articles of wood; wood charcoal,1780174.0
2004,CAF,Central African Rep.,44,Wood and articles of wood; wood charcoal,50425954.0
2005,CAF,Central African Rep.,44,Wood and articles of wood; wood charcoal,46228434.0
2006,CAF,Central African Rep.,44,Wood and articles of wood; wood charcoal,68586804.0
2001,CAN,Canada,44,Wood and articles of wood; wood charcoal,1945236631.0
2002,CAN,Canada,44,Wood and articles of wood; wood charcoal,2154152209.0
2003,CAN,Canada,44,Wood and articles of wood; wood charcoal,2366825105.0
2004,CAN,Canada,44,Wood and articles of wood; wood charcoal,2752530457.0
2005,CAN,Canada,44,Wood and articles of wood; wood charcoal,2919626454.0
2006,CAN,Canada,44,Wood and articles of wood; wood charcoal,3140658212.0
2001,CHE,Switzerland,44,Wood and articles of wood; wood charcoal,759207799.501
2002,CHE,Switzerland,44,Wood and articles of wood; wood charcoal,802178545.826
2003,CHE,Switzerland,44,Wood and articles of wood; wood charcoal,987791789.168
2004,CHE,Switzerland,44,Wood and articles of wood; wood charcoal,1153925357.112
2005,CHE,Switzerland,44,Wood and articles of wood; wood charcoal,1237934194.955
2006,CHE,Switzerland,44,Wood and articles of wood; wood charcoal,1385451458.726
2001,CHL,Chile,44,Wood and articles of wood; wood charcoal,67222059.0
2002,CHL,Chile,44,Wood and articles of wood; wood charcoal,70310039.0
