period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2019,ABW,Aruba,79,Zinc and articles thereof,194259.77
2020,ABW,Aruba,79,Zinc and articles thereof,111091.058
2021,ABW,Aruba,79,Zinc and articles thereof,248776.533
2022,ABW,Aruba,79,Zinc and articles thereof,392325.693
2023,ABW,Aruba,79,Zinc and articles thereof,80173.742
2019,AFG,Afghanistan,79,Zinc and articles thereof,1514550.29
2019,AGO,Angola,79,Zinc and articles thereof,2173539.378
2020,AGO,Angola,79,Zinc and articles thereof,619494.1
2021,AGO,Angola,79,Zinc and articles thereof,595933.678
2022,AGO,Angola,79,Zinc and articles thereof,1289589.177
2023,AGO,Angola,79,Zinc and articles thereof,1777241.467
2019,ALB,Albania,79,Zinc and articles thereof,2132199.42
2020,ALB,Albania,79,Zinc and articles thereof,3525515.366
2021,ALB,Albania,79,Zinc and articles thereof,5852367.918
2022,ALB,Albania,79,Zinc and articles thereof,8007059.334
2023,ALB,Albania,79,Zinc and articles thereof,8615186.737
2019,AND,Andorra,79,Zinc and articles thereof,61631.449
2020,AND,Andorra,79,Zinc and articles thereof,79299.709
2021,AND,Andorra,79,Zinc and articles thereof,70561.832
2022,AND,Andorra,79,Zinc and articles thereof,94047.627
2023,AND,Andorra,79,Zinc and articles thereof,117087.059
2019,ARE,United Arab Emirates,79,Zinc and articles thereof,288986239.644
2020,ARE,United Arab Emirates,79,Zinc and articles thereof,258403833.235
2021,ARE,United Arab Emirates,79,Zinc and articles thereof,342961681.138
2022,ARE,United Arab Emirates,79,Zinc and articles thereof,424166045.939
2023,ARE,United Arab Emirates,79,Zinc and articles thereof,339297548.744
2019,ARG,Argentina,79,Zinc and articles thereof,82909008.7
2020,ARG,Argentina,79,Zinc and articles thereof,71470603.15
2021,ARG,Argentina,79,Zinc and articles thereof,114680602.46
2022,ARG,Argentina,79,Zinc and articles thereof,123649835.46
2023,ARG,Argentina,79,Zinc and articles thereof,119592122.79
2019,ARM,Armenia,79,Zinc and articles thereof,241339.36
2020,ARM,Armenia,79,Zinc and articles thereof,167136.49
2021,ARM,Armenia,79,Zinc and articles thereof,312582.35
2022,ARM,Armenia,79,Zinc and articles thereof,1019229.4
2023,ARM,Armenia,79,Zinc and articles thereof,599519.57
2019,ATG,Antigua and Barbuda,79,Zinc and articles thereof,50872.467
2020,ATG,Antigua and Barbuda,79,Zinc and articles thereof,134978.492
2021,ATG,Antigua and Barbuda,79,Zinc and articles thereof,31593.241
2022,ATG,Antigua and Barbuda,79,Zinc and articles thereof,35110.93
2023,ATG,Antigua and Barbuda,79,Zinc and articles thereof,63693.233
2019,AUS,Australia,79,Zinc and articles thereof,53455295.033
2020,AUS,Australia,79,Zinc and articles thereof,59976616.543
2021,AUS,Australia,79,Zinc and articles thereof,83986634.812
2022,AUS,Australia,79,Zinc and articles thereof,71144968.385
2023,AUS,Australia,79,Zinc and articles thereof,31457865.152
2019,AUT,Austria,79,Zinc and articles thereof,407496911.457
2020,AUT,Austria,79,Zinc and articles thereof,326811103.932
2021,AUT,Austria,79,Zinc and articles thereof,424435799.694
2022,AUT,Austria,79,Zinc and articles thereof,471173096.773
2023,AUT,Austria,79,Zinc and articles thereof,325161957.199
2019,AZE,Azerbaijan,79,Zinc and articles thereof,1797510.65
2020,AZE,Azerbaijan,79,Zinc and articles thereof,1241524.22
2021,AZE,Azerbaijan,79,Zinc and articles thereof,1608712.48
2022,AZE,Azerbaijan,79,Zinc and articles thereof,2359852.76
2023,AZE,Azerbaijan,79,Zinc and articles thereof,2268336.88
2019,BDI,Burundi,79,Zinc and articles thereof,1284.861
2020,BDI,Burundi,79,Zinc and articles thereof,265.376
2021,BDI,Burundi,79,Zinc and articles thereof,14817.003
2022,BDI,Burundi,79,Zinc and articles thereof,14415.936
2023,BDI,Burundi,79,Zinc and articles thereof,936.856
2019,BEL,Belgium,79,Zinc and articles thereof,582171734.859
2020,BEL,Belgium,79,Zinc and articles thereof,450740726.642
2021,BEL,Belgium,79,Zinc and articles thereof,670213227.766
2022,BEL,Belgium,79,Zinc and articles thereof,648637929.055
2023,BEL,Belgium,79,Zinc and articles thereof,532822100.723
2019,BEN,Benin,79,Zinc and articles thereof,75004.039
2020,BEN,Benin,79,Zinc and articles thereof,160229.622
2021,BEN,Benin,79,Zinc and articles thereof,27831.262
2022,BEN,Benin,79,Zinc and articles thereof,254036.393
2023,BEN,Benin,79,Zinc and articles thereof,23100.903
2019,BFA,Burkina Faso,79,Zinc and articles thereof,16542.468
2020,BFA,Burkina Faso,79,Zinc and articles thereof,56573.814
2021,BFA,Burkina Faso,79,Zinc and articles thereof,383396.775
2022,BFA,Burkina Faso,79,Zinc and articles thereof,194561.423
2023,BFA,Burkina Faso,79,Zinc and articles thereof,146772.237
2019,BGR,Bulgaria,79,Zinc and articles thereof,17734940.165
2020,BGR,Bulgaria,79,Zinc and articles thereof,15392257.579
2021,BGR,Bulgaria,79,Zinc and articles thereof,20064014.49
2022,BGR,Bulgaria,79,Zinc and articles thereof,21456219.976
2023,BGR,Bulgaria,79,Zinc and articles thereof,13307659.164
2019,BHR,Bahrain,79,Zinc and articles thereof,5051347.19
2020,BHR,Bahrain,79,Zinc and articles thereof,4776270.81
2021,BHR,Bahrain,79,Zinc and articles thereof,4729749.64
2022,BHR,Bahrain,79,Zinc and articles thereof,4407015.545
2023,BHR,Bahrain,79,Zinc and articles thereof,6501332.507
2019,BHS,Bahamas,79,Zinc and articles thereof,604355.729
2020,BHS,Bahamas,79,Zinc and articles thereof,100676.0
2021,BHS,Bahamas,79,Zinc and articles thereof,222099.0
2022,BHS,Bahamas,79,Zinc and articles thereof,958028.0
2023,BHS,Bahamas,79,Zinc and articles thereof,363824.0
2019,BIH,Bosnia Herzegovina,79,Zinc and articles thereof,25710399.98
2020,BIH,Bosnia Herzegovina,79,Zinc and articles thereof,24189260.4
2021,BIH,Bosnia Herzegovina,79,Zinc and articles thereof,29987004.02
2022,BIH,Bosnia Herzegovina,79,Zinc and articles thereof,38223530.58
2023,BIH,Bosnia Herzegovina,79,Zinc and articles thereof,34488647.359
2019,BLR,Belarus,79,Zinc and articles thereof,17318100.0
2020,BLR,Belarus,79,Zinc and articles thereof,14333900.0
2021,BLR,Belarus,79,Zinc and articles thereof,17199600.0
2019,BLZ,Belize,79,Zinc and articles thereof,42460.19
2020,BLZ,Belize,79,Zinc and articles thereof,66640.095
2021,BLZ,Belize,79,Zinc and articles thereof,27823.07
2022,BLZ,Belize,79,Zinc and articles thereof,45474.15
2023,BLZ,Belize,79,Zinc and articles thereof,51692.715
2019,BMU,Bermuda,79,Zinc and articles thereof,65207.07
2020,BMU,Bermuda,79,Zinc and articles thereof,35739.56
2021,BMU,Bermuda,79,Zinc and articles thereof,41555.15
2022,BMU,Bermuda,79,Zinc and articles thereof,55767.35
2023,BMU,Bermuda,79,Zinc and articles thereof,48119.27
2019,BOL,Bolivia (Plurinational State of),79,Zinc and articles thereof,2231620.28
2020,BOL,Bolivia (Plurinational State of),79,Zinc and articles thereof,1679341.51
2021,BOL,Bolivia (Plurinational State of),79,Zinc and articles thereof,2177556.81
2022,BOL,Bolivia (Plurinational State of),79,Zinc and articles thereof,2613830.0
2023,BOL,Bolivia (Plurinational State of),79,Zinc and articles thereof,2127831.0
2019,BRA,Brazil,79,Zinc and articles thereof,125824571.0
2020,BRA,Brazil,79,Zinc and articles thereof,115606920.0
2021,BRA,Brazil,79,Zinc and articles thereof,186348677.0
2022,BRA,Brazil,79,Zinc and articles thereof,204748102.0
2023,BRA,Brazil,79,Zinc and articles thereof,242426204.0
2019,BRB,Barbados,79,Zinc and articles thereof,54407.0
2020,BRB,Barbados,79,Zinc and articles thereof,135922.5
2021,BRB,Barbados,79,Zinc and articles thereof,99991.5
2022,BRB,Barbados,79,Zinc and articles thereof,98755.5
2023,BRB,Barbados,79,Zinc and articles thereof,221805.0
2019,BRN,Brunei Darussalam,79,Zinc and articles thereof,599189.83
2020,BRN,Brunei Darussalam,79,Zinc and articles thereof,439403.99
2021,BRN,Brunei Darussalam,79,Zinc and articles thereof,182381.65
2022,BRN,Brunei Darussalam,79,Zinc and articles thereof,424709.585
2023,BRN,Brunei Darussalam,79,Zinc and articles thereof,328317.097
2019,BTN,Bhutan,79,Zinc and articles thereof,11675.524
2020,BTN,Bhutan,79,Zinc and articles thereof,3593.739
2022,BTN,Bhutan,79,Zinc and articles thereof,16052.923
2023,BTN,Bhutan,79,Zinc and articles thereof,19681.21
2019,BWA,Botswana,79,Zinc and articles thereof,68454.667
2020,BWA,Botswana,79,Zinc and articles thereof,110405.668
2021,BWA,Botswana,79,Zinc and articles thereof,90669.109
2022,BWA,Botswana,79,Zinc and articles thereof,77662.205
2023,BWA,Botswana,79,Zinc and articles thereof,175636.758
2019,CAF,Central African Rep.,79,Zinc and articles thereof,77895.153
2020,CAF,Central African Rep.,79,Zinc and articles thereof,1004.106
2021,CAF,Central African Rep.,79,Zinc and articles thereof,970.257
2023,CAF,Central African Rep.,79,Zinc and articles thereof,1055.193
2019,CAN,Canada,79,Zinc and articles thereof,84389541.867
2020,CAN,Canada,79,Zinc and articles thereof,72348719.319
2021,CAN,Canada,79,Zinc and articles thereof,94540467.366
2022,CAN,Canada,79,Zinc and articles thereof,123482391.568
2023,CAN,Canada,79,Zinc and articles thereof,133703372.882
2019,CHE,Switzerland,79,Zinc and articles thereof,67252368.355
2020,CHE,Switzerland,79,Zinc and articles thereof,59057063.324
2021,CHE,Switzerland,79,Zinc and articles thereof,74322461.981
2022,CHE,Switzerland,79,Zinc and articles thereof,80333190.456
2023,CHE,Switzerland,79,Zinc and articles thereof,64585576.012
2019,CHL,Chile,79,Zinc and articles thereof,30399051.992
2020,CHL,Chile,79,Zinc and articles thereof,26466733.236
2021,CHL,Chile,79,Zinc and articles thereof,35175851.224
