period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
1996,ALB,Albania,81,"Metals; n.e.s., cermets and articles thereof",87011.0
1997,ALB,Albania,81,"Metals; n.e.s., cermets and articles thereof",49.0
1998,ALB,Albania,81,"Metals; n.e.s., cermets and articles thereof",21436.0
1999,ARE,United Arab Emirates,81,"Metals; n.e.s., cermets and articles thereof",1353524.0
2000,ARE,United Arab Emirates,81,"Metals; n.e.s., cermets and articles thereof",194132.0
1995,ARG,Argentina,81,"Metals; n.e.s., cermets and articles thereof",280739.0
1996,ARG,Argentina,81,"Metals; n.e.s., cermets and articles thereof",629063.0
1997,ARG,Argentina,81,"Metals; n.e.s., cermets and articles thereof",469038.0
1998,ARG,Argentina,81,"Metals; n.e.s., cermets and articles thereof",775732.0
1999,ARG,Argentina,81,"Metals; n.e.s., cermets and articles thereof",274709.0
2000,ARG,Argentina,81,"Metals; n.e.s., cermets and articles thereof",768245.0
1997,ARM,Armenia,81,"Metals; n.e.s., cermets and articles thereof",555618.0
1999,ARM,Armenia,81,"Metals; n.e.s., cermets and articles thereof",1098407.0
2000,ARM,Armenia,81,"Metals; n.e.s., cermets and articles thereof",2005245.0
1995,AUS,Australia,81,"Metals; n.e.s., cermets and articles thereof",9461034.0
1996,AUS,Australia,81,"Metals; n.e.s., cermets and articles thereof",22614652.0
1997,AUS,Australia,81,"Metals; n.e.s., cermets and articles thereof",29803365.0
1998,AUS,Australia,81,"Metals; n.e.s., cermets and articles thereof",59338740.0
1999,AUS,Australia,81,"Metals; n.e.s., cermets and articles thereof",58682497.0
2000,AUS,Australia,81,"Metals; n.e.s., cermets and articles thereof",82966362.0
1995,AUT,Austria,81,"Metals; n.e.s., cermets and articles thereof",243204336.0
1996,AUT,Austria,81,"Metals; n.e.s., cermets and articles thereof",247002624.0
1997,AUT,Austria,81,"Metals; n.e.s., cermets and articles thereof",232036800.0
1998,AUT,Austria,81,"Metals; n.e.s., cermets and articles thereof",214784512.0
1999,AUT,Austria,81,"Metals; n.e.s., cermets and articles thereof",225180568.0
2000,AUT,Austria,81,"Metals; n.e.s., cermets and articles thereof",260095750.0
1996,AZE,Azerbaijan,81,"Metals; n.e.s., cermets and articles thereof",26149.0
1997,AZE,Azerbaijan,81,"Metals; n.e.s., cermets and articles thereof",119970.0
1999,AZE,Azerbaijan,81,"Metals; n.e.s., cermets and articles thereof",74718.0
2000,AZE,Azerbaijan,81,"Metals; n.e.s., cermets and articles thereof",40185.0
1995,BEL,Belgium-Luxembourg (...1998),81,"Metals; n.e.s., cermets and articles thereof",101506512.0
1996,BEL,Belgium-Luxembourg (...1998),81,"Metals; n.e.s., cermets and articles thereof",80913032.0
1997,BEL,Belgium-Luxembourg (...1998),81,"Metals; n.e.s., cermets and articles thereof",94052592.0
1998,BEL,Belgium-Luxembourg (...1998),81,"Metals; n.e.s., cermets and articles thereof",281557216.0
1999,BEL,Belgium,81,"Metals; n.e.s., cermets and articles thereof",244232945.0
2000,BEL,Belgium,81,"Metals; n.e.s., cermets and articles thereof",245357573.0
1996,BGR,Bulgaria,81,"Metals; n.e.s., cermets and articles thereof",1589838.0
1997,BGR,Bulgaria,81,"Metals; n.e.s., cermets and articles thereof",1000467.0
1998,BGR,Bulgaria,81,"Metals; n.e.s., cermets and articles thereof",752761.0
1999,BGR,Bulgaria,81,"Metals; n.e.s., cermets and articles thereof",637977.0
2000,BGR,Bulgaria,81,"Metals; n.e.s., cermets and articles thereof",794201.0
1997,BHS,Bahamas,81,"Metals; n.e.s., cermets and articles thereof",50.0
1998,BHS,Bahamas,81,"Metals; n.e.s., cermets and articles thereof",55479.0
2000,BHS,Bahamas,81,"Metals; n.e.s., cermets and articles thereof",1650.0
1998,BLR,Belarus,81,"Metals; n.e.s., cermets and articles thereof",700294.0
1999,BLR,Belarus,81,"Metals; n.e.s., cermets and articles thereof",220193.0
2000,BLR,Belarus,81,"Metals; n.e.s., cermets and articles thereof",527600.0
1995,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.s., cermets and articles thereof",1514452.0
1996,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.s., cermets and articles thereof",577960.0
1997,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.s., cermets and articles thereof",278313.0
1998,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.s., cermets and articles thereof",866503.0
1999,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.s., cermets and articles thereof",636872.0
2000,BOL,Bolivia (Plurinational State of),81,"Metals; n.e.s., cermets and articles thereof",168302.0
1995,BRA,Brazil,81,"Metals; n.e.s., cermets and articles thereof",15840736.0
1996,BRA,Brazil,81,"Metals; n.e.s., cermets and articles thereof",21780864.0
1997,BRA,Brazil,81,"Metals; n.e.s., cermets and articles thereof",25508116.0
1998,BRA,Brazil,81,"Metals; n.e.s., cermets and articles thereof",26800572.0
1999,BRA,Brazil,81,"Metals; n.e.s., cermets and articles thereof",28151589.0
2000,BRA,Brazil,81,"Metals; n.e.s., cermets and articles thereof",31808978.0
1997,BRB,Barbados,81,"Metals; n.e.s., cermets and articles thereof",6000.0
1998,BRB,Barbados,81,"Metals; n.e.s., cermets and articles thereof",3699.0
1998,BRN,Brunei Darussalam,81,"Metals; n.e.s., cermets and articles thereof",2371.0
2000,BWA,Botswana,81,"Metals; n.e.s., cermets and articles thereof",32334.0
1995,CAN,Canada,81,"Metals; n.e.s., cermets and articles thereof",419720645.0
1996,CAN,Canada,81,"Metals; n.e.s., cermets and articles thereof",451845309.0
1997,CAN,Canada,81,"Metals; n.e.s., cermets and articles thereof",500850834.0
1998,CAN,Canada,81,"Metals; n.e.s., cermets and articles thereof",505766048.0
1999,CAN,Canada,81,"Metals; n.e.s., cermets and articles thereof",386780374.0
2000,CAN,Canada,81,"Metals; n.e.s., cermets and articles thereof",336211613.0
1995,CHE,Switzerland,81,"Metals; n.e.s., cermets and articles thereof",22931514.0
1996,CHE,Switzerland,81,"Metals; n.e.s., cermets and articles thereof",28000776.0
1997,CHE,Switzerland,81,"Metals; n.e.s., cermets and articles thereof",32826928.0
1998,CHE,Switzerland,81,"Metals; n.e.s., cermets and articles thereof",39056028.0
1999,CHE,Switzerland,81,"Metals; n.e.s., cermets and articles thereof",43805408.0
2000,CHE,Switzerland,81,"Metals; n.e.s., cermets and articles thereof",47130130.683
1995,CHL,Chile,81,"Metals; n.e.s., cermets and articles thereof",5858192.0
1996,CHL,Chile,81,"Metals; n.e.s., cermets and articles thereof",7234274.0
1997,CHL,Chile,81,"Metals; n.e.s., cermets and articles thereof",6330732.0
1998,CHL,Chile,81,"Metals; n.e.s., cermets and articles thereof",15183111.0
1999,CHL,Chile,81,"Metals; n.e.s., cermets and articles thereof",14127124.0
2000,CHL,Chile,81,"Metals; n.e.s., cermets and articles thereof",17765028.0
1995,CHN,China,81,"Metals; n.e.s., cermets and articles thereof",491766350.0
1996,CHN,China,81,"Metals; n.e.s., cermets and articles thereof",357635189.0
1997,CHN,China,81,"Metals; n.e.s., cermets and articles thereof",449486859.0
1998,CHN,China,81,"Metals; n.e.s., cermets and articles thereof",489549504.0
1999,CHN,China,81,"Metals; n.e.s., cermets and articles thereof",560776033.0
2000,CHN,China,81,"Metals; n.e.s., cermets and articles thereof",640845065.0
1998,CIV,Côte d'Ivoire,81,"Metals; n.e.s., cermets and articles thereof",420.0
1999,CIV,Côte d'Ivoire,81,"Metals; n.e.s., cermets and articles thereof",12122.0
2000,CMR,Cameroon,81,"Metals; n.e.s., cermets and articles thereof",720.0
1995,COL,Colombia,81,"Metals; n.e.s., cermets and articles thereof",915.0
1996,COL,Colombia,81,"Metals; n.e.s., cermets and articles thereof",144173.0
1997,COL,Colombia,81,"Metals; n.e.s., cermets and articles thereof",1159.0
1998,COL,Colombia,81,"Metals; n.e.s., cermets and articles thereof",104744.0
1999,COL,Colombia,81,"Metals; n.e.s., cermets and articles thereof",13989.0
2000,COL,Colombia,81,"Metals; n.e.s., cermets and articles thereof",16218.0
1996,CRI,Costa Rica,81,"Metals; n.e.s., cermets and articles thereof",284.0
1997,CRI,Costa Rica,81,"Metals; n.e.s., cermets and articles thereof",1152.0
1998,CRI,Costa Rica,81,"Metals; n.e.s., cermets and articles thereof",5361.0
1999,CRI,Costa Rica,81,"Metals; n.e.s., cermets and articles thereof",1138.0
1999,CUB,Cuba,81,"Metals; n.e.s., cermets and articles thereof",26607.0
2000,CUB,Cuba,81,"Metals; n.e.s., cermets and articles thereof",40654.0
1995,CYP,Cyprus,81,"Metals; n.e.s., cermets and articles thereof",5370953.0
1996,CYP,Cyprus,81,"Metals; n.e.s., cermets and articles thereof",1809315.0
1998,CYP,Cyprus,81,"Metals; n.e.s., cermets and articles thereof",1966734.0
2000,CYP,Cyprus,81,"Metals; n.e.s., cermets and articles thereof",30813.0
1995,CZE,Czechia,81,"Metals; n.e.s., cermets and articles thereof",78278648.0
1996,CZE,Czechia,81,"Metals; n.e.s., cermets and articles thereof",67471152.0
1998,CZE,Czechia,81,"Metals; n.e.s., cermets and articles thereof",74168128.0
1999,CZE,Czechia,81,"Metals; n.e.s., cermets and articles thereof",57226288.0
2000,CZE,Czechia,81,"Metals; n.e.s., cermets and articles thereof",45027206.0
1995,DEU,Germany,81,"Metals; n.e.s., cermets and articles thereof",337728992.0
1996,DEU,Germany,81,"Metals; n.e.s., cermets and articles thereof",328931232.0
1997,DEU,Germany,81,"Metals; n.e.s., cermets and articles thereof",358507264.0
1998,DEU,Germany,81,"Metals; n.e.s., cermets and articles thereof",359375008.0
1999,DEU,Germany,81,"Metals; n.e.s., cermets and articles thereof",362740544.0
2000,DEU,Germany,81,"Metals; n.e.s., cermets and articles thereof",427373000.0
1995,DNK,Denmark,81,"Metals; n.e.s., cermets and articles thereof",27625468.0
1996,DNK,Denmark,81,"Metals; n.e.s., cermets and articles thereof",4758004.0
1998,DNK,Denmark,81,"Metals; n.e.s., cermets and articles thereof",2185463.0
1999,DNK,Denmark,81,"Metals; n.e.s., cermets and articles thereof",1484270.0
2000,DNK,Denmark,81,"Metals; n.e.s., cermets and articles thereof",1764558.0
1997,DOM,Dominican Rep.,81,"Metals; n.e.s., cermets and articles thereof",72623.0
1995,DZA,Algeria,81,"Metals; n.e.s., cermets and articles thereof",198939.0
1996,DZA,Algeria,81,"Metals; n.e.s., cermets and articles thereof",81357.0
1997,DZA,Algeria,81,"Metals; n.e.s., cermets and articles thereof",141.0
