reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
ALB,2019,2716,216986524.229,Albania,Electrical energy
AND,2019,2716,28409975.74,Andorra,Electrical energy
ARE,2019,2716,67049.631,United Arab Emirates,Electrical energy
ARG,2019,2716,355575248.0,Argentina,Electrical energy
ARM,2019,2716,12301953.638,Armenia,Electrical energy
AUT,2019,2716,1196595892.895,Austria,Electrical energy
AZE,2019,2716,6037652.94,Azerbaijan,Electrical energy
BEL,2019,2716,601739412.77,Belgium,Electrical energy
BEN,2019,2716,105171166.387,Benin,Electrical energy
BFA,2019,2716,106796340.687,Burkina Faso,Electrical energy
BGR,2019,2716,199514372.801,Bulgaria,Electrical energy
BHR,2019,2716,386.6,Bahrain,Electrical energy
BIH,2019,2716,155718463.13,Bosnia Herzegovina,Electrical energy
BLR,2019,2716,1412000.0,Belarus,Electrical energy
BRA,2019,2716,1533671056.0,Brazil,Electrical energy
BRB,2019,2716,194.0,Barbados,Electrical energy
BWA,2019,2716,96661598.198,Botswana,Electrical energy
CAN,2019,2716,435856186.236,Canada,Electrical energy
CHE,2019,2716,1388300598.662,Switzerland,Electrical energy
CHN,2019,2716,186099548.0,China,Electrical energy
CIV,2019,2716,1290.508,Côte d'Ivoire,Electrical energy
COD,2019,2716,477816.555,Dem. Rep. of the Congo,Electrical energy
COL,2019,2716,54553907.74,Colombia,Electrical energy
CZE,2019,2716,798865657.0,Czechia,Electrical energy
DEU,2019,2716,2026600867.957,Germany,Electrical energy
DNK,2019,2716,570485388.121,Denmark,Electrical energy
ECU,2019,2716,2401316.31,Ecuador,Electrical energy
ESP,2019,2716,1082523223.109,Spain,Electrical energy
EST,2019,2716,258271527.646,Estonia,Electrical energy
FIN,2019,2716,1200229973.582,Finland,Electrical energy
FJI,2019,2716,602.667,Fiji,Electrical energy
FRA,2019,2716,776406841.106,France,Electrical energy
GBR,2019,2716,1353918919.295,United Kingdom,Electrical energy
GEO,2019,2716,78528542.0,Georgia,Electrical energy
GHA,2019,2716,12.681,Ghana,Electrical energy
GRC,2019,2716,560864167.627,Greece,Electrical energy
GTM,2019,2716,100259420.0,Guatemala,Electrical energy
HKG,2019,2716,844538903.816,"China, Hong Kong SAR",Electrical energy
HRV,2019,2716,659550216.0,Croatia,Electrical energy
HUN,2019,2716,1578464116.0,Hungary,Electrical energy
IDN,2019,2716,129205965.0,Indonesia,Electrical energy
IRL,2019,2716,145461356.293,Ireland,Electrical energy
ITA,2019,2716,2335473792.815,Italy,Electrical energy
JOR,2019,2716,17015261.32,Jordan,Electrical energy
KAZ,2019,2716,57188064.62,Kazakhstan,Electrical energy
KEN,2019,2716,12642489.21,Kenya,Electrical energy
KGZ,2019,2716,27.0,Kyrgyzstan,Electrical energy
KHM,2019,2716,50981201.74,Cambodia,Electrical energy
LAO,2019,2716,139557281.284,Lao People's Dem. Rep.,Electrical energy
LBY,2019,2716,35253376.0,Libya,Electrical energy
LKA,2019,2716,309.142,Sri Lanka,Electrical energy
LSO,2019,2716,34019021.837,Lesotho,Electrical energy
LTU,2019,2716,710688381.0,Lithuania,Electrical energy
LVA,2019,2716,238982892.86,Latvia,Electrical energy
MAC,2019,2716,459441355.591,"China, Macao SAR",Electrical energy
MAR,2019,2716,15476391.602,Morocco,Electrical energy
MEX,2019,2716,245248621.0,Mexico,Electrical energy
MKD,2019,2716,152140825.81,North Macedonia,Electrical energy
MLI,2019,2716,74159979.22,Mali,Electrical energy
MLT,2019,2716,45100239.469,Malta,Electrical energy
MMR,2019,2716,20678466.24,Myanmar,Electrical energy
MNE,2019,2716,69043015.755,Montenegro,Electrical energy
MNG,2019,2716,144445876.18,Mongolia,Electrical energy
