period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2007,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",16792706.0
2008,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",17264385.0
2009,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",12058799.0
2010,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8536059.0
2011,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",15011809.0
2012,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",14154991.0
2008,AFG,Afghanistan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",28986814.0
2009,AFG,Afghanistan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",36608.0
2010,AFG,Afghanistan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",342444.0
2011,AFG,Afghanistan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",460899.0
2007,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",126458799.0
2008,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",293560511.129
2009,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",347973524.0
2010,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",282003918.0
2011,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",197025756.0
2012,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",318627186.0
2007,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7454158.0
2008,AIA,Anguilla,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7136441.0
2007,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",85318177.0
2008,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",97962348.0
2009,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",117310028.0
2010,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",71946426.0
2011,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",61533778.0
2012,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",48467105.0
2007,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",21561807.423
2008,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",20562481.176
2009,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",15192636.65
2010,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",11267661.669
2011,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",11119175.883
2012,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",5907248.473
2007,ANT,Netherlands Antilles (...2010),25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",12096157.0
2008,ANT,Netherlands Antilles (...2010),25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",17301088.0
