reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
ALB,2013,2716,39011099.0,Albania,Electrical energy
ALB,2015,2716,32430533.0,Albania,Electrical energy
ALB,2016,2716,42141920.0,Albania,Electrical energy
ALB,2018,2716,47494077.667,Albania,Electrical energy
ARE,2013,2716,14921.711,United Arab Emirates,Electrical energy
ARE,2014,2716,1232907.477,United Arab Emirates,Electrical energy
ARE,2015,2716,95645.541,United Arab Emirates,Electrical energy
ARE,2016,2716,202467.744,United Arab Emirates,Electrical energy
ARE,2017,2716,148602.0,United Arab Emirates,Electrical energy
ARE,2018,2716,238541.068,United Arab Emirates,Electrical energy
ARG,2013,2716,32820.0,Argentina,Electrical energy
ARG,2014,2716,142353.94,Argentina,Electrical energy
ARG,2015,2716,660729.03,Argentina,Electrical energy
ARG,2016,2716,2533113.94,Argentina,Electrical energy
ARG,2017,2716,458501.71,Argentina,Electrical energy
ARM,2013,2716,78044034.0,Armenia,Electrical energy
ARM,2014,2716,81292080.0,Armenia,Electrical energy
ARM,2015,2716,77492597.0,Armenia,Electrical energy
ARM,2016,2716,57072956.0,Armenia,Electrical energy
ARM,2017,2716,71047217.45,Armenia,Electrical energy
ARM,2018,2716,80036654.408,Armenia,Electrical energy
AUT,2013,2716,1245453825.127,Austria,Electrical energy
AUT,2014,2716,1113237746.489,Austria,Electrical energy
AUT,2015,2716,950000112.563,Austria,Electrical energy
AUT,2016,2716,869736996.311,Austria,Electrical energy
AUT,2017,2716,1088243370.79,Austria,Electrical energy
AUT,2018,2716,1113694501.392,Austria,Electrical energy
AZE,2013,2716,24848951.0,Azerbaijan,Electrical energy
AZE,2014,2716,31261377.0,Azerbaijan,Electrical energy
AZE,2015,2716,17225777.3,Azerbaijan,Electrical energy
AZE,2016,2716,28344457.74,Azerbaijan,Electrical energy
AZE,2017,2716,50968958.12,Azerbaijan,Electrical energy
AZE,2018,2716,65627719.02,Azerbaijan,Electrical energy
BEL,2013,2716,448771092.586,Belgium,Electrical energy
BEL,2014,2716,213544900.468,Belgium,Electrical energy
BEL,2015,2716,121068237.793,Belgium,Electrical energy
BEL,2016,2716,305184875.761,Belgium,Electrical energy
BEL,2017,2716,364505761.562,Belgium,Electrical energy
BEL,2018,2716,251607986.734,Belgium,Electrical energy
BGR,2013,2716,452847041.0,Bulgaria,Electrical energy
BGR,2014,2716,526564806.0,Bulgaria,Electrical energy
BGR,2015,2716,601258862.0,Bulgaria,Electrical energy
BGR,2016,2716,505749564.687,Bulgaria,Electrical energy
BGR,2017,2716,551782809.176,Bulgaria,Electrical energy
BGR,2018,2716,520428961.7,Bulgaria,Electrical energy
BHR,2013,2716,79.0,Bahrain,Electrical energy
BHR,2015,2716,446031.166,Bahrain,Electrical energy
BIH,2013,2716,320267919.0,Bosnia Herzegovina,Electrical energy
BIH,2014,2716,209435935.0,Bosnia Herzegovina,Electrical energy
BIH,2015,2716,161376571.0,Bosnia Herzegovina,Electrical energy
BIH,2016,2716,182405703.0,Bosnia Herzegovina,Electrical energy
BIH,2017,2716,266674524.19,Bosnia Herzegovina,Electrical energy
BIH,2018,2716,347189374.52,Bosnia Herzegovina,Electrical energy
BLR,2013,2716,24077500.0,Belarus,Electrical energy
BLR,2014,2716,36962200.0,Belarus,Electrical energy
BLR,2015,2716,11400700.0,Belarus,Electrical energy
BLR,2016,2716,8059700.0,Belarus,Electrical energy
BLR,2017,2716,6961000.0,Belarus,Electrical energy
BLR,2018,2716,54629600.0,Belarus,Electrical energy
BRA,2013,2716,1785737.0,Brazil,Electrical energy
BRA,2016,2716,26300885.0,Brazil,Electrical energy
BRA,2017,2716,12098456.0,Brazil,Electrical energy
BWA,2015,2716,189.832,Botswana,Electrical energy
CAN,2013,2716,2373005505.0,Canada,Electrical energy
CAN,2014,2716,2663786791.0,Canada,Electrical energy
CAN,2015,2716,2454443667.848,Canada,Electrical energy
CAN,2016,2716,2198904005.194,Canada,Electrical energy
CAN,2017,2716,2262303622.415,Canada,Electrical energy
CAN,2018,2716,2247866543.209,Canada,Electrical energy
CHE,2013,2716,2571465857.723,Switzerland,Electrical energy
CHE,2014,2716,2477977182.201,Switzerland,Electrical energy
