reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
ABW,2023,2711,49462.01,Aruba,Petroleum gases and other gaseous hydrocarbons
AGO,2023,2711,841626.703,Angola,Petroleum gases and other gaseous hydrocarbons
ALB,2023,2711,130965460.005,Albania,Petroleum gases and other gaseous hydrocarbons
AND,2023,2711,4614493.401,Andorra,Petroleum gases and other gaseous hydrocarbons
ARE,2023,2711,51775101.544,United Arab Emirates,Petroleum gases and other gaseous hydrocarbons
ARG,2023,2711,2678060757.59,Argentina,Petroleum gases and other gaseous hydrocarbons
ARM,2023,2711,518513023.347,Armenia,Petroleum gases and other gaseous hydrocarbons
ATG,2023,2711,578108.236,Antigua and Barbuda,Petroleum gases and other gaseous hydrocarbons
AUS,2023,2711,236772199.956,Australia,Petroleum gases and other gaseous hydrocarbons
AUT,2023,2711,5443283614.116,Austria,Petroleum gases and other gaseous hydrocarbons
AZE,2023,2711,362654913.69,Azerbaijan,Petroleum gases and other gaseous hydrocarbons
BDI,2023,2711,1037277.044,Burundi,Petroleum gases and other gaseous hydrocarbons
BEL,2023,2711,26256491005.427,Belgium,Petroleum gases and other gaseous hydrocarbons
BEN,2023,2711,14978766.141,Benin,Petroleum gases and other gaseous hydrocarbons
BFA,2023,2711,97228975.504,Burkina Faso,Petroleum gases and other gaseous hydrocarbons
BGR,2023,2711,1037711543.834,Bulgaria,Petroleum gases and other gaseous hydrocarbons
BHR,2023,2711,23172.053,Bahrain,Petroleum gases and other gaseous hydrocarbons
BHS,2023,2711,22906568.0,Bahamas,Petroleum gases and other gaseous hydrocarbons
BIH,2023,2711,142125834.907,Bosnia Herzegovina,Petroleum gases and other gaseous hydrocarbons
BLZ,2023,2711,15728133.8,Belize,Petroleum gases and other gaseous hydrocarbons
BMU,2023,2711,1220308.57,Bermuda,Petroleum gases and other gaseous hydrocarbons
BOL,2023,2711,12284.0,Bolivia (Plurinational State of),Petroleum gases and other gaseous hydrocarbons
BRA,2023,2711,2501926442.0,Brazil,Petroleum gases and other gaseous hydrocarbons
BRB,2023,2711,17305096.5,Barbados,Petroleum gases and other gaseous hydrocarbons
BRN,2023,2711,1255796.739,Brunei Darussalam,Petroleum gases and other gaseous hydrocarbons
BTN,2023,2711,6231079.038,Bhutan,Petroleum gases and other gaseous hydrocarbons
BWA,2023,2711,22602362.861,Botswana,Petroleum gases and other gaseous hydrocarbons
CAF,2023,2711,351465.468,Central African Rep.,Petroleum gases and other gaseous hydrocarbons
CAN,2023,2711,2448298267.26,Canada,Petroleum gases and other gaseous hydrocarbons
CHE,2023,2711,2233528788.83,Switzerland,Petroleum gases and other gaseous hydrocarbons
CHL,2023,2711,2533873579.474,Chile,Petroleum gases and other gaseous hydrocarbons
