period,reporterISO,reporterDesc,total_imports_usd
2012,BLZ,Belize,843065697.0
2007,BMU,Bermuda,1133147087.0
2008,BMU,Bermuda,1146777916.0
2009,BMU,Bermuda,1028090585.0
2010,BMU,Bermuda,969629106.0
2011,BMU,Bermuda,880766921.0
2012,BMU,Bermuda,866904652.0
2007,BOL,Bolivia (Plurinational State of),3587951682.0
2008,BOL,Bolivia (Plurinational State of),5097054867.0
2009,BOL,Bolivia (Plurinational State of),4568531914.0
2010,BOL,Bolivia (Plurinational State of),5603872620.94
2011,BOL,Bolivia (Plurinational State of),7935744414.95
2012,BOL,Bolivia (Plurinational State of),8590084889.58
2007,BRA,Brazil,128110615840.0
2008,BRA,Brazil,183920682149.0
2009,BRA,Brazil,135377600478.0
2010,BRA,Brazil,193184261936.0
2011,BRA,Brazil,238706132375.0
2012,BRA,Brazil,235404475808.0
2007,BRB,Barbados,1298657111.0
2008,BRB,Barbados,1744262693.0
2009,BRB,Barbados,1340712876.0
2010,BRB,Barbados,1196231948.0
2011,BRB,Barbados,1775403402.0
2012,BRB,Barbados,1767767063.0
2007,BRN,Brunei Darussalam,2101094663.0
2008,BRN,Brunei Darussalam,2571625908.0
2009,BRN,Brunei Darussalam,2395646046.0
2010,BRN,Brunei Darussalam,2538788174.893
2011,BRN,Brunei Darussalam,3599179876.056
2012,BRN,Brunei Darussalam,3572226691.0
2007,BTN,Bhutan,498139703.0
2008,BTN,Bhutan,543270693.0
2009,BTN,Bhutan,529407504.0
2010,BTN,Bhutan,853803672.0
2011,BTN,Bhutan,1051747355.0
2012,BTN,Bhutan,991702621.0
2007,BWA,Botswana,3986915810.0
2008,BWA,Botswana,5211097372.0
2009,BWA,Botswana,4728028513.0
2010,BWA,Botswana,5089896388.313
2011,BWA,Botswana,8306971868.957
2012,BWA,Botswana,10293588650.598
2007,CAF,Central African Rep.,197763982.0
2008,CAF,Central African Rep.,185016281.0
2009,CAF,Central African Rep.,211713557.0
2010,CAF,Central African Rep.,209945572.0
2011,CAF,Central African Rep.,214703270.0
2012,CAF,Central African Rep.,217528639.0
2007,CAN,Canada,380646621997.0
2008,CAN,Canada,408762167569.0
2009,CAN,Canada,321227567706.0
2010,CAN,Canada,392108702461.0
2011,CAN,Canada,450579509089.0
2012,CAN,Canada,462366181402.0
2007,CHE,Switzerland,189180898933.481
2008,CHE,Switzerland,229879374828.881
2009,CHE,Switzerland,207696126590.472
2010,CHE,Switzerland,176280625555.0
2011,CHE,Switzerland,208219897633.0
2012,CHE,Switzerland,295054504994.728
2007,CHL,Chile,47511907763.518
2008,CHL,Chile,62642082445.909
2009,CHL,Chile,42707174882.728
2010,CHL,Chile,58865312726.434
2011,CHL,Chile,74757795765.898
2012,CHL,Chile,80001192427.961
2007,CHN,China,956115447556.0
2008,CHN,China,1132562161442.0
2009,CHN,China,1005555225206.0
2010,CHN,China,1396001565258.0
2011,CHN,China,1743394866363.0
2012,CHN,China,1818199227571.0
2007,CIV,Côte d'Ivoire,6683116670.0
2008,CIV,Côte d'Ivoire,7847262199.08
2009,CIV,Côte d'Ivoire,6993211963.224
2010,CIV,Côte d'Ivoire,7861222575.404
2011,CIV,Côte d'Ivoire,6711111220.326
2012,CIV,Côte d'Ivoire,9769250892.079
2007,CMR,Cameroon,3265622486.0
2008,CMR,Cameroon,4137863424.0
2009,CMR,Cameroon,3788598514.0
2010,CMR,Cameroon,5133282796.0
2011,CMR,Cameroon,5074397807.0
2012,CMR,Cameroon,6515067540.0
2007,COG,Congo,3928834277.0
2008,COG,Congo,3539647608.0
2009,COG,Congo,4447112560.0
2010,COG,Congo,4369417122.0
2011,COG,Congo,7012525239.0
2012,COG,Congo,7348554335.0
2007,COK,Cook Isds,103209430.0
2009,COK,Cook Isds,81557386.0
2010,COK,Cook Isds,90628915.0
2011,COK,Cook Isds,109316111.0
2007,COL,Colombia,32897045325.0
2008,COL,Colombia,39668840245.0
2009,COL,Colombia,32897671468.0
2010,COL,Colombia,40682507646.0
2011,COL,Colombia,54674822113.0
2012,COL,Colombia,58087854461.0
2007,COM,Comoros,120485986.0
2008,COM,Comoros,119105257.0
2009,COM,Comoros,180103129.968
2010,COM,Comoros,180495223.345
2011,COM,Comoros,210606281.987
2012,COM,Comoros,206901581.779
2007,CPV,Cabo Verde,736992206.0
2008,CPV,Cabo Verde,824159136.0
2009,CPV,Cabo Verde,671026523.0
2010,CPV,Cabo Verde,730765791.0
2011,CPV,Cabo Verde,946557158.0
2012,CPV,Cabo Verde,754756852.0
2007,CRI,Costa Rica,12757849001.0
2008,CRI,Costa Rica,15289400229.0
2009,CRI,Costa Rica,11550460954.0
2010,CRI,Costa Rica,13920243832.0
2011,CRI,Costa Rica,18263804971.0
2012,CRI,Costa Rica,18355992786.0
2007,CYP,Cyprus,8748906634.0
2008,CYP,Cyprus,10849019023.0
2009,CYP,Cyprus,7933397121.0
2010,CYP,Cyprus,8644721987.0
2011,CYP,Cyprus,8788557849.0
2012,CYP,Cyprus,7376933504.0
2007,CZE,Czechia,116822197474.0
2008,CZE,Czechia,141833835988.0
2009,CZE,Czechia,104849536210.0
2010,CZE,Czechia,125690657757.0
2011,CZE,Czechia,150813415501.0
2012,CZE,Czechia,139726823793.0
2007,DEU,Germany,1059307813000.0
2008,DEU,Germany,1192581758828.271
2009,DEU,Germany,928891172150.158
2010,DEU,Germany,1060672352047.814
2011,DEU,Germany,1261588484277.217
2012,DEU,Germany,1161247823737.51
2009,DJI,Djibouti,647615351.0
2007,DMA,Dominica,195733908.0
2008,DMA,Dominica,232374660.0
2009,DMA,Dominica,222155644.0
2010,DMA,Dominica,224597229.0
2012,DMA,Dominica,211867612.0
2007,DNK,Denmark,97422845558.0
2008,DNK,Denmark,109008153707.0
2009,DNK,Denmark,80096730483.0
2010,DNK,Denmark,82724280372.0
2011,DNK,Denmark,96008493220.0
2012,DNK,Denmark,91325521622.0
2007,DOM,Dominican Rep.,14737662590.922
2008,DOM,Dominican Rep.,17509468500.462
2009,DOM,Dominican Rep.,13165668011.332
2010,DOM,Dominican Rep.,15138222512.0
2011,DOM,Dominican Rep.,18156132539.0
2012,DOM,Dominican Rep.,17430206196.0
2007,DZA,Algeria,27631203951.0
2008,DZA,Algeria,39474721566.0
2009,DZA,Algeria,39258326938.0
2010,DZA,Algeria,40999891115.0
2011,DZA,Algeria,47219730324.0
2012,DZA,Algeria,50369390586.0
2007,ECU,Ecuador,13565297222.0
2008,ECU,Ecuador,18851930298.0
2009,ECU,Ecuador,15089885150.0
2010,ECU,Ecuador,20590848480.0
2011,ECU,Ecuador,24286061051.0
2012,ECU,Ecuador,25196517284.0
2007,EGY,Egypt,27078737870.403
2008,EGY,Egypt,53596368525.708
2009,EGY,Egypt,45429547205.986
2010,EGY,Egypt,53003406057.0
2011,EGY,Egypt,62282016834.0
2012,EGY,Egypt,69865551868.0
2007,ESP,Spain,391306613821.525
2008,ESP,Spain,418707464845.608
2009,ESP,Spain,287479841518.981
2010,ESP,Spain,318163804073.598
2011,ESP,Spain,366058447245.896
2012,ESP,Spain,331680209906.574
2007,EST,Estonia,16651316089.67
2008,EST,Estonia,17333687250.34
2009,EST,Estonia,11336418148.55
2010,EST,Estonia,13196568155.0
2011,EST,Estonia,18963366160.0
2012,EST,Estonia,20070375616.0
2007,ETH,Ethiopia,5797370611.099
2008,ETH,Ethiopia,8566248223.16
2009,ETH,Ethiopia,7938371719.646
2010,ETH,Ethiopia,8597015273.482
2011,ETH,Ethiopia,9146409861.307
2012,ETH,Ethiopia,12411342299.236
2007,FIN,Finland,81576271859.0
2008,FIN,Finland,92189842878.0
2009,FIN,Finland,60830316844.0
2010,FIN,Finland,68767143783.0
2011,FIN,Finland,83861658166.0
2012,FIN,Finland,76089021011.0
2007,FJI,Fiji,1779736173.0
2008,FJI,Fiji,2263879602.0
2009,FJI,Fiji,1437019307.0
2010,FJI,Fiji,1808458769.0
2011,FJI,Fiji,2181871998.0
2012,FJI,Fiji,2252597634.0
2007,FRA,France,611364435458.0
2008,FRA,France,695004283255.0
2009,FRA,France,540502282883.0
2010,FRA,France,599171506084.0
2011,FRA,France,713675253798.0
2012,FRA,France,666675230977.0
2007,FRO,Faroe Isds,1015836717.0
2008,FRO,Faroe Isds,988075789.0
2009,FRO,Faroe Isds,783439826.0
2007,FSM,FS Micronesia,145707441.0
2008,FSM,FS Micronesia,160482791.0
2009,FSM,FS Micronesia,171004775.0
2010,FSM,FS Micronesia,167892724.0
2011,FSM,FS Micronesia,188080842.0
2012,FSM,FS Micronesia,193645159.0
2007,GAB,Gabon,2110233043.0
2008,GAB,Gabon,2563071485.0
2009,GAB,Gabon,2500862251.0
2010,GAB,Gabon,2985677446.633
2011,GAB,Gabon,2863502440.068
2012,GAB,Gabon,5541197768.618
2007,GBR,United Kingdom,679917917606.0
2008,GBR,United Kingdom,705344160844.0
2009,GBR,United Kingdom,552042034589.0
2010,GBR,United Kingdom,627617523093.0
2011,GBR,United Kingdom,717606233152.0
2012,GBR,United Kingdom,689137011265.0
2007,GEO,Georgia,5214130644.0
2008,GEO,Georgia,6055674849.0
2009,GEO,Georgia,4475317732.0
2010,GEO,Georgia,5235753083.0
2011,GEO,Georgia,7071608599.0
2012,GEO,Georgia,8053871503.0
2007,GHA,Ghana,7278290001.0
2008,GHA,Ghana,8536051306.0
2009,GHA,Ghana,6464802527.0
2010,GHA,Ghana,8052406866.744
2011,GHA,Ghana,12602676328.0
2012,GHA,Ghana,13578112617.0
2007,GIN,Guinea,1281496275.0
2008,GIN,Guinea,1835483106.0
2007,GMB,Gambia,322690855.258
2008,GMB,Gambia,287918371.344
2009,GMB,Gambia,270136848.611
2010,GMB,Gambia,225088303.859
2011,GMB,Gambia,340350569.711
2012,GMB,Gambia,380338909.693
2007,GRC,Greece,76099246073.0
2008,GRC,Greece,94347055932.0
2009,GRC,Greece,71538438052.0
2010,GRC,Greece,66452642920.0
2011,GRC,Greece,66692056018.0
2012,GRC,Greece,62504427046.0
2007,GRD,Grenada,365125245.0
2008,GRD,Grenada,363304298.0
2009,GRD,Grenada,281828217.0
2010,GRD,Grenada,317070512.929
2011,GRD,Grenada,335100389.344
2012,GRD,Grenada,331594910.997
2007,GRL,Greenland,773090993.0
2008,GRL,Greenland,926858081.0
2009,GRL,Greenland,777222143.69
2010,GRL,Greenland,846978897.48
2011,GRL,Greenland,1002504883.44
2012,GRL,Greenland,860550323.56
2007,GTM,Guatemala,13544300940.0
2008,GTM,Guatemala,14521501217.0
2009,GTM,Guatemala,11521363090.0
2010,GTM,Guatemala,13830314124.0
2011,GTM,Guatemala,16610813629.0
2012,GTM,Guatemala,16978685968.0
2007,GUY,Guyana,1028778440.0
2008,GUY,Guyana,1345929842.0
2009,GUY,Guyana,1175348589.0
2010,GUY,Guyana,1451561694.0
2011,GUY,Guyana,1768554675.0
2012,GUY,Guyana,1997073829.0
2007,HKG,"China, Hong Kong SAR",370132465650.0
2008,HKG,"China, Hong Kong SAR",392962349938.0
2009,HKG,"China, Hong Kong SAR",352240745198.0
2010,HKG,"China, Hong Kong SAR",441369197518.0
2011,HKG,"China, Hong Kong SAR",510854737709.0
2012,HKG,"China, Hong Kong SAR",553486468741.0
2007,HND,Honduras,6530362643.0
2009,HND,Honduras,5922937552.0
2010,HND,Honduras,6895088284.0
2011,HND,Honduras,8541778594.0
2012,HND,Honduras,8646775792.0
2007,HRV,Croatia,25829460931.0
2008,HRV,Croatia,30726986737.0
2009,HRV,Croatia,21204851207.0
2010,HRV,Croatia,20067004556.0
2011,HRV,Croatia,22714694002.0
2012,HRV,Croatia,20834262292.0
2007,HUN,Hungary,94659727000.0
2008,HUN,Hungary,108784724000.0
2009,HUN,Hungary,77272443000.0
2010,HUN,Hungary,87432095000.0
2011,HUN,Hungary,101369997000.0
2012,HUN,Hungary,94300664567.0
2007,IDN,Indonesia,74473428731.0
2008,IDN,Indonesia,129244050291.0
2009,IDN,Indonesia,96829162576.0
2010,IDN,Indonesia,135663280214.0
2011,IDN,Indonesia,177435550307.0
2012,IDN,Indonesia,191690908079.0
2007,IND,India,218645293931.0
2008,IND,India,315712105614.0
2009,IND,India,266401552908.0
2010,IND,India,350029386927.0
2011,IND,India,462402790771.0
2012,IND,India,488976378496.0
2007,IRL,Ireland,90358249623.834
2008,IRL,Ireland,87236004978.04
2009,IRL,Ireland,67224753607.346
2010,IRL,Ireland,64543486889.263
2011,IRL,Ireland,73810486792.481
2012,IRL,Ireland,72218451770.677
2010,IRN,Iran,54697235524.0
2011,IRN,Iran,68319000000.0
2007,ISL,Iceland,6689690644.0
2008,ISL,Iceland,6165928277.0
2009,ISL,Iceland,3603988709.0
2010,ISL,Iceland,3914349444.0
2011,ISL,Iceland,4845760241.0
2012,ISL,Iceland,4771916219.0
2007,ISR,Israel,56619379000.0
2008,ISR,Israel,65170546000.0
2009,ISR,Israel,47362724000.0
2010,ISR,Israel,59193894000.0
2011,ISR,Israel,73526105000.0
2012,ISR,Israel,73112080000.0
2007,ITA,Italy,511651875761.251
2008,ITA,Italy,561898841078.626
2009,ITA,Italy,415096262104.568
2010,ITA,Italy,486984371949.0
2011,ITA,Italy,558831981537.0
2012,ITA,Italy,489104116138.0
2007,JAM,Jamaica,6747629131.0
2008,JAM,Jamaica,8465405058.0
2009,JAM,Jamaica,5064255567.0
2010,JAM,Jamaica,5225226738.0
2011,JAM,Jamaica,6436591867.0
2012,JAM,Jamaica,6580358184.0
2007,JOR,Jordan,13531100490.0
2008,JOR,Jordan,16871597628.0
2009,JOR,Jordan,14075297129.0
2010,JOR,Jordan,15262001378.0
2011,JOR,Jordan,18301082247.0
2012,JOR,Jordan,20691383705.0
2007,JPN,Japan,622243336430.0
2008,JPN,Japan,762533921120.0
2009,JPN,Japan,551984750861.0
2010,JPN,Japan,694059159975.0
2011,JPN,Japan,855380474182.0
2012,JPN,Japan,886031094485.0
2007,KAZ,Kazakhstan,32686612797.0
2008,KAZ,Kazakhstan,37815371782.0
2009,KAZ,Kazakhstan,28408679844.0
2010,KAZ,Kazakhstan,24023626743.0
2011,KAZ,Kazakhstan,38010237472.0
2012,KAZ,Kazakhstan,44538070815.0
2007,KEN,Kenya,8989261774.0
2008,KEN,Kenya,11127817243.0
2009,KEN,Kenya,10202000865.0
2010,KEN,Kenya,12092926245.0
2007,KGZ,Kyrgyzstan,2416987376.0
2008,KGZ,Kyrgyzstan,4072327843.0
2009,KGZ,Kyrgyzstan,2973866766.0
2010,KGZ,Kyrgyzstan,3222635177.0
2011,KGZ,Kyrgyzstan,4260687274.0
2012,KGZ,Kyrgyzstan,5373176213.0
2007,KHM,Cambodia,3554841166.0
2008,KHM,Cambodia,4416653317.0
2009,KHM,Cambodia,3905714341.0
2010,KHM,Cambodia,4902523729.0
2011,KHM,Cambodia,6143333188.0
2012,KHM,Cambodia,7466708038.0
2007,KIR,Kiribati,70130448.0
2008,KIR,Kiribati,75160594.0
2009,KIR,Kiribati,67004674.0
2010,KIR,Kiribati,73093437.0
2011,KIR,Kiribati,91746983.0
2012,KIR,Kiribati,108558458.0
2007,KNA,Saint Kitts and Nevis,271670421.0
2008,KNA,Saint Kitts and Nevis,324785527.0
2009,KNA,Saint Kitts and Nevis,295754201.0
2010,KNA,Saint Kitts and Nevis,269821940.0
2011,KNA,Saint Kitts and Nevis,246655292.0
2012,KNA,Saint Kitts and Nevis,224279868.0
2007,KOR,Rep. of Korea,356841657966.0
2008,KOR,Rep. of Korea,435270540291.0
2009,KOR,Rep. of Korea,323081674754.0
2010,KOR,Rep. of Korea,425208007078.0
2011,KOR,Rep. of Korea,524405223775.0
2012,KOR,Rep. of Korea,519575597289.0
2007,KWT,Kuwait,21362495235.0
2008,KWT,Kuwait,24839591041.0
2010,KWT,Kuwait,22691403866.0
2011,KWT,Kuwait,25141991714.0
2010,LAO,Lao People's Dem. Rep.,1836634470.0
2011,LAO,Lao People's Dem. Rep.,2582095400.0
2012,LAO,Lao People's Dem. Rep.,2597521432.0
2007,LBN,Lebanon,11814556538.0
2008,LBN,Lebanon,16136466067.0
2009,LBN,Lebanon,16231585205.0
2010,LBN,Lebanon,17969734783.0
2011,LBN,Lebanon,20162637390.0
2012,LBN,Lebanon,21146549423.0
2007,LBY,Libya,6748809550.0
2008,LBY,Libya,9116481950.0
2009,LBY,Libya,12859378718.0
2010,LBY,Libya,17674367918.0
2007,LCA,Saint Lucia,613907538.0
2008,LCA,Saint Lucia,655737373.0
2009,LCA,Saint Lucia,617089351.0
2010,LCA,Saint Lucia,646866188.0
2011,LCA,Saint Lucia,705014389.0
2012,LCA,Saint Lucia,656005922.0
2007,LKA,Sri Lanka,11385744139.0
2008,LKA,Sri Lanka,13629062682.0
2009,LKA,Sri Lanka,9431850987.0
2010,LKA,Sri Lanka,12353707838.0
2011,LKA,Sri Lanka,19696479835.0
2012,LKA,Sri Lanka,17884922005.0
2007,LSO,Lesotho,862495075.024
2008,LSO,Lesotho,722806686.288
2009,LSO,Lesotho,806257352.901
2010,LSO,Lesotho,1171821370.342
2011,LSO,Lesotho,1324175808.945
2012,LSO,Lesotho,1466989431.016
2007,LTU,Lithuania,24445067457.0
2008,LTU,Lithuania,31294662543.0
2009,LTU,Lithuania,18340632878.0
2010,LTU,Lithuania,23378047393.0
2011,LTU,Lithuania,31801287866.0
2012,LTU,Lithuania,32237640017.0
2007,LUX,Luxembourg,22288700591.0
2008,LUX,Luxembourg,25498095369.0
2009,LUX,Luxembourg,18770617979.0
2010,LUX,Luxembourg,20399987741.0
2011,LUX,Luxembourg,25971633904.0
2012,LUX,Luxembourg,24284889959.0
2007,LVA,Latvia,15171250893.519
2008,LVA,Latvia,15750540051.367
2009,LVA,Latvia,9346321657.962
2010,LVA,Latvia,11143287701.0
2011,LVA,Latvia,15430778744.0
2012,LVA,Latvia,16082387658.0
2007,MAC,"China, Macao SAR",5512894419.107
2008,MAC,"China, Macao SAR",5426033975.003
2009,MAC,"China, Macao SAR",4669349407.97
2010,MAC,"China, Macao SAR",5567214037.745
2011,MAC,"China, Macao SAR",7872122714.355
2012,MAC,"China, Macao SAR",8917896049.069
2007,MAR,Morocco,31887965718.162
2008,MAR,Morocco,42061223013.455
2009,MAR,Morocco,32757114994.317
2010,MAR,Morocco,35378881794.0
2011,MAR,Morocco,44262937485.0
2012,MAR,Morocco,44789781626.0
2007,MDA,Rep. of Moldova,3689868312.0
2008,MDA,Rep. of Moldova,4898762524.0
2009,MDA,Rep. of Moldova,3278270205.0
2010,MDA,Rep. of Moldova,3855288845.0
2011,MDA,Rep. of Moldova,5191271351.0
2012,MDA,Rep. of Moldova,5212928364.0
2007,MDG,Madagascar,2501498467.649
2008,MDG,Madagascar,3900909147.275
2009,MDG,Madagascar,3173722501.781
2010,MDG,Madagascar,2554384717.016
2011,MDG,Madagascar,2963205829.155
2012,MDG,Madagascar,2483782352.949
2007,MDV,Maldives,1096290117.0
2008,MDV,Maldives,1387508929.0
2009,MDV,Maldives,966136180.0
2010,MDV,Maldives,1095116285.0
2011,MDV,Maldives,1411701092.0
2012,MDV,Maldives,1554501652.0
2007,MEX,Mexico,281926513230.0
2008,MEX,Mexico,308583119940.0
2009,MEX,Mexico,234384531886.0
2010,MEX,Mexico,301481733926.0
2011,MEX,Mexico,350842805606.0
2012,MEX,Mexico,370751407489.0
2007,MKD,North Macedonia,5280582757.37
2008,MKD,North Macedonia,6882652006.88
2009,MKD,North Macedonia,5072648626.1
2010,MKD,North Macedonia,5474483348.05
2011,MKD,North Macedonia,7027162087.0
2012,MKD,North Macedonia,6522387659.0
2007,MLI,Mali,2184847362.0
2008,MLI,Mali,3338925050.0
2010,MLI,Mali,4703502882.0
2011,MLI,Mali,3351538885.0
2012,MLI,Mali,3462655072.0
2007,MLT,Malta,4947024161.0
2008,MLT,Malta,5140832421.0
2009,MLT,Malta,4034116625.0
2010,MLT,Malta,5732174585.0
2011,MLT,Malta,7395938428.0
2012,MLT,Malta,7896220752.0
2010,MMR,Myanmar,4865894628.71
2011,MMR,Myanmar,8571168203.0
2012,MMR,Myanmar,7849397741.0
2007,MNE,Montenegro,2867309516.0
2008,MNE,Montenegro,3731167872.0
2009,MNE,Montenegro,2313139288.0
2010,MNE,Montenegro,2181940294.0
2011,MNE,Montenegro,2544044492.0
2012,MNE,Montenegro,2336353472.0
2007,MNG,Mongolia,2117033711.0
2007,MOZ,Mozambique,3049746128.0
2008,MOZ,Mozambique,4007763192.0
2009,MOZ,Mozambique,3764206586.0
2010,MOZ,Mozambique,3564229509.0
2011,MOZ,Mozambique,6305647000.0
2012,MOZ,Mozambique,6177209677.0
2007,MRT,Mauritania,1430418276.0
2008,MRT,Mauritania,1637617340.0
2009,MRT,Mauritania,1337081449.0
2010,MRT,Mauritania,1707736604.0
2011,MRT,Mauritania,2452705805.0
2012,MRT,Mauritania,2970620182.0
2007,MSR,Montserrat,29620691.0
2008,MSR,Montserrat,38048032.0
2009,MSR,Montserrat,29604827.0
2011,MSR,Montserrat,33417122.0
2012,MSR,Montserrat,36941700.0
2007,MUS,Mauritius,3900897165.0
2008,MUS,Mauritius,4669746930.0
2009,MUS,Mauritius,3725099040.0
2010,MUS,Mauritius,4402331731.0
2011,MUS,Mauritius,5158618169.0
2012,MUS,Mauritius,5772006384.0
2007,MWI,Malawi,1382487195.359
2008,MWI,Malawi,2032615852.885
2009,MWI,Malawi,2102130829.584
2010,MWI,Malawi,2164502438.881
2011,MWI,Malawi,2427324564.256
2012,MWI,Malawi,2728132748.071
2007,MYS,Malaysia,146104307073.0
2008,MYS,Malaysia,155660819369.0
2009,MYS,Malaysia,123575279300.0
2010,MYS,Malaysia,164586273423.0
2011,MYS,Malaysia,187573009395.0
2012,MYS,Malaysia,196196618679.0
2007,MYT,Mayotte (Overseas France),499362083.0
2008,MYT,Mayotte (Overseas France),606266802.0
2009,MYT,Mayotte (Overseas France),501924607.0
2007,NAM,Namibia,4025998874.0
2008,NAM,Namibia,4688570014.0
2009,NAM,Namibia,6208418827.0
2010,NAM,Namibia,5979722908.0
2011,NAM,Namibia,6457277385.0
2012,NAM,Namibia,7132032336.0
2007,NCL,New Caledonia,2427276006.0
2008,NCL,New Caledonia,3268557549.0
