period,reporterISO,reporterDesc,total_imports_usd
2022,ROU,Romania,132699562701.94
2022,RWA,Rwanda,5124655978.4
2022,S19,"Other Asia, nes",436551017046.56
2022,SAU,Saudi Arabia,189865321359.5
2022,SEN,Senegal,12064632482.711
2022,SGP,Singapore,475412874146.485
2022,SLV,El Salvador,17108010282.77
2022,SRB,Serbia,41143747552.0
2022,STP,Sao Tome and Principe,196299315.483
2022,SUR,Suriname,1803200189.5
2022,SVK,Slovakia,115784469709.566
2022,SVN,Slovenia,59576307658.913
2022,SWE,Sweden,202997376050.399
2022,SWZ,Eswatini,2123791695.7
2022,SYC,Seychelles,2119313437.48
2022,TGO,Togo,2791486760.826
2022,THA,Thailand,301019948647.819
2022,TJK,Tajikistan,5182865726.29
2022,TLS,Timor-Leste,933461587.088
2022,TON,Tonga,273574212.12
2022,TTO,Trinidad and Tobago,6202573330.287
2022,TUN,Tunisia,26672667450.171
2022,TUR,Türkiye,363710572811.0
2022,TZA,United Rep. of Tanzania,15654447273.284
2022,UGA,Uganda,9747768913.48
2022,UKR,Ukraine,55224067358.78
2022,URY,Uruguay,12973460921.68
2022,USA,USA,3372902165775.0
2022,UZB,Uzbekistan,28264000159.02
2022,VCT,Saint Vincent and the Grenadines,437950552.339
2022,VNM,Viet Nam,358788312545.154
2022,WSM,Samoa,445412385.976
2022,ZAF,South Africa,111880322479.528
2022,ZMB,Zambia,9003919006.784
2022,ZWE,Zimbabwe,8603709737.018
