period,reporterISO,reporterDesc,total_imports_usd
2022,ABW,Aruba,1473238002.652
2022,AGO,Angola,17802935241.948
2022,ALB,Albania,8407345270.407
2022,AND,Andorra,1864440632.899
2022,ARE,United Arab Emirates,420493197887.132
2022,ARG,Argentina,81522681076.03
2022,ARM,Armenia,8649653422.74
2022,ATG,Antigua and Barbuda,627945130.265
2022,AUS,Australia,309300244763.119
2022,AUT,Austria,226475409356.762
2022,AZE,Azerbaijan,14535587661.11
2022,BDI,Burundi,1260470568.441
2022,BEL,Belgium,461788951877.973
2022,BEN,Benin,3845858822.924
2022,BFA,Burkina Faso,5647110848.988
2022,BGR,Bulgaria,58091667019.676
2022,BHR,Bahrain,15534502920.483
2022,BHS,Bahamas,3757847448.0
2022,BIH,Bosnia Herzegovina,15379632167.161
2022,BLZ,Belize,1397265081.288
2022,BMU,Bermuda,1192257848.37
2022,BOL,Bolivia (Plurinational State of),13049405742.0
2022,BRA,Brazil,292343725728.0
2022,BRB,Barbados,2151007541.5
2022,BRN,Brunei Darussalam,9183899326.299
2022,BTN,Bhutan,1568916229.182
2022,BWA,Botswana,8114914546.663
2022,CAF,Central African Rep.,623380390.016
2022,CAN,Canada,571773402336.481
2022,CHE,Switzerland,356235312307.771
2022,CHL,Chile,104606443691.235
2022,CHN,China,2715997517261.0
2022,CIV,Côte d'Ivoire,17888544321.56
2022,CMR,Cameroon,7926780025.424
2022,COD,Dem. Rep. of the Congo,11406533703.276
2022,COG,Congo,3631590933.964
2022,COL,Colombia,77410016061.06
2022,COM,Comoros,228665077.135
2022,CPV,Cabo Verde,1772369095.081
2022,CRI,Costa Rica,21140329929.564
2022,CUB,Cuba,9833119746.1
2022,CYM,Cayman Isds,1795761359.96
2022,CYP,Cyprus,11888671300.904
2022,CZE,Czechia,236320011363.0
2022,DEU,Germany,1598522313901.285
2022,DJI,Djibouti,5091386246.072
2022,DMA,Dominica,266651625.941
2022,DNK,Denmark,125871602137.688
2022,DOM,Dominican Rep.,26760023728.204
2022,ECU,Ecuador,33048920968.5
2022,EGY,Egypt,96188945660.129
2022,ESP,Spain,499055069367.492
2022,EST,Estonia,27535703192.88
2022,ETH,Ethiopia,16537801018.968
2022,FIN,Finland,97374453184.738
2022,FJI,Fiji,2997429398.115
2022,FRA,France,839860609993.965
2022,GAB,Gabon,4059690666.637
2022,GBR,United Kingdom,813768287245.402
2022,GEO,Georgia,13539631288.052
2022,GHA,Ghana,17962659788.548
2022,GMB,Gambia,914919110.614
2022,GRC,Greece,97970295871.644
2022,GRD,Grenada,589270125.337
2022,GTM,Guatemala,32099063169.0
2022,GUY,Guyana,3609682481.231
2022,HKG,"China, Hong Kong SAR",668483049171.977
2022,HRV,Croatia,44114930019.0
2022,HUN,Hungary,159334561983.0
2022,IDN,Indonesia,237935368273.0
2022,IND,India,732565993392.928
2022,IRL,Ireland,148503448776.55
2022,IRN,Iran,58726180300.0
2022,ISL,Iceland,9643942506.154
2022,ISR,Israel,107757786000.0
2022,ITA,Italy,695235842853.138
2022,JAM,Jamaica,7731213540.347
2022,JOR,Jordan,27364056976.33
2022,JPN,Japan,898599893774.247
2022,KAZ,Kazakhstan,30952133484.068
2022,KEN,Kenya,21100881275.088
2022,KGZ,Kyrgyzstan,9802959420.0
2022,KHM,Cambodia,29941601628.79
2022,KOR,Rep. of Korea,731361419922.0
2022,KWT,Kuwait,35926121142.256
2022,LAO,Lao People's Dem. Rep.,7615873839.624
2022,LBN,Lebanon,19500198659.0
2022,LBR,Liberia,1917409559.665
2022,LKA,Sri Lanka,17559536533.469
2022,LSO,Lesotho,1869437130.332
2022,LTU,Lithuania,55110147908.0
2022,LUX,Luxembourg,26642753475.904
2022,LVA,Latvia,27212294483.503
2022,MAC,"China, Macao SAR",17430546390.115
2022,MAR,Morocco,72577705679.007
2022,MDA,Rep. of Moldova,9218981583.0
2022,MDG,Madagascar,5612685071.515
2022,MDV,Maldives,3522642777.19
2022,MEX,Mexico,606295621090.0
2022,MKD,North Macedonia,12755183886.6
2022,MLI,Mali,6451821430.364
2022,MLT,Malta,8562553654.723
2022,MMR,Myanmar,17403358930.55
2022,MNE,Montenegro,3722463179.729
2022,MNG,Mongolia,8746806465.985
2022,MOZ,Mozambique,14670984876.563
2022,MRT,Mauritania,5119811373.113
2022,MSR,Montserrat,39237048.694
2022,MUS,Mauritius,6617246882.975
2022,MWI,Malawi,1586270415.496
2022,MYS,Malaysia,293941168750.837
2022,NAM,Namibia,7795604796.006
2022,NER,Niger,3778999578.406
2022,NGA,Nigeria,60671382373.661
2022,NIC,Nicaragua,11246653944.92
2022,NLD,Netherlands,710771871927.832
2022,NOR,Norway,104447980262.201
2022,NPL,Nepal,13743903611.893
2022,NZL,New Zealand,54850097456.494
2022,OMN,Oman,38573001754.978
2022,PAK,Pakistan,70175991322.898
2022,PAN,Panama,15224036569.0
2022,PER,Peru,60246353945.637
2022,PHL,Philippines,145880017845.0
2022,PNG,Papua New Guinea,5818231094.871
2022,POL,Poland,386969091653.0
2022,PRT,Portugal,116009801908.376
2022,PRY,Paraguay,15879359371.18
2022,PSE,State of Palestine,9088632136.056
2022,PYF,French Polynesia,2220194958.049
2022,QAT,Qatar,33479012251.151
