period,reporterISO,reporterDesc,total_imports_usd
1996,SWE,Sweden,64431443968.0
1997,SWE,Sweden,63168258048.0
1998,SWE,Sweden,68606316544.0
1999,SWE,Sweden,63989285556.0
2000,SWE,Sweden,72766525029.0
2000,SWZ,Eswatini,1097226202.0
1995,SYC,Seychelles,254654816.0
1996,SYC,Seychelles,346715232.0
1997,SYC,Seychelles,340064857.0
1998,SYC,Seychelles,383657010.0
1999,SYC,Seychelles,429447856.0
2000,SYC,Seychelles,342441262.0
1999,TCA,Turks and Caicos Isds,147365683.0
2000,TCA,Turks and Caicos Isds,148673146.0
1995,TCD,Chad,215168272.0
1995,TGO,Togo,556332480.0
1996,TGO,Togo,667376960.0
1997,TGO,Togo,631696320.0
1998,TGO,Togo,686900672.0
1999,TGO,Togo,668242112.0
2000,TGO,Togo,323927531.0
1995,THA,Thailand,70780755968.0
1996,THA,Thailand,72316152492.0
1997,THA,Thailand,62461686829.0
1998,THA,Thailand,42370057556.0
1999,THA,Thailand,50309073337.0
2000,THA,Thailand,61921361218.0
2000,TJK,Tajikistan,643966000.0
1997,TKM,Turkmenistan,1183429466.0
1998,TKM,Turkmenistan,1007479556.0
1999,TKM,Turkmenistan,1478246016.0
2000,TKM,Turkmenistan,1785540350.0
2000,TON,Tonga,69463560.0
1995,TTO,Trinidad and Tobago,1723649536.0
1996,TTO,Trinidad and Tobago,2204458752.0
1997,TTO,Trinidad and Tobago,3059441408.0
1998,TTO,Trinidad and Tobago,3011492608.0
1999,TTO,Trinidad and Tobago,2743761466.0
2000,TTO,Trinidad and Tobago,3308350120.0
1995,TUN,Tunisia,7903050467.0
1996,TUN,Tunisia,7698143744.0
1997,TUN,Tunisia,7946986496.0
1998,TUN,Tunisia,8347290112.0
1999,TUN,Tunisia,8336881152.0
2000,TUN,Tunisia,8565540019.0
1995,TUR,Türkiye,35707437056.0
1996,TUR,Türkiye,42930274304.0
1997,TUR,Türkiye,48585060352.0
1998,TUR,Türkiye,45908185088.0
1999,TUR,Türkiye,40686712277.0
2000,TUR,Türkiye,54502820503.0
1997,TUV,Tuvalu,6735530.0
1998,TUV,Tuvalu,10235740.0
1999,TUV,Tuvalu,8090058.0
1995,TZA,United Rep. of Tanzania,1652983168.0
1996,TZA,United Rep. of Tanzania,1252660096.0
1997,TZA,United Rep. of Tanzania,1301926528.0
1998,TZA,United Rep. of Tanzania,1670766464.0
1999,TZA,United Rep. of Tanzania,1588020090.0
2000,TZA,United Rep. of Tanzania,1612984833.0
1995,UGA,Uganda,1037641088.0
1996,UGA,Uganda,952745344.0
1997,UGA,Uganda,795344768.0
1998,UGA,Uganda,1105467776.0
1999,UGA,Uganda,1015226161.0
2000,UGA,Uganda,953923987.0
1996,UKR,Ukraine,17602879488.0
1997,UKR,Ukraine,17124859904.0
1998,UKR,Ukraine,14675974144.0
1999,UKR,Ukraine,11846114304.0
2000,UKR,Ukraine,13956027190.0
1995,URY,Uruguay,2865744896.0
1996,URY,Uruguay,3322374912.0
1997,URY,Uruguay,3715532288.0
1998,URY,Uruguay,3807613952.0
1999,URY,Uruguay,3356245106.0
2000,URY,Uruguay,3465809103.0
1995,USA,USA,770821455872.0
1996,USA,USA,817627145588.0
1997,USA,USA,898025469114.0
1998,USA,USA,944350087088.0
1999,USA,USA,1059220066421.0
2000,USA,USA,1217932974446.0
1995,VCT,Saint Vincent and the Grenadines,134407776.0
1997,VCT,Saint Vincent and the Grenadines,182020336.0
1998,VCT,Saint Vincent and the Grenadines,192106912.0
1999,VCT,Saint Vincent and the Grenadines,200717984.0
2000,VCT,Saint Vincent and the Grenadines,161577642.0
1995,VEN,Venezuela,10791265280.0
1996,VEN,Venezuela,8902211584.0
1997,VEN,Venezuela,13158796288.0
1998,VEN,Venezuela,14250360832.0
1999,VEN,Venezuela,13553948776.0
2000,VEN,Venezuela,14584193887.0
2000,VNM,Viet Nam,15636528000.0
2000,VUT,Vanuatu,86738083.0
2000,WLF,Wallis and Futuna Isds,36792886.0
1995,ZA1,Southern African Customs Union (...1999),26744547328.0
1996,ZA1,Southern African Customs Union (...1999),26872406016.0
1997,ZA1,Southern African Customs Union (...1999),30878982144.0
1998,ZA1,Southern African Customs Union (...1999),26624038912.0
1999,ZA1,Southern African Customs Union (...1999),24092430336.0
2000,ZAF,South Africa,26770731386.0
1995,ZMB,Zambia,708202560.0
1996,ZMB,Zambia,798927009.0
1997,ZMB,Zambia,1000681995.0
1998,ZMB,Zambia,1099536256.0
1999,ZMB,Zambia,822126464.0
2000,ZMB,Zambia,923299706.0
1995,ZWE,Zimbabwe,2658853376.0
2000,ZWE,Zimbabwe,2016521465.45
