reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
ALB,1996,2711,10579.0,Albania,Petroleum gases and other gaseous hydrocarbons
ALB,1997,2711,8726.0,Albania,Petroleum gases and other gaseous hydrocarbons
ALB,1998,2711,18221.0,Albania,Petroleum gases and other gaseous hydrocarbons
ALB,1999,2711,12744.0,Albania,Petroleum gases and other gaseous hydrocarbons
ALB,2000,2711,1433.0,Albania,Petroleum gases and other gaseous hydrocarbons
AND,1998,2711,93.0,Andorra,Petroleum gases and other gaseous hydrocarbons
ARE,1999,2711,1918205429.0,United Arab Emirates,Petroleum gases and other gaseous hydrocarbons
ARE,2000,2711,1912425866.0,United Arab Emirates,Petroleum gases and other gaseous hydrocarbons
ARG,1995,2711,75757904.0,Argentina,Petroleum gases and other gaseous hydrocarbons
ARG,1996,2711,109614432.0,Argentina,Petroleum gases and other gaseous hydrocarbons
ARG,1997,2711,128907760.0,Argentina,Petroleum gases and other gaseous hydrocarbons
ARG,1998,2711,162134624.0,Argentina,Petroleum gases and other gaseous hydrocarbons
ARG,1999,2711,278534835.0,Argentina,Petroleum gases and other gaseous hydrocarbons
ARG,2000,2711,451836804.0,Argentina,Petroleum gases and other gaseous hydrocarbons
ATG,1999,2711,310.0,Antigua and Barbuda,Petroleum gases and other gaseous hydrocarbons
ATG,2000,2711,147.0,Antigua and Barbuda,Petroleum gases and other gaseous hydrocarbons
AUS,1995,2711,1123780914.0,Australia,Petroleum gases and other gaseous hydrocarbons
AUS,1996,2711,1312994741.0,Australia,Petroleum gases and other gaseous hydrocarbons
AUS,1997,2711,1514666302.0,Australia,Petroleum gases and other gaseous hydrocarbons
AUS,1998,2711,1165153664.0,Australia,Petroleum gases and other gaseous hydrocarbons
AUS,1999,2711,1211879598.0,Australia,Petroleum gases and other gaseous hydrocarbons
AUS,2000,2711,1865117183.0,Australia,Petroleum gases and other gaseous hydrocarbons
AUT,1995,2711,4362030.0,Austria,Petroleum gases and other gaseous hydrocarbons
AUT,1996,2711,2881449.0,Austria,Petroleum gases and other gaseous hydrocarbons
AUT,1997,2711,1982674.0,Austria,Petroleum gases and other gaseous hydrocarbons
AUT,1998,2711,4346368.0,Austria,Petroleum gases and other gaseous hydrocarbons
AUT,1999,2711,2329296.0,Austria,Petroleum gases and other gaseous hydrocarbons
AUT,2000,2711,1961914.0,Austria,Petroleum gases and other gaseous hydrocarbons
AZE,1996,2711,1652917.0,Azerbaijan,Petroleum gases and other gaseous hydrocarbons
AZE,1997,2711,2415929.0,Azerbaijan,Petroleum gases and other gaseous hydrocarbons
AZE,1998,2711,123918.0,Azerbaijan,Petroleum gases and other gaseous hydrocarbons
BEL,1995,2711,162748288.0,Belgium-Luxembourg (...1998),Petroleum gases and other gaseous hydrocarbons
BEL,1996,2711,213010896.0,Belgium-Luxembourg (...1998),Petroleum gases and other gaseous hydrocarbons
BEL,1997,2711,323573312.0,Belgium-Luxembourg (...1998),Petroleum gases and other gaseous hydrocarbons
BEL,1998,2711,173600432.0,Belgium-Luxembourg (...1998),Petroleum gases and other gaseous hydrocarbons
BEL,1999,2711,175318053.0,Belgium,Petroleum gases and other gaseous hydrocarbons
BEL,2000,2711,322451946.0,Belgium,Petroleum gases and other gaseous hydrocarbons
BFA,1996,2711,6443.0,Burkina Faso,Petroleum gases and other gaseous hydrocarbons
BFA,1997,2711,6653.0,Burkina Faso,Petroleum gases and other gaseous hydrocarbons
BGD,1997,2711,18320.0,Bangladesh,Petroleum gases and other gaseous hydrocarbons
BGR,1996,2711,1477094.0,Bulgaria,Petroleum gases and other gaseous hydrocarbons
BGR,1997,2711,165420.0,Bulgaria,Petroleum gases and other gaseous hydrocarbons
BHR,2000,2711,40.0,Bahrain,Petroleum gases and other gaseous hydrocarbons
BHS,1998,2711,159.0,Bahamas,Petroleum gases and other gaseous hydrocarbons
BLR,1998,2711,3791200.0,Belarus,Petroleum gases and other gaseous hydrocarbons
BLR,1999,2711,4890396.0,Belarus,Petroleum gases and other gaseous hydrocarbons
BLR,2000,2711,15763800.0,Belarus,Petroleum gases and other gaseous hydrocarbons
BLZ,1995,2711,70132.0,Belize,Petroleum gases and other gaseous hydrocarbons
BLZ,1996,2711,58576.0,Belize,Petroleum gases and other gaseous hydrocarbons
BLZ,1997,2711,63464.0,Belize,Petroleum gases and other gaseous hydrocarbons
BLZ,1998,2711,255830.0,Belize,Petroleum gases and other gaseous hydrocarbons
BLZ,1999,2711,355.0,Belize,Petroleum gases and other gaseous hydrocarbons
BOL,1995,2711,92407480.0,Bolivia (Plurinational State of),Petroleum gases and other gaseous hydrocarbons
BOL,1996,2711,94538936.0,Bolivia (Plurinational State of),Petroleum gases and other gaseous hydrocarbons
BOL,1997,2711,70001128.0,Bolivia (Plurinational State of),Petroleum gases and other gaseous hydrocarbons
BOL,1998,2711,56218720.0,Bolivia (Plurinational State of),Petroleum gases and other gaseous hydrocarbons
BOL,1999,2711,38485280.0,Bolivia (Plurinational State of),Petroleum gases and other gaseous hydrocarbons
BOL,2000,2711,127154481.0,Bolivia (Plurinational State of),Petroleum gases and other gaseous hydrocarbons
BRA,1995,2711,19664.0,Brazil,Petroleum gases and other gaseous hydrocarbons
BRA,1996,2711,3790836.0,Brazil,Petroleum gases and other gaseous hydrocarbons
BRA,1997,2711,675939.0,Brazil,Petroleum gases and other gaseous hydrocarbons
BRA,1998,2711,14236.0,Brazil,Petroleum gases and other gaseous hydrocarbons
BRA,1999,2711,880603.0,Brazil,Petroleum gases and other gaseous hydrocarbons
BRA,2000,2711,2135029.0,Brazil,Petroleum gases and other gaseous hydrocarbons
BRB,1997,2711,269.0,Barbados,Petroleum gases and other gaseous hydrocarbons
BRB,1998,2711,202.0,Barbados,Petroleum gases and other gaseous hydrocarbons
BRB,1999,2711,10354.0,Barbados,Petroleum gases and other gaseous hydrocarbons
BRB,2000,2711,7656.0,Barbados,Petroleum gases and other gaseous hydrocarbons
BRN,1997,2711,1244364800.0,Brunei Darussalam,Petroleum gases and other gaseous hydrocarbons
BRN,1998,2711,1212397055.0,Brunei Darussalam,Petroleum gases and other gaseous hydrocarbons
BWA,2000,2711,247110.0,Botswana,Petroleum gases and other gaseous hydrocarbons
CAF,1999,2711,97.0,Central African Rep.,Petroleum gases and other gaseous hydrocarbons
CAN,1995,2711,5584001548.0,Canada,Petroleum gases and other gaseous hydrocarbons
CAN,1996,2711,7243781894.0,Canada,Petroleum gases and other gaseous hydrocarbons
CAN,1997,2711,7875795248.0,Canada,Petroleum gases and other gaseous hydrocarbons
CAN,1998,2711,6829531136.0,Canada,Petroleum gases and other gaseous hydrocarbons
CAN,1999,2711,8151345703.0,Canada,Petroleum gases and other gaseous hydrocarbons
CAN,2000,2711,15340277285.0,Canada,Petroleum gases and other gaseous hydrocarbons
