reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
ABW,2020,2711,210362.563,Aruba,Petroleum gases and other gaseous hydrocarbons
AGO,2020,2711,762149.477,Angola,Petroleum gases and other gaseous hydrocarbons
ALB,2020,2711,43948427.506,Albania,Petroleum gases and other gaseous hydrocarbons
AND,2020,2711,2006739.067,Andorra,Petroleum gases and other gaseous hydrocarbons
ARE,2020,2711,3941861009.882,United Arab Emirates,Petroleum gases and other gaseous hydrocarbons
ARG,2020,2711,1196707960.65,Argentina,Petroleum gases and other gaseous hydrocarbons
ARM,2020,2711,445051410.6,Armenia,Petroleum gases and other gaseous hydrocarbons
ATG,2020,2711,9651.008,Antigua and Barbuda,Petroleum gases and other gaseous hydrocarbons
AUS,2020,2711,190533771.35,Australia,Petroleum gases and other gaseous hydrocarbons
AUT,2020,2711,2316697322.573,Austria,Petroleum gases and other gaseous hydrocarbons
AZE,2020,2711,5728084.07,Azerbaijan,Petroleum gases and other gaseous hydrocarbons
BDI,2020,2711,290733.502,Burundi,Petroleum gases and other gaseous hydrocarbons
BEL,2020,2711,4656157249.306,Belgium,Petroleum gases and other gaseous hydrocarbons
BEN,2020,2711,12003621.583,Benin,Petroleum gases and other gaseous hydrocarbons
BFA,2020,2711,88958271.184,Burkina Faso,Petroleum gases and other gaseous hydrocarbons
BGR,2020,2711,556735921.697,Bulgaria,Petroleum gases and other gaseous hydrocarbons
BHR,2020,2711,66615.97,Bahrain,Petroleum gases and other gaseous hydrocarbons
BHS,2020,2711,9746040.0,Bahamas,Petroleum gases and other gaseous hydrocarbons
BIH,2020,2711,99417757.24,Bosnia Herzegovina,Petroleum gases and other gaseous hydrocarbons
BLR,2020,2711,2537773400.0,Belarus,Petroleum gases and other gaseous hydrocarbons
BLZ,2020,2711,12269203.615,Belize,Petroleum gases and other gaseous hydrocarbons
BMU,2020,2711,1258205.42,Bermuda,Petroleum gases and other gaseous hydrocarbons
BOL,2020,2711,115886.9,Bolivia (Plurinational State of),Petroleum gases and other gaseous hydrocarbons
BRA,2020,2711,1902682983.0,Brazil,Petroleum gases and other gaseous hydrocarbons
BRB,2020,2711,12270728.0,Barbados,Petroleum gases and other gaseous hydrocarbons
BRN,2020,2711,345167.31,Brunei Darussalam,Petroleum gases and other gaseous hydrocarbons
BTN,2020,2711,4496760.55,Bhutan,Petroleum gases and other gaseous hydrocarbons
BWA,2020,2711,16177213.924,Botswana,Petroleum gases and other gaseous hydrocarbons
CAF,2020,2711,248934.219,Central African Rep.,Petroleum gases and other gaseous hydrocarbons
CAN,2020,2711,1730071841.208,Canada,Petroleum gases and other gaseous hydrocarbons
CHE,2020,2711,815753454.568,Switzerland,Petroleum gases and other gaseous hydrocarbons
CHL,2020,2711,1437981915.522,Chile,Petroleum gases and other gaseous hydrocarbons
CHN,2020,2711,45592379494.0,China,Petroleum gases and other gaseous hydrocarbons
CIV,2020,2711,184908500.75,Côte d'Ivoire,Petroleum gases and other gaseous hydrocarbons
CMR,2020,2711,36294614.68,Cameroon,Petroleum gases and other gaseous hydrocarbons
COD,2020,2711,894639.824,Dem. Rep. of the Congo,Petroleum gases and other gaseous hydrocarbons
COG,2020,2711,290819.05,Congo,Petroleum gases and other gaseous hydrocarbons
COL,2020,2711,82189592.9,Colombia,Petroleum gases and other gaseous hydrocarbons
COM,2020,2711,383900.841,Comoros,Petroleum gases and other gaseous hydrocarbons
CPV,2020,2711,5873320.354,Cabo Verde,Petroleum gases and other gaseous hydrocarbons
CRI,2020,2711,57968061.27,Costa Rica,Petroleum gases and other gaseous hydrocarbons
CUB,2020,2711,71190705.59,Cuba,Petroleum gases and other gaseous hydrocarbons
CYM,2020,2711,1820518.513,Cayman Isds,Petroleum gases and other gaseous hydrocarbons
CYP,2020,2711,29369257.193,Cyprus,Petroleum gases and other gaseous hydrocarbons
CZE,2020,2711,1143286065.0,Czechia,Petroleum gases and other gaseous hydrocarbons
DEU,2020,2711,23626265143.864,Germany,Petroleum gases and other gaseous hydrocarbons
DMA,2020,2711,2689303.237,Dominica,Petroleum gases and other gaseous hydrocarbons
DNK,2020,2711,648357485.656,Denmark,Petroleum gases and other gaseous hydrocarbons
DOM,2020,2711,581304829.1,Dominican Rep.,Petroleum gases and other gaseous hydrocarbons
ECU,2020,2711,355569194.683,Ecuador,Petroleum gases and other gaseous hydrocarbons
EGY,2020,2711,1228202397.101,Egypt,Petroleum gases and other gaseous hydrocarbons
ESP,2020,2711,5735112428.735,Spain,Petroleum gases and other gaseous hydrocarbons
EST,2020,2711,89114056.62,Estonia,Petroleum gases and other gaseous hydrocarbons
ETH,2020,2711,8932450.29,Ethiopia,Petroleum gases and other gaseous hydrocarbons
FIN,2020,2711,101973673.512,Finland,Petroleum gases and other gaseous hydrocarbons
FJI,2020,2711,17075137.868,Fiji,Petroleum gases and other gaseous hydrocarbons
FRA,2020,2711,8730453327.977,France,Petroleum gases and other gaseous hydrocarbons
GAB,2020,2711,197275.488,Gabon,Petroleum gases and other gaseous hydrocarbons
GBR,2020,2711,6029208863.268,United Kingdom,Petroleum gases and other gaseous hydrocarbons
GEO,2020,2711,314983711.89,Georgia,Petroleum gases and other gaseous hydrocarbons
GMB,2020,2711,731395.1,Gambia,Petroleum gases and other gaseous hydrocarbons
GRC,2020,2711,774879496.738,Greece,Petroleum gases and other gaseous hydrocarbons
GRD,2020,2711,3467221.759,Grenada,Petroleum gases and other gaseous hydrocarbons
GTM,2020,2711,232439970.0,Guatemala,Petroleum gases and other gaseous hydrocarbons
GUY,2020,2711,15128743.06,Guyana,Petroleum gases and other gaseous hydrocarbons
HKG,2020,2711,1965063471.577,"China, Hong Kong SAR",Petroleum gases and other gaseous hydrocarbons
HND,2020,2711,28258745.53,Honduras,Petroleum gases and other gaseous hydrocarbons
HRV,2020,2711,294006056.0,Croatia,Petroleum gases and other gaseous hydrocarbons
HUN,2020,2711,1638383385.0,Hungary,Petroleum gases and other gaseous hydrocarbons
IDN,2020,2711,2581031682.0,Indonesia,Petroleum gases and other gaseous hydrocarbons
IND,2020,2711,15247155134.449,India,Petroleum gases and other gaseous hydrocarbons
IRL,2020,2711,801256312.346,Ireland,Petroleum gases and other gaseous hydrocarbons
IRN,2020,2711,55381.0,Iran,Petroleum gases and other gaseous hydrocarbons
ISL,2020,2711,1731984.054,Iceland,Petroleum gases and other gaseous hydrocarbons
ISR,2020,2711,232286000.0,Israel,Petroleum gases and other gaseous hydrocarbons
ITA,2020,2711,11162251130.832,Italy,Petroleum gases and other gaseous hydrocarbons
JAM,2020,2711,146444086.07,Jamaica,Petroleum gases and other gaseous hydrocarbons
JOR,2020,2711,420907244.729,Jordan,Petroleum gases and other gaseous hydrocarbons
JPN,2020,2711,34088123318.274,Japan,Petroleum gases and other gaseous hydrocarbons
KAZ,2020,2711,499723776.52,Kazakhstan,Petroleum gases and other gaseous hydrocarbons
KEN,2020,2711,144526374.3,Kenya,Petroleum gases and other gaseous hydrocarbons
KGZ,2020,2711,60891795.0,Kyrgyzstan,Petroleum gases and other gaseous hydrocarbons
KHM,2020,2711,146886981.6,Cambodia,Petroleum gases and other gaseous hydrocarbons
KIR,2020,2711,659171.954,Kiribati,Petroleum gases and other gaseous hydrocarbons
KOR,2020,2711,18924823750.0,Rep. of Korea,Petroleum gases and other gaseous hydrocarbons
KWT,2020,2711,503129.0,Kuwait,Petroleum gases and other gaseous hydrocarbons
LAO,2020,2711,17655826.42,Lao People's Dem. Rep.,Petroleum gases and other gaseous hydrocarbons
LBN,2020,2711,118068033.0,Lebanon,Petroleum gases and other gaseous hydrocarbons
LBR,2020,2711,109218.71,Liberia,Petroleum gases and other gaseous hydrocarbons
LCA,2020,2711,7178788.58,Saint Lucia,Petroleum gases and other gaseous hydrocarbons
LKA,2020,2711,276785438.968,Sri Lanka,Petroleum gases and other gaseous hydrocarbons
LSO,2020,2711,11077634.106,Lesotho,Petroleum gases and other gaseous hydrocarbons
LTU,2020,2711,361098024.0,Lithuania,Petroleum gases and other gaseous hydrocarbons
LUX,2020,2711,4316223.003,Luxembourg,Petroleum gases and other gaseous hydrocarbons
LVA,2020,2711,194782178.92,Latvia,Petroleum gases and other gaseous hydrocarbons
MAC,2020,2711,8082660.923,"China, Macao SAR",Petroleum gases and other gaseous hydrocarbons
MAR,2020,2711,1257676949.049,Morocco,Petroleum gases and other gaseous hydrocarbons
MDA,2020,2711,24214789.0,Rep. of Moldova,Petroleum gases and other gaseous hydrocarbons
MDG,2020,2711,7357944.053,Madagascar,Petroleum gases and other gaseous hydrocarbons
MDV,2020,2711,7122579.05,Maldives,Petroleum gases and other gaseous hydrocarbons
MEX,2020,2711,6672447740.0,Mexico,Petroleum gases and other gaseous hydrocarbons
MKD,2020,2711,101724733.69,North Macedonia,Petroleum gases and other gaseous hydrocarbons
MLI,2020,2711,20393706.923,Mali,Petroleum gases and other gaseous hydrocarbons
MLT,2020,2711,177590117.793,Malta,Petroleum gases and other gaseous hydrocarbons
MMR,2020,2711,156620978.459,Myanmar,Petroleum gases and other gaseous hydrocarbons
MNE,2020,2711,8242212.493,Montenegro,Petroleum gases and other gaseous hydrocarbons
MNG,2020,2711,15965010.38,Mongolia,Petroleum gases and other gaseous hydrocarbons
MOZ,2020,2711,17450838.86,Mozambique,Petroleum gases and other gaseous hydrocarbons
MRT,2020,2711,28603934.216,Mauritania,Petroleum gases and other gaseous hydrocarbons
MSR,2020,2711,259628.628,Montserrat,Petroleum gases and other gaseous hydrocarbons
