reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
ABW,2019,2711,1463.687,Aruba,Petroleum gases and other gaseous hydrocarbons
ABW,2020,2711,2476.536,Aruba,Petroleum gases and other gaseous hydrocarbons
ABW,2021,2711,2131.844,Aruba,Petroleum gases and other gaseous hydrocarbons
ABW,2022,2711,1005.587,Aruba,Petroleum gases and other gaseous hydrocarbons
ABW,2023,2711,1032.402,Aruba,Petroleum gases and other gaseous hydrocarbons
AGO,2019,2711,1454541279.537,Angola,Petroleum gases and other gaseous hydrocarbons
AGO,2020,2711,1051448755.707,Angola,Petroleum gases and other gaseous hydrocarbons
AGO,2021,2711,3494202000.179,Angola,Petroleum gases and other gaseous hydrocarbons
AGO,2022,2711,6548986938.512,Angola,Petroleum gases and other gaseous hydrocarbons
AGO,2023,2711,2713124543.902,Angola,Petroleum gases and other gaseous hydrocarbons
ALB,2020,2711,6039771.607,Albania,Petroleum gases and other gaseous hydrocarbons
ALB,2022,2711,2413909.651,Albania,Petroleum gases and other gaseous hydrocarbons
ALB,2023,2711,3849954.532,Albania,Petroleum gases and other gaseous hydrocarbons
ARE,2019,2711,24762780675.619,United Arab Emirates,Petroleum gases and other gaseous hydrocarbons
ARE,2020,2711,20488752708.5,United Arab Emirates,Petroleum gases and other gaseous hydrocarbons
ARE,2021,2711,29157850039.708,United Arab Emirates,Petroleum gases and other gaseous hydrocarbons
ARE,2022,2711,33411051294.768,United Arab Emirates,Petroleum gases and other gaseous hydrocarbons
ARE,2023,2711,35188334062.515,United Arab Emirates,Petroleum gases and other gaseous hydrocarbons
ARG,2019,2711,562675147.5,Argentina,Petroleum gases and other gaseous hydrocarbons
ARG,2020,2711,326131182.99,Argentina,Petroleum gases and other gaseous hydrocarbons
ARG,2021,2711,294873615.49,Argentina,Petroleum gases and other gaseous hydrocarbons
ARG,2022,2711,1376154892.41,Argentina,Petroleum gases and other gaseous hydrocarbons
ARG,2023,2711,1295948505.24,Argentina,Petroleum gases and other gaseous hydrocarbons
ARM,2020,2711,1875256.025,Armenia,Petroleum gases and other gaseous hydrocarbons
ARM,2021,2711,325.67,Armenia,Petroleum gases and other gaseous hydrocarbons
ARM,2022,2711,853.66,Armenia,Petroleum gases and other gaseous hydrocarbons
ARM,2023,2711,731560.75,Armenia,Petroleum gases and other gaseous hydrocarbons
ATG,2019,2711,122.341,Antigua and Barbuda,Petroleum gases and other gaseous hydrocarbons
AUS,2019,2711,34914622460.668,Australia,Petroleum gases and other gaseous hydrocarbons
AUS,2020,2711,17983115892.445,Australia,Petroleum gases and other gaseous hydrocarbons
AUS,2021,2711,38226093603.658,Australia,Petroleum gases and other gaseous hydrocarbons
AUS,2022,2711,63897063758.455,Australia,Petroleum gases and other gaseous hydrocarbons
AUS,2023,2711,50935619705.146,Australia,Petroleum gases and other gaseous hydrocarbons
AUT,2019,2711,470293293.291,Austria,Petroleum gases and other gaseous hydrocarbons
AUT,2020,2711,433658040.022,Austria,Petroleum gases and other gaseous hydrocarbons
AUT,2021,2711,588901042.674,Austria,Petroleum gases and other gaseous hydrocarbons
AUT,2022,2711,1122761050.597,Austria,Petroleum gases and other gaseous hydrocarbons
AUT,2023,2711,835374479.389,Austria,Petroleum gases and other gaseous hydrocarbons
AZE,2019,2711,2378955836.25,Azerbaijan,Petroleum gases and other gaseous hydrocarbons
AZE,2020,2711,2195551923.13,Azerbaijan,Petroleum gases and other gaseous hydrocarbons
AZE,2021,2711,5557150057.37,Azerbaijan,Petroleum gases and other gaseous hydrocarbons
AZE,2022,2711,14995425024.19,Azerbaijan,Petroleum gases and other gaseous hydrocarbons
AZE,2023,2711,13678837129.59,Azerbaijan,Petroleum gases and other gaseous hydrocarbons
BDI,2021,2711,127.532,Burundi,Petroleum gases and other gaseous hydrocarbons
BEL,2019,2711,3926296714.465,Belgium,Petroleum gases and other gaseous hydrocarbons
BEL,2020,2711,2168111118.776,Belgium,Petroleum gases and other gaseous hydrocarbons
BEL,2021,2711,11349582735.493,Belgium,Petroleum gases and other gaseous hydrocarbons
BEL,2022,2711,50155706423.917,Belgium,Petroleum gases and other gaseous hydrocarbons
BEL,2023,2711,16249872286.975,Belgium,Petroleum gases and other gaseous hydrocarbons
BEN,2019,2711,91398.818,Benin,Petroleum gases and other gaseous hydrocarbons
BEN,2020,2711,20199.581,Benin,Petroleum gases and other gaseous hydrocarbons
BEN,2023,2711,298813.365,Benin,Petroleum gases and other gaseous hydrocarbons
BGR,2019,2711,41021604.69,Bulgaria,Petroleum gases and other gaseous hydrocarbons
BGR,2020,2711,29340090.623,Bulgaria,Petroleum gases and other gaseous hydrocarbons
BGR,2021,2711,313626279.368,Bulgaria,Petroleum gases and other gaseous hydrocarbons
BGR,2022,2711,868706753.55,Bulgaria,Petroleum gases and other gaseous hydrocarbons
BGR,2023,2711,247044632.849,Bulgaria,Petroleum gases and other gaseous hydrocarbons
BHR,2019,2711,833426.1,Bahrain,Petroleum gases and other gaseous hydrocarbons
BHR,2020,2711,1540.32,Bahrain,Petroleum gases and other gaseous hydrocarbons
BHR,2023,2711,68.013,Bahrain,Petroleum gases and other gaseous hydrocarbons
