period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2020,ABW,Aruba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",9692392.986
2020,AGO,Angola,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",15699768.727
2020,ALB,Albania,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",34352955.585
2020,AND,Andorra,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8477306.53
2020,ARE,United Arab Emirates,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",350426624.45
2020,ARG,Argentina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",89004655.18
2020,ARM,Armenia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",24613304.72
2020,ATG,Antigua and Barbuda,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7089887.467
2020,AUS,Australia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",507121354.843
2020,AUT,Austria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",512410598.192
2020,AZE,Azerbaijan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",36302196.34
2020,BDI,Burundi,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",39971641.083
2020,BEL,Belgium,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1054358147.611
2020,BEN,Benin,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",49324121.475
2020,BFA,Burkina Faso,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",196933287.898
2020,BGR,Bulgaria,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",114032236.286
2020,BHR,Bahrain,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",149280737.38
2020,BHS,Bahamas,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",19823947.0
2020,BIH,Bosnia Herzegovina,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",60170399.48
2020,BLR,Belarus,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",204931400.0
2020,BLZ,Belize,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",12877163.445
2020,BMU,Bermuda,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",4807023.34
2020,BOL,Bolivia (Plurinational State of),25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8204613.41
2020,BRA,Brazil,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",716079946.0
2020,BRB,Barbados,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",10123799.0
2020,BRN,Brunei Darussalam,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",20461315.45
2020,BTN,Bhutan,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7653704.591
2020,BWA,Botswana,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",59637598.806
2020,CAF,Central African Rep.,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",10185642.251
2020,CAN,Canada,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",888674430.902
2020,CHE,Switzerland,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",366831423.414
2020,CHL,Chile,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",246164937.007
2020,CHN,China,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",6890179982.0
2020,CIV,Côte d'Ivoire,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",249345579.89
2020,CMR,Cameroon,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",179805374.87
2020,COD,Dem. Rep. of the Congo,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",559764008.632
2020,COG,Congo,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",14592912.25
2020,COL,Colombia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",137381819.63
2020,COM,Comoros,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",24546325.131
2020,CPV,Cabo Verde,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",31622519.656
2020,CRI,Costa Rica,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",33597584.9
2020,CUB,Cuba,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",49054187.19
2020,CUW,Curaçao,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",7356701.042
2020,CYM,Cayman Isds,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",19786385.391
2020,CYP,Cyprus,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",9966010.754
2020,CZE,Czechia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",295314354.0
2020,DEU,Germany,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1906664965.522
2020,DMA,Dominica,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",4526868.066
2020,DNK,Denmark,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",252095980.204
2020,DOM,Dominican Rep.,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",91697979.77
2020,ECU,Ecuador,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",35012804.38
2020,EGY,Egypt,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",167306835.221
2020,ESP,Spain,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",727492017.119
2020,EST,Estonia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",70487408.45
