reporterISO,period,cmdCode,primaryValue,reporterDesc,cmdDesc
KNA,2016,2709,2653.694,Saint Kitts and Nevis,Petroleum oils and oils obtained from bituminous minerals; crude
KNA,2017,2709,7823.829,Saint Kitts and Nevis,Petroleum oils and oils obtained from bituminous minerals; crude
KOR,2013,2709,99333166978.0,Rep. of Korea,Petroleum oils and oils obtained from bituminous minerals; crude
KOR,2014,2709,94971595948.0,Rep. of Korea,Petroleum oils and oils obtained from bituminous minerals; crude
KOR,2015,2709,55119664166.0,Rep. of Korea,Petroleum oils and oils obtained from bituminous minerals; crude
KOR,2016,2709,44294822080.0,Rep. of Korea,Petroleum oils and oils obtained from bituminous minerals; crude
KOR,2017,2709,59602860836.0,Rep. of Korea,Petroleum oils and oils obtained from bituminous minerals; crude
KOR,2018,2709,80393245329.0,Rep. of Korea,Petroleum oils and oils obtained from bituminous minerals; crude
KWT,2013,2709,36319.0,Kuwait,Petroleum oils and oils obtained from bituminous minerals; crude
LAO,2013,2709,6177866.0,Lao People's Dem. Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
LAO,2014,2709,6753839.0,Lao People's Dem. Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
LAO,2015,2709,3199810.0,Lao People's Dem. Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
LAO,2016,2709,2552961.0,Lao People's Dem. Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
LAO,2017,2709,2178777.0,Lao People's Dem. Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
LAO,2018,2709,2897083.0,Lao People's Dem. Rep.,Petroleum oils and oils obtained from bituminous minerals; crude
LBN,2013,2709,132914.0,Lebanon,Petroleum oils and oils obtained from bituminous minerals; crude
LBN,2014,2709,369051.0,Lebanon,Petroleum oils and oils obtained from bituminous minerals; crude
LBN,2015,2709,21360.724,Lebanon,Petroleum oils and oils obtained from bituminous minerals; crude
LBN,2016,2709,176825.0,Lebanon,Petroleum oils and oils obtained from bituminous minerals; crude
LBN,2017,2709,200.0,Lebanon,Petroleum oils and oils obtained from bituminous minerals; crude
LBN,2018,2709,634.0,Lebanon,Petroleum oils and oils obtained from bituminous minerals; crude
LBR,2017,2709,25584.0,Liberia,Petroleum oils and oils obtained from bituminous minerals; crude
LBR,2018,2709,48640.0,Liberia,Petroleum oils and oils obtained from bituminous minerals; crude
LCA,2017,2709,17300.76,Saint Lucia,Petroleum oils and oils obtained from bituminous minerals; crude
LCA,2018,2709,569.03,Saint Lucia,Petroleum oils and oils obtained from bituminous minerals; crude
LKA,2013,2709,1344170078.0,Sri Lanka,Petroleum oils and oils obtained from bituminous minerals; crude
LKA,2014,2709,1337736233.0,Sri Lanka,Petroleum oils and oils obtained from bituminous minerals; crude
LKA,2015,2709,754442134.0,Sri Lanka,Petroleum oils and oils obtained from bituminous minerals; crude
LKA,2016,2709,488601576.0,Sri Lanka,Petroleum oils and oils obtained from bituminous minerals; crude
LKA,2017,2709,602845536.675,Sri Lanka,Petroleum oils and oils obtained from bituminous minerals; crude
LSO,2013,2709,29677788.262,Lesotho,Petroleum oils and oils obtained from bituminous minerals; crude
LSO,2014,2709,32159257.299,Lesotho,Petroleum oils and oils obtained from bituminous minerals; crude
LSO,2015,2709,10904555.581,Lesotho,Petroleum oils and oils obtained from bituminous minerals; crude
LSO,2016,2709,102608.911,Lesotho,Petroleum oils and oils obtained from bituminous minerals; crude
LSO,2017,2709,69889.409,Lesotho,Petroleum oils and oils obtained from bituminous minerals; crude
LSO,2018,2709,149164.899,Lesotho,Petroleum oils and oils obtained from bituminous minerals; crude
LTU,2013,2709,7170509174.0,Lithuania,Petroleum oils and oils obtained from bituminous minerals; crude
LTU,2014,2709,5643467995.0,Lithuania,Petroleum oils and oils obtained from bituminous minerals; crude
LTU,2015,2709,3217248866.0,Lithuania,Petroleum oils and oils obtained from bituminous minerals; crude
LTU,2016,2709,2711593893.0,Lithuania,Petroleum oils and oils obtained from bituminous minerals; crude
LTU,2017,2709,3887804170.0,Lithuania,Petroleum oils and oils obtained from bituminous minerals; crude
LTU,2018,2709,4898313326.0,Lithuania,Petroleum oils and oils obtained from bituminous minerals; crude
LUX,2013,2709,40049.0,Luxembourg,Petroleum oils and oils obtained from bituminous minerals; crude
LUX,2014,2709,239663.0,Luxembourg,Petroleum oils and oils obtained from bituminous minerals; crude
LUX,2015,2709,26769.0,Luxembourg,Petroleum oils and oils obtained from bituminous minerals; crude
LUX,2016,2709,30504.0,Luxembourg,Petroleum oils and oils obtained from bituminous minerals; crude
LUX,2017,2709,23507.532,Luxembourg,Petroleum oils and oils obtained from bituminous minerals; crude
LUX,2018,2709,34041.31,Luxembourg,Petroleum oils and oils obtained from bituminous minerals; crude
LVA,2013,2709,1197215.0,Latvia,Petroleum oils and oils obtained from bituminous minerals; crude
LVA,2014,2709,39890124.145,Latvia,Petroleum oils and oils obtained from bituminous minerals; crude
LVA,2015,2709,513411.803,Latvia,Petroleum oils and oils obtained from bituminous minerals; crude
LVA,2016,2709,434120.715,Latvia,Petroleum oils and oils obtained from bituminous minerals; crude
LVA,2017,2709,590145.354,Latvia,Petroleum oils and oils obtained from bituminous minerals; crude
LVA,2018,2709,606977.289,Latvia,Petroleum oils and oils obtained from bituminous minerals; crude
MAR,2013,2709,4320724988.0,Morocco,Petroleum oils and oils obtained from bituminous minerals; crude
MAR,2014,2709,3374216953.0,Morocco,Petroleum oils and oils obtained from bituminous minerals; crude
MAR,2015,2709,1120433733.73,Morocco,Petroleum oils and oils obtained from bituminous minerals; crude
MAR,2016,2709,201.0,Morocco,Petroleum oils and oils obtained from bituminous minerals; crude
MAR,2017,2709,2476.583,Morocco,Petroleum oils and oils obtained from bituminous minerals; crude
MAR,2018,2709,25.193,Morocco,Petroleum oils and oils obtained from bituminous minerals; crude
MDA,2013,2709,619028.0,Rep. of Moldova,Petroleum oils and oils obtained from bituminous minerals; crude
MDA,2014,2709,173915.0,Rep. of Moldova,Petroleum oils and oils obtained from bituminous minerals; crude
MDA,2015,2709,39157.0,Rep. of Moldova,Petroleum oils and oils obtained from bituminous minerals; crude
MDA,2016,2709,19457.0,Rep. of Moldova,Petroleum oils and oils obtained from bituminous minerals; crude
MDA,2017,2709,577169.0,Rep. of Moldova,Petroleum oils and oils obtained from bituminous minerals; crude
MDA,2018,2709,41768.0,Rep. of Moldova,Petroleum oils and oils obtained from bituminous minerals; crude
MDG,2015,2709,59.558,Madagascar,Petroleum oils and oils obtained from bituminous minerals; crude
MEX,2013,2709,91564.0,Mexico,Petroleum oils and oils obtained from bituminous minerals; crude
MEX,2014,2709,5805.0,Mexico,Petroleum oils and oils obtained from bituminous minerals; crude
MEX,2015,2709,10739.0,Mexico,Petroleum oils and oils obtained from bituminous minerals; crude
MEX,2016,2709,11257.0,Mexico,Petroleum oils and oils obtained from bituminous minerals; crude
MEX,2017,2709,109619.0,Mexico,Petroleum oils and oils obtained from bituminous minerals; crude
MEX,2018,2709,74873588.0,Mexico,Petroleum oils and oils obtained from bituminous minerals; crude
MKD,2013,2709,45821393.0,North Macedonia,Petroleum oils and oils obtained from bituminous minerals; crude
MKD,2014,2709,58.0,North Macedonia,Petroleum oils and oils obtained from bituminous minerals; crude
MKD,2016,2709,26.25,North Macedonia,Petroleum oils and oils obtained from bituminous minerals; crude
MLI,2018,2709,164850.57,Mali,Petroleum oils and oils obtained from bituminous minerals; crude
MLT,2013,2709,5054.0,Malta,Petroleum oils and oils obtained from bituminous minerals; crude
MLT,2014,2709,126.0,Malta,Petroleum oils and oils obtained from bituminous minerals; crude
MLT,2016,2709,991.0,Malta,Petroleum oils and oils obtained from bituminous minerals; crude
MLT,2017,2709,342.136,Malta,Petroleum oils and oils obtained from bituminous minerals; crude
MLT,2018,2709,1192.614,Malta,Petroleum oils and oils obtained from bituminous minerals; crude
MMR,2013,2709,1798.0,Myanmar,Petroleum oils and oils obtained from bituminous minerals; crude
MMR,2014,2709,39338.33,Myanmar,Petroleum oils and oils obtained from bituminous minerals; crude
MMR,2016,2709,14118.22,Myanmar,Petroleum oils and oils obtained from bituminous minerals; crude
MMR,2017,2709,34594.65,Myanmar,Petroleum oils and oils obtained from bituminous minerals; crude
MMR,2018,2709,10753.5,Myanmar,Petroleum oils and oils obtained from bituminous minerals; crude
MNE,2014,2709,1814.0,Montenegro,Petroleum oils and oils obtained from bituminous minerals; crude
MNE,2015,2709,486.0,Montenegro,Petroleum oils and oils obtained from bituminous minerals; crude
MNE,2016,2709,1727.865,Montenegro,Petroleum oils and oils obtained from bituminous minerals; crude
MNE,2018,2709,17.559,Montenegro,Petroleum oils and oils obtained from bituminous minerals; crude
MNG,2015,2709,467236.0,Mongolia,Petroleum oils and oils obtained from bituminous minerals; crude
MNG,2016,2709,1397461.0,Mongolia,Petroleum oils and oils obtained from bituminous minerals; crude
MNG,2018,2709,28275.52,Mongolia,Petroleum oils and oils obtained from bituminous minerals; crude
MOZ,2013,2709,23520.0,Mozambique,Petroleum oils and oils obtained from bituminous minerals; crude
MOZ,2014,2709,43450.0,Mozambique,Petroleum oils and oils obtained from bituminous minerals; crude
MOZ,2015,2709,8643.91,Mozambique,Petroleum oils and oils obtained from bituminous minerals; crude
MOZ,2016,2709,2219.82,Mozambique,Petroleum oils and oils obtained from bituminous minerals; crude
MOZ,2017,2709,79619.388,Mozambique,Petroleum oils and oils obtained from bituminous minerals; crude
MOZ,2018,2709,75146.33,Mozambique,Petroleum oils and oils obtained from bituminous minerals; crude
MRT,2013,2709,741758.0,Mauritania,Petroleum oils and oils obtained from bituminous minerals; crude
MRT,2015,2709,99532.78,Mauritania,Petroleum oils and oils obtained from bituminous minerals; crude
MRT,2018,2709,39250.88,Mauritania,Petroleum oils and oils obtained from bituminous minerals; crude
MSR,2013,2709,19935.0,Montserrat,Petroleum oils and oils obtained from bituminous minerals; crude
MSR,2014,2709,1424.0,Montserrat,Petroleum oils and oils obtained from bituminous minerals; crude
MSR,2016,2709,56358.877,Montserrat,Petroleum oils and oils obtained from bituminous minerals; crude
MWI,2013,2709,86210.544,Malawi,Petroleum oils and oils obtained from bituminous minerals; crude
MWI,2014,2709,70825.76,Malawi,Petroleum oils and oils obtained from bituminous minerals; crude
MWI,2015,2709,42523.207,Malawi,Petroleum oils and oils obtained from bituminous minerals; crude
MWI,2016,2709,10391.628,Malawi,Petroleum oils and oils obtained from bituminous minerals; crude
MWI,2017,2709,12074.158,Malawi,Petroleum oils and oils obtained from bituminous minerals; crude
MWI,2018,2709,4936.559,Malawi,Petroleum oils and oils obtained from bituminous minerals; crude
MYS,2013,2709,7152869547.0,Malaysia,Petroleum oils and oils obtained from bituminous minerals; crude
MYS,2014,2709,7713475492.0,Malaysia,Petroleum oils and oils obtained from bituminous minerals; crude
MYS,2015,2709,3282164589.0,Malaysia,Petroleum oils and oils obtained from bituminous minerals; crude
MYS,2016,2709,2819239775.0,Malaysia,Petroleum oils and oils obtained from bituminous minerals; crude
MYS,2017,2709,3964010525.309,Malaysia,Petroleum oils and oils obtained from bituminous minerals; crude
MYS,2018,2709,5721107775.498,Malaysia,Petroleum oils and oils obtained from bituminous minerals; crude
NAM,2013,2709,258684.0,Namibia,Petroleum oils and oils obtained from bituminous minerals; crude
NAM,2014,2709,185983.0,Namibia,Petroleum oils and oils obtained from bituminous minerals; crude
NAM,2015,2709,4738414.0,Namibia,Petroleum oils and oils obtained from bituminous minerals; crude
NAM,2016,2709,3766140.0,Namibia,Petroleum oils and oils obtained from bituminous minerals; crude
NAM,2017,2709,3492172.64,Namibia,Petroleum oils and oils obtained from bituminous minerals; crude
NAM,2018,2709,313470.52,Namibia,Petroleum oils and oils obtained from bituminous minerals; crude
NCL,2013,2709,256.0,New Caledonia,Petroleum oils and oils obtained from bituminous minerals; crude
NER,2013,2709,4848.0,Niger,Petroleum oils and oils obtained from bituminous minerals; crude
NER,2014,2709,3767.0,Niger,Petroleum oils and oils obtained from bituminous minerals; crude
NER,2016,2709,238.481,Niger,Petroleum oils and oils obtained from bituminous minerals; crude
NER,2017,2709,192.19,Niger,Petroleum oils and oils obtained from bituminous minerals; crude
NIC,2013,2709,505501073.0,Nicaragua,Petroleum oils and oils obtained from bituminous minerals; crude
NIC,2014,2709,508070779.0,Nicaragua,Petroleum oils and oils obtained from bituminous minerals; crude
NIC,2015,2709,300750608.0,Nicaragua,Petroleum oils and oils obtained from bituminous minerals; crude
NIC,2016,2709,195146284.41,Nicaragua,Petroleum oils and oils obtained from bituminous minerals; crude
NIC,2017,2709,255277998.74,Nicaragua,Petroleum oils and oils obtained from bituminous minerals; crude
NIC,2018,2709,397615667.96,Nicaragua,Petroleum oils and oils obtained from bituminous minerals; crude
NLD,2013,2709,52157481265.779,Netherlands,Petroleum oils and oils obtained from bituminous minerals; crude
NLD,2014,2709,46632990954.328,Netherlands,Petroleum oils and oils obtained from bituminous minerals; crude
NLD,2015,2709,25209452189.113,Netherlands,Petroleum oils and oils obtained from bituminous minerals; crude
NLD,2016,2709,21568500912.108,Netherlands,Petroleum oils and oils obtained from bituminous minerals; crude
NLD,2017,2709,28398192945.11,Netherlands,Petroleum oils and oils obtained from bituminous minerals; crude
NLD,2018,2709,35848721231.752,Netherlands,Petroleum oils and oils obtained from bituminous minerals; crude
NOR,2013,2709,1465986063.0,Norway,Petroleum oils and oils obtained from bituminous minerals; crude
NOR,2014,2709,904462049.0,Norway,Petroleum oils and oils obtained from bituminous minerals; crude
NOR,2015,2709,449852675.609,Norway,Petroleum oils and oils obtained from bituminous minerals; crude
NOR,2016,2709,174800857.0,Norway,Petroleum oils and oils obtained from bituminous minerals; crude
NOR,2017,2709,679814879.35,Norway,Petroleum oils and oils obtained from bituminous minerals; crude
NOR,2018,2709,1768207079.541,Norway,Petroleum oils and oils obtained from bituminous minerals; crude
NPL,2013,2709,930.0,Nepal,Petroleum oils and oils obtained from bituminous minerals; crude
NPL,2014,2709,16.0,Nepal,Petroleum oils and oils obtained from bituminous minerals; crude
NPL,2015,2709,30453.0,Nepal,Petroleum oils and oils obtained from bituminous minerals; crude
NPL,2016,2709,48140.856,Nepal,Petroleum oils and oils obtained from bituminous minerals; crude
NPL,2017,2709,82128.829,Nepal,Petroleum oils and oils obtained from bituminous minerals; crude
NPL,2018,2709,11285.06,Nepal,Petroleum oils and oils obtained from bituminous minerals; crude
NZL,2013,2709,4399525437.516,New Zealand,Petroleum oils and oils obtained from bituminous minerals; crude
NZL,2014,2709,3982122039.128,New Zealand,Petroleum oils and oils obtained from bituminous minerals; crude
NZL,2015,2709,2232564686.989,New Zealand,Petroleum oils and oils obtained from bituminous minerals; crude
NZL,2016,2709,1771365951.761,New Zealand,Petroleum oils and oils obtained from bituminous minerals; crude
NZL,2017,2709,2211318463.773,New Zealand,Petroleum oils and oils obtained from bituminous minerals; crude
NZL,2018,2709,2934265797.708,New Zealand,Petroleum oils and oils obtained from bituminous minerals; crude
OMN,2013,2709,15938066.0,Oman,Petroleum oils and oils obtained from bituminous minerals; crude
OMN,2014,2709,4338348.114,Oman,Petroleum oils and oils obtained from bituminous minerals; crude
OMN,2018,2709,1906.372,Oman,Petroleum oils and oils obtained from bituminous minerals; crude
PAK,2013,2709,5473296099.0,Pakistan,Petroleum oils and oils obtained from bituminous minerals; crude
PAK,2014,2709,5609124486.0,Pakistan,Petroleum oils and oils obtained from bituminous minerals; crude
PAK,2015,2709,3022858180.0,Pakistan,Petroleum oils and oils obtained from bituminous minerals; crude
PAK,2016,2709,1983026666.0,Pakistan,Petroleum oils and oils obtained from bituminous minerals; crude
PAK,2017,2709,3135387841.893,Pakistan,Petroleum oils and oils obtained from bituminous minerals; crude
PAK,2018,2709,4903909586.741,Pakistan,Petroleum oils and oils obtained from bituminous minerals; crude
PER,2013,2709,3355453227.41,Peru,Petroleum oils and oils obtained from bituminous minerals; crude
PER,2014,2709,3017554057.44,Peru,Petroleum oils and oils obtained from bituminous minerals; crude
PER,2015,2709,1620696104.69,Peru,Petroleum oils and oils obtained from bituminous minerals; crude
PER,2016,2709,1632527344.31,Peru,Petroleum oils and oils obtained from bituminous minerals; crude
PER,2017,2709,2470827072.36,Peru,Petroleum oils and oils obtained from bituminous minerals; crude
PER,2018,2709,2866437057.64,Peru,Petroleum oils and oils obtained from bituminous minerals; crude
PHL,2013,2709,6611620618.0,Philippines,Petroleum oils and oils obtained from bituminous minerals; crude
PHL,2014,2709,6340036555.0,Philippines,Petroleum oils and oils obtained from bituminous minerals; crude
PHL,2015,2709,3952411508.0,Philippines,Petroleum oils and oils obtained from bituminous minerals; crude
PHL,2016,2709,2905140984.0,Philippines,Petroleum oils and oils obtained from bituminous minerals; crude
PHL,2017,2709,3492167201.0,Philippines,Petroleum oils and oils obtained from bituminous minerals; crude
PHL,2018,2709,5160572259.02,Philippines,Petroleum oils and oils obtained from bituminous minerals; crude
PLW,2013,2709,26974.0,Palau,Petroleum oils and oils obtained from bituminous minerals; crude
POL,2013,2709,18048935232.0,Poland,Petroleum oils and oils obtained from bituminous minerals; crude
POL,2014,2709,17195113228.0,Poland,Petroleum oils and oils obtained from bituminous minerals; crude
POL,2015,2709,9855396745.0,Poland,Petroleum oils and oils obtained from bituminous minerals; crude
POL,2016,2709,7126269415.0,Poland,Petroleum oils and oils obtained from bituminous minerals; crude
POL,2017,2709,8996681749.0,Poland,Petroleum oils and oils obtained from bituminous minerals; crude
POL,2018,2709,14500512447.0,Poland,Petroleum oils and oils obtained from bituminous minerals; crude
PRT,2013,2709,9355129303.0,Portugal,Petroleum oils and oils obtained from bituminous minerals; crude
PRT,2014,2709,8161382620.0,Portugal,Petroleum oils and oils obtained from bituminous minerals; crude
PRT,2015,2709,5465884986.46,Portugal,Petroleum oils and oils obtained from bituminous minerals; crude
PRT,2016,2709,4286734734.794,Portugal,Petroleum oils and oils obtained from bituminous minerals; crude
PRT,2017,2709,5548688655.909,Portugal,Petroleum oils and oils obtained from bituminous minerals; crude
PRT,2018,2709,7186604487.537,Portugal,Petroleum oils and oils obtained from bituminous minerals; crude
PRY,2013,2709,68001.0,Paraguay,Petroleum oils and oils obtained from bituminous minerals; crude
PRY,2014,2709,90735.0,Paraguay,Petroleum oils and oils obtained from bituminous minerals; crude
PRY,2015,2709,41811.0,Paraguay,Petroleum oils and oils obtained from bituminous minerals; crude
PRY,2016,2709,7021.0,Paraguay,Petroleum oils and oils obtained from bituminous minerals; crude
PRY,2017,2709,70643.0,Paraguay,Petroleum oils and oils obtained from bituminous minerals; crude
PRY,2018,2709,65285.0,Paraguay,Petroleum oils and oils obtained from bituminous minerals; crude
PSE,2013,2709,37962.0,State of Palestine,Petroleum oils and oils obtained from bituminous minerals; crude
PSE,2014,2709,10.0,State of Palestine,Petroleum oils and oils obtained from bituminous minerals; crude
PSE,2016,2709,463133.0,State of Palestine,Petroleum oils and oils obtained from bituminous minerals; crude
PSE,2017,2709,626448.629,State of Palestine,Petroleum oils and oils obtained from bituminous minerals; crude
PSE,2018,2709,770930.647,State of Palestine,Petroleum oils and oils obtained from bituminous minerals; crude
PYF,2017,2709,109.549,French Polynesia,Petroleum oils and oils obtained from bituminous minerals; crude
QAT,2016,2709,19321815.079,Qatar,Petroleum oils and oils obtained from bituminous minerals; crude
QAT,2017,2709,77338.107,Qatar,Petroleum oils and oils obtained from bituminous minerals; crude
QAT,2018,2709,476175.717,Qatar,Petroleum oils and oils obtained from bituminous minerals; crude
ROU,2013,2709,4190050189.0,Romania,Petroleum oils and oils obtained from bituminous minerals; crude
ROU,2014,2709,4795548113.0,Romania,Petroleum oils and oils obtained from bituminous minerals; crude
ROU,2015,2709,2518046538.0,Romania,Petroleum oils and oils obtained from bituminous minerals; crude
ROU,2016,2709,2298563308.0,Romania,Petroleum oils and oils obtained from bituminous minerals; crude
ROU,2017,2709,3031790660.79,Romania,Petroleum oils and oils obtained from bituminous minerals; crude
ROU,2018,2709,4256037188.45,Romania,Petroleum oils and oils obtained from bituminous minerals; crude
RUS,2013,2709,154762339.0,Russian Federation,Petroleum oils and oils obtained from bituminous minerals; crude
RUS,2014,2709,307567814.0,Russian Federation,Petroleum oils and oils obtained from bituminous minerals; crude
RUS,2015,2709,647793792.0,Russian Federation,Petroleum oils and oils obtained from bituminous minerals; crude
RUS,2016,2709,42890691.51,Russian Federation,Petroleum oils and oils obtained from bituminous minerals; crude
RUS,2017,2709,69348178.06,Russian Federation,Petroleum oils and oils obtained from bituminous minerals; crude
RUS,2018,2709,64247499.33,Russian Federation,Petroleum oils and oils obtained from bituminous minerals; crude
RWA,2013,2709,254.25,Rwanda,Petroleum oils and oils obtained from bituminous minerals; crude
RWA,2014,2709,117.126,Rwanda,Petroleum oils and oils obtained from bituminous minerals; crude
RWA,2015,2709,39.731,Rwanda,Petroleum oils and oils obtained from bituminous minerals; crude
RWA,2016,2709,2116.795,Rwanda,Petroleum oils and oils obtained from bituminous minerals; crude
RWA,2017,2709,56706.092,Rwanda,Petroleum oils and oils obtained from bituminous minerals; crude
S19,2013,2709,33463821703.0,"Other Asia, nes",Petroleum oils and oils obtained from bituminous minerals; crude
S19,2014,2709,32120658788.0,"Other Asia, nes",Petroleum oils and oils obtained from bituminous minerals; crude
S19,2015,2709,16115367675.0,"Other Asia, nes",Petroleum oils and oils obtained from bituminous minerals; crude
S19,2016,2709,12890081641.0,"Other Asia, nes",Petroleum oils and oils obtained from bituminous minerals; crude
S19,2017,2709,16906159961.6,"Other Asia, nes",Petroleum oils and oils obtained from bituminous minerals; crude
S19,2018,2709,23341677703.55,"Other Asia, nes",Petroleum oils and oils obtained from bituminous minerals; crude
SDN,2013,2709,31162421.62,Sudan,Petroleum oils and oils obtained from bituminous minerals; crude
SDN,2014,2709,47124557.37,Sudan,Petroleum oils and oils obtained from bituminous minerals; crude
SDN,2015,2709,63434576.0,Sudan,Petroleum oils and oils obtained from bituminous minerals; crude
SDN,2016,2709,56700117.0,Sudan,Petroleum oils and oils obtained from bituminous minerals; crude
SDN,2017,2709,64404358.0,Sudan,Petroleum oils and oils obtained from bituminous minerals; crude
SDN,2018,2709,49586402.0,Sudan,Petroleum oils and oils obtained from bituminous minerals; crude
SEN,2013,2709,699764832.0,Senegal,Petroleum oils and oils obtained from bituminous minerals; crude
SEN,2014,2709,522119855.0,Senegal,Petroleum oils and oils obtained from bituminous minerals; crude
SEN,2015,2709,450619232.0,Senegal,Petroleum oils and oils obtained from bituminous minerals; crude
SEN,2016,2709,418036741.0,Senegal,Petroleum oils and oils obtained from bituminous minerals; crude
SEN,2017,2709,521109745.952,Senegal,Petroleum oils and oils obtained from bituminous minerals; crude
SEN,2018,2709,680952765.542,Senegal,Petroleum oils and oils obtained from bituminous minerals; crude
SGP,2013,2709,35538674481.656,Singapore,Petroleum oils and oils obtained from bituminous minerals; crude
SGP,2014,2709,34326201233.119,Singapore,Petroleum oils and oils obtained from bituminous minerals; crude
SGP,2015,2709,18202763865.021,Singapore,Petroleum oils and oils obtained from bituminous minerals; crude
SGP,2016,2709,15047424173.762,Singapore,Petroleum oils and oils obtained from bituminous minerals; crude
SGP,2017,2709,21406695804.708,Singapore,Petroleum oils and oils obtained from bituminous minerals; crude
SGP,2018,2709,27935616501.417,Singapore,Petroleum oils and oils obtained from bituminous minerals; crude
SLB,2014,2709,3020.177,Solomon Isds,Petroleum oils and oils obtained from bituminous minerals; crude
SLB,2015,2709,59945.0,Solomon Isds,Petroleum oils and oils obtained from bituminous minerals; crude
SLB,2016,2709,22784.0,Solomon Isds,Petroleum oils and oils obtained from bituminous minerals; crude
SLB,2017,2709,219666.715,Solomon Isds,Petroleum oils and oils obtained from bituminous minerals; crude
SLB,2018,2709,9212.262,Solomon Isds,Petroleum oils and oils obtained from bituminous minerals; crude
SLV,2013,2709,4744.76,El Salvador,Petroleum oils and oils obtained from bituminous minerals; crude
SLV,2014,2709,109.94,El Salvador,Petroleum oils and oils obtained from bituminous minerals; crude
SLV,2015,2709,83.86,El Salvador,Petroleum oils and oils obtained from bituminous minerals; crude
SLV,2016,2709,57053.53,El Salvador,Petroleum oils and oils obtained from bituminous minerals; crude
SLV,2017,2709,36840.95,El Salvador,Petroleum oils and oils obtained from bituminous minerals; crude
SLV,2018,2709,68378.22,El Salvador,Petroleum oils and oils obtained from bituminous minerals; crude
SRB,2013,2709,1321562148.0,Serbia,Petroleum oils and oils obtained from bituminous minerals; crude
SRB,2014,2709,1105711832.0,Serbia,Petroleum oils and oils obtained from bituminous minerals; crude
SRB,2015,2709,766125791.0,Serbia,Petroleum oils and oils obtained from bituminous minerals; crude
SRB,2016,2709,686186422.0,Serbia,Petroleum oils and oils obtained from bituminous minerals; crude
SRB,2017,2709,935718452.0,Serbia,Petroleum oils and oils obtained from bituminous minerals; crude
SRB,2018,2709,1418725154.0,Serbia,Petroleum oils and oils obtained from bituminous minerals; crude
SVK,2013,2709,4513270457.831,Slovakia,Petroleum oils and oils obtained from bituminous minerals; crude
SVK,2014,2709,3642678004.275,Slovakia,Petroleum oils and oils obtained from bituminous minerals; crude
SVK,2015,2709,2194164864.831,Slovakia,Petroleum oils and oils obtained from bituminous minerals; crude
SVK,2016,2709,1744550030.672,Slovakia,Petroleum oils and oils obtained from bituminous minerals; crude
SVK,2017,2709,1907535090.384,Slovakia,Petroleum oils and oils obtained from bituminous minerals; crude
SVK,2018,2709,2664105233.429,Slovakia,Petroleum oils and oils obtained from bituminous minerals; crude
SVN,2013,2709,142.0,Slovenia,Petroleum oils and oils obtained from bituminous minerals; crude
SVN,2017,2709,156.48,Slovenia,Petroleum oils and oils obtained from bituminous minerals; crude
SWE,2013,2709,12751816452.7,Sweden,Petroleum oils and oils obtained from bituminous minerals; crude
SWE,2014,2709,12170884865.43,Sweden,Petroleum oils and oils obtained from bituminous minerals; crude
SWE,2015,2709,7315464580.859,Sweden,Petroleum oils and oils obtained from bituminous minerals; crude
SWE,2016,2709,5974836740.085,Sweden,Petroleum oils and oils obtained from bituminous minerals; crude
SWE,2017,2709,7700763929.787,Sweden,Petroleum oils and oils obtained from bituminous minerals; crude
SWE,2018,2709,10594364435.722,Sweden,Petroleum oils and oils obtained from bituminous minerals; crude
SWZ,2013,2709,127329.745,Eswatini,Petroleum oils and oils obtained from bituminous minerals; crude
SWZ,2014,2709,115631.546,Eswatini,Petroleum oils and oils obtained from bituminous minerals; crude
SWZ,2015,2709,244833.269,Eswatini,Petroleum oils and oils obtained from bituminous minerals; crude
SWZ,2016,2709,9256.358,Eswatini,Petroleum oils and oils obtained from bituminous minerals; crude
SWZ,2017,2709,24969.646,Eswatini,Petroleum oils and oils obtained from bituminous minerals; crude
SWZ,2018,2709,10659.74,Eswatini,Petroleum oils and oils obtained from bituminous minerals; crude
SYC,2013,2709,72751.715,Seychelles,Petroleum oils and oils obtained from bituminous minerals; crude
SYC,2014,2709,65696.878,Seychelles,Petroleum oils and oils obtained from bituminous minerals; crude
SYC,2015,2709,827.086,Seychelles,Petroleum oils and oils obtained from bituminous minerals; crude
SYC,2016,2709,1735.009,Seychelles,Petroleum oils and oils obtained from bituminous minerals; crude
SYC,2017,2709,74.9,Seychelles,Petroleum oils and oils obtained from bituminous minerals; crude
SYC,2018,2709,432.328,Seychelles,Petroleum oils and oils obtained from bituminous minerals; crude
TGO,2013,2709,597268.717,Togo,Petroleum oils and oils obtained from bituminous minerals; crude
TGO,2014,2709,73028.707,Togo,Petroleum oils and oils obtained from bituminous minerals; crude
TGO,2015,2709,85083.164,Togo,Petroleum oils and oils obtained from bituminous minerals; crude
THA,2013,2709,38916857988.0,Thailand,Petroleum oils and oils obtained from bituminous minerals; crude
THA,2014,2709,33216455556.0,Thailand,Petroleum oils and oils obtained from bituminous minerals; crude
THA,2015,2709,19521182030.74,Thailand,Petroleum oils and oils obtained from bituminous minerals; crude
