period,reporterISO,reporterDesc,cmdCode,cmdDesc,primaryValue
2000,AIA,Anguilla,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",3510.0
1996,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",6336661.0
1997,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2832944.0
1998,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2487029.0
1999,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",7608978.0
2000,ALB,Albania,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",4911575.0
1995,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",81181.0
1996,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",3708.0
1997,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2942.0
1998,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",8359.0
1999,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",41762.0
2000,AND,Andorra,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",60501.0
1998,ANT,Netherlands Antilles (...2010),27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",991795840.0
1999,ARE,United Arab Emirates,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",18478640966.0
2000,ARE,United Arab Emirates,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",28760165395.0
1995,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2169398016.0
1996,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",3088592384.0
1997,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",3093694720.0
1998,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2277388800.0
1999,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2828659085.0
2000,ARG,Argentina,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",4643195553.0
1997,ARM,Armenia,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1578329.0
1999,ARM,Armenia,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",19154136.0
2000,ARM,Armenia,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",20640833.0
1999,ATG,Antigua and Barbuda,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",89228.0
2000,ATG,Antigua and Barbuda,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",546746.0
1995,AUS,Australia,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",8877552664.0
1996,AUS,Australia,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",10184696756.0
1997,AUS,Australia,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",11105473236.0
1998,AUS,Australia,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",9474174976.0
1999,AUS,Australia,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",9334215646.0
2000,AUS,Australia,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",13325226147.0
1995,AUT,Austria,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",577327616.0
1996,AUT,Austria,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",711265280.0
1997,AUT,Austria,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",703102016.0
1998,AUT,Austria,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",626065728.0
1999,AUT,Austria,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",698819318.0
2000,AUT,Austria,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",802818854.0
1996,AZE,Azerbaijan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",419113760.0
1997,AZE,Azerbaijan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",480111328.0
1998,AZE,Azerbaijan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",417854048.0
1999,AZE,Azerbaijan,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",730399528.0
