Year,Country Code,Value,Variable
1980,AFG,,"Gross domestic product per capita, constant prices"
1981,AFG,,"Gross domestic product per capita, constant prices"
1982,AFG,,"Gross domestic product per capita, constant prices"
1983,AFG,,"Gross domestic product per capita, constant prices"
1984,AFG,,"Gross domestic product per capita, constant prices"
1985,AFG,,"Gross domestic product per capita, constant prices"
1986,AFG,,"Gross domestic product per capita, constant prices"
1987,AFG,,"Gross domestic product per capita, constant prices"
1988,AFG,,"Gross domestic product per capita, constant prices"
1989,AFG,,"Gross domestic product per capita, constant prices"
1990,AFG,,"Gross domestic product per capita, constant prices"
1991,AFG,,"Gross domestic product per capita, constant prices"
1992,AFG,,"Gross domestic product per capita, constant prices"
1993,AFG,,"Gross domestic product per capita, constant prices"
1994,AFG,,"Gross domestic product per capita, constant prices"
1995,AFG,,"Gross domestic product per capita, constant prices"
1996,AFG,,"Gross domestic product per capita, constant prices"
1997,AFG,,"Gross domestic product per capita, constant prices"
1998,AFG,,"Gross domestic product per capita, constant prices"
1999,AFG,,"Gross domestic product per capita, constant prices"
2000,AFG,,"Gross domestic product per capita, constant prices"
2001,AFG,,"Gross domestic product per capita, constant prices"
2002,AFG,1681.504,"Gross domestic product per capita, constant prices"
2003,AFG,1694.909,"Gross domestic product per capita, constant prices"
2004,AFG,1640.471,"Gross domestic product per capita, constant prices"
2005,AFG,1770.083,"Gross domestic product per capita, constant prices"
2006,AFG,1789.348,"Gross domestic product per capita, constant prices"
2007,AFG,1992.0,"Gross domestic product per capita, constant prices"
2008,AFG,2027.933,"Gross domestic product per capita, constant prices"
2009,AFG,2359.83,"Gross domestic product per capita, constant prices"
2010,AFG,2485.945,"Gross domestic product per capita, constant prices"
2011,AFG,2551.132,"Gross domestic product per capita, constant prices"
2012,AFG,2791.306,"Gross domestic product per capita, constant prices"
2013,AFG,2849.408,"Gross domestic product per capita, constant prices"
2014,AFG,2821.16,"Gross domestic product per capita, constant prices"
2015,AFG,2761.468,"Gross domestic product per capita, constant prices"
2016,AFG,2749.329,"Gross domestic product per capita, constant prices"
2017,AFG,2742.357,"Gross domestic product per capita, constant prices"
2018,AFG,2696.05,"Gross domestic product per capita, constant prices"
2019,AFG,2721.2,"Gross domestic product per capita, constant prices"
2020,AFG,2575.216,"Gross domestic product per capita, constant prices"
2021,AFG,2138.87,"Gross domestic product per capita, constant prices"
2022,AFG,1954.58,"Gross domestic product per capita, constant prices"
2023,AFG,1950.136,"Gross domestic product per capita, constant prices"
2024,AFG,,"Gross domestic product per capita, constant prices"
2025,AFG,,"Gross domestic product per capita, constant prices"
2026,AFG,,"Gross domestic product per capita, constant prices"
2027,AFG,,"Gross domestic product per capita, constant prices"
2028,AFG,,"Gross domestic product per capita, constant prices"
2029,AFG,,"Gross domestic product per capita, constant prices"
2030,AFG,,"Gross domestic product per capita, constant prices"
1980,ALB,6073.539,"Gross domestic product per capita, constant prices"
1981,ALB,6292.425,"Gross domestic product per capita, constant prices"
1982,ALB,6339.508,"Gross domestic product per capita, constant prices"
1983,ALB,6274.742,"Gross domestic product per capita, constant prices"
1984,ALB,6266.986,"Gross domestic product per capita, constant prices"
1985,ALB,6047.361,"Gross domestic product per capita, constant prices"
1986,ALB,6263.743,"Gross domestic product per capita, constant prices"
1987,ALB,6090.775,"Gross domestic product per capita, constant prices"
1988,ALB,5893.26,"Gross domestic product per capita, constant prices"
1989,ALB,6299.19,"Gross domestic product per capita, constant prices"
1990,ALB,5568.188,"Gross domestic product per capita, constant prices"
1991,ALB,4033.336,"Gross domestic product per capita, constant prices"
1992,ALB,3765.703,"Gross domestic product per capita, constant prices"
1993,ALB,4152.47,"Gross domestic product per capita, constant prices"
1994,ALB,4570.775,"Gross domestic product per capita, constant prices"
1995,ALB,5008.416,"Gross domestic product per capita, constant prices"
1996,ALB,5498.248,"Gross domestic product per capita, constant prices"
1997,ALB,4928.336,"Gross domestic product per capita, constant prices"
1998,ALB,5397.336,"Gross domestic product per capita, constant prices"
1999,ALB,6131.805,"Gross domestic product per capita, constant prices"
2000,ALB,6599.667,"Gross domestic product per capita, constant prices"
2001,ALB,7214.385,"Gross domestic product per capita, constant prices"
2002,ALB,7564.32,"Gross domestic product per capita, constant prices"
2003,ALB,8012.446,"Gross domestic product per capita, constant prices"
2004,ALB,8489.724,"Gross domestic product per capita, constant prices"
2005,ALB,9004.874,"Gross domestic product per capita, constant prices"
2006,ALB,9596.751,"Gross domestic product per capita, constant prices"
2007,ALB,10248.103,"Gross domestic product per capita, constant prices"
2008,ALB,11101.581,"Gross domestic product per capita, constant prices"
2009,ALB,11551.542,"Gross domestic product per capita, constant prices"
2010,ALB,12039.369,"Gross domestic product per capita, constant prices"
2011,ALB,12379.077,"Gross domestic product per capita, constant prices"
2012,ALB,12575.304,"Gross domestic product per capita, constant prices"
2013,ALB,12724.599,"Gross domestic product per capita, constant prices"
2014,ALB,12977.236,"Gross domestic product per capita, constant prices"
2015,ALB,13303.867,"Gross domestic product per capita, constant prices"
2016,ALB,13766.882,"Gross domestic product per capita, constant prices"
2017,ALB,14303.476,"Gross domestic product per capita, constant prices"
2018,ALB,14915.137,"Gross domestic product per capita, constant prices"
2019,ALB,15291.527,"Gross domestic product per capita, constant prices"
2020,ALB,14869.942,"Gross domestic product per capita, constant prices"
2021,ALB,16354.606,"Gross domestic product per capita, constant prices"
2022,ALB,17353.701,"Gross domestic product per capita, constant prices"
2023,ALB,18219.04,"Gross domestic product per capita, constant prices"
2024,ALB,19132.149,"Gross domestic product per capita, constant prices"
2025,ALB,20057.524,"Gross domestic product per capita, constant prices"
2026,ALB,20962.686,"Gross domestic product per capita, constant prices"
2027,ALB,21915.653,"Gross domestic product per capita, constant prices"
2028,ALB,22904.403,"Gross domestic product per capita, constant prices"
2029,ALB,23941.525,"Gross domestic product per capita, constant prices"
2030,ALB,25025.308,"Gross domestic product per capita, constant prices"
1980,DZA,12111.728,"Gross domestic product per capita, constant prices"
1981,DZA,12099.13,"Gross domestic product per capita, constant prices"
1982,DZA,12472.96,"Gross domestic product per capita, constant prices"
1983,DZA,12728.703,"Gross domestic product per capita, constant prices"
1984,DZA,13023.189,"Gross domestic product per capita, constant prices"
1985,DZA,13117.519,"Gross domestic product per capita, constant prices"
1986,DZA,12746.777,"Gross domestic product per capita, constant prices"
1987,DZA,12332.997,"Gross domestic product per capita, constant prices"
1988,DZA,11747.256,"Gross domestic product per capita, constant prices"
1989,DZA,12012.069,"Gross domestic product per capita, constant prices"
1990,DZA,11952.349,"Gross domestic product per capita, constant prices"
1991,DZA,11522.943,"Gross domestic product per capita, constant prices"
1992,DZA,11427.451,"Gross domestic product per capita, constant prices"
1993,DZA,10928.038,"Gross domestic product per capita, constant prices"
1994,DZA,10592.58,"Gross domestic product per capita, constant prices"
1995,DZA,10779.049,"Gross domestic product per capita, constant prices"
1996,DZA,10990.465,"Gross domestic product per capita, constant prices"
1997,DZA,10928.115,"Gross domestic product per capita, constant prices"
1998,DZA,11305.618,"Gross domestic product per capita, constant prices"
1999,DZA,11489.067,"Gross domestic product per capita, constant prices"
2000,DZA,11714.16,"Gross domestic product per capita, constant prices"
2001,DZA,11890.958,"Gross domestic product per capita, constant prices"
2002,DZA,12348.839,"Gross domestic product per capita, constant prices"
2003,DZA,12957.667,"Gross domestic product per capita, constant prices"
2004,DZA,13343.427,"Gross domestic product per capita, constant prices"
2005,DZA,13849.504,"Gross domestic product per capita, constant prices"
2006,DZA,14035.014,"Gross domestic product per capita, constant prices"
2007,DZA,14258.321,"Gross domestic product per capita, constant prices"
2008,DZA,14298.432,"Gross domestic product per capita, constant prices"
2009,DZA,14186.071,"Gross domestic product per capita, constant prices"
2010,DZA,14575.732,"Gross domestic product per capita, constant prices"
2011,DZA,14709.792,"Gross domestic product per capita, constant prices"
2012,DZA,14754.972,"Gross domestic product per capita, constant prices"
2013,DZA,14821.125,"Gross domestic product per capita, constant prices"
2014,DZA,15104.526,"Gross domestic product per capita, constant prices"
2015,DZA,15251.06,"Gross domestic product per capita, constant prices"
2016,DZA,15504.637,"Gross domestic product per capita, constant prices"
2017,DZA,15406.986,"Gross domestic product per capita, constant prices"
2018,DZA,15314.245,"Gross domestic product per capita, constant prices"
2019,DZA,15155.933,"Gross domestic product per capita, constant prices"
2020,DZA,14255.314,"Gross domestic product per capita, constant prices"
2021,DZA,14556.82,"Gross domestic product per capita, constant prices"
2022,DZA,14848.167,"Gross domestic product per capita, constant prices"
2023,DZA,15227.463,"Gross domestic product per capita, constant prices"
2024,DZA,15545.11,"Gross domestic product per capita, constant prices"
2025,DZA,15875.727,"Gross domestic product per capita, constant prices"
2026,DZA,16147.882,"Gross domestic product per capita, constant prices"
2027,DZA,16403.633,"Gross domestic product per capita, constant prices"
2028,DZA,16662.049,"Gross domestic product per capita, constant prices"
2029,DZA,16860.339,"Gross domestic product per capita, constant prices"
2030,DZA,16893.532,"Gross domestic product per capita, constant prices"
1980,AND,,"Gross domestic product per capita, constant prices"
1981,AND,,"Gross domestic product per capita, constant prices"
1982,AND,,"Gross domestic product per capita, constant prices"
1983,AND,,"Gross domestic product per capita, constant prices"
1984,AND,,"Gross domestic product per capita, constant prices"
1985,AND,,"Gross domestic product per capita, constant prices"
1986,AND,,"Gross domestic product per capita, constant prices"
1987,AND,,"Gross domestic product per capita, constant prices"
1988,AND,,"Gross domestic product per capita, constant prices"
1989,AND,,"Gross domestic product per capita, constant prices"
1990,AND,,"Gross domestic product per capita, constant prices"
1991,AND,,"Gross domestic product per capita, constant prices"
1992,AND,,"Gross domestic product per capita, constant prices"
1993,AND,,"Gross domestic product per capita, constant prices"
1994,AND,,"Gross domestic product per capita, constant prices"
1995,AND,,"Gross domestic product per capita, constant prices"
1996,AND,,"Gross domestic product per capita, constant prices"
1997,AND,,"Gross domestic product per capita, constant prices"
1998,AND,,"Gross domestic product per capita, constant prices"
1999,AND,,"Gross domestic product per capita, constant prices"
2000,AND,,"Gross domestic product per capita, constant prices"
2001,AND,,"Gross domestic product per capita, constant prices"
2002,AND,,"Gross domestic product per capita, constant prices"
2003,AND,,"Gross domestic product per capita, constant prices"
2004,AND,,"Gross domestic product per capita, constant prices"
2005,AND,,"Gross domestic product per capita, constant prices"
2006,AND,,"Gross domestic product per capita, constant prices"
2007,AND,,"Gross domestic product per capita, constant prices"
2008,AND,,"Gross domestic product per capita, constant prices"
2009,AND,,"Gross domestic product per capita, constant prices"
2010,AND,66922.092,"Gross domestic product per capita, constant prices"
2011,AND,67413.494,"Gross domestic product per capita, constant prices"
2012,AND,64072.904,"Gross domestic product per capita, constant prices"
2013,AND,61616.133,"Gross domestic product per capita, constant prices"
2014,AND,62618.715,"Gross domestic product per capita, constant prices"
2015,AND,62487.835,"Gross domestic product per capita, constant prices"
2016,AND,63588.799,"Gross domestic product per capita, constant prices"
2017,AND,62367.929,"Gross domestic product per capita, constant prices"
2018,AND,62208.524,"Gross domestic product per capita, constant prices"
2019,AND,62344.412,"Gross domestic product per capita, constant prices"
2020,AND,55036.844,"Gross domestic product per capita, constant prices"
2021,AND,58458.65,"Gross domestic product per capita, constant prices"
2022,AND,62438.303,"Gross domestic product per capita, constant prices"
2023,AND,61407.364,"Gross domestic product per capita, constant prices"
2024,AND,62023.811,"Gross domestic product per capita, constant prices"
2025,AND,61753.859,"Gross domestic product per capita, constant prices"
2026,AND,61304.065,"Gross domestic product per capita, constant prices"
2027,AND,60797.649,"Gross domestic product per capita, constant prices"
2028,AND,60295.416,"Gross domestic product per capita, constant prices"
2029,AND,59797.331,"Gross domestic product per capita, constant prices"
2030,AND,59303.361,"Gross domestic product per capita, constant prices"
1980,AGO,4989.287,"Gross domestic product per capita, constant prices"
1981,AGO,4644.238,"Gross domestic product per capita, constant prices"
1982,AGO,4524.541,"Gross domestic product per capita, constant prices"
1983,AGO,4594.293,"Gross domestic product per capita, constant prices"
1984,AGO,4744.517,"Gross domestic product per capita, constant prices"
1985,AGO,4357.785,"Gross domestic product per capita, constant prices"
1986,AGO,4359.601,"Gross domestic product per capita, constant prices"
1987,AGO,4424.521,"Gross domestic product per capita, constant prices"
1988,AGO,4571.864,"Gross domestic product per capita, constant prices"
1989,AGO,4451.674,"Gross domestic product per capita, constant prices"
1990,AGO,4186.337,"Gross domestic product per capita, constant prices"
1991,AGO,4538.692,"Gross domestic product per capita, constant prices"
1992,AGO,4894.594,"Gross domestic product per capita, constant prices"
1993,AGO,5262.458,"Gross domestic product per capita, constant prices"
1994,AGO,5632.515,"Gross domestic product per capita, constant prices"
1995,AGO,6015.077,"Gross domestic product per capita, constant prices"
1996,AGO,6470.137,"Gross domestic product per capita, constant prices"
1997,AGO,6713.125,"Gross domestic product per capita, constant prices"
1998,AGO,6801.33,"Gross domestic product per capita, constant prices"
1999,AGO,6729.051,"Gross domestic product per capita, constant prices"
2000,AGO,6713.241,"Gross domestic product per capita, constant prices"
2001,AGO,6769.513,"Gross domestic product per capita, constant prices"
2002,AGO,7442.221,"Gross domestic product per capita, constant prices"
2003,AGO,7443.498,"Gross domestic product per capita, constant prices"
2004,AGO,8007.781,"Gross domestic product per capita, constant prices"
2005,AGO,8821.397,"Gross domestic product per capita, constant prices"
2006,AGO,9517.757,"Gross domestic product per capita, constant prices"
2007,AGO,10370.663,"Gross domestic product per capita, constant prices"
2008,AGO,11075.53,"Gross domestic product per capita, constant prices"
2009,AGO,10887.398,"Gross domestic product per capita, constant prices"
2010,AGO,11043.105,"Gross domestic product per capita, constant prices"
2011,AGO,11017.544,"Gross domestic product per capita, constant prices"
2012,AGO,11513.058,"Gross domestic product per capita, constant prices"
2013,AGO,11632.155,"Gross domestic product per capita, constant prices"
2014,AGO,11733.826,"Gross domestic product per capita, constant prices"
2015,AGO,11402.929,"Gross domestic product per capita, constant prices"
2016,AGO,10814.221,"Gross domestic product per capita, constant prices"
2017,AGO,10422.336,"Gross domestic product per capita, constant prices"
2018,AGO,10008.044,"Gross domestic product per capita, constant prices"
2019,AGO,9654.599,"Gross domestic product per capita, constant prices"
2020,AGO,8966.65,"Gross domestic product per capita, constant prices"
2021,AGO,8869.641,"Gross domestic product per capita, constant prices"
2022,AGO,8962.065,"Gross domestic product per capita, constant prices"
2023,AGO,8781.558,"Gross domestic product per capita, constant prices"
2024,AGO,8866.691,"Gross domestic product per capita, constant prices"
2025,AGO,8770.187,"Gross domestic product per capita, constant prices"
2026,AGO,8649.487,"Gross domestic product per capita, constant prices"
2027,AGO,8567.711,"Gross domestic product per capita, constant prices"
2028,AGO,8516.327,"Gross domestic product per capita, constant prices"
2029,AGO,8473.694,"Gross domestic product per capita, constant prices"
2030,AGO,8439.875,"Gross domestic product per capita, constant prices"
1980,ATG,11048.309,"Gross domestic product per capita, constant prices"
1981,ATG,11560.348,"Gross domestic product per capita, constant prices"
1982,ATG,11684.713,"Gross domestic product per capita, constant prices"
1983,ATG,12491.173,"Gross domestic product per capita, constant prices"
1984,ATG,13986.289,"Gross domestic product per capita, constant prices"
1985,ATG,15311.63,"Gross domestic product per capita, constant prices"
1986,ATG,17372.472,"Gross domestic product per capita, constant prices"
1987,ATG,18850.685,"Gross domestic product per capita, constant prices"
1988,ATG,20133.412,"Gross domestic product per capita, constant prices"
1989,ATG,21386.145,"Gross domestic product per capita, constant prices"
1990,ATG,22051.964,"Gross domestic product per capita, constant prices"
1991,ATG,22349.326,"Gross domestic product per capita, constant prices"
1992,ATG,22244.007,"Gross domestic product per capita, constant prices"
1993,ATG,22900.767,"Gross domestic product per capita, constant prices"
1994,ATG,23812.273,"Gross domestic product per capita, constant prices"
1995,ATG,22174.677,"Gross domestic product per capita, constant prices"
1996,ATG,23001.248,"Gross domestic product per capita, constant prices"
1997,ATG,23592.355,"Gross domestic product per capita, constant prices"
1998,ATG,24051.287,"Gross domestic product per capita, constant prices"
1999,ATG,24341.129,"Gross domestic product per capita, constant prices"
2000,ATG,25316.129,"Gross domestic product per capita, constant prices"
2001,ATG,23759.592,"Gross domestic product per capita, constant prices"
2002,ATG,23762.895,"Gross domestic product per capita, constant prices"
2003,ATG,24966.744,"Gross domestic product per capita, constant prices"
2004,ATG,26145.19,"Gross domestic product per capita, constant prices"
2005,ATG,27555.568,"Gross domestic product per capita, constant prices"
2006,ATG,30731.644,"Gross domestic product per capita, constant prices"
2007,ATG,33232.252,"Gross domestic product per capita, constant prices"
2008,ATG,32854.976,"Gross domestic product per capita, constant prices"
2009,ATG,28592.176,"Gross domestic product per capita, constant prices"
2010,ATG,26039.638,"Gross domestic product per capita, constant prices"
2011,ATG,25247.64,"Gross domestic product per capita, constant prices"
2012,ATG,25730.612,"Gross domestic product per capita, constant prices"
2013,ATG,25205.415,"Gross domestic product per capita, constant prices"
2014,ATG,25378.547,"Gross domestic product per capita, constant prices"
2015,ATG,25352.485,"Gross domestic product per capita, constant prices"
2016,ATG,25995.517,"Gross domestic product per capita, constant prices"
2017,ATG,26294.406,"Gross domestic product per capita, constant prices"
2018,ATG,27609.945,"Gross domestic product per capita, constant prices"
2019,ATG,28087.389,"Gross domestic product per capita, constant prices"
2020,ATG,22451.979,"Gross domestic product per capita, constant prices"
2021,ATG,23934.393,"Gross domestic product per capita, constant prices"
2022,ATG,25742.422,"Gross domestic product per capita, constant prices"
2023,ATG,26000.136,"Gross domestic product per capita, constant prices"
2024,ATG,26773.525,"Gross domestic product per capita, constant prices"
2025,ATG,27235.623,"Gross domestic product per capita, constant prices"
2026,ATG,27569.177,"Gross domestic product per capita, constant prices"
2027,ATG,27908.891,"Gross domestic product per capita, constant prices"
2028,ATG,28235.667,"Gross domestic product per capita, constant prices"
2029,ATG,28567.929,"Gross domestic product per capita, constant prices"
2030,ATG,28905.774,"Gross domestic product per capita, constant prices"
1980,ARG,22090.501,"Gross domestic product per capita, constant prices"
1981,ARG,20455.741,"Gross domestic product per capita, constant prices"
1982,ARG,19482.972,"Gross domestic product per capita, constant prices"
1983,ARG,19927.917,"Gross domestic product per capita, constant prices"
1984,ARG,19985.946,"Gross domestic product per capita, constant prices"
1985,ARG,18284.172,"Gross domestic product per capita, constant prices"
1986,ARG,19342.141,"Gross domestic product per capita, constant prices"
1987,ARG,19607.988,"Gross domestic product per capita, constant prices"
1988,ARG,18992.194,"Gross domestic product per capita, constant prices"
1989,ARG,17445.245,"Gross domestic product per capita, constant prices"
1990,ARG,16857.396,"Gross domestic product per capita, constant prices"
1991,ARG,18378.519,"Gross domestic product per capita, constant prices"
1992,ARG,19998.425,"Gross domestic product per capita, constant prices"
1993,ARG,20936.88,"Gross domestic product per capita, constant prices"
1994,ARG,21876.45,"Gross domestic product per capita, constant prices"
1995,ARG,20993.669,"Gross domestic product per capita, constant prices"
1996,ARG,21891.758,"Gross domestic product per capita, constant prices"
1997,ARG,23395.646,"Gross domestic product per capita, constant prices"
1998,ARG,24025.832,"Gross domestic product per capita, constant prices"
1999,ARG,22961.702,"Gross domestic product per capita, constant prices"
2000,ARG,22541.912,"Gross domestic product per capita, constant prices"
2001,ARG,21332.146,"Gross domestic product per capita, constant prices"
2002,ARG,18826.007,"Gross domestic product per capita, constant prices"
2003,ARG,20320.153,"Gross domestic product per capita, constant prices"
2004,ARG,21924.626,"Gross domestic product per capita, constant prices"
2005,ARG,23638.925,"Gross domestic product per capita, constant prices"
2006,ARG,25293.143,"Gross domestic product per capita, constant prices"
2007,ARG,27301.205,"Gross domestic product per capita, constant prices"
2008,ARG,28130.67,"Gross domestic product per capita, constant prices"
2009,ARG,26209.355,"Gross domestic product per capita, constant prices"
2010,ARG,28400.347,"Gross domestic product per capita, constant prices"
2011,ARG,29760.349,"Gross domestic product per capita, constant prices"
2012,ARG,29121.905,"Gross domestic product per capita, constant prices"
2013,ARG,29490.497,"Gross domestic product per capita, constant prices"
2014,ARG,28435.156,"Gross domestic product per capita, constant prices"
2015,ARG,28898.553,"Gross domestic product per capita, constant prices"
2016,ARG,27999.79,"Gross domestic product per capita, constant prices"
2017,ARG,28491.928,"Gross domestic product per capita, constant prices"
2018,ARG,27465.76,"Gross domestic product per capita, constant prices"
2019,ARG,26650.147,"Gross domestic product per capita, constant prices"
2020,ARG,23779.853,"Gross domestic product per capita, constant prices"
2021,ARG,26015.237,"Gross domestic product per capita, constant prices"
2022,ARG,27133.828,"Gross domestic product per capita, constant prices"
2023,ARG,26456.511,"Gross domestic product per capita, constant prices"
2024,ARG,25744.254,"Gross domestic product per capita, constant prices"
2025,ARG,26891.861,"Gross domestic product per capita, constant prices"
2026,ARG,27829.202,"Gross domestic product per capita, constant prices"
2027,ARG,28644.79,"Gross domestic product per capita, constant prices"
2028,ARG,29280.081,"Gross domestic product per capita, constant prices"
2029,ARG,29897.24,"Gross domestic product per capita, constant prices"
2030,ARG,30481.254,"Gross domestic product per capita, constant prices"
1980,ARM,,"Gross domestic product per capita, constant prices"
1981,ARM,,"Gross domestic product per capita, constant prices"
1982,ARM,,"Gross domestic product per capita, constant prices"
1983,ARM,,"Gross domestic product per capita, constant prices"
1984,ARM,,"Gross domestic product per capita, constant prices"
1985,ARM,,"Gross domestic product per capita, constant prices"
1986,ARM,,"Gross domestic product per capita, constant prices"
1987,ARM,,"Gross domestic product per capita, constant prices"
1988,ARM,,"Gross domestic product per capita, constant prices"
1989,ARM,,"Gross domestic product per capita, constant prices"
1990,ARM,,"Gross domestic product per capita, constant prices"
1991,ARM,,"Gross domestic product per capita, constant prices"
1992,ARM,3408.579,"Gross domestic product per capita, constant prices"
1993,ARM,2999.079,"Gross domestic product per capita, constant prices"
1994,ARM,3237.894,"Gross domestic product per capita, constant prices"
1995,ARM,3574.032,"Gross domestic product per capita, constant prices"
1996,ARM,3818.071,"Gross domestic product per capita, constant prices"
1997,ARM,3985.115,"Gross domestic product per capita, constant prices"
1998,ARM,4275.879,"Gross domestic product per capita, constant prices"
1999,ARM,4439.985,"Gross domestic product per capita, constant prices"
2000,ARM,4715.1,"Gross domestic product per capita, constant prices"
2001,ARM,5195.263,"Gross domestic product per capita, constant prices"
2002,ARM,5984.083,"Gross domestic product per capita, constant prices"
2003,ARM,6847.426,"Gross domestic product per capita, constant prices"
2004,ARM,7589.5,"Gross domestic product per capita, constant prices"
2005,ARM,8718.18,"Gross domestic product per capita, constant prices"
2006,ARM,9901.701,"Gross domestic product per capita, constant prices"
2007,ARM,11300.773,"Gross domestic product per capita, constant prices"
2008,ARM,12126.471,"Gross domestic product per capita, constant prices"
2009,ARM,10445.64,"Gross domestic product per capita, constant prices"
2010,ARM,10688.57,"Gross domestic product per capita, constant prices"
2011,ARM,11184.735,"Gross domestic product per capita, constant prices"
2012,ARM,11974.561,"Gross domestic product per capita, constant prices"
2013,ARM,12341.569,"Gross domestic product per capita, constant prices"
2014,ARM,12764.342,"Gross domestic product per capita, constant prices"
2015,ARM,13156.655,"Gross domestic product per capita, constant prices"
2016,ARM,13172.526,"Gross domestic product per capita, constant prices"
2017,ARM,14225.428,"Gross domestic product per capita, constant prices"
2018,ARM,15021.426,"Gross domestic product per capita, constant prices"
2019,ARM,16202.102,"Gross domestic product per capita, constant prices"
2020,ARM,15057.258,"Gross domestic product per capita, constant prices"
2021,ARM,15921.705,"Gross domestic product per capita, constant prices"
2022,ARM,18122.942,"Gross domestic product per capita, constant prices"
2023,ARM,19401.001,"Gross domestic product per capita, constant prices"
2024,ARM,20551.895,"Gross domestic product per capita, constant prices"
2025,ARM,21476.053,"Gross domestic product per capita, constant prices"
2026,ARM,22440.68,"Gross domestic product per capita, constant prices"
2027,ARM,23448.634,"Gross domestic product per capita, constant prices"
2028,ARM,24501.863,"Gross domestic product per capita, constant prices"
2029,ARM,25602.398,"Gross domestic product per capita, constant prices"
2030,ARM,26752.366,"Gross domestic product per capita, constant prices"
1980,ABW,,"Gross domestic product per capita, constant prices"
1981,ABW,,"Gross domestic product per capita, constant prices"
1982,ABW,,"Gross domestic product per capita, constant prices"
1983,ABW,,"Gross domestic product per capita, constant prices"
1984,ABW,,"Gross domestic product per capita, constant prices"
1985,ABW,,"Gross domestic product per capita, constant prices"
1986,ABW,16625.443,"Gross domestic product per capita, constant prices"
1987,ABW,18452.918,"Gross domestic product per capita, constant prices"
1988,ABW,21184.22,"Gross domestic product per capita, constant prices"
1989,ABW,23357.723,"Gross domestic product per capita, constant prices"
1990,ABW,24029.576,"Gross domestic product per capita, constant prices"
1991,ABW,25688.361,"Gross domestic product per capita, constant prices"
1992,ABW,26960.581,"Gross domestic product per capita, constant prices"
1993,ABW,28782.211,"Gross domestic product per capita, constant prices"
1994,ABW,30602.367,"Gross domestic product per capita, constant prices"
1995,ABW,30589.858,"Gross domestic product per capita, constant prices"
1996,ABW,30159.055,"Gross domestic product per capita, constant prices"
1997,ABW,31973.51,"Gross domestic product per capita, constant prices"
1998,ABW,32429.911,"Gross domestic product per capita, constant prices"
1999,ABW,32556.415,"Gross domestic product per capita, constant prices"
2000,ABW,34922.158,"Gross domestic product per capita, constant prices"
2001,ABW,36355.82,"Gross domestic product per capita, constant prices"
2002,ABW,35512.747,"Gross domestic product per capita, constant prices"
2003,ABW,35357.802,"Gross domestic product per capita, constant prices"
2004,ABW,37393.168,"Gross domestic product per capita, constant prices"
2005,ABW,36992.369,"Gross domestic product per capita, constant prices"
2006,ABW,36907.364,"Gross domestic product per capita, constant prices"
2007,ABW,37983.65,"Gross domestic product per capita, constant prices"
2008,ABW,38741.459,"Gross domestic product per capita, constant prices"
2009,ABW,34056.532,"Gross domestic product per capita, constant prices"
2010,ABW,33101.959,"Gross domestic product per capita, constant prices"
2011,ABW,34632.547,"Gross domestic product per capita, constant prices"
2012,ABW,34419.743,"Gross domestic product per capita, constant prices"
2013,ABW,36742.849,"Gross domestic product per capita, constant prices"
2014,ABW,36019.715,"Gross domestic product per capita, constant prices"
2015,ABW,35713.743,"Gross domestic product per capita, constant prices"
2016,ABW,36255.247,"Gross domestic product per capita, constant prices"
2017,ABW,38745.434,"Gross domestic product per capita, constant prices"
2018,ABW,39624.669,"Gross domestic product per capita, constant prices"
2019,ABW,38703.723,"Gross domestic product per capita, constant prices"
2020,ABW,28533.514,"Gross domestic product per capita, constant prices"
2021,ABW,35390.381,"Gross domestic product per capita, constant prices"
2022,ABW,38398.189,"Gross domestic product per capita, constant prices"
2023,ABW,40035.749,"Gross domestic product per capita, constant prices"
2024,ABW,42649.378,"Gross domestic product per capita, constant prices"
2025,ABW,43616.98,"Gross domestic product per capita, constant prices"
2026,ABW,44764.157,"Gross domestic product per capita, constant prices"
2027,ABW,45891.899,"Gross domestic product per capita, constant prices"
2028,ABW,46652.552,"Gross domestic product per capita, constant prices"
2029,ABW,47307.923,"Gross domestic product per capita, constant prices"
2030,ABW,47955.259,"Gross domestic product per capita, constant prices"
1980,AUS,30741.788,"Gross domestic product per capita, constant prices"
1981,AUS,31505.19,"Gross domestic product per capita, constant prices"
1982,AUS,31010.056,"Gross domestic product per capita, constant prices"
1983,AUS,30475.298,"Gross domestic product per capita, constant prices"
1984,AUS,32008.638,"Gross domestic product per capita, constant prices"
1985,AUS,33281.149,"Gross domestic product per capita, constant prices"
1986,AUS,33592.658,"Gross domestic product per capita, constant prices"
1987,AUS,34686.29,"Gross domestic product per capita, constant prices"
1988,AUS,35527.857,"Gross domestic product per capita, constant prices"
1989,AUS,36626.036,"Gross domestic product per capita, constant prices"
1990,AUS,36668.592,"Gross domestic product per capita, constant prices"
1991,AUS,35871.464,"Gross domestic product per capita, constant prices"
1992,AUS,36427.565,"Gross domestic product per capita, constant prices"
1993,AUS,37509.866,"Gross domestic product per capita, constant prices"
1994,AUS,38955.046,"Gross domestic product per capita, constant prices"
1995,AUS,39604.012,"Gross domestic product per capita, constant prices"
1996,AUS,40704.576,"Gross domestic product per capita, constant prices"
1997,AUS,42208.623,"Gross domestic product per capita, constant prices"
1998,AUS,43718.312,"Gross domestic product per capita, constant prices"
