Year,Country Code,Value,Variable
2000,FRA,47560.85,"Gross domestic product per capita, constant prices"
2001,FRA,48094.628,"Gross domestic product per capita, constant prices"
2002,FRA,48281.797,"Gross domestic product per capita, constant prices"
2003,FRA,48415.53,"Gross domestic product per capita, constant prices"
2004,FRA,49294.461,"Gross domestic product per capita, constant prices"
2005,FRA,49890.317,"Gross domestic product per capita, constant prices"
2006,FRA,50981.242,"Gross domestic product per capita, constant prices"
2007,FRA,51907.937,"Gross domestic product per capita, constant prices"
2008,FRA,51751.494,"Gross domestic product per capita, constant prices"
2009,FRA,50069.168,"Gross domestic product per capita, constant prices"
2010,FRA,50748.503,"Gross domestic product per capita, constant prices"
2011,FRA,51752.808,"Gross domestic product per capita, constant prices"
2012,FRA,51622.6,"Gross domestic product per capita, constant prices"
2013,FRA,51837.962,"Gross domestic product per capita, constant prices"
2014,FRA,51918.317,"Gross domestic product per capita, constant prices"
2015,FRA,52200.112,"Gross domestic product per capita, constant prices"
2016,FRA,52437.923,"Gross domestic product per capita, constant prices"
2017,FRA,53498.476,"Gross domestic product per capita, constant prices"
2018,FRA,54170.903,"Gross domestic product per capita, constant prices"
2019,FRA,55076.692,"Gross domestic product per capita, constant prices"
2020,FRA,50756.201,"Gross domestic product per capita, constant prices"
2021,FRA,54017.12,"Gross domestic product per capita, constant prices"
2022,FRA,55138.692,"Gross domestic product per capita, constant prices"
2023,FRA,55601.96,"Gross domestic product per capita, constant prices"
2024,FRA,56038.84,"Gross domestic product per capita, constant prices"
2025,FRA,56240.356,"Gross domestic product per capita, constant prices"
2026,FRA,56652.173,"Gross domestic product per capita, constant prices"
2027,FRA,57165.227,"Gross domestic product per capita, constant prices"
2028,FRA,57723.127,"Gross domestic product per capita, constant prices"
2029,FRA,58257.687,"Gross domestic product per capita, constant prices"
2030,FRA,58797.658,"Gross domestic product per capita, constant prices"
1980,GAB,26677.793,"Gross domestic product per capita, constant prices"
1981,GAB,25059.402,"Gross domestic product per capita, constant prices"
1982,GAB,25525.358,"Gross domestic product per capita, constant prices"
1983,GAB,25475.568,"Gross domestic product per capita, constant prices"
1984,GAB,26148.602,"Gross domestic product per capita, constant prices"
1985,GAB,27069.688,"Gross domestic product per capita, constant prices"
1986,GAB,25930.749,"Gross domestic product per capita, constant prices"
1987,GAB,21465.181,"Gross domestic product per capita, constant prices"
1988,GAB,21738.223,"Gross domestic product per capita, constant prices"
1989,GAB,24552.399,"Gross domestic product per capita, constant prices"
1990,GAB,25260.826,"Gross domestic product per capita, constant prices"
1991,GAB,25969.943,"Gross domestic product per capita, constant prices"
1992,GAB,24405.633,"Gross domestic product per capita, constant prices"
1993,GAB,24768.369,"Gross domestic product per capita, constant prices"
1994,GAB,25061.423,"Gross domestic product per capita, constant prices"
1995,GAB,25666.283,"Gross domestic product per capita, constant prices"
1996,GAB,25947.998,"Gross domestic product per capita, constant prices"
1997,GAB,26767.794,"Gross domestic product per capita, constant prices"
1998,GAB,27023.155,"Gross domestic product per capita, constant prices"
1999,GAB,24006.27,"Gross domestic product per capita, constant prices"
2000,GAB,22979.695,"Gross domestic product per capita, constant prices"
2001,GAB,22901.149,"Gross domestic product per capita, constant prices"
2002,GAB,22286.944,"Gross domestic product per capita, constant prices"
2003,GAB,22232.006,"Gross domestic product per capita, constant prices"
2004,GAB,21839.321,"Gross domestic product per capita, constant prices"
2005,GAB,22137.487,"Gross domestic product per capita, constant prices"
2006,GAB,20812.819,"Gross domestic product per capita, constant prices"
2007,GAB,21517.344,"Gross domestic product per capita, constant prices"
2008,GAB,20101.471,"Gross domestic product per capita, constant prices"
2009,GAB,19133.997,"Gross domestic product per capita, constant prices"
2010,GAB,19792.954,"Gross domestic product per capita, constant prices"
2011,GAB,20420.637,"Gross domestic product per capita, constant prices"
2012,GAB,20706.108,"Gross domestic product per capita, constant prices"
2013,GAB,21026.301,"Gross domestic product per capita, constant prices"
2014,GAB,21189.691,"Gross domestic product per capita, constant prices"
2015,GAB,21306.377,"Gross domestic product per capita, constant prices"
2016,GAB,21206.968,"Gross domestic product per capita, constant prices"
2017,GAB,20830.192,"Gross domestic product per capita, constant prices"
2018,GAB,20734.26,"Gross domestic product per capita, constant prices"
2019,GAB,21245.93,"Gross domestic product per capita, constant prices"
2020,GAB,20585.088,"Gross domestic product per capita, constant prices"
2021,GAB,20623.789,"Gross domestic product per capita, constant prices"
2022,GAB,20989.418,"Gross domestic product per capita, constant prices"
2023,GAB,21035.029,"Gross domestic product per capita, constant prices"
2024,GAB,21218.077,"Gross domestic product per capita, constant prices"
2025,GAB,21346.077,"Gross domestic product per capita, constant prices"
2026,GAB,21441.529,"Gross domestic product per capita, constant prices"
2027,GAB,21589.872,"Gross domestic product per capita, constant prices"
2028,GAB,21727.03,"Gross domestic product per capita, constant prices"
2029,GAB,21849.672,"Gross domestic product per capita, constant prices"
2030,GAB,22001.58,"Gross domestic product per capita, constant prices"
1980,GMB,3416.557,"Gross domestic product per capita, constant prices"
1981,GMB,2911.448,"Gross domestic product per capita, constant prices"
1982,GMB,3390.404,"Gross domestic product per capita, constant prices"
1983,GMB,3700.726,"Gross domestic product per capita, constant prices"
1984,GMB,3284.404,"Gross domestic product per capita, constant prices"
1985,GMB,3270.497,"Gross domestic product per capita, constant prices"
1986,GMB,3216.259,"Gross domestic product per capita, constant prices"
1987,GMB,3176.407,"Gross domestic product per capita, constant prices"
1988,GMB,3103.55,"Gross domestic product per capita, constant prices"
1989,GMB,3110.749,"Gross domestic product per capita, constant prices"
1990,GMB,3158.743,"Gross domestic product per capita, constant prices"
1991,GMB,3100.272,"Gross domestic product per capita, constant prices"
1992,GMB,3030.974,"Gross domestic product per capita, constant prices"
1993,GMB,2973.085,"Gross domestic product per capita, constant prices"
1994,GMB,2775.881,"Gross domestic product per capita, constant prices"
1995,GMB,2781.334,"Gross domestic product per capita, constant prices"
1996,GMB,2778.792,"Gross domestic product per capita, constant prices"
1997,GMB,2695.933,"Gross domestic product per capita, constant prices"
1998,GMB,2783.987,"Gross domestic product per capita, constant prices"
1999,GMB,2871.656,"Gross domestic product per capita, constant prices"
2000,GMB,2937.013,"Gross domestic product per capita, constant prices"
2001,GMB,3009.219,"Gross domestic product per capita, constant prices"
2002,GMB,2819.896,"Gross domestic product per capita, constant prices"
2003,GMB,2918.83,"Gross domestic product per capita, constant prices"
2004,GMB,3027.182,"Gross domestic product per capita, constant prices"
2005,GMB,2865.584,"Gross domestic product per capita, constant prices"
2006,GMB,2764.244,"Gross domestic product per capita, constant prices"
2007,GMB,2764.293,"Gross domestic product per capita, constant prices"
2008,GMB,2851.266,"Gross domestic product per capita, constant prices"
2009,GMB,2952.206,"Gross domestic product per capita, constant prices"
2010,GMB,3034.366,"Gross domestic product per capita, constant prices"
2011,GMB,2704.773,"Gross domestic product per capita, constant prices"
2012,GMB,2761.577,"Gross domestic product per capita, constant prices"
2013,GMB,2755.989,"Gross domestic product per capita, constant prices"
2014,GMB,2636.21,"Gross domestic product per capita, constant prices"
2015,GMB,2661.89,"Gross domestic product per capita, constant prices"
2016,GMB,2633.72,"Gross domestic product per capita, constant prices"
2017,GMB,2679.985,"Gross domestic product per capita, constant prices"
2018,GMB,2790.429,"Gross domestic product per capita, constant prices"
2019,GMB,2877.372,"Gross domestic product per capita, constant prices"
2020,GMB,2809.942,"Gross domestic product per capita, constant prices"
2021,GMB,2871.409,"Gross domestic product per capita, constant prices"
2022,GMB,2940.712,"Gross domestic product per capita, constant prices"
2023,GMB,2991.887,"Gross domestic product per capita, constant prices"
2024,GMB,3073.541,"Gross domestic product per capita, constant prices"
2025,GMB,3160.291,"Gross domestic product per capita, constant prices"
2026,GMB,3222.361,"Gross domestic product per capita, constant prices"
2027,GMB,3284.67,"Gross domestic product per capita, constant prices"
2028,GMB,3348.325,"Gross domestic product per capita, constant prices"
2029,GMB,3413.217,"Gross domestic product per capita, constant prices"
2030,GMB,3479.365,"Gross domestic product per capita, constant prices"
1980,GEO,,"Gross domestic product per capita, constant prices"
1981,GEO,,"Gross domestic product per capita, constant prices"
1982,GEO,,"Gross domestic product per capita, constant prices"
1983,GEO,,"Gross domestic product per capita, constant prices"
1984,GEO,,"Gross domestic product per capita, constant prices"
1985,GEO,,"Gross domestic product per capita, constant prices"
1986,GEO,,"Gross domestic product per capita, constant prices"
1987,GEO,,"Gross domestic product per capita, constant prices"
1988,GEO,,"Gross domestic product per capita, constant prices"
1989,GEO,,"Gross domestic product per capita, constant prices"
1990,GEO,,"Gross domestic product per capita, constant prices"
1991,GEO,8977.769,"Gross domestic product per capita, constant prices"
1992,GEO,4933.993,"Gross domestic product per capita, constant prices"
1993,GEO,3567.682,"Gross domestic product per capita, constant prices"
1994,GEO,3466.321,"Gross domestic product per capita, constant prices"
1995,GEO,3697.134,"Gross domestic product per capita, constant prices"
1996,GEO,4236.393,"Gross domestic product per capita, constant prices"
1997,GEO,4846.646,"Gross domestic product per capita, constant prices"
1998,GEO,5133.391,"Gross domestic product per capita, constant prices"
1999,GEO,5397.909,"Gross domestic product per capita, constant prices"
2000,GEO,5606.478,"Gross domestic product per capita, constant prices"
2001,GEO,5989.215,"Gross domestic product per capita, constant prices"
2002,GEO,6390.969,"Gross domestic product per capita, constant prices"
2003,GEO,7154.287,"Gross domestic product per capita, constant prices"
2004,GEO,7622.939,"Gross domestic product per capita, constant prices"
2005,GEO,8398.002,"Gross domestic product per capita, constant prices"
2006,GEO,9257.659,"Gross domestic product per capita, constant prices"
2007,GEO,10463.332,"Gross domestic product per capita, constant prices"
2008,GEO,10786.331,"Gross domestic product per capita, constant prices"
2009,GEO,10443.052,"Gross domestic product per capita, constant prices"
2010,GEO,11253.864,"Gross domestic product per capita, constant prices"
2011,GEO,12232.798,"Gross domestic product per capita, constant prices"
2012,GEO,13157.191,"Gross domestic product per capita, constant prices"
2013,GEO,13910.371,"Gross domestic product per capita, constant prices"
2014,GEO,14485.233,"Gross domestic product per capita, constant prices"
2015,GEO,14950.494,"Gross domestic product per capita, constant prices"
2016,GEO,15438.483,"Gross domestic product per capita, constant prices"
2017,GEO,16244.864,"Gross domestic product per capita, constant prices"
2018,GEO,17214.875,"Gross domestic product per capita, constant prices"
2019,GEO,18170.803,"Gross domestic product per capita, constant prices"
2020,GEO,17057.867,"Gross domestic product per capita, constant prices"
2021,GEO,18814.285,"Gross domestic product per capita, constant prices"
2022,GEO,21102.631,"Gross domestic product per capita, constant prices"
2023,GEO,22464.219,"Gross domestic product per capita, constant prices"
2024,GEO,24860.394,"Gross domestic product per capita, constant prices"
2025,GEO,26351.964,"Gross domestic product per capita, constant prices"
2026,GEO,27693.029,"Gross domestic product per capita, constant prices"
2027,GEO,29102.342,"Gross domestic product per capita, constant prices"
2028,GEO,30583.376,"Gross domestic product per capita, constant prices"
2029,GEO,32139.78,"Gross domestic product per capita, constant prices"
2030,GEO,33775.634,"Gross domestic product per capita, constant prices"
1980,DEU,35162.31,"Gross domestic product per capita, constant prices"
1981,DEU,35134.893,"Gross domestic product per capita, constant prices"
1982,DEU,34882.865,"Gross domestic product per capita, constant prices"
1983,DEU,35549.162,"Gross domestic product per capita, constant prices"
1984,DEU,36702.02,"Gross domestic product per capita, constant prices"
1985,DEU,37599.42,"Gross domestic product per capita, constant prices"
1986,DEU,38481.844,"Gross domestic product per capita, constant prices"
1987,DEU,39040.236,"Gross domestic product per capita, constant prices"
1988,DEU,40253.472,"Gross domestic product per capita, constant prices"
1989,DEU,41414.766,"Gross domestic product per capita, constant prices"
1990,DEU,42961.385,"Gross domestic product per capita, constant prices"
1991,DEU,44536.288,"Gross domestic product per capita, constant prices"
1992,DEU,45136.431,"Gross domestic product per capita, constant prices"
1993,DEU,44447.141,"Gross domestic product per capita, constant prices"
1994,DEU,45489.138,"Gross domestic product per capita, constant prices"
1995,DEU,46085.624,"Gross domestic product per capita, constant prices"
1996,DEU,46469.065,"Gross domestic product per capita, constant prices"
1997,DEU,47306.895,"Gross domestic product per capita, constant prices"
1998,DEU,48339.858,"Gross domestic product per capita, constant prices"
1999,DEU,49382.234,"Gross domestic product per capita, constant prices"
2000,DEU,50783.251,"Gross domestic product per capita, constant prices"
2001,DEU,51574.323,"Gross domestic product per capita, constant prices"
2002,DEU,51417.994,"Gross domestic product per capita, constant prices"
2003,DEU,51160.934,"Gross domestic product per capita, constant prices"
2004,DEU,51818.981,"Gross domestic product per capita, constant prices"
2005,DEU,52353.505,"Gross domestic product per capita, constant prices"
2006,DEU,54484.495,"Gross domestic product per capita, constant prices"
2007,DEU,56182.615,"Gross domestic product per capita, constant prices"
2008,DEU,56854.188,"Gross domestic product per capita, constant prices"
2009,DEU,53887.831,"Gross domestic product per capita, constant prices"
2010,DEU,56261.076,"Gross domestic product per capita, constant prices"
2011,DEU,58385.231,"Gross domestic product per capita, constant prices"
2012,DEU,58549.112,"Gross domestic product per capita, constant prices"
2013,DEU,58614.931,"Gross domestic product per capita, constant prices"
2014,DEU,59638.868,"Gross domestic product per capita, constant prices"
2015,DEU,60103.751,"Gross domestic product per capita, constant prices"
2016,DEU,60985.859,"Gross domestic product per capita, constant prices"
2017,DEU,62407.049,"Gross domestic product per capita, constant prices"
2018,DEU,62914.558,"Gross domestic product per capita, constant prices"
2019,DEU,63395.798,"Gross domestic product per capita, constant prices"
2020,DEU,60746.981,"Gross domestic product per capita, constant prices"
2021,DEU,62950.306,"Gross domestic product per capita, constant prices"
2022,DEU,63352.67,"Gross domestic product per capita, constant prices"
2023,DEU,62649.743,"Gross domestic product per capita, constant prices"
2024,DEU,62355.495,"Gross domestic product per capita, constant prices"
2025,DEU,62216.514,"Gross domestic product per capita, constant prices"
2026,DEU,62706.176,"Gross domestic product per capita, constant prices"
2027,DEU,63565.895,"Gross domestic product per capita, constant prices"
2028,DEU,64307.488,"Gross domestic product per capita, constant prices"
2029,DEU,64907.859,"Gross domestic product per capita, constant prices"
2030,DEU,65356.052,"Gross domestic product per capita, constant prices"
1980,GHA,2822.818,"Gross domestic product per capita, constant prices"
1981,GHA,2641.593,"Gross domestic product per capita, constant prices"
1982,GHA,2352.886,"Gross domestic product per capita, constant prices"
1983,GHA,2141.111,"Gross domestic product per capita, constant prices"
1984,GHA,2282.219,"Gross domestic product per capita, constant prices"
1985,GHA,2377.356,"Gross domestic product per capita, constant prices"
1986,GHA,2469.541,"Gross domestic product per capita, constant prices"
1987,GHA,2574.288,"Gross domestic product per capita, constant prices"
1988,GHA,2675.731,"Gross domestic product per capita, constant prices"
1989,GHA,2728.225,"Gross domestic product per capita, constant prices"
1990,GHA,2755.097,"Gross domestic product per capita, constant prices"
1991,GHA,2814.806,"Gross domestic product per capita, constant prices"
1992,GHA,2868.517,"Gross domestic product per capita, constant prices"
1993,GHA,2932.102,"Gross domestic product per capita, constant prices"
1994,GHA,2962.859,"Gross domestic product per capita, constant prices"
1995,GHA,3016.23,"Gross domestic product per capita, constant prices"
1996,GHA,3087.002,"Gross domestic product per capita, constant prices"
1997,GHA,3189.185,"Gross domestic product per capita, constant prices"
1998,GHA,3268.486,"Gross domestic product per capita, constant prices"
1999,GHA,3334.111,"Gross domestic product per capita, constant prices"
2000,GHA,3368.31,"Gross domestic product per capita, constant prices"
2001,GHA,3405.335,"Gross domestic product per capita, constant prices"
2002,GHA,3465.935,"Gross domestic product per capita, constant prices"
2003,GHA,3546.073,"Gross domestic product per capita, constant prices"
2004,GHA,3640.002,"Gross domestic product per capita, constant prices"
2005,GHA,3766.685,"Gross domestic product per capita, constant prices"
2006,GHA,3883.498,"Gross domestic product per capita, constant prices"
2007,GHA,3938.867,"Gross domestic product per capita, constant prices"
2008,GHA,4185.899,"Gross domestic product per capita, constant prices"
2009,GHA,4314.669,"Gross domestic product per capita, constant prices"
2010,GHA,4538.507,"Gross domestic product per capita, constant prices"
2011,GHA,5048.955,"Gross domestic product per capita, constant prices"
2012,GHA,5343.291,"Gross domestic product per capita, constant prices"
2013,GHA,5593.776,"Gross domestic product per capita, constant prices"
2014,GHA,5619.073,"Gross domestic product per capita, constant prices"
2015,GHA,5607.367,"Gross domestic product per capita, constant prices"
2016,GHA,5666.079,"Gross domestic product per capita, constant prices"
2017,GHA,5993.632,"Gross domestic product per capita, constant prices"
2018,GHA,6234.513,"Gross domestic product per capita, constant prices"
2019,GHA,6508.247,"Gross domestic product per capita, constant prices"
2020,GHA,6412.686,"Gross domestic product per capita, constant prices"
2021,GHA,6607.504,"Gross domestic product per capita, constant prices"
2022,GHA,6729.275,"Gross domestic product per capita, constant prices"
2023,GHA,6808.539,"Gross domestic product per capita, constant prices"
2024,GHA,7061.935,"Gross domestic product per capita, constant prices"
2025,GHA,7212.844,"Gross domestic product per capita, constant prices"
2026,GHA,7424.47,"Gross domestic product per capita, constant prices"
2027,GHA,7656.456,"Gross domestic product per capita, constant prices"
2028,GHA,7901.625,"Gross domestic product per capita, constant prices"
2029,GHA,8157.567,"Gross domestic product per capita, constant prices"
2030,GHA,8423.731,"Gross domestic product per capita, constant prices"
1980,GRC,26781.028,"Gross domestic product per capita, constant prices"
1981,GRC,26047.303,"Gross domestic product per capita, constant prices"
1982,GRC,25602.341,"Gross domestic product per capita, constant prices"
1983,GRC,25163.097,"Gross domestic product per capita, constant prices"
1984,GRC,25535.571,"Gross domestic product per capita, constant prices"
1985,GRC,26052.257,"Gross domestic product per capita, constant prices"
1986,GRC,26108.444,"Gross domestic product per capita, constant prices"
1987,GRC,25426.662,"Gross domestic product per capita, constant prices"
1988,GRC,26436.079,"Gross domestic product per capita, constant prices"
1989,GRC,27325.142,"Gross domestic product per capita, constant prices"
1990,GRC,27155.734,"Gross domestic product per capita, constant prices"
1991,GRC,27584.289,"Gross domestic product per capita, constant prices"
1992,GRC,27523.466,"Gross domestic product per capita, constant prices"
1993,GRC,26917.701,"Gross domestic product per capita, constant prices"
1994,GRC,27301.808,"Gross domestic product per capita, constant prices"
1995,GRC,27753.138,"Gross domestic product per capita, constant prices"
1996,GRC,27997.688,"Gross domestic product per capita, constant prices"
1997,GRC,28894.693,"Gross domestic product per capita, constant prices"
1998,GRC,29708.949,"Gross domestic product per capita, constant prices"
1999,GRC,30344.148,"Gross domestic product per capita, constant prices"
2000,GRC,31518.034,"Gross domestic product per capita, constant prices"
2001,GRC,32800.027,"Gross domestic product per capita, constant prices"
2002,GRC,34171.206,"Gross domestic product per capita, constant prices"
2003,GRC,36060.99,"Gross domestic product per capita, constant prices"
2004,GRC,37914.866,"Gross domestic product per capita, constant prices"
2005,GRC,38260.26,"Gross domestic product per capita, constant prices"
2006,GRC,40596.731,"Gross domestic product per capita, constant prices"
2007,GRC,41901.251,"Gross domestic product per capita, constant prices"
2008,GRC,41830.855,"Gross domestic product per capita, constant prices"
2009,GRC,39985.495,"Gross domestic product per capita, constant prices"
2010,GRC,37625.593,"Gross domestic product per capita, constant prices"
2011,GRC,33896.891,"Gross domestic product per capita, constant prices"
2012,GRC,31176.554,"Gross domestic product per capita, constant prices"
2013,GRC,30697.432,"Gross domestic product per capita, constant prices"
2014,GRC,31158.125,"Gross domestic product per capita, constant prices"
2015,GRC,31283.937,"Gross domestic product per capita, constant prices"
2016,GRC,31489.381,"Gross domestic product per capita, constant prices"
2017,GRC,31999.407,"Gross domestic product per capita, constant prices"
2018,GRC,32742.272,"Gross domestic product per capita, constant prices"
2019,GRC,33539.598,"Gross domestic product per capita, constant prices"
2020,GRC,30472.365,"Gross domestic product per capita, constant prices"
2021,GRC,33233.409,"Gross domestic product per capita, constant prices"
2022,GRC,35877.501,"Gross domestic product per capita, constant prices"
2023,GRC,36875.672,"Gross domestic product per capita, constant prices"
2024,GRC,37761.486,"Gross domestic product per capita, constant prices"
2025,GRC,38605.215,"Gross domestic product per capita, constant prices"
2026,GRC,39341.86,"Gross domestic product per capita, constant prices"
2027,GRC,39918.84,"Gross domestic product per capita, constant prices"
2028,GRC,40573.14,"Gross domestic product per capita, constant prices"
2029,GRC,41209.223,"Gross domestic product per capita, constant prices"
2030,GRC,41860.961,"Gross domestic product per capita, constant prices"
1980,GRD,6346.591,"Gross domestic product per capita, constant prices"
1981,GRD,6321.805,"Gross domestic product per capita, constant prices"
1982,GRD,6403.225,"Gross domestic product per capita, constant prices"
1983,GRD,6415.295,"Gross domestic product per capita, constant prices"
1984,GRD,6503.431,"Gross domestic product per capita, constant prices"
1985,GRD,6790.717,"Gross domestic product per capita, constant prices"
1986,GRD,7273.646,"Gross domestic product per capita, constant prices"
1987,GRD,7994.086,"Gross domestic product per capita, constant prices"
1988,GRD,8336.146,"Gross domestic product per capita, constant prices"
1989,GRD,8755.999,"Gross domestic product per capita, constant prices"
1990,GRD,9184.557,"Gross domestic product per capita, constant prices"
1991,GRD,9302.315,"Gross domestic product per capita, constant prices"
1992,GRD,9160.338,"Gross domestic product per capita, constant prices"
1993,GRD,8883.062,"Gross domestic product per capita, constant prices"
1994,GRD,8945.143,"Gross domestic product per capita, constant prices"
1995,GRD,9055.798,"Gross domestic product per capita, constant prices"
1996,GRD,9385.874,"Gross domestic product per capita, constant prices"
1997,GRD,9792.575,"Gross domestic product per capita, constant prices"
1998,GRD,10899.966,"Gross domestic product per capita, constant prices"
1999,GRD,11614.692,"Gross domestic product per capita, constant prices"
2000,GRD,12154.314,"Gross domestic product per capita, constant prices"
2001,GRD,11872.948,"Gross domestic product per capita, constant prices"
2002,GRD,12171.94,"Gross domestic product per capita, constant prices"
2003,GRD,13234.701,"Gross domestic product per capita, constant prices"
2004,GRD,13156.205,"Gross domestic product per capita, constant prices"
2005,GRD,14941.121,"Gross domestic product per capita, constant prices"
2006,GRD,14307.948,"Gross domestic product per capita, constant prices"
2007,GRD,15144.615,"Gross domestic product per capita, constant prices"
2008,GRD,15242.093,"Gross domestic product per capita, constant prices"
2009,GRD,14250.76,"Gross domestic product per capita, constant prices"
2010,GRD,14196.387,"Gross domestic product per capita, constant prices"
2011,GRD,14086.495,"Gross domestic product per capita, constant prices"
2012,GRD,13803.213,"Gross domestic product per capita, constant prices"
2013,GRD,14000.099,"Gross domestic product per capita, constant prices"
2014,GRD,14918.908,"Gross domestic product per capita, constant prices"
2015,GRD,15776.322,"Gross domestic product per capita, constant prices"
2016,GRD,16246.177,"Gross domestic product per capita, constant prices"
2017,GRD,16882.507,"Gross domestic product per capita, constant prices"
2018,GRD,17541.402,"Gross domestic product per capita, constant prices"
2019,GRD,17562.969,"Gross domestic product per capita, constant prices"
2020,GRD,15072.325,"Gross domestic product per capita, constant prices"
2021,GRD,15690.216,"Gross domestic product per capita, constant prices"
2022,GRD,16744.219,"Gross domestic product per capita, constant prices"
2023,GRD,17442.45,"Gross domestic product per capita, constant prices"
2024,GRD,17973.202,"Gross domestic product per capita, constant prices"
2025,GRD,18572.79,"Gross domestic product per capita, constant prices"
2026,GRD,19084.036,"Gross domestic product per capita, constant prices"
2027,GRD,19494.936,"Gross domestic product per capita, constant prices"
2028,GRD,19915.284,"Gross domestic product per capita, constant prices"
2029,GRD,20349.942,"Gross domestic product per capita, constant prices"
2030,GRD,20794.054,"Gross domestic product per capita, constant prices"
1980,GTM,9250.937,"Gross domestic product per capita, constant prices"
1981,GTM,9079.631,"Gross domestic product per capita, constant prices"
1982,GTM,8540.872,"Gross domestic product per capita, constant prices"
1983,GTM,8117.665,"Gross domestic product per capita, constant prices"
1984,GTM,7955.247,"Gross domestic product per capita, constant prices"
1985,GTM,7709.668,"Gross domestic product per capita, constant prices"
1986,GTM,7524.503,"Gross domestic product per capita, constant prices"
1987,GTM,7599.828,"Gross domestic product per capita, constant prices"
1988,GTM,7700.711,"Gross domestic product per capita, constant prices"
1989,GTM,7809.261,"Gross domestic product per capita, constant prices"
1990,GTM,7858.594,"Gross domestic product per capita, constant prices"
1991,GTM,7879.561,"Gross domestic product per capita, constant prices"
1992,GTM,8028.509,"Gross domestic product per capita, constant prices"
1993,GTM,8092.417,"Gross domestic product per capita, constant prices"
1994,GTM,8169.627,"Gross domestic product per capita, constant prices"
1995,GTM,8322.418,"Gross domestic product per capita, constant prices"
1996,GTM,8352.332,"Gross domestic product per capita, constant prices"
1997,GTM,8492.148,"Gross domestic product per capita, constant prices"
1998,GTM,8675.435,"Gross domestic product per capita, constant prices"
1999,GTM,8785.764,"Gross domestic product per capita, constant prices"
2000,GTM,8788.867,"Gross domestic product per capita, constant prices"
2001,GTM,8846.531,"Gross domestic product per capita, constant prices"
2002,GTM,8977.494,"Gross domestic product per capita, constant prices"
2003,GTM,9008.736,"Gross domestic product per capita, constant prices"
2004,GTM,9095.974,"Gross domestic product per capita, constant prices"
2005,GTM,9200.844,"Gross domestic product per capita, constant prices"
2006,GTM,9498.788,"Gross domestic product per capita, constant prices"
2007,GTM,9903.165,"Gross domestic product per capita, constant prices"
2008,GTM,10034.052,"Gross domestic product per capita, constant prices"
2009,GTM,9894.029,"Gross domestic product per capita, constant prices"
2010,GTM,9994.147,"Gross domestic product per capita, constant prices"
2011,GTM,10222.592,"Gross domestic product per capita, constant prices"
2012,GTM,10341.226,"Gross domestic product per capita, constant prices"
2013,GTM,10536.535,"Gross domestic product per capita, constant prices"
2014,GTM,10816.166,"Gross domestic product per capita, constant prices"
2015,GTM,11069.945,"Gross domestic product per capita, constant prices"
2016,GTM,11179.467,"Gross domestic product per capita, constant prices"
2017,GTM,11337.729,"Gross domestic product per capita, constant prices"
2018,GTM,11537.855,"Gross domestic product per capita, constant prices"
2019,GTM,11815.619,"Gross domestic product per capita, constant prices"
2020,GTM,11429.59,"Gross domestic product per capita, constant prices"
2021,GTM,12166.32,"Gross domestic product per capita, constant prices"
2022,GTM,12496.095,"Gross domestic product per capita, constant prices"
2023,GTM,12757.079,"Gross domestic product per capita, constant prices"
2024,GTM,13043.857,"Gross domestic product per capita, constant prices"
2025,GTM,13397.785,"Gross domestic product per capita, constant prices"
2026,GTM,13728.431,"Gross domestic product per capita, constant prices"
2027,GTM,14067.238,"Gross domestic product per capita, constant prices"
2028,GTM,14410.477,"Gross domestic product per capita, constant prices"
2029,GTM,14776.326,"Gross domestic product per capita, constant prices"
2030,GTM,15151.463,"Gross domestic product per capita, constant prices"
1980,GIN,,"Gross domestic product per capita, constant prices"
1981,GIN,,"Gross domestic product per capita, constant prices"
1982,GIN,,"Gross domestic product per capita, constant prices"
1983,GIN,,"Gross domestic product per capita, constant prices"
1984,GIN,,"Gross domestic product per capita, constant prices"
1985,GIN,,"Gross domestic product per capita, constant prices"
1986,GIN,,"Gross domestic product per capita, constant prices"
1987,GIN,,"Gross domestic product per capita, constant prices"
1988,GIN,,"Gross domestic product per capita, constant prices"
1989,GIN,,"Gross domestic product per capita, constant prices"
1990,GIN,2250.48,"Gross domestic product per capita, constant prices"
1991,GIN,2186.25,"Gross domestic product per capita, constant prices"
1992,GIN,2129.56,"Gross domestic product per capita, constant prices"
1993,GIN,2111.091,"Gross domestic product per capita, constant prices"
1994,GIN,2085.117,"Gross domestic product per capita, constant prices"
1995,GIN,2092.71,"Gross domestic product per capita, constant prices"
1996,GIN,2116.516,"Gross domestic product per capita, constant prices"
1997,GIN,2172.057,"Gross domestic product per capita, constant prices"
1998,GIN,2208.421,"Gross domestic product per capita, constant prices"
1999,GIN,2254.305,"Gross domestic product per capita, constant prices"
2000,GIN,2272.365,"Gross domestic product per capita, constant prices"
2001,GIN,2315.981,"Gross domestic product per capita, constant prices"
2002,GIN,2395.099,"Gross domestic product per capita, constant prices"
2003,GIN,2383.158,"Gross domestic product per capita, constant prices"
2004,GIN,2393.412,"Gross domestic product per capita, constant prices"
2005,GIN,2414.512,"Gross domestic product per capita, constant prices"
2006,GIN,2418.569,"Gross domestic product per capita, constant prices"
2007,GIN,2512.467,"Gross domestic product per capita, constant prices"
2008,GIN,2548.622,"Gross domestic product per capita, constant prices"
